S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
834.4,66.8,1029.2,1838.8,930,6430,358.6,130.8,733.4,983.9333333,454.3333333,139,69.4,44.4,26.6,16.2,0,4.2,782.7814815,3363323.217
832.8,74.6,1009.4,1751.6,919.5,5958,364.0333333,135.6,728.6333333,984.0333333,457.8333333,138.3333333,72.3,46.3,24.7,17.4,0,4.9,751.1092593,2858205.692
831.2,82.4,989.6,1664.4,909,5486,369.4666667,140.4,723.8666667,984.1333333,461.3333333,137.6666667,75.2,48.2,22.8,18.6,0,5.6,719.437037,2353088.168
829.6,90.2,969.8,1577.2,898.5,5014,374.9,145.2,719.1,984.2333333,464.8333333,137,78.1,50.1,20.9,19.8,0,6.3,687.7648148,1847970.644
828,98,950,1490,888,4542,380.3333333,150,714.3333333,984.3333333,468.3333333,136.3333333,81,52,19,21,0,7,656.0925926,1342853.12
829.5,92.2,966.3,1468.4,860,4450.8,377.6,156.5,740.9,1003.1,465.8333333,135.7,83.4,56.4,21.1,25.4,0,8,652.2851852,1299133.087
831,86.4,982.6,1446.8,832,4359.6,374.8666667,163,767.4666667,1021.866667,463.3333333,135.0666667,85.8,60.8,23.2,29.8,0,9,648.4777778,1255413.053
832.5,80.6,998.9,1425.2,804,4268.4,372.1333333,169.5,794.0333333,1040.633333,460.8333333,134.4333333,88.2,65.2,25.3,34.2,0,10,644.6703703,1211693.02
834,74.8,1015.2,1403.6,776,4177.2,369.4,176,820.6,1059.4,458.3333333,133.8,90.6,69.6,27.4,38.6,0,11,640.862963,1167972.986
835.5,69,1031.5,1382,748,4086,366.6666667,182.5,847.1666667,1078.166667,455.8333333,133.1666667,93,74,29.5,43,0,12,637.0555556,1124252.953
837,63.2,1047.8,1360.4,720,3994.8,363.9333333,189,873.7333333,1096.933333,453.3333333,132.5333333,95.4,78.4,31.6,47.4,0,13,633.2481481,1080532.919
838.5,57.4,1064.1,1338.8,692,3903.6,361.2,195.5,900.3,1115.7,450.8333333,131.9,97.8,82.8,33.7,51.8,0,14,629.4407407,1036812.886
840,51.6,1080.4,1317.2,664,3812.4,358.4666667,202,926.8666667,1134.466667,448.3333333,131.2666667,100.2,87.2,35.8,56.2,0,15,625.6333334,993092.8521
841.5,45.8,1096.7,1295.6,636,3721.2,355.7333333,208.5,953.4333333,1153.233333,445.8333333,130.6333333,102.6,91.6,37.9,60.6,0,16,621.8259259,949372.8187
843,40,1113,1274,608,3630,353,215,980,1172,443.3333333,130,105,96,40,65,0,17,618.0185185,905652.7852
891.7,49.6,1101.5,1216.7,608.8,3485.6,357.7,209.6333333,967.7,1186.6,451.4,127.4,110.4333333,99.8,44.1,64.8,0,17.3,610.5981481,855908.8281
940.4,59.2,1090,1159.4,609.6,3341.2,362.4,204.2666667,955.4,1201.2,459.4666667,124.8,115.8666667,103.6,48.2,64.6,0,17.6,603.1777778,806164.8711
989.1,68.8,1078.5,1102.1,610.4,3196.8,367.1,198.9,943.1,1215.8,467.5333333,122.2,121.3,107.4,52.3,64.4,0,17.9,595.7574074,756420.9141
1037.8,78.4,1067,1044.8,611.2,3052.4,371.8,193.5333333,930.8,1230.4,475.6,119.6,126.7333333,111.2,56.4,64.2,0,18.2,588.337037,706676.957
1086.5,88,1055.5,987.5,612,2908,376.5,188.1666667,918.5,1245,483.6666667,117,132.1666667,115,60.5,64,0,18.5,580.9166667,656933
1135.2,97.6,1044,930.2,612.8,2763.6,381.2,182.8,906.2,1259.6,491.7333333,114.4,137.6,118.8,64.6,63.8,0,18.8,573.4962963,607189.043
1183.9,107.2,1032.5,872.9,613.6,2619.2,385.9,177.4333333,893.9,1274.2,499.8,111.8,143.0333333,122.6,68.7,63.6,0,19.1,566.0759259,557445.0859
1232.6,116.8,1021,815.6,614.4,2474.8,390.6,172.0666667,881.6,1288.8,507.8666667,109.2,148.4666667,126.4,72.8,63.4,0,19.4,558.6555556,507701.1289
1281.3,126.4,1009.5,758.3,615.2,2330.4,395.3,166.7,869.3,1303.4,515.9333333,106.6,153.9,130.2,76.9,63.2,0,19.7,551.2351852,457957.1719
1330,136,998,701,616,2186,400,161.3333333,857,1318,524,104,159.3333333,134,81,63,0,20,543.8148148,408213.2148
1289.8,153.6,970,670.9,620.8,2117.2,392.2,162.5,849,1295.1,513.7,101.4,167.7333333,135.2,80.8,63.1,0,18.7,533.4296296,385139.4723
1249.6,171.2,942,640.8,625.6,2048.4,384.4,163.6666667,841,1272.2,503.4,98.8,176.1333333,136.4,80.6,63.2,0,17.4,523.0444444,362065.7298
1209.4,188.8,914,610.7,630.4,1979.6,376.6,164.8333333,833,1249.3,493.1,96.2,184.5333333,137.6,80.4,63.3,0,16.1,512.6592593,338991.9873
1169.2,206.4,886,580.6,635.2,1910.8,368.8,166,825,1226.4,482.8,93.6,192.9333333,138.8,80.2,63.4,0,14.8,502.2740741,315918.2447
1129,224,858,550.5,640,1842,361,167.1666667,817,1203.5,472.5,91,201.3333333,140,80,63.5,0,13.5,491.8888889,292844.5022
1088.8,241.6,830,520.4,644.8,1773.2,353.2,168.3333333,809,1180.6,462.2,88.4,209.7333333,141.2,79.8,63.6,0,12.2,481.5037037,269770.7597
1048.6,259.2,802,490.3,649.6,1704.4,345.4,169.5,801,1157.7,451.9,85.8,218.1333333,142.4,79.6,63.7,0,10.9,471.1185185,246697.0172
1008.4,276.8,774,460.2,654.4,1635.6,337.6,170.6666667,793,1134.8,441.6,83.2,226.5333333,143.6,79.4,63.8,0,9.6,460.7333333,223623.2747
968.2,294.4,746,430.1,659.2,1566.8,329.8,171.8333333,785,1111.9,431.3,80.6,234.9333333,144.8,79.2,63.9,0,8.3,450.3481481,200549.5321
928,312,718,400,664,1498,322,173,777,1089,421,78,243.3333333,146,79,64,0,7,439.962963,177475.7896
914.6,307,705.3,401.9,661.8,1493.6,319.4,187.6,765.0333333,1082.233333,421.8,77.3,254.4,151,76,64.7,0,7.9,438.4203704,175632.3073
901.2,302,692.6,403.8,659.6,1489.2,316.8,202.2,753.0666667,1075.466667,422.6,76.6,265.4666667,156,73,65.4,0,8.8,436.8777778,173788.8249
887.8,297,679.9,405.7,657.4,1484.8,314.2,216.8,741.1,1068.7,423.4,75.9,276.5333333,161,70,66.1,0,9.7,435.3351852,171945.3425
874.4,292,667.2,407.6,655.2,1480.4,311.6,231.4,729.1333333,1061.933333,424.2,75.2,287.6,166,67,66.8,0,10.6,433.7925926,170101.8601
861,287,654.5,409.5,653,1476,309,246,717.1666667,1055.166667,425,74.5,298.6666667,171,64,67.5,0,11.5,432.25,168258.3778
847.6,282,641.8,411.4,650.8,1471.6,306.4,260.6,705.2,1048.4,425.8,73.8,309.7333333,176,61,68.2,0,12.4,430.7074074,166414.8954
834.2,277,629.1,413.3,648.6,1467.2,303.8,275.2,693.2333333,1041.633333,426.6,73.1,320.8,181,58,68.9,0,13.3,429.1648148,164571.413
820.8,272,616.4,415.2,646.4,1462.8,301.2,289.8,681.2666667,1034.866667,427.4,72.4,331.8666667,186,55,69.6,0,14.2,427.6222222,162727.9307
807.4,267,603.7,417.1,644.2,1458.4,298.6,304.4,669.3,1028.1,428.2,71.7,342.9333333,191,52,70.3,0,15.1,426.0796296,160884.4483
794,262,591,419,642,1454,296,319,657.3333333,1021.333333,429,71,354,196,49,71,0,16,424.537037,159040.9659
780.7,278.3,584.9,420.4,636.8,1426,293.9,319.1,652.9333333,1000.533333,429.8,70.3,350.6,205.6,48.4,70.7,0,15.6,421.3648148,152271.9597
767.4,294.6,578.8,421.8,631.6,1398,291.8,319.2,648.5333333,979.7333333,430.6,69.6,347.2,215.2,47.8,70.4,0,15.2,418.1925926,145502.9535
754.1,310.9,572.7,423.2,626.4,1370,289.7,319.3,644.1333333,958.9333333,431.4,68.9,343.8,224.8,47.2,70.1,0,14.8,415.0203704,138733.9473
740.8,327.2,566.6,424.6,621.2,1342,287.6,319.4,639.7333333,938.1333333,432.2,68.2,340.4,234.4,46.6,69.8,0,14.4,411.8481481,131964.941
727.5,343.5,560.5,426,616,1314,285.5,319.5,635.3333333,917.3333333,433,67.5,337,244,46,69.5,0,14,408.6759259,125195.9348
714.2,359.8,554.4,427.4,610.8,1286,283.4,319.6,630.9333333,896.5333333,433.8,66.8,333.6,253.6,45.4,69.2,0,13.6,405.5037037,118426.9286
700.9,376.1,548.3,428.8,605.6,1258,281.3,319.7,626.5333333,875.7333333,434.6,66.1,330.2,263.2,44.8,68.9,0,13.2,402.3314815,111657.9224
687.6,392.4,542.2,430.2,600.4,1230,279.2,319.8,622.1333333,854.9333333,435.4,65.4,326.8,272.8,44.2,68.6,0,12.8,399.1592593,104888.9161
674.3,408.7,536.1,431.6,595.2,1202,277.1,319.9,617.7333333,834.1333333,436.2,64.7,323.4,282.4,43.6,68.3,0,12.4,395.987037,98119.90993
661,425,530,433,590,1174,275,320,613.3333333,813.3333333,437,64,320,292,43,68,0,12,392.8148148,91350.9037
664.1,418.8,513.7,425,585.7,1130.5,271.7333333,323.7,614,797.4,433.5,69.2,337.2,298,41.6,71.7,0,11.4,389.2907407,87231.26252
667.2,412.6,497.4,417,581.4,1087,268.4666667,327.4,614.6666667,781.4666667,430,74.4,354.4,304,40.2,75.4,0,10.8,385.7666667,83111.62133
670.3,406.4,481.1,409,577.1,1043.5,265.2,331.1,615.3333333,765.5333333,426.5,79.6,371.6,310,38.8,79.1,0,10.2,382.2425926,78991.98015
673.4,400.2,464.8,401,572.8,1000,261.9333333,334.8,616,749.6,423,84.8,388.8,316,37.4,82.8,0,9.6,378.7185185,74872.33896
676.5,394,448.5,393,568.5,956.5,258.6666667,338.5,616.6666667,733.6666667,419.5,90,406,322,36,86.5,0,9,375.1944445,70752.69778
679.6,387.8,432.2,385,564.2,913,255.4,342.2,617.3333333,717.7333333,416,95.2,423.2,328,34.6,90.2,0,8.4,371.6703704,66633.05659
682.7,381.6,415.9,377,559.9,869.5,252.1333333,345.9,618,701.8,412.5,100.4,440.4,334,33.2,93.9,0,7.8,368.1462963,62513.41541
685.8,375.4,399.6,369,555.6,826,248.8666667,349.6,618.6666667,685.8666667,409,105.6,457.6,340,31.8,97.6,0,7.2,364.6222222,58393.77422
688.9,369.2,383.3,361,551.3,782.5,245.6,353.3,619.3333333,669.9333333,405.5,110.8,474.8,346,30.4,101.3,0,6.6,361.0981481,54274.13304
692,363,367,353,547,739,242.3333333,357,620,654,402,116,492,352,29,105,0,6,357.5740741,50154.49185
687.4,390.5,386.1,354.1,545.9,723.9,243.8,357.7,613.5333333,643.9,405.8333333,121.2,491.2333333,357.6,29.8,106,0,5.7,359.1222222,50295.43911
682.8,418,405.2,355.2,544.8,708.8,245.2666667,358.4,607.0666667,633.8,409.6666667,126.4,490.4666667,363.2,30.6,107,0,5.4,360.6703704,50436.38637
678.2,445.5,424.3,356.3,543.7,693.7,246.7333333,359.1,600.6,623.7,413.5,131.6,489.7,368.8,31.4,108,0,5.1,362.2185185,50577.33363
673.6,473,443.4,357.4,542.6,678.6,248.2,359.8,594.1333333,613.6,417.3333333,136.8,488.9333333,374.4,32.2,109,0,4.8,363.7666667,50718.28089
669,500.5,462.5,358.5,541.5,663.5,249.6666667,360.5,587.6666667,603.5,421.1666667,142,488.1666667,380,33,110,0,4.5,365.3148148,50859.22815
664.4,528,481.6,359.6,540.4,648.4,251.1333333,361.2,581.2,593.4,425,147.2,487.4,385.6,33.8,111,0,4.2,366.862963,51000.17541
659.8,555.5,500.7,360.7,539.3,633.3,252.6,361.9,574.7333333,583.3,428.8333333,152.4,486.6333333,391.2,34.6,112,0,3.9,368.4111111,51141.12267
655.2,583,519.8,361.8,538.2,618.2,254.0666667,362.6,568.2666667,573.2,432.6666667,157.6,485.8666667,396.8,35.4,113,0,3.6,369.9592593,51282.06993
650.6,610.5,538.9,362.9,537.1,603.1,255.5333333,363.3,561.8,563.1,436.5,162.8,485.1,402.4,36.2,114,0,3.3,371.5074074,51423.01719
646,638,558,364,536,588,257,364,555.3333333,553,440.3333333,168,484.3333333,408,37,115,0,3,373.0555556,51563.96444
647.2,616.4,538.6,368,524.3,590.3,258.1,364.5,550.6,545.6,443.7,163.8333333,485.7333333,402.6,43.8,109.3,0,2.7,369.737037,49538.47081
648.4,594.8,519.2,372,512.6,592.6,259.2,365,545.8666667,538.2,447.0666667,159.6666667,487.1333333,397.2,50.6,103.6,0,2.4,366.4185185,47512.97719
649.6,573.2,499.8,376,500.9,594.9,260.3,365.5,541.1333333,530.8,450.4333333,155.5,488.5333333,391.8,57.4,97.9,0,2.1,363.1,45487.48356
650.8,551.6,480.4,380,489.2,597.2,261.4,366,536.4,523.4,453.8,151.3333333,489.9333333,386.4,64.2,92.2,0,1.8,359.7814815,43461.98993
652,530,461,384,477.5,599.5,262.5,366.5,531.6666667,516,457.1666667,147.1666667,491.3333333,381,71,86.5,0,1.5,356.462963,41436.4963
653.2,508.4,441.6,388,465.8,601.8,263.6,367,526.9333333,508.6,460.5333333,143,492.7333333,375.6,77.8,80.8,0,1.2,353.1444444,39411.00267
654.4,486.8,422.2,392,454.1,604.1,264.7,367.5,522.2,501.2,463.9,138.8333333,494.1333333,370.2,84.6,75.1,0,0.9,349.8259259,37385.50904
655.6,465.2,402.8,396,442.4,606.4,265.8,368,517.4666667,493.8,467.2666667,134.6666667,495.5333333,364.8,91.4,69.4,0,0.6,346.5074074,35360.01541
656.8,443.6,383.4,400,430.7,608.7,266.9,368.5,512.7333333,486.4,470.6333333,130.5,496.9333333,359.4,98.2,63.7,0,0.3,343.1888889,33334.52178
658,422,364,404,419,611,268,369,508,479,474,126.3333333,498.3333333,354,105,58,0,0,339.8703704,31309.02815
654.8,429,365,397.7,436.5,598.5,266.5,365,506,477.9,461.7,122.2,498.3,356.5,105.6,59.5,0,0.6,338.9611111,31266.016
651.6,436,366,391.4,454,586,265,361,504,476.8,449.4,118.0666667,498.2666667,359,106.2,61,0,1.2,338.0518519,31223.00385
648.4,443,367,385.1,471.5,573.5,263.5,357,502,475.7,437.1,113.9333333,498.2333333,361.5,106.8,62.5,0,1.8,337.1425926,31179.9917
645.2,450,368,378.8,489,561,262,353,500,474.6,424.8,109.8,498.2,364,107.4,64,0,2.4,336.2333333,31136.97956
642,457,369,372.5,506.5,548.5,260.5,349,498,473.5,412.5,105.6666667,498.1666667,366.5,108,65.5,0,3,335.3240741,31093.96741
638.8,464,370,366.2,524,536,259,345,496,472.4,400.2,101.5333333,498.1333333,369,108.6,67,0,3.6,334.4148148,31050.95526
635.6,471,371,359.9,541.5,523.5,257.5,341,494,471.3,387.9,97.4,498.1,371.5,109.2,68.5,0,4.2,333.5055556,31007.94311
632.4,478,372,353.6,559,511,256,337,492,470.2,375.6,93.26666667,498.0666667,374,109.8,70,0,4.8,332.5962963,30964.93096
629.2,485,373,347.3,576.5,498.5,254.5,333,490,469.1,363.3,89.13333333,498.0333333,376.5,110.4,71.5,0,5.4,331.687037,30921.91881
626,492,374,341,594,486,253,329,488,468,351,85,498,379,111,73,0,6,330.7777778,30878.90667
605,500,374.8,337.5,578.5,486.1,255.3,332.8,491.2,463.9,344.3,83.73333333,485.3,385.3,105,77.3,0,6,328.4462963,30682.79052
584,508,375.6,334,563,486.2,257.6,336.6,494.4,459.8,337.6,82.46666667,472.6,391.6,99,81.6,0,6,326.1148148,30486.67437
563,516,376.4,330.5,547.5,486.3,259.9,340.4,497.6,455.7,330.9,81.2,459.9,397.9,93,85.9,0,6,323.7833333,30290.55822
542,524,377.2,327,532,486.4,262.2,344.2,500.8,451.6,324.2,79.93333333,447.2,404.2,87,90.2,0,6,321.4518519,30094.44207
521,532,378,323.5,516.5,486.5,264.5,348,504,447.5,317.5,78.66666667,434.5,410.5,81,94.5,0,6,319.1203704,29898.32593
500,540,378.8,320,501,486.6,266.8,351.8,507.2,443.4,310.8,77.4,421.8,416.8,75,98.8,0,6,316.7888889,29702.20978
479,548,379.6,316.5,485.5,486.7,269.1,355.6,510.4,439.3,304.1,76.13333333,409.1,423.1,69,103.1,0,6,314.4574074,29506.09363
458,556,380.4,313,470,486.8,271.4,359.4,513.6,435.2,297.4,74.86666667,396.4,429.4,63,107.4,0,6,312.1259259,29309.97748
437,564,381.2,309.5,454.5,486.9,273.7,363.2,516.8,431.1,290.7,73.6,383.7,435.7,57,111.7,0,6,309.7944444,29113.86133
416,572,382,306,439,487,276,367,520,427,284,72.33333333,371,442,51,116,0,6,307.462963,28917.74519
431.4,557.8,381.8,310.6,435.3,477.9,270.1333333,369.9,513.2,422.8,290.5333333,71.1,374.8,444.1,57.5,117.6,0,6.3,307.3759259,28804.60119
446.8,543.6,381.6,315.2,431.6,468.8,264.2666667,372.8,506.4,418.6,297.0666667,69.86666667,378.6,446.2,64,119.2,0,6.6,307.2888889,28691.45719
462.2,529.4,381.4,319.8,427.9,459.7,258.4,375.7,499.6,414.4,303.6,68.63333333,382.4,448.3,70.5,120.8,0,6.9,307.2018519,28578.31319
477.6,515.2,381.2,324.4,424.2,450.6,252.5333333,378.6,492.8,410.2,310.1333333,67.4,386.2,450.4,77,122.4,0,7.2,307.1148148,28465.16919
493,501,381,329,420.5,441.5,246.6666667,381.5,486,406,316.6666667,66.16666667,390,452.5,83.5,124,0,7.5,307.0277778,28352.02519
508.4,486.8,380.8,333.6,416.8,432.4,240.8,384.4,479.2,401.8,323.2,64.93333333,393.8,454.6,90,125.6,0,7.8,306.9407407,28238.88119
523.8,472.6,380.6,338.2,413.1,423.3,234.9333333,387.3,472.4,397.6,329.7333333,63.7,397.6,456.7,96.5,127.2,0,8.1,306.8537037,28125.73719
539.2,458.4,380.4,342.8,409.4,414.2,229.0666667,390.2,465.6,393.4,336.2666667,62.46666667,401.4,458.8,103,128.8,0,8.4,306.7666667,28012.59319
554.6,444.2,380.2,347.4,405.7,405.1,223.2,393.1,458.8,389.2,342.8,61.23333333,405.2,460.9,109.5,130.4,0,8.7,306.6796296,27899.44919
570,430,380,352,402,396,217.3333333,396,452,385,349.3333333,60,409,463,116,132,0,9,306.5925926,27786.30519
567.6,425.4,378.7,344.6,402.2,397.3,220.2,394.7333333,447.6333333,376.9,346.8,59.93333333,401.5,461.6,116.7,132.1,0,8.7,304.5888889,27301.57333
565.2,420.8,377.4,337.2,402.4,398.6,223.0666667,393.4666667,443.2666667,368.8,344.2666667,59.86666667,394,460.2,117.4,132.2,0,8.4,302.5851852,26816.84148
562.8,416.2,376.1,329.8,402.6,399.9,225.9333333,392.2,438.9,360.7,341.7333333,59.8,386.5,458.8,118.1,132.3,0,8.1,300.5814815,26332.10963
560.4,411.6,374.8,322.4,402.8,401.2,228.8,390.9333333,434.5333333,352.6,339.2,59.73333333,379,457.4,118.8,132.4,0,7.8,298.5777778,25847.37778
558,407,373.5,315,403,402.5,231.6666667,389.6666667,430.1666667,344.5,336.6666667,59.66666667,371.5,456,119.5,132.5,0,7.5,296.5740741,25362.64593
555.6,402.4,372.2,307.6,403.2,403.8,234.5333333,388.4,425.8,336.4,334.1333333,59.6,364,454.6,120.2,132.6,0,7.2,294.5703704,24877.91407
553.2,397.8,370.9,300.2,403.4,405.1,237.4,387.1333333,421.4333333,328.3,331.6,59.53333333,356.5,453.2,120.9,132.7,0,6.9,292.5666667,24393.18222
550.8,393.2,369.6,292.8,403.6,406.4,240.2666667,385.8666667,417.0666667,320.2,329.0666667,59.46666667,349,451.8,121.6,132.8,0,6.6,290.562963,23908.45037
548.4,388.6,368.3,285.4,403.8,407.7,243.1333333,384.6,412.7,312.1,326.5333333,59.4,341.5,450.4,122.3,132.9,0,6.3,288.5592593,23423.71852
546,384,367,278,404,409,246,383.3333333,408.3333333,304,324,59.33333333,334,449,123,133,0,6,286.5555556,22938.98667
534.9,377.4,373.7,268.3,404.1,409.3,247.3,390.3333333,400.5,303.9,325.9,59.3,332.4,438.3,118.2,132,0,7.1,284.6074074,23034.13807
523.8,370.8,380.4,258.6,404.2,409.6,248.6,397.3333333,392.6666667,303.8,327.8,59.26666667,330.8,427.6,113.4,131,0,8.2,282.6592593,23129.28948
512.7,364.2,387.1,248.9,404.3,409.9,249.9,404.3333333,384.8333333,303.7,329.7,59.23333333,329.2,416.9,108.6,130,0,9.3,280.7111111,23224.44089
501.6,357.6,393.8,239.2,404.4,410.2,251.2,411.3333333,377,303.6,331.6,59.2,327.6,406.2,103.8,129,0,10.4,278.762963,23319.5923
490.5,351,400.5,229.5,404.5,410.5,252.5,418.3333333,369.1666667,303.5,333.5,59.16666667,326,395.5,99,128,0,11.5,276.8148148,23414.7437
479.4,344.4,407.2,219.8,404.6,410.8,253.8,425.3333333,361.3333333,303.4,335.4,59.13333333,324.4,384.8,94.2,127,0,12.6,274.8666667,23509.89511
468.3,337.8,413.9,210.1,404.7,411.1,255.1,432.3333333,353.5,303.3,337.3,59.1,322.8,374.1,89.4,126,0,13.7,272.9185185,23605.04652
457.2,331.2,420.6,200.4,404.8,411.4,256.4,439.3333333,345.6666667,303.2,339.2,59.06666667,321.2,363.4,84.6,125,0,14.8,270.9703704,23700.19793
446.1,324.6,427.3,190.7,404.9,411.7,257.7,446.3333333,337.8333333,303.1,341.1,59.03333333,319.6,352.7,79.8,124,0,15.9,269.0222222,23795.34933
435,318,434,181,405,412,259,453.3333333,330,303,343,59,318,342,75,123,0,17,267.0740741,23890.50074
438.6,320.3,425.1,184.6,405.3,400.3,266.4,443.6333333,335.3333333,307.1,338.7,62.63333333,313.2333333,349.2,73,122.4,0,15.9,266.762963,23795.33333
442.2,322.6,416.2,188.2,405.6,388.6,273.8,433.9333333,340.6666667,311.2,334.4,66.26666667,308.4666667,356.4,71,121.8,0,14.8,266.4518519,23700.16593
445.8,324.9,407.3,191.8,405.9,376.9,281.2,424.2333333,346,315.3,330.1,69.9,303.7,363.6,69,121.2,0,13.7,266.1407407,23604.99852
449.4,327.2,398.4,195.4,406.2,365.2,288.6,414.5333333,351.3333333,319.4,325.8,73.53333333,298.9333333,370.8,67,120.6,0,12.6,265.8296296,23509.83111
453,329.5,389.5,199,406.5,353.5,296,404.8333333,356.6666667,323.5,321.5,77.16666667,294.1666667,378,65,120,0,11.5,265.5185185,23414.6637
456.6,331.8,380.6,202.6,406.8,341.8,303.4,395.1333333,362,327.6,317.2,80.8,289.4,385.2,63,119.4,0,10.4,265.2074074,23319.4963
460.2,334.1,371.7,206.2,407.1,330.1,310.8,385.4333333,367.3333333,331.7,312.9,84.43333333,284.6333333,392.4,61,118.8,0,9.3,264.8962963,23224.32889
463.8,336.4,362.8,209.8,407.4,318.4,318.2,375.7333333,372.6666667,335.8,308.6,88.06666667,279.8666667,399.6,59,118.2,0,8.2,264.5851852,23129.16148
467.4,338.7,353.9,213.4,407.7,306.7,325.6,366.0333333,378,339.9,304.3,91.7,275.1,406.8,57,117.6,0,7.1,264.2740741,23033.99407
471,341,345,217,408,295,333,356.3333333,383.3333333,344,300,95.33333333,270.3333333,414,55,117,0,6,263.962963,22938.82667
458.5,341.9,353.1,214.5,408.9,301.9,338.6,352.5,380.3333333,334.2,292.6,99,277,421.7,61.7,113.4,0,5.7,264.1962963,22919.79674
446,342.8,361.2,212,409.8,308.8,344.2,348.6666667,377.3333333,324.4,285.2,102.6666667,283.6666667,429.4,68.4,109.8,0,5.4,264.4296296,22900.76681
433.5,343.7,369.3,209.5,410.7,315.7,349.8,344.8333333,374.3333333,314.6,277.8,106.3333333,290.3333333,437.1,75.1,106.2,0,5.1,264.662963,22881.73689
421,344.6,377.4,207,411.6,322.6,355.4,341,371.3333333,304.8,270.4,110,297,444.8,81.8,102.6,0,4.8,264.8962963,22862.70696
408.5,345.5,385.5,204.5,412.5,329.5,361,337.1666667,368.3333333,295,263,113.6666667,303.6666667,452.5,88.5,99,0,4.5,265.1296296,22843.67704
396,346.4,393.6,202,413.4,336.4,366.6,333.3333333,365.3333333,285.2,255.6,117.3333333,310.3333333,460.2,95.2,95.4,0,4.2,265.362963,22824.64711
383.5,347.3,401.7,199.5,414.3,343.3,372.2,329.5,362.3333333,275.4,248.2,121,317,467.9,101.9,91.8,0,3.9,265.5962963,22805.61719
371,348.2,409.8,197,415.2,350.2,377.8,325.6666667,359.3333333,265.6,240.8,124.6666667,323.6666667,475.6,108.6,88.2,0,3.6,265.8296296,22786.58726
358.5,349.1,417.9,194.5,416.1,357.1,383.4,321.8333333,356.3333333,255.8,233.4,128.3333333,330.3333333,483.3,115.3,84.6,0,3.3,266.062963,22767.55733
346,350,426,192,417,364,389,318,353.3333333,246,226,132,337,491,122,81,0,3,266.2962963,22748.52741
346.8,356.1,421.4,188.5,413.2,362.7,389.3,317.7,356.7,243.0333333,224,127.8333333,337.4,484.8,122.3,80.9,0,3.3,265.3314815,22554.46519
347.6,362.2,416.8,185,409.4,361.4,389.6,317.4,360.0666667,240.0666667,222,123.6666667,337.8,478.6,122.6,80.8,0,3.6,264.3666667,22360.40296
348.4,368.3,412.2,181.5,405.6,360.1,389.9,317.1,363.4333333,237.1,220,119.5,338.2,472.4,122.9,80.7,0,3.9,263.4018519,22166.34074
349.2,374.4,407.6,178,401.8,358.8,390.2,316.8,366.8,234.1333333,218,115.3333333,338.6,466.2,123.2,80.6,0,4.2,262.437037,21972.27852
350,380.5,403,174.5,398,357.5,390.5,316.5,370.1666667,231.1666667,216,111.1666667,339,460,123.5,80.5,0,4.5,261.4722222,21778.2163
350.8,386.6,398.4,171,394.2,356.2,390.8,316.2,373.5333333,228.2,214,107,339.4,453.8,123.8,80.4,0,4.8,260.5074074,21584.15407
351.6,392.7,393.8,167.5,390.4,354.9,391.1,315.9,376.9,225.2333333,212,102.8333333,339.8,447.6,124.1,80.3,0,5.1,259.5425926,21390.09185
352.4,398.8,389.2,164,386.6,353.6,391.4,315.6,380.2666667,222.2666667,210,98.66666667,340.2,441.4,124.4,80.2,0,5.4,258.5777778,21196.02963
353.2,404.9,384.6,160.5,382.8,352.3,391.7,315.3,383.6333333,219.3,208,94.5,340.6,435.2,124.7,80.1,0,5.7,257.612963,21001.96741
354,411,380,157,379,351,392,315,387,216.3333333,206,90.33333333,341,429,125,80,0,6,256.6481481,20807.90519
365.8,400.8,369.8,157.6,386.5,351.4,386.5333333,322.8,378.7,216.5333333,204.1,111.6,335.6,417.1,120.6,80.7,0,6,256.2314815,21061.20326
377.6,390.6,359.6,158.2,394,351.8,381.0666667,330.6,370.4,216.7333333,202.2,132.8666667,330.2,405.2,116.2,81.4,0,6,255.8148148,21314.50133
389.4,380.4,349.4,158.8,401.5,352.2,375.6,338.4,362.1,216.9333333,200.3,154.1333333,324.8,393.3,111.8,82.1,0,6,255.3981481,21567.79941
401.2,370.2,339.2,159.4,409,352.6,370.1333333,346.2,353.8,217.1333333,198.4,175.4,319.4,381.4,107.4,82.8,0,6,254.9814815,21821.09748
413,360,329,160,416.5,353,364.6666667,354,345.5,217.3333333,196.5,196.6666667,314,369.5,103,83.5,0,6,254.5648148,22074.39556
424.8,349.8,318.8,160.6,424,353.4,359.2,361.8,337.2,217.5333333,194.6,217.9333333,308.6,357.6,98.6,84.2,0,6,254.1481481,22327.69363
436.6,339.6,308.6,161.2,431.5,353.8,353.7333333,369.6,328.9,217.7333333,192.7,239.2,303.2,345.7,94.2,84.9,0,6,253.7314815,22580.9917
448.4,329.4,298.4,161.8,439,354.2,348.2666667,377.4,320.6,217.9333333,190.8,260.4666667,297.8,333.8,89.8,85.6,0,6,253.3148148,22834.28978
460.2,319.2,288.2,162.4,446.5,354.6,342.8,385.2,312.3,218.1333333,188.9,281.7333333,292.4,321.9,85.4,86.3,0,6,252.8981481,23087.58785
472,309,278,163,454,355,337.3333333,393,304,218.3333333,187,303,287,310,81,87,0,6,252.4814815,23340.88593
