S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance
470.8,311.1,279.9,181.8,455.8,367.4,330.8333333,390.7,300,223.2,188.6333333,288.7,291,311.4,83.5,89.5,0,6.3,253.9203704,23101.42163
469.6,313.2,281.8,200.6,457.6,379.8,324.3333333,388.4,296,228.0666667,190.2666667,274.4,295,312.8,86,92,0,6.6,255.3592593,22861.95733
468.4,315.3,283.7,219.4,459.4,392.2,317.8333333,386.1,292,232.9333333,191.9,260.1,299,314.2,88.5,94.5,0,6.9,256.7981481,22622.49304
467.2,317.4,285.6,238.2,461.2,404.6,311.3333333,383.8,288,237.8,193.5333333,245.8,303,315.6,91,97,0,7.2,258.237037,22383.02874
466,319.5,287.5,257,463,417,304.8333333,381.5,284,242.6666667,195.1666667,231.5,307,317,93.5,99.5,0,7.5,259.6759259,22143.56444
464.8,321.6,289.4,275.8,464.8,429.4,298.3333333,379.2,280,247.5333333,196.8,217.2,311,318.4,96,102,0,7.8,261.1148148,21904.10015
463.6,323.7,291.3,294.6,466.6,441.8,291.8333333,376.9,276,252.4,198.4333333,202.9,315,319.8,98.5,104.5,0,8.1,262.5537037,21664.63585
462.4,325.8,293.2,313.4,468.4,454.2,285.3333333,374.6,272,257.2666667,200.0666667,188.6,319,321.2,101,107,0,8.4,263.9925926,21425.17156
461.2,327.9,295.1,332.2,470.2,466.6,278.8333333,372.3,268,262.1333333,201.7,174.3,323,322.6,103.5,109.5,0,8.7,265.4314815,21185.70726
460,330,297,351,472,479,272.3333333,370,264,267,203.3333333,160,327,324,106,112,0,9,266.8703704,20946.24296
463.3,321.9,292.9,341.5,472.7,466.8,281,362.4,255.2,274.6,204.0333333,163.4333333,323.1,325.3,108.7,115.3,0,8.7,265.6037037,20950.93393
466.6,313.8,288.8,332,473.4,454.6,289.6666667,354.8,246.4,282.2,204.7333333,166.8666667,319.2,326.6,111.4,118.6,0,8.4,264.337037,20955.62489
469.9,305.7,284.7,322.5,474.1,442.4,298.3333333,347.2,237.6,289.8,205.4333333,170.3,315.3,327.9,114.1,121.9,0,8.1,263.0703704,20960.31585
473.2,297.6,280.6,313,474.8,430.2,307,339.6,228.8,297.4,206.1333333,173.7333333,311.4,329.2,116.8,125.2,0,7.8,261.8037037,20965.00681
476.5,289.5,276.5,303.5,475.5,418,315.6666667,332,220,305,206.8333333,177.1666667,307.5,330.5,119.5,128.5,0,7.5,260.537037,20969.69778
479.8,281.4,272.4,294,476.2,405.8,324.3333333,324.4,211.2,312.6,207.5333333,180.6,303.6,331.8,122.2,131.8,0,7.2,259.2703704,20974.38874
483.1,273.3,268.3,284.5,476.9,393.6,333,316.8,202.4,320.2,208.2333333,184.0333333,299.7,333.1,124.9,135.1,0,6.9,258.0037037,20979.0797
486.4,265.2,264.2,275,477.6,381.4,341.6666667,309.2,193.6,327.8,208.9333333,187.4666667,295.8,334.4,127.6,138.4,0,6.6,256.737037,20983.77067
489.7,257.1,260.1,265.5,478.3,369.2,350.3333333,301.6,184.8,335.4,209.6333333,190.9,291.9,335.7,130.3,141.7,0,6.3,255.4703704,20988.46163
493,249,256,256,479,357,359,294,176,343,210.3333333,194.3333333,288,337,133,145,0,6,254.2037037,20993.15259
483.9,252.2,260.5,251.9,476.1,347.9,346.5,289.9333333,182.5333333,336.7,205,194.9,292.5333333,336.7,131.6,148.1,0,5.7,252.3722222,20285.31081
474.8,255.4,265,247.8,473.2,338.8,334,285.8666667,189.0666667,330.4,199.6666667,195.4666667,297.0666667,336.4,130.2,151.2,0,5.4,250.5407408,19577.46904
465.7,258.6,269.5,243.7,470.3,329.7,321.5,281.8,195.6,324.1,194.3333333,196.0333333,301.6,336.1,128.8,154.3,0,5.1,248.7092593,18869.62726
456.6,261.8,274,239.6,467.4,320.6,309,277.7333333,202.1333333,317.8,189,196.6,306.1333333,335.8,127.4,157.4,0,4.8,246.8777778,18161.78548
447.5,265,278.5,235.5,464.5,311.5,296.5,273.6666667,208.6666667,311.5,183.6666667,197.1666667,310.6666667,335.5,126,160.5,0,4.5,245.0462963,17453.9437
438.4,268.2,283,231.4,461.6,302.4,284,269.6,215.2,305.2,178.3333333,197.7333333,315.2,335.2,124.6,163.6,0,4.2,243.2148148,16746.10193
429.3,271.4,287.5,227.3,458.7,293.3,271.5,265.5333333,221.7333333,298.9,173,198.3,319.7333333,334.9,123.2,166.7,0,3.9,241.3833333,16038.26015
420.2,274.6,292,223.2,455.8,284.2,259,261.4666667,228.2666667,292.6,167.6666667,198.8666667,324.2666667,334.6,121.8,169.8,0,3.6,239.5518519,15330.41837
411.1,277.8,296.5,219.1,452.9,275.1,246.5,257.4,234.8,286.3,162.3333333,199.4333333,328.8,334.3,120.4,172.9,0,3.3,237.7203704,14622.57659
402,281,301,215,450,266,234,253.3333333,241.3333333,280,157,200,333.3333333,334,119,176,0,3,235.8888889,13914.73481
404.6,277.4,301.3,208.7,426.9,271.2,233.2,253.3,237.9,275.4,154.2,196.2333333,323.1333333,337.7,114.1,171.6,0,5.4,232.9037037,13719.1517
407.2,273.8,301.6,202.4,403.8,276.4,232.4,253.2666667,234.4666667,270.8,151.4,192.4666667,312.9333333,341.4,109.2,167.2,0,7.8,229.9185185,13523.56859
409.8,270.2,301.9,196.1,380.7,281.6,231.6,253.2333333,231.0333333,266.2,148.6,188.7,302.7333333,345.1,104.3,162.8,0,10.2,226.9333333,13327.98548
412.4,266.6,302.2,189.8,357.6,286.8,230.8,253.2,227.6,261.6,145.8,184.9333333,292.5333333,348.8,99.4,158.4,0,12.6,223.9481481,13132.40237
415,263,302.5,183.5,334.5,292,230,253.1666667,224.1666667,257,143,181.1666667,282.3333333,352.5,94.5,154,0,15,220.962963,12936.81926
417.6,259.4,302.8,177.2,311.4,297.2,229.2,253.1333333,220.7333333,252.4,140.2,177.4,272.1333333,356.2,89.6,149.6,0,17.4,217.9777778,12741.23615
420.2,255.8,303.1,170.9,288.3,302.4,228.4,253.1,217.3,247.8,137.4,173.6333333,261.9333333,359.9,84.7,145.2,0,19.8,214.9925926,12545.65304
422.8,252.2,303.4,164.6,265.2,307.6,227.6,253.0666667,213.8666667,243.2,134.6,169.8666667,251.7333333,363.6,79.8,140.8,0,22.2,212.0074074,12350.06993
425.4,248.6,303.7,158.3,242.1,312.8,226.8,253.0333333,210.4333333,238.6,131.8,166.1,241.5333333,367.3,74.9,136.4,0,24.6,209.0222222,12154.48681
428,245,304,152,219,318,226,253,207,234,129,162.3333333,231.3333333,371,70,132,0,27,206.037037,11958.9037
434.4,249,297.6,150.8,214.6,327.8,224.2,259,203.5,232.4,131.5,159.9,228.6,378.1,72.8,133,0,27,206.9,12548.368
440.8,253,291.2,149.6,210.2,337.6,222.4,265,200,230.8,134,157.4666667,225.8666667,385.2,75.6,134,0,27,207.762963,13137.8323
447.2,257,284.8,148.4,205.8,347.4,220.6,271,196.5,229.2,136.5,155.0333333,223.1333333,392.3,78.4,135,0,27,208.6259259,13727.29659
453.6,261,278.4,147.2,201.4,357.2,218.8,277,193,227.6,139,152.6,220.4,399.4,81.2,136,0,27,209.4888889,14316.76089
460,265,272,146,197,367,217,283,189.5,226,141.5,150.1666667,217.6666667,406.5,84,137,0,27,210.3518519,14906.22519
466.4,269,265.6,144.8,192.6,376.8,215.2,289,186,224.4,144,147.7333333,214.9333333,413.6,86.8,138,0,27,211.2148148,15495.68948
472.8,273,259.2,143.6,188.2,386.6,213.4,295,182.5,222.8,146.5,145.3,212.2,420.7,89.6,139,0,27,212.0777778,16085.15378
479.2,277,252.8,142.4,183.8,396.4,211.6,301,179,221.2,149,142.8666667,209.4666667,427.8,92.4,140,0,27,212.9407407,16674.61807
485.6,281,246.4,141.2,179.4,406.2,209.8,307,175.5,219.6,151.5,140.4333333,206.7333333,434.9,95.2,141,0,27,213.8037037,17264.08237
492,285,240,140,175,416,208,313,172,218,154,138,204,442,98,142,0,27,214.6666667,17853.54667
484.6,292.7,234.5,141,178.9,407.4,209.1333333,316.3,167,214.4,157.3,137.0666667,212.9,439.4,100.9,139,0,25.2,214.3166667,17638.34281
477.2,300.4,229,142,182.8,398.8,210.2666667,319.6,162,210.8,160.6,136.1333333,221.8,436.8,103.8,136,0,23.4,213.9666667,17423.13896
469.8,308.1,223.5,143,186.7,390.2,211.4,322.9,157,207.2,163.9,135.2,230.7,434.2,106.7,133,0,21.6,213.6166667,17207.93511
462.4,315.8,218,144,190.6,381.6,212.5333333,326.2,152,203.6,167.2,134.2666667,239.6,431.6,109.6,130,0,19.8,213.2666667,16992.73126
455,323.5,212.5,145,194.5,373,213.6666667,329.5,147,200,170.5,133.3333333,248.5,429,112.5,127,0,18,212.9166667,16777.52741
447.6,331.2,207,146,198.4,364.4,214.8,332.8,142,196.4,173.8,132.4,257.4,426.4,115.4,124,0,16.2,212.5666667,16562.32356
440.2,338.9,201.5,147,202.3,355.8,215.9333333,336.1,137,192.8,177.1,131.4666667,266.3,423.8,118.3,121,0,14.4,212.2166667,16347.1197
432.8,346.6,196,148,206.2,347.2,217.0666667,339.4,132,189.2,180.4,130.5333333,275.2,421.2,121.2,118,0,12.6,211.8666667,16131.91585
425.4,354.3,190.5,149,210.1,338.6,218.2,342.7,127,185.6,183.7,129.6,284.1,418.6,124.1,115,0,10.8,211.5166667,15916.712
418,362,185,150,214,330,219.3333333,346,122,182,187,128.6666667,293,416,127,112,0,9,211.1666667,15701.50815
416.3,356.9,181.4,155.8,208.9,320.2,224.8333333,339.7,121.8333333,181.1333333,185.6,125.8333333,293.8,407.8,122.9,107.5,0,9.7,208.8962963,15482.38222
414.6,351.8,177.8,161.6,203.8,310.4,230.3333333,333.4,121.6666667,180.2666667,184.2,123,294.6,399.6,118.8,103,0,10.4,206.6259259,15263.2563
412.9,346.7,174.2,167.4,198.7,300.6,235.8333333,327.1,121.5,179.4,182.8,120.1666667,295.4,391.4,114.7,98.5,0,11.1,204.3555556,15044.13037
411.2,341.6,170.6,173.2,193.6,290.8,241.3333333,320.8,121.3333333,178.5333333,181.4,117.3333333,296.2,383.2,110.6,94,0,11.8,202.0851852,14825.00444
409.5,336.5,167,179,188.5,281,246.8333333,314.5,121.1666667,177.6666667,180,114.5,297,375,106.5,89.5,0,12.5,199.8148148,14605.87852
407.8,331.4,163.4,184.8,183.4,271.2,252.3333333,308.2,121,176.8,178.6,111.6666667,297.8,366.8,102.4,85,0,13.2,197.5444444,14386.75259
406.1,326.3,159.8,190.6,178.3,261.4,257.8333333,301.9,120.8333333,175.9333333,177.2,108.8333333,298.6,358.6,98.3,80.5,0,13.9,195.2740741,14167.62667
404.4,321.2,156.2,196.4,173.2,251.6,263.3333333,295.6,120.6666667,175.0666667,175.8,106,299.4,350.4,94.2,76,0,14.6,193.0037037,13948.50074
402.7,316.1,152.6,202.2,168.1,241.8,268.8333333,289.3,120.5,174.2,174.4,103.1666667,300.2,342.2,90.1,71.5,0,15.3,190.7333333,13729.37481
401,311,149,208,163,232,274.3333333,283,120.3333333,173.3333333,173,100.3333333,301,334,86,67,0,16,188.462963,13510.24889
401,294.2,150.3,209.9,166.4,232.7,279.3,282.1333333,120.3,176.2,178.2333333,97.5,296.3,321.6,86.1,66.3,0,17.1,187.5314815,13368.04148
401,277.4,151.6,211.8,169.8,233.4,284.2666667,281.2666667,120.2666667,179.0666667,183.4666667,94.66666667,291.6,309.2,86.2,65.6,0,18.2,186.6,13225.83407
401,260.6,152.9,213.7,173.2,234.1,289.2333333,280.4,120.2333333,181.9333333,188.7,91.83333333,286.9,296.8,86.3,64.9,0,19.3,185.6685185,13083.62667
401,243.8,154.2,215.6,176.6,234.8,294.2,279.5333333,120.2,184.8,193.9333333,89,282.2,284.4,86.4,64.2,0,20.4,184.737037,12941.41926
401,227,155.5,217.5,180,235.5,299.1666667,278.6666667,120.1666667,187.6666667,199.1666667,86.16666667,277.5,272,86.5,63.5,0,21.5,183.8055556,12799.21185
401,210.2,156.8,219.4,183.4,236.2,304.1333333,277.8,120.1333333,190.5333333,204.4,83.33333333,272.8,259.6,86.6,62.8,0,22.6,182.8740741,12657.00444
401,193.4,158.1,221.3,186.8,236.9,309.1,276.9333333,120.1,193.4,209.6333333,80.5,268.1,247.2,86.7,62.1,0,23.7,181.9425926,12514.79704
401,176.6,159.4,223.2,190.2,237.6,314.0666667,276.0666667,120.0666667,196.2666667,214.8666667,77.66666667,263.4,234.8,86.8,61.4,0,24.8,181.0111111,12372.58963
401,159.8,160.7,225.1,193.6,238.3,319.0333333,275.2,120.0333333,199.1333333,220.1,74.83333333,258.7,222.4,86.9,60.7,0,25.9,180.0796296,12230.38222
401,143,162,227,197,239,324,274.3333333,120,202,225.3333333,72,254,210,87,60,0,27,179.1481481,12088.17481
402.8,159.1,167.2,218.7,202.7,237.7,322.9,281.9333333,122.6,204.6,220.5,71.16666667,256,216.7,86.4,64.6,0,26.3,181.2166667,12153.99378
404.6,175.2,172.4,210.4,208.4,236.4,321.8,289.5333333,125.2,207.2,215.6666667,70.33333333,258,223.4,85.8,69.2,0,25.6,183.2851852,12219.81274
406.4,191.3,177.6,202.1,214.1,235.1,320.7,297.1333333,127.8,209.8,210.8333333,69.5,260,230.1,85.2,73.8,0,24.9,185.3537037,12285.6317
408.2,207.4,182.8,193.8,219.8,233.8,319.6,304.7333333,130.4,212.4,206,68.66666667,262,236.8,84.6,78.4,0,24.2,187.4222222,12351.45067
410,223.5,188,185.5,225.5,232.5,318.5,312.3333333,133,215,201.1666667,67.83333333,264,243.5,84,83,0,23.5,189.4907407,12417.26963
411.8,239.6,193.2,177.2,231.2,231.2,317.4,319.9333333,135.6,217.6,196.3333333,67,266,250.2,83.4,87.6,0,22.8,191.5592593,12483.08859
413.6,255.7,198.4,168.9,236.9,229.9,316.3,327.5333333,138.2,220.2,191.5,66.16666667,268,256.9,82.8,92.2,0,22.1,193.6277778,12548.90756
415.4,271.8,203.6,160.6,242.6,228.6,315.2,335.1333333,140.8,222.8,186.6666667,65.33333333,270,263.6,82.2,96.8,0,21.4,195.6962963,12614.72652
417.2,287.9,208.8,152.3,248.3,227.3,314.1,342.7333333,143.4,225.4,181.8333333,64.5,272,270.3,81.6,101.4,0,20.7,197.7648148,12680.54548
419,304,214,144,254,226,313,350.3333333,146,228,177,63.66666667,274,277,81,106,0,20,199.8333333,12746.36444
408.9,301.4,208.9,138.3,247.6,225.9,299.9,353.4,146.6333333,220.8,167.7,62.9,266.4333333,281.8,79.6,103,0,19.2,196.2425926,12795.0717
398.8,298.8,203.8,132.6,241.2,225.8,286.8,356.4666667,147.2666667,213.6,158.4,62.13333333,258.8666667,286.6,78.2,100,0,18.4,192.6518519,12843.77896
388.7,296.2,198.7,126.9,234.8,225.7,273.7,359.5333333,147.9,206.4,149.1,61.36666667,251.3,291.4,76.8,97,0,17.6,189.0611111,12892.48622
378.6,293.6,193.6,121.2,228.4,225.6,260.6,362.6,148.5333333,199.2,139.8,60.6,243.7333333,296.2,75.4,94,0,16.8,185.4703704,12941.19348
368.5,291,188.5,115.5,222,225.5,247.5,365.6666667,149.1666667,192,130.5,59.83333333,236.1666667,301,74,91,0,16,181.8796296,12989.90074
358.4,288.4,183.4,109.8,215.6,225.4,234.4,368.7333333,149.8,184.8,121.2,59.06666667,228.6,305.8,72.6,88,0,15.2,178.2888889,13038.608
348.3,285.8,178.3,104.1,209.2,225.3,221.3,371.8,150.4333333,177.6,111.9,58.3,221.0333333,310.6,71.2,85,0,14.4,174.6981481,13087.31526
338.2,283.2,173.2,98.4,202.8,225.2,208.2,374.8666667,151.0666667,170.4,102.6,57.53333333,213.4666667,315.4,69.8,82,0,13.6,171.1074074,13136.02252
328.1,280.6,168.1,92.7,196.4,225.1,195.1,377.9333333,151.7,163.2,93.3,56.76666667,205.9,320.2,68.4,79,0,12.8,167.5166667,13184.72978
318,278,163,87,190,225,182,381,152.3333333,156,84,56,198.3333333,325,67,76,0,12,163.9259259,13233.43704
320.8,275.9,169.2,83.6,199.4,232.7,179.4,371.2,152.1,163.8,83.2,57.9,201.4,320.2,67.8,75.4,0,12,164.7777778,13090.73333
323.6,273.8,175.4,80.2,208.8,240.4,176.8,361.4,151.8666667,171.6,82.4,59.8,204.4666667,315.4,68.6,74.8,0,12,165.6296296,12948.02963
326.4,271.7,181.6,76.8,218.2,248.1,174.2,351.6,151.6333333,179.4,81.6,61.7,207.5333333,310.6,69.4,74.2,0,12,166.4814815,12805.32593
329.2,269.6,187.8,73.4,227.6,255.8,171.6,341.8,151.4,187.2,80.8,63.6,210.6,305.8,70.2,73.6,0,12,167.3333333,12662.62222
332,267.5,194,70,237,263.5,169,332,151.1666667,195,80,65.5,213.6666667,301,71,73,0,12,168.1851852,12519.91852
334.8,265.4,200.2,66.6,246.4,271.2,166.4,322.2,150.9333333,202.8,79.2,67.4,216.7333333,296.2,71.8,72.4,0,12,169.037037,12377.21481
337.6,263.3,206.4,63.2,255.8,278.9,163.8,312.4,150.7,210.6,78.4,69.3,219.8,291.4,72.6,71.8,0,12,169.8888889,12234.51111
340.4,261.2,212.6,59.8,265.2,286.6,161.2,302.6,150.4666667,218.4,77.6,71.2,222.8666667,286.6,73.4,71.2,0,12,170.7407407,12091.80741
343.2,259.1,218.8,56.4,274.6,294.3,158.6,292.8,150.2333333,226.2,76.8,73.1,225.9333333,281.8,74.2,70.6,0,12,171.5925926,11949.1037
346,257,225,53,284,302,156,283,150,234,76,75,229,277,75,70,0,12,172.4444444,11806.4
344.7,252.3,226.5,59.9,278.5,303,154.0333333,282.7,151.2333333,228.7,73.23333333,76.9,228.7,274.3,81,68.6,0,11.4,171.9833333,11883.55259
343.4,247.6,228,66.8,273,304,152.0666667,282.4,152.4666667,223.4,70.46666667,78.8,228.4,271.6,87,67.2,0,10.8,171.5222222,11960.70519
342.1,242.9,229.5,73.7,267.5,305,150.1,282.1,153.7,218.1,67.7,80.7,228.1,268.9,93,65.8,0,10.2,171.0611111,12037.85778
340.8,238.2,231,80.6,262,306,148.1333333,281.8,154.9333333,212.8,64.93333333,82.6,227.8,266.2,99,64.4,0,9.6,170.6,12115.01037
339.5,233.5,232.5,87.5,256.5,307,146.1666667,281.5,156.1666667,207.5,62.16666667,84.5,227.5,263.5,105,63,0,9,170.1388889,12192.16296
338.2,228.8,234,94.4,251,308,144.2,281.2,157.4,202.2,59.4,86.4,227.2,260.8,111,61.6,0,8.4,169.6777778,12269.31556
336.9,224.1,235.5,101.3,245.5,309,142.2333333,280.9,158.6333333,196.9,56.63333333,88.3,226.9,258.1,117,60.2,0,7.8,169.2166667,12346.46815
335.6,219.4,237,108.2,240,310,140.2666667,280.6,159.8666667,191.6,53.86666667,90.2,226.6,255.4,123,58.8,0,7.2,168.7555556,12423.62074
334.3,214.7,238.5,115.1,234.5,311,138.3,280.3,161.1,186.3,51.1,92.1,226.3,252.7,129,57.4,0,6.6,168.2944444,12500.77333
333,210,240,122,229,312,136.3333333,280,162.3333333,181,48.33333333,94,226,250,135,56,0,6,167.8333333,12577.92593
327.7,209.3,234.6,124.6,229.8,302.3,135.6,280.5,164.9333333,177.2,49,93.1,222.5,247.9,134.4,55,0,5.4,166.3240741,12184.0243
322.4,208.6,229.2,127.2,230.6,292.6,134.8666667,281,167.5333333,173.4,49.66666667,92.2,219,245.8,133.8,54,0,4.8,164.8148148,11790.12267
317.1,207.9,223.8,129.8,231.4,282.9,134.1333333,281.5,170.1333333,169.6,50.33333333,91.3,215.5,243.7,133.2,53,0,4.2,163.3055556,11396.22104
311.8,207.2,218.4,132.4,232.2,273.2,133.4,282,172.7333333,165.8,51,90.4,212,241.6,132.6,52,0,3.6,161.7962963,11002.31941
306.5,206.5,213,135,233,263.5,132.6666667,282.5,175.3333333,162,51.66666667,89.5,208.5,239.5,132,51,0,3,160.287037,10608.41778
301.2,205.8,207.6,137.6,233.8,253.8,131.9333333,283,177.9333333,158.2,52.33333333,88.6,205,237.4,131.4,50,0,2.4,158.7777778,10214.51615
295.9,205.1,202.2,140.2,234.6,244.1,131.2,283.5,180.5333333,154.4,53,87.7,201.5,235.3,130.8,49,0,1.8,157.2685185,9820.614519
290.6,204.4,196.8,142.8,235.4,234.4,130.4666667,284,183.1333333,150.6,53.66666667,86.8,198,233.2,130.2,48,0,1.2,155.7592593,9426.712889
285.3,203.7,191.4,145.4,236.2,224.7,129.7333333,284.5,185.7333333,146.8,54.33333333,85.9,194.5,231.1,129.6,47,0,0.6,154.25,9032.811259
280,203,186,148,237,215,129,285,188.3333333,143,55,85,191,229,129,46,0,0,152.7407407,8638.90963
278.9,214.4,185.1,140.4,243.3,210,129.2333333,286.3,185.3333333,144.6,63.83333333,84.1,188,231.3,120.2,45,0,1.3,152.85,8883.41837
277.8,225.8,184.2,132.8,249.6,205,129.4666667,287.6,182.3333333,146.2,72.66666667,83.2,185,233.6,111.4,44,0,2.6,152.9592593,9127.927111
276.7,237.2,183.3,125.2,255.9,200,129.7,288.9,179.3333333,147.8,81.5,82.3,182,235.9,102.6,43,0,3.9,153.0685185,9372.435852
275.6,248.6,182.4,117.6,262.2,195,129.9333333,290.2,176.3333333,149.4,90.33333333,81.4,179,238.2,93.8,42,0,5.2,153.1777778,9616.944593
274.5,260,181.5,110,268.5,190,130.1666667,291.5,173.3333333,151,99.16666667,80.5,176,240.5,85,41,0,6.5,153.287037,9861.453333
273.4,271.4,180.6,102.4,274.8,185,130.4,292.8,170.3333333,152.6,108,79.6,173,242.8,76.2,40,0,7.8,153.3962963,10105.96207
272.3,282.8,179.7,94.8,281.1,180,130.6333333,294.1,167.3333333,154.2,116.8333333,78.7,170,245.1,67.4,39,0,9.1,153.5055556,10350.47081
271.2,294.2,178.8,87.2,287.4,175,130.8666667,295.4,164.3333333,155.8,125.6666667,77.8,167,247.4,58.6,38,0,10.4,153.6148148,10594.97956
270.1,305.6,177.9,79.6,293.7,170,131.1,296.7,161.3333333,157.4,134.5,76.9,164,249.7,49.8,37,0,11.7,153.7240741,10839.4883
269,317,177,72,300,165,131.3333333,298,158.3333333,159,143.3333333,76,161,252,41,36,0,13,153.8333333,11083.99704
272.3,316.3,181,76.6,289.8,162.4,133.4,296.7333333,153.8,150.6,144.3,74.93333333,156.5,254.9,40.6,37.7,0,14.1,153.1092593,11422.90459
275.6,315.6,185,81.2,279.6,159.8,135.4666667,295.4666667,149.2666667,142.2,145.2666667,73.86666667,152,257.8,40.2,39.4,0,15.2,152.3851852,11761.81215
278.9,314.9,189,85.8,269.4,157.2,137.5333333,294.2,144.7333333,133.8,146.2333333,72.8,147.5,260.7,39.8,41.1,0,16.3,151.6611111,12100.7197
282.2,314.2,193,90.4,259.2,154.6,139.6,292.9333333,140.2,125.4,147.2,71.73333333,143,263.6,39.4,42.8,0,17.4,150.937037,12439.62726
285.5,313.5,197,95,249,152,141.6666667,291.6666667,135.6666667,117,148.1666667,70.66666667,138.5,266.5,39,44.5,0,18.5,150.212963,12778.53481
288.8,312.8,201,99.6,238.8,149.4,143.7333333,290.4,131.1333333,108.6,149.1333333,69.6,134,269.4,38.6,46.2,0,19.6,149.4888889,13117.44237
292.1,312.1,205,104.2,228.6,146.8,145.8,289.1333333,126.6,100.2,150.1,68.53333333,129.5,272.3,38.2,47.9,0,20.7,148.7648148,13456.34993
295.4,311.4,209,108.8,218.4,144.2,147.8666667,287.8666667,122.0666667,91.8,151.0666667,67.46666667,125,275.2,37.8,49.6,0,21.8,148.0407407,13795.25748
298.7,310.7,213,113.4,208.2,141.6,149.9333333,286.6,117.5333333,83.4,152.0333333,66.4,120.5,278.1,37.4,51.3,0,22.9,147.3166667,14134.16504
302,310,217,118,198,139,152,285.3333333,113,75,153,65.33333333,116,281,37,53,0,24,146.5925926,14473.07259
303.5,298,216.9,119.2,198,142.6,148.9,282.1,109.3,76.5,148.7,64.3,113.7333333,279,37.6,53.9,0,24.3,145.362963,14162.15407
305,286,216.8,120.4,198,146.2,145.8,278.8666667,105.6,78,144.4,63.26666667,111.4666667,277,38.2,54.8,0,24.6,144.1333333,13851.23556
306.5,274,216.7,121.6,198,149.8,142.7,275.6333333,101.9,79.5,140.1,62.23333333,109.2,275,38.8,55.7,0,24.9,142.9037037,13540.31704
308,262,216.6,122.8,198,153.4,139.6,272.4,98.2,81,135.8,61.2,106.9333333,273,39.4,56.6,0,25.2,141.6740741,13229.39852
309.5,250,216.5,124,198,157,136.5,269.1666667,94.5,82.5,131.5,60.16666667,104.6666667,271,40,57.5,0,25.5,140.4444444,12918.48
311,238,216.4,125.2,198,160.6,133.4,265.9333333,90.8,84,127.2,59.13333333,102.4,269,40.6,58.4,0,25.8,139.2148148,12607.56148
312.5,226,216.3,126.4,198,164.2,130.3,262.7,87.1,85.5,122.9,58.1,100.1333333,267,41.2,59.3,0,26.1,137.9851852,12296.64296
314,214,216.2,127.6,198,167.8,127.2,259.4666667,83.4,87,118.6,57.06666667,97.86666667,265,41.8,60.2,0,26.4,136.7555556,11985.72444
315.5,202,216.1,128.8,198,171.4,124.1,256.2333333,79.7,88.5,114.3,56.03333333,95.6,263,42.4,61.1,0,26.7,135.5259259,11674.80593
317,190,216,130,198,175,121,253,76,90,110,55,93.33333333,261,43,62,0,27,134.2962963,11363.88741
311.5,196,211.6,134.5,198.1,178.5,118.2,258.1,75.23333333,91.2,108.4,55.3,96.9,256.8,46.6,60.8,0,24.6,134.5740741,11207.01807
306,202,207.2,139,198.2,182,115.4,263.2,74.46666667,92.4,106.8,55.6,100.4666667,252.6,50.2,59.6,0,22.2,134.8518519,11050.14874
300.5,208,202.8,143.5,198.3,185.5,112.6,268.3,73.7,93.6,105.2,55.9,104.0333333,248.4,53.8,58.4,0,19.8,135.1296296,10893.27941
295,214,198.4,148,198.4,189,109.8,273.4,72.93333333,94.8,103.6,56.2,107.6,244.2,57.4,57.2,0,17.4,135.4074074,10736.41007
289.5,220,194,152.5,198.5,192.5,107,278.5,72.16666667,96,102,56.5,111.1666667,240,61,56,0,15,135.6851852,10579.54074
284,226,189.6,157,198.6,196,104.2,283.6,71.4,97.2,100.4,56.8,114.7333333,235.8,64.6,54.8,0,12.6,135.962963,10422.67141
278.5,232,185.2,161.5,198.7,199.5,101.4,288.7,70.63333333,98.4,98.8,57.1,118.3,231.6,68.2,53.6,0,10.2,136.2407407,10265.80207
273,238,180.8,166,198.8,203,98.6,293.8,69.86666667,99.6,97.2,57.4,121.8666667,227.4,71.8,52.4,0,7.8,136.5185185,10108.93274
267.5,244,176.4,170.5,198.9,206.5,95.8,298.9,69.1,100.8,95.6,57.7,125.4333333,223.2,75.4,51.2,0,5.4,136.7962963,9952.063407
262,250,172,175,199,210,93,304,68.33333333,102,94,58,129,219,79,50,0,3,137.0740741,9795.194074
260.9,247.1,172.4,168.1,196,208.1,95.13333333,299,70.6,106.9,95.3,58.3,132.1,216.9,82.1,50,1,2.7,136.812963,9394.687407
259.8,244.2,172.8,161.2,193,206.2,97.26666667,294,72.86666667,111.8,96.6,58.6,135.2,214.8,85.2,50,2,2.4,136.5518519,8994.180741
258.7,241.3,173.2,154.3,190,204.3,99.4,289,75.13333333,116.7,97.9,58.9,138.3,212.7,88.3,50,3,2.1,136.2907407,8593.674074
257.6,238.4,173.6,147.4,187,202.4,101.5333333,284,77.4,121.6,99.2,59.2,141.4,210.6,91.4,50,4,1.8,136.0296296,8193.167407
256.5,235.5,174,140.5,184,200.5,103.6666667,279,79.66666667,126.5,100.5,59.5,144.5,208.5,94.5,50,5,1.5,135.7685185,7792.660741
255.4,232.6,174.4,133.6,181,198.6,105.8,274,81.93333333,131.4,101.8,59.8,147.6,206.4,97.6,50,6,1.2,135.5074074,7392.154074
