S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
6.75,15,39.75,35.25,6.75,48,39.25,28,21,12.75,19,20.25,6.75,9.75,27,24.75,16.5,22.14705882,955.3668639
12,0,20.25,27,11.25,23.25,32.25,5.5,21,12.75,14,13.5,9,0,17.25,33.75,26.25,16.41176471,359.8491124
7.5,9.75,22.5,9.75,9,18.75,25,2.25,12.5,21,16.75,34,10,15.75,24.75,19.5,17.25,16.23529412,290.5591716
12,15,15.75,20.25,2.25,12.75,16.75,2.25,23.25,12,13.75,49.5,6.75,15,29.25,9.75,21,16.30882353,463.1005917
15,27.75,6.75,15,17.25,6.75,18,4.25,22,12,13,49.5,6.75,15,19.5,18.75,22.5,17.04411765,595.6952663
17.25,32.25,14.25,12,9,4.5,22.5,9.75,15.25,19.5,20,18.75,3,4.5,43.5,2.25,21.75,15.88235294,269.7633136
6.75,9.75,27,2.25,21.75,0,23.5,12.25,19.5,4.5,19.5,18.75,4.5,41.25,40.5,2.25,19.5,16.08823529,305.316568
6.75,0,12,9,30,48.75,15.75,8,22.5,2.25,17.75,18.75,9,30.75,7.5,2.25,12,14.88235294,733.2751479
24.75,2.25,21,12.75,22.5,202.5,14.5,4.5,33.25,4.75,22.5,6.75,13.5,6.75,12,27,19.5,26.51470588,6571.819527
24.75,0,51.75,45,40.5,324,8.75,7,101.25,29.25,45.25,27,22.5,2.25,24.75,44.25,17.25,47.97058824,15338.34024
141,35.25,75,188.25,90,702.75,53.25,236.75,174,105.25,233.25,105.75,172.75,4.5,19.5,72.75,9.75,142.3382353,63533.73077
396,189,114,262.5,117,1087.5,100.5,267.75,283.25,411.75,450.75,244,369.25,2.25,27,90,27.75,261.1911765,122392.145
303.75,309.75,208.5,385.5,195.75,1368,115,202,528.75,637.5,381.25,445.5,438.75,31.5,31.5,151.5,60,340.8529412,132195.1331
475.5,455.25,313.5,648,226.5,1413,166.5,386.25,676.5,634.75,378.75,555.75,434.25,61.5,27.75,233.25,65.25,420.7205882,154067.1391
511.5,551.25,440.25,801.75,566.25,1548,268,721.5,968.75,891.75,547,808,600.25,96.75,32.25,260.25,135,573.4411765,182856.287
656.25,777.75,425.25,686.25,608.25,1530,390,672.75,1469.25,1008.75,574,927.75,831,97.5,26.25,216,151.5,649.9117647,198830.645
777,669,426,645,1004.25,1380,504.75,743.25,1393.5,989.25,577.25,999.75,792,63,20.25,277.5,201.75,674.3235294,146357.6006
837,858.75,492,768.75,838.5,1098,562.5,925.5,1181.75,982,612.75,865.75,743,132,15.75,318.75,243.75,675.0882353,75379.8284
801.75,783.75,695.25,797.25,750.75,918,720.25,880.5,942,1013.25,580.5,870,793.5,138.75,21,432.75,265.5,670.8676471,42059.80473
