S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
589.8,792.9,512.4,375.6,552.3,261.9,375.6,511.2,682.2,394.5,689.4,426.0,440.8,194.1,47.400000000000006,288.3,200.7,508.04615384615386,21969.362130177517,472.64,546.225,514.125,182.625
589.2,783.6,513.6,368.4,544.2,255.6,380.4,496.8,679.8,396.0,702.6,420.0,435.2,194.4,51.6,295.2,190.8,505.03076923076924,22005.010650887576,466.96000000000004,546.15,511.5,183.0
588.6,774.3,514.8,361.2,536.1,249.3,385.2,482.4,677.4,397.5,715.8,414.0,429.6,194.7,55.800000000000004,302.1,180.89999999999998,502.0153846153846,22040.659171597636,461.28000000000003,546.075,508.875,183.375
588.0,765.0,516.0,354.0,528.0,243.0,390.0,468.0,675.0,399.0,729.0,408.0,424.0,195.0,60.0,309.0,171.0,499.0,22076.307692307695,455.6,546.0,506.25,183.75
574.2,731.4,516.0,357.6,536.1,234.0,388.2,468.0,648.9,385.5,708.9,394.5,415.8,195.0,74.1,310.2,189.9,489.16153846153844,21265.285207100595,445.86,534.15,498.3,192.3
560.4,697.8,516.0,361.2,544.2,225.0,386.4,468.0,622.8,372.0,688.8,381.0,407.6,195.0,88.2,311.4,208.8,479.32307692307694,20454.262721893494,436.12,522.3,490.35,200.85
546.6,664.2,516.0,364.8,552.3,216.0,384.6,468.0,596.7,358.5,668.7,367.5,399.4,195.0,102.3,312.6,227.7,469.4846153846154,19643.240236686393,426.38,510.45,482.4,209.4
532.8,630.6,516.0,368.4,560.4,207.0,382.8,468.0,570.6,345.0,648.6,354.0,391.2,195.0,116.4,313.8,246.6,459.6461538461539,18832.217751479293,416.64,498.6,474.45,217.95
519.0,597.0,516.0,372.0,568.5,198.0,381.0,468.0,544.5,331.5,628.5,340.5,383.0,195.0,130.5,315.0,265.5,449.8076923076923,18021.19526627219,406.9,486.75,466.5,226.5
505.2,563.4,516.0,375.6,576.6,189.0,379.2,468.0,518.4,318.0,608.4,327.0,374.8,195.0,144.6,316.2,284.4,439.96923076923076,17210.172781065092,397.15999999999997,474.9,458.55,235.05
491.4,529.8,516.0,379.2,584.7,180.0,377.4,468.0,492.29999999999995,304.5,588.3,313.5,366.6,195.0,158.7,317.4,303.29999999999995,430.13076923076926,16399.150295857988,387.42,463.05,450.6,243.60000000000002
477.6,496.2,516.0,382.8,592.8,171.0,375.6,468.0,466.2,291.0,568.2,300.0,358.4,195.0,172.8,318.6,322.2,420.2923076923077,15588.127810650887,377.68,451.2,442.65,252.15
463.8,462.59999999999997,516.0,386.4,600.9,162.0,373.8,468.0,440.1,277.5,548.1,286.5,350.2,195.0,186.89999999999998,319.8,341.1,410.4538461538462,14777.105325443787,367.94,439.35,434.7,260.7
450.0,429.0,516.0,390.0,609.0,153.0,372.0,468.0,414.0,264.0,528.0,273.0,342.0,195.0,201.0,321.0,360.0,400.61538461538464,13966.082840236686,358.2,427.5,426.75,269.25
434.4,410.1,507.6,378.9,606.6,160.5,364.8,460.5,414.0,264.0,507.9,273.0,342.0,197.1,203.1,307.2,348.0,394.1769230769231,13469.538461538461,359.21999999999997,416.7,415.35,263.85
418.8,391.2,499.2,367.8,604.2,168.0,357.6,453.0,414.0,264.0,487.8,273.0,342.0,199.2,205.2,293.4,336.0,387.73846153846154,12972.994082840236,360.24,405.9,403.95,258.45
403.2,372.3,490.8,356.7,601.8,175.5,350.4,445.5,414.0,264.0,467.7,273.0,342.0,201.3,207.3,279.6,324.0,381.3,12476.44970414201,361.26,395.1,392.55,253.05
387.6,353.4,482.4,345.6,599.4,183.0,343.2,438.0,414.0,264.0,447.6,273.0,342.0,203.4,209.4,265.8,312.0,374.8615384615385,11979.905325443786,362.28,384.3,381.15,247.65
372.0,334.5,474.0,334.5,597.0,190.5,336.0,430.5,414.0,264.0,427.5,273.0,342.0,205.5,211.5,252.0,300.0,368.4230769230769,11483.36094674556,363.29999999999995,373.5,369.75,242.25
356.4,315.6,465.6,323.4,594.6,198.0,328.8,423.0,414.0,264.0,407.4,273.0,342.0,207.6,213.6,238.2,288.0,361.9846153846154,10986.816568047336,364.32,362.7,358.35,236.85
340.8,296.70000000000005,457.2,312.3,592.2,205.5,321.6,415.5,414.0,264.0,387.29999999999995,273.0,342.0,209.7,215.7,224.39999999999998,276.0,355.54615384615386,10490.272189349113,365.34,351.9,346.95,231.45
325.2,277.8,448.8,301.2,589.8,213.0,314.4,408.0,414.0,264.0,367.2,273.0,342.0,211.8,217.8,210.6,264.0,349.10769230769233,9993.727810650887,366.35999999999996,341.1,335.55,226.05
309.6,258.9,440.4,290.1,587.4,220.5,307.2,400.5,414.0,264.0,347.1,273.0,342.0,213.9,219.9,196.8,252.0,342.66923076923075,9497.183431952662,367.38,330.3,324.15,220.65
294.0,240.0,432.0,279.0,585.0,228.0,300.0,393.0,414.0,264.0,327.0,273.0,342.0,216.0,222.0,183.0,240.0,336.2307692307692,9000.639053254437,368.4,319.5,312.75,215.25
294.6,242.4,443.4,265.8,563.1,224.7,300.0,382.2,401.5,262.2,322.3,281.8,348.0,237.9,209.1,176.4,233.7,333.2307692307692,9007.3775147929,363.82,315.325,312.9,214.275
295.2,244.8,454.8,252.6,541.2,221.4,300.0,371.4,389.0,260.4,317.6,290.6,354.0,259.8,196.2,169.8,227.4,330.2307692307692,9014.11597633136,359.24,311.15,313.05,213.3
295.8,247.2,466.2,239.4,519.3,218.1,300.0,360.6,376.5,258.6,312.9,299.4,360.0,281.7,183.3,163.2,221.1,327.2307692307692,9020.854437869823,354.65999999999997,306.975,313.2,212.325
296.4,249.6,477.6,226.2,497.4,214.8,300.0,349.8,364.0,256.8,308.2,308.2,366.0,303.6,170.4,156.6,214.8,324.2307692307692,9027.592899408284,350.08,302.8,313.35,211.35
297.0,252.0,489.0,213.0,475.5,211.5,300.0,339.0,351.5,255.0,303.5,317.0,372.0,325.5,157.5,150.0,208.5,321.2307692307692,9034.331360946744,345.5,298.625,313.5,210.375
297.6,254.4,500.4,199.8,453.6,208.2,300.0,328.2,339.0,253.2,298.8,325.8,378.0,347.4,144.6,143.4,202.2,318.2307692307692,9041.069822485206,340.92,294.45,313.65,209.4
298.2,256.8,511.8,186.60000000000002,431.70000000000005,204.9,300.0,317.4,326.5,251.4,294.1,334.6,384.0,369.29999999999995,131.7,136.8,195.9,315.2307692307692,9047.808284023668,336.34000000000003,290.275,313.8,208.425
298.8,259.2,523.2,173.4,409.8,201.6,300.0,306.6,314.0,249.6,289.4,343.4,390.0,391.2,118.8,130.2,189.6,312.2307692307692,9054.54674556213,331.76,286.1,313.95,207.45
299.4,261.6,534.6,160.2,387.9,198.3,300.0,295.8,301.5,247.8,284.7,352.2,396.0,413.1,105.89999999999999,123.6,183.3,309.2307692307692,9061.285207100591,327.18,281.925,314.1,206.475
300.0,264.0,546.0,147.0,366.0,195.0,300.0,285.0,289.0,246.0,280.0,361.0,402.0,435.0,93.0,117.0,177.0,306.2307692307692,9068.023668639053,322.6,277.75,314.25,205.5
295.5,269.7,536.4,163.2,351.6,201.3,296.8,285.0,280.8,250.5,275.4,373.8,385.8,432.6,88.5,114.0,190.8,305.0615384615385,8824.015384615384,318.66,276.6,316.525,206.475
291.0,275.4,526.8,179.4,337.2,207.6,293.6,285.0,272.6,255.0,270.8,386.6,369.6,430.2,84.0,111.0,204.6,303.89230769230767,8580.007100591716,314.72,275.45,318.8,207.45
286.5,281.1,517.2,195.6,322.8,213.9,290.4,285.0,264.4,259.5,266.2,399.4,353.4,427.8,79.5,108.0,218.4,302.7230769230769,8335.998816568046,310.78000000000003,274.3,321.075,208.425
282.0,286.8,507.6,211.8,308.4,220.2,287.2,285.0,256.2,264.0,261.6,412.2,337.2,425.4,75.0,105.0,232.2,301.55384615384617,8091.990532544378,306.84000000000003,273.15,323.35,209.4
277.5,292.5,498.0,228.0,294.0,226.5,284.0,285.0,248.0,268.5,257.0,425.0,321.0,423.0,70.5,102.0,246.0,300.38461538461536,7847.98224852071,302.9,272.0,325.625,210.375
273.0,298.2,488.4,244.2,279.6,232.8,280.8,285.0,239.8,273.0,252.4,437.8,304.8,420.6,66.0,99.0,259.8,299.2153846153846,7603.973964497041,298.96,270.85,327.9,211.35
268.5,303.9,478.8,260.4,265.2,239.1,277.6,285.0,231.60000000000002,277.5,247.8,450.6,288.6,418.2,61.5,96.0,273.6,298.04615384615386,7359.965680473372,295.02,269.7,330.175,212.325
264.0,309.6,469.2,276.6,250.8,245.4,274.4,285.0,223.4,282.0,243.2,463.4,272.4,415.8,57.0,93.0,287.4,296.8769230769231,7115.957396449704,291.08,268.55,332.45,213.3
259.5,315.3,459.6,292.79999999999995,236.4,251.7,271.2,285.0,215.2,286.5,238.6,476.2,256.20000000000005,413.4,52.5,90.0,301.2,295.7076923076923,6871.949112426035,287.14,267.4,334.725,214.275
255.0,321.0,450.0,309.0,222.0,258.0,268.0,285.0,207.0,291.0,234.0,489.0,240.0,411.0,48.0,87.0,315.0,294.53846153846155,6627.940828402367,283.2,266.25,337.0,215.25
258.6,363.9,432.6,310.8,244.2,260.7,263.1,286.9,207.0,291.0,233.2,491.7,240.0,389.4,45.9,87.0,317.4,298.74615384615385,8107.124260355029,288.71999999999997,267.425,342.6,209.925
262.2,406.8,415.2,312.6,266.4,263.4,258.2,288.8,207.0,291.0,232.4,494.4,240.0,367.8,43.8,87.0,319.8,302.95384615384614,9586.307692307691,294.24,268.6,348.2,204.6
265.8,449.7,397.8,314.4,288.6,266.1,253.3,290.7,207.0,291.0,231.6,497.1,240.0,346.2,41.7,87.0,322.2,307.1615384615385,11065.491124260356,299.76,269.775,353.8,199.275
269.4,492.6,380.4,316.2,310.8,268.8,248.4,292.6,207.0,291.0,230.8,499.8,240.0,324.6,39.6,87.0,324.6,311.3692307692308,12544.674556213018,305.28,270.95,359.4,193.95
273.0,535.5,363.0,318.0,333.0,271.5,243.5,294.5,207.0,291.0,230.0,502.5,240.0,303.0,37.5,87.0,327.0,315.5769230769231,14023.85798816568,310.79999999999995,272.125,365.0,188.625
276.6,578.4,345.6,319.8,355.2,274.2,238.6,296.4,207.0,291.0,229.2,505.2,240.0,281.4,35.4,87.0,329.4,319.7846153846154,15503.041420118345,316.32,273.3,370.6,183.3
280.2,621.3,328.20000000000005,321.6,377.4,276.9,233.7,298.3,207.0,291.0,228.4,507.9,240.0,259.79999999999995,33.3,87.0,331.8,323.9923076923077,16982.224852071005,321.84,274.475,376.2,177.975
283.8,664.2,310.8,323.4,399.6,279.6,228.8,300.2,207.0,291.0,227.6,510.6,240.0,238.2,31.2,87.0,334.2,328.20000000000005,18461.40828402367,327.35999999999996,275.65,381.8,172.65
287.4,707.0999999999999,293.4,325.2,421.79999999999995,282.3,223.9,302.1,207.0,291.0,226.8,513.3,240.0,216.6,29.099999999999998,87.0,336.6,332.40769230769234,19940.591715976334,332.88,276.825,387.4,167.325
291.0,750.0,276.0,327.0,444.0,285.0,219.0,304.0,207.0,291.0,226.0,516.0,240.0,195.0,27.0,87.0,339.0,336.61538461538464,21419.775147928995,338.4,278.0,393.0,162.0
287.7,730.8,276.3,304.5,442.5,279.6,225.3,308.1,201.1,294.1,225.3,495.6,236.2,197.7,27.9,99.0,329.4,331.31538461538463,20571.113609467455,331.0,278.8,384.225,163.5
284.4,711.6,276.6,282.0,441.0,274.2,231.6,312.2,195.2,297.2,224.6,475.2,232.4,200.4,28.8,111.0,319.8,326.0153846153846,19722.452071005915,323.59999999999997,279.6,375.45,165.0
281.1,692.4,276.9,259.5,439.5,268.8,237.9,316.3,189.3,300.3,223.9,454.8,228.6,203.1,29.7,123.0,310.2,320.71538461538466,18873.79053254438,316.2,280.4,366.675,166.5
277.8,673.2,277.2,237.0,438.0,263.4,244.2,320.4,183.4,303.4,223.2,434.4,224.8,205.8,30.6,135.0,300.6,315.41538461538465,18025.12899408284,308.79999999999995,281.2,357.9,168.0
274.5,654.0,277.5,214.5,436.5,258.0,250.5,324.5,177.5,306.5,222.5,414.0,221.0,208.5,31.5,147.0,291.0,310.11538461538464,17176.4674556213,301.4,282.0,349.125,169.5
271.2,634.8,277.8,192.0,435.0,252.6,256.8,328.6,171.6,309.6,221.8,393.6,217.2,211.2,32.4,159.0,281.4,304.81538461538463,16327.805917159762,294.0,282.8,340.35,171.0
267.9,615.6,278.1,169.5,433.5,247.2,263.1,332.7,165.7,312.7,221.1,373.20000000000005,213.4,213.9,33.3,171.0,271.8,299.5153846153846,15479.144378698224,286.59999999999997,283.6,331.575,172.5
264.6,596.4,278.4,147.0,432.0,241.8,269.4,336.8,159.8,315.8,220.4,352.8,209.6,216.6,34.2,183.0,262.2,294.21538461538466,14630.482840236684,279.2,284.4,322.8,174.0
261.3,577.2,278.7,124.5,430.5,236.4,275.7,340.9,153.9,318.9,219.7,332.4,205.8,219.3,35.1,195.0,252.60000000000002,288.91538461538465,13781.821301775144,271.79999999999995,285.2,314.025,175.5
258.0,558.0,279.0,102.0,429.0,231.0,282.0,345.0,148.0,322.0,219.0,312.0,202.0,222.0,36.0,207.0,243.0,283.61538461538464,12933.159763313606,264.4,286.0,305.25,177.0
255.6,560.4,280.8,99.0,450.9,225.6,288.9,345.0,149.4,308.1,231.9,297.6,199.2,216.6,33.3,223.5,242.7,284.03076923076924,14279.261538461535,264.53999999999996,285.15,307.275,179.025
253.2,562.8,282.6,96.0,472.8,220.2,295.8,345.0,150.8,294.2,244.8,283.2,196.4,211.2,30.6,240.0,242.4,284.4461538461539,15625.363313609465,264.68,284.3,309.3,181.05
250.8,565.2,284.4,93.0,494.7,214.8,302.7,345.0,152.2,280.3,257.7,268.8,193.6,205.8,27.9,256.5,242.1,284.8615384615385,16971.465088757395,264.82,283.45,311.325,183.075
248.4,567.6,286.2,90.0,516.6,209.4,309.6,345.0,153.6,266.4,270.6,254.4,190.8,200.4,25.2,273.0,241.8,285.2769230769231,18317.566863905326,264.96,282.6,313.35,185.1
246.0,570.0,288.0,87.0,538.5,204.0,316.5,345.0,155.0,252.5,283.5,240.0,188.0,195.0,22.5,289.5,241.5,285.69230769230774,19663.668639053252,265.1,281.75,315.375,187.125
243.6,572.4,289.8,84.0,560.4,198.6,323.4,345.0,156.4,238.6,296.4,225.6,185.2,189.6,19.799999999999997,306.0,241.2,286.10769230769233,21009.770414201183,265.24,280.9,317.4,189.15
241.2,574.8,291.6,81.0,582.3,193.2,330.3,345.0,157.8,224.7,309.3,211.2,182.4,184.2,17.099999999999998,322.5,240.9,286.5230769230769,22355.87218934911,265.38,280.05,319.425,191.175
238.8,577.2,293.4,78.0,604.2,187.8,337.2,345.0,159.2,210.8,322.2,196.8,179.6,178.8,14.399999999999999,339.0,240.6,286.9384615384615,23701.97396449704,265.52,279.2,321.45,193.2
236.4,579.6,295.2,75.0,626.1,182.4,344.1,345.0,160.6,196.89999999999998,335.1,182.4,176.8,173.4,11.7,355.5,240.3,287.3538461538462,25048.07573964497,265.66,278.35,323.475,195.225
234.0,582.0,297.0,72.0,648.0,177.0,351.0,345.0,162.0,183.0,348.0,168.0,174.0,168.0,9.0,372.0,240.0,287.7692307692308,26394.1775147929,265.8,277.5,325.5,197.25
233.1,551.1,288.6,73.2,651.9,184.5,352.2,341.1,162.0,183.0,360.9,168.0,174.0,157.5,8.1,356.1,240.6,286.4307692307692,26104.675739644972,268.08000000000004,279.525,316.275,190.575
232.2,520.2,280.2,74.4,655.8,192.0,353.4,337.2,162.0,183.0,373.8,168.0,174.0,147.0,7.2,340.2,241.2,285.0923076923077,25815.17396449704,270.36,281.55,307.05,183.9
231.3,489.3,271.8,75.6,659.7,199.5,354.6,333.3,162.0,183.0,386.7,168.0,174.0,136.5,6.3,324.3,241.8,283.75384615384615,25525.672189349112,272.64,283.575,297.825,177.225
230.4,458.4,263.4,76.8,663.6,207.0,355.8,329.4,162.0,183.0,399.6,168.0,174.0,126.0,5.4,308.4,242.4,282.4153846153846,25236.170414201184,274.92,285.6,288.6,170.55
229.5,427.5,255.0,78.0,667.5,214.5,357.0,325.5,162.0,183.0,412.5,168.0,174.0,115.5,4.5,292.5,243.0,281.0769230769231,24946.668639053256,277.20000000000005,287.625,279.375,163.875
228.6,396.6,246.6,79.2,671.4,222.0,358.2,321.6,162.0,183.0,425.4,168.0,174.0,105.0,3.5999999999999996,276.6,243.6,279.73846153846154,24657.166863905324,279.48,289.65,270.15,157.2
227.7,365.70000000000005,238.2,80.4,675.3,229.5,359.4,317.7,162.0,183.0,438.3,168.0,174.0,94.5,2.7,260.7,244.2,278.4,24367.665088757396,281.76,291.675,260.925,150.525
226.8,334.8,229.8,81.6,679.2,237.0,360.6,313.8,162.0,183.0,451.2,168.0,174.0,84.0,1.7999999999999998,244.8,244.8,277.0615384615384,24078.163313609468,284.04,293.7,251.7,143.85
225.9,303.90000000000003,221.39999999999998,82.8,683.1,244.5,361.8,309.9,162.0,183.0,464.1,168.0,174.0,73.5,0.9000000000000004,228.9,245.4,275.7230769230769,23788.661538461536,286.32000000000005,295.725,242.47500000000002,137.175
225.0,273.0,213.0,84.0,687.0,252.0,363.0,306.0,162.0,183.0,477.0,168.0,174.0,63.0,0.0,213.0,246.0,274.38461538461536,23499.159763313608,288.6,297.75,233.25,130.5
225.3,254.7,204.9,92.4,651.9,258.6,363.0,292.8,161.8,188.2,460.5,169.5,169.5,61.8,3.0,203.4,243.0,268.7,21879.2224852071,282.26,291.7,228.75,127.8
225.6,236.4,196.8,100.8,616.8,265.2,363.0,279.6,161.6,193.4,444.0,171.0,165.0,60.6,6.0,193.8,240.0,263.0153846153846,20259.28520710059,275.92,285.65,224.25,125.1
225.9,218.1,188.7,109.2,581.7,271.8,363.0,266.4,161.4,198.6,427.5,172.5,160.5,59.4,9.0,184.2,237.0,257.3307692307692,18639.34792899408,269.58000000000004,279.6,219.75,122.4
226.2,199.8,180.6,117.6,546.6,278.4,363.0,253.2,161.2,203.8,411.0,174.0,156.0,58.2,12.0,174.6,234.0,251.64615384615382,17019.410650887574,263.24,273.55,215.25,119.7
226.5,181.5,172.5,126.0,511.5,285.0,363.0,240.0,161.0,209.0,394.5,175.5,151.5,57.0,15.0,165.0,231.0,245.96153846153845,15399.473372781065,256.9,267.5,210.75,117.0
226.8,163.2,164.4,134.4,476.4,291.6,363.0,226.8,160.8,214.2,378.0,177.0,147.0,55.8,18.0,155.4,228.0,240.27692307692308,13779.536094674557,250.56,261.45,206.25,114.3
227.1,144.9,156.3,142.8,441.29999999999995,298.2,363.0,213.60000000000002,160.6,219.4,361.5,178.5,142.5,54.6,21.0,145.8,225.0,234.59230769230768,12159.598816568048,244.22,255.4,201.75,111.6
227.4,126.6,148.2,151.2,406.2,304.8,363.0,200.4,160.4,224.6,345.0,180.0,138.0,53.4,24.0,136.2,222.0,228.90769230769232,10539.66153846154,237.88,249.35,197.25,108.9
227.7,108.29999999999998,140.10000000000002,159.60000000000002,371.09999999999997,311.4,363.0,187.2,160.2,229.8,328.5,181.5,133.5,52.2,27.0,126.60000000000001,219.0,223.22307692307692,8919.724260355031,231.54,243.3,192.75,106.2
228.0,90.0,132.0,168.0,336.0,318.0,363.0,174.0,160.0,235.0,312.0,183.0,129.0,51.0,30.0,117.0,216.0,217.53846153846155,7299.786982248523,225.2,237.25,188.25,103.5
222.6,92.4,138.3,166.5,314.7,300.9,355.6,174.0,151.5,230.7,295.5,185.4,121.5,62.1,30.0,126.0,228.0,211.5076923076923,6906.149112426037,214.79999999999998,230.7,188.2,111.525
217.2,94.8,144.6,165.0,293.4,283.8,348.2,174.0,143.0,226.4,279.0,187.8,114.0,73.2,30.0,135.0,240.0,205.47692307692307,6512.511242603552,204.39999999999998,224.15,188.15,119.55
211.8,97.2,150.9,163.5,272.1,266.7,340.8,174.0,134.5,222.1,262.5,190.2,106.5,84.3,30.0,144.0,252.0,199.44615384615383,6118.873372781067,194.0,217.6,188.1,127.575
206.4,99.6,157.2,162.0,250.8,249.6,333.4,174.0,126.0,217.8,246.0,192.6,99.0,95.4,30.0,153.0,264.0,193.41538461538462,5725.2355029585815,183.6,211.05,188.05,135.6
201.0,102.0,163.5,160.5,229.5,232.5,326.0,174.0,117.5,213.5,229.5,195.0,91.5,106.5,30.0,162.0,276.0,187.3846153846154,5331.597633136096,173.2,204.5,188.0,143.625
195.6,104.4,169.8,159.0,208.2,215.39999999999998,318.6,174.0,109.0,209.2,213.0,197.4,84.0,117.6,30.0,171.0,288.0,181.35384615384615,4937.959763313611,162.8,197.95,187.95,151.65
190.2,106.8,176.1,157.5,186.9,198.29999999999998,311.2,174.0,100.5,204.9,196.5,199.8,76.5,128.7,30.0,180.0,300.0,175.3230769230769,4544.321893491126,152.4,191.4,187.9,159.675
184.8,109.2,182.4,156.0,165.6,181.2,303.8,174.0,92.0,200.6,180.0,202.2,69.0,139.8,30.0,189.0,312.0,169.2923076923077,4150.68402366864,142.0,184.85,187.85,167.7
179.4,111.6,188.7,154.5,144.29999999999998,164.1,296.4,174.0,83.5,196.3,163.5,204.6,61.5,150.89999999999998,30.0,198.0,324.0,163.26153846153846,3757.046153846155,131.6,178.3,187.8,175.72500000000002
174.0,114.0,195.0,153.0,123.0,147.0,289.0,174.0,75.0,192.0,147.0,207.0,54.0,162.0,30.0,207.0,336.0,157.23076923076923,3363.4082840236697,121.2,171.75,187.75,183.75
171.0,123.6,201.0,167.7,133.5,152.7,287.4,178.5,75.0,192.0,147.7,201.0,54.0,160.8,27.9,200.4,331.5,160.3923076923077,3512.1727810650896,123.24000000000001,172.3,194.925,180.15
168.0,133.2,207.0,182.4,144.0,158.4,285.8,183.0,75.0,192.0,148.4,195.0,54.0,159.6,25.8,193.8,327.0,163.55384615384614,3660.93727810651,125.28,172.85,202.1,176.55
165.0,142.8,213.0,197.1,154.5,164.1,284.2,187.5,75.0,192.0,149.1,189.0,54.0,158.4,23.7,187.2,322.5,166.7153846153846,3809.7017751479298,127.32,173.4,209.275,172.95
162.0,152.4,219.0,211.8,165.0,169.8,282.6,192.0,75.0,192.0,149.8,183.0,54.0,157.2,21.6,180.6,318.0,169.87692307692308,3958.46627218935,129.36,173.95,216.45,169.35
159.0,162.0,225.0,226.5,175.5,175.5,281.0,196.5,75.0,192.0,150.5,177.0,54.0,156.0,19.5,174.0,313.5,173.03846153846155,4107.2307692307695,131.4,174.5,223.625,165.75
156.0,171.6,231.0,241.2,186.0,181.2,279.4,201.0,75.0,192.0,151.2,171.0,54.0,154.8,17.4,167.4,309.0,176.2,4255.99526627219,133.44,175.05,230.8,162.15
153.0,181.2,237.0,255.89999999999998,196.5,186.9,277.8,205.5,75.0,192.0,151.9,165.0,54.0,153.6,15.299999999999999,160.8,304.5,179.36153846153846,4404.75976331361,135.48,175.6,237.975,158.55
150.0,190.8,243.0,270.6,207.0,192.6,276.2,210.0,75.0,192.0,152.6,159.0,54.0,152.4,13.2,154.2,300.0,182.52307692307693,4553.5242603550305,137.51999999999998,176.15,245.15,154.95
147.0,200.39999999999998,249.0,285.29999999999995,217.5,198.3,274.6,214.5,75.0,192.0,153.3,153.0,54.0,151.2,11.099999999999998,147.6,295.5,185.68461538461537,4702.28875739645,139.56,176.7,252.325,151.35
144.0,210.0,255.0,300.0,228.0,204.0,273.0,219.0,75.0,192.0,154.0,147.0,54.0,150.0,9.0,141.0,291.0,188.84615384615384,4851.05325443787,141.6,177.25,259.5,147.75
150.6,209.4,244.8,302.4,221.1,199.5,273.0,210.6,74.4,183.7,154.8,141.3,56.4,159.3,9.0,138.0,280.2,186.3076923076923,4882.34201183432,138.54,174.925,257.4,146.625
157.2,208.8,234.6,304.8,214.2,195.0,273.0,202.2,73.8,175.4,155.6,135.6,58.8,168.6,9.0,135.0,269.4,183.76923076923077,4913.630769230769,135.48,172.6,255.3,145.5
163.8,208.2,224.4,307.2,207.3,190.5,273.0,193.8,73.2,167.1,156.4,129.9,61.2,177.9,9.0,132.0,258.6,181.23076923076923,4944.919526627219,132.42,170.275,253.2,144.375
170.4,207.6,214.2,309.6,200.4,186.0,273.0,185.4,72.6,158.8,157.2,124.2,63.6,187.2,9.0,129.0,247.8,178.69230769230768,4976.208284023669,129.35999999999999,167.95,251.1,143.25
177.0,207.0,204.0,312.0,193.5,181.5,273.0,177.0,72.0,150.5,158.0,118.5,66.0,196.5,9.0,126.0,237.0,176.15384615384613,5007.497041420118,126.3,165.625,249.0,142.125
183.6,206.4,193.8,314.4,186.6,177.0,273.0,168.6,71.4,142.2,158.8,112.8,68.4,205.8,9.0,123.0,226.2,173.6153846153846,5038.785798816568,123.24,163.3,246.9,141.0
190.2,205.8,183.60000000000002,316.8,179.7,172.5,273.0,160.2,70.8,133.89999999999998,159.6,107.1,70.8,215.10000000000002,9.0,120.0,215.39999999999998,171.07692307692307,5070.074556213018,120.17999999999999,160.975,244.8,139.875
196.8,205.2,173.4,319.2,172.8,168.0,273.0,151.8,70.2,125.6,160.4,101.4,73.2,224.4,9.0,117.0,204.6,168.53846153846152,5101.363313609468,117.12,158.65,242.7,138.75
203.4,204.6,163.2,321.6,165.9,163.5,273.0,143.39999999999998,69.6,117.3,161.2,95.69999999999999,75.6,233.7,9.0,114.0,193.8,166.0,5132.652071005917,114.06,156.325,240.6,137.625
210.0,204.0,153.0,324.0,159.0,159.0,273.0,135.0,69.0,109.0,162.0,90.0,78.0,243.0,9.0,111.0,183.0,163.46153846153845,5163.940828402367,111.0,154.0,238.5,136.5
205.8,224.4,146.4,305.4,151.5,153.3,260.1,135.0,67.5,107.4,158.1,88.2,77.4,238.2,9.0,114.6,181.5,160.03846153846152,5398.902958579882,107.58,151.575,234.075,135.825
201.6,244.8,139.8,286.8,144.0,147.6,247.2,135.0,66.0,105.8,154.2,86.4,76.8,233.4,9.0,118.2,180.0,156.6153846153846,5633.865088757397,104.16,149.15,229.65,135.15
197.4,265.2,133.2,268.2,136.5,141.9,234.3,135.0,64.5,104.2,150.3,84.6,76.2,228.6,9.0,121.8,178.5,153.19230769230768,5868.827218934912,100.74,146.725,225.225,134.475
193.2,285.6,126.6,249.6,129.0,136.2,221.4,135.0,63.0,102.6,146.4,82.8,75.6,223.8,9.0,125.4,177.0,149.76923076923077,6103.789349112427,97.32,144.3,220.8,133.8
189.0,306.0,120.0,231.0,121.5,130.5,208.5,135.0,61.5,101.0,142.5,81.0,75.0,219.0,9.0,129.0,175.5,146.34615384615384,6338.751479289942,93.9,141.875,216.375,133.125
184.8,326.4,113.4,212.39999999999998,114.0,124.8,195.6,135.0,60.0,99.4,138.6,79.2,74.4,214.2,9.0,132.6,174.0,142.9230769230769,6573.713609467457,90.47999999999999,139.45,211.95,132.45
180.6,346.79999999999995,106.80000000000001,193.79999999999998,106.5,119.1,182.7,135.0,58.5,97.8,134.7,77.4,73.8,209.4,9.0,136.2,172.5,139.5,6808.675739644972,87.06,137.025,207.525,131.775
176.4,367.2,100.2,175.2,99.0,113.4,169.8,135.0,57.0,96.2,130.8,75.6,73.2,204.6,9.0,139.8,171.0,136.07692307692307,7043.637869822487,83.64,134.6,203.1,131.1
172.2,387.6,93.6,156.6,91.5,107.69999999999999,156.89999999999998,135.0,55.5,94.6,126.9,73.8,72.6,199.8,9.0,143.4,169.5,132.65384615384616,7278.600000000002,80.22,132.175,198.675,130.425
168.0,408.0,87.0,138.0,84.0,102.0,144.0,135.0,54.0,93.0,123.0,72.0,72.0,195.0,9.0,147.0,168.0,129.23076923076923,7513.562130177517,76.8,129.75,194.25,129.75
154.8,385.5,84.9,131.4,82.2,96.6,143.1,135.1,54.0,93.0,119.1,72.0,72.0,189.6,9.0,141.9,168.0,124.89999999999999,6921.582248520712,75.36,125.5,186.225,127.125
