S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
9.9,12.0,8.1,19.2,9.9,0.0,54.0,12.6,9.6,10.8,1.0,126.3,8.5,46.8,19.2,60.3,49.8,21.684615384615388,1109.2852071005918,30.86,8.575,23.325,44.025
10.8,15.0,7.2,20.4,10.8,0.0,54.0,12.2,10.2,12.6,2.0,120.6,8.0,42.6,20.4,54.6,48.6,21.83076923076923,1036.3218934911242,29.92,9.4,24.15,41.55
11.7,18.0,6.3,21.6,11.7,0.0,54.0,11.8,10.8,14.4,3.0,114.9,7.5,38.4,21.6,48.9,47.4,21.97692307692308,963.3585798816569,28.98,10.225,24.975,39.075
12.6,21.0,5.4,22.8,12.6,0.0,54.0,11.4,11.4,16.2,4.0,109.2,7.0,34.2,22.8,43.2,46.2,22.123076923076923,890.3952662721894,28.04,11.05,25.8,36.6
13.5,24.0,4.5,24.0,13.5,0.0,54.0,11.0,12.0,18.0,5.0,103.5,6.5,30.0,24.0,37.5,45.0,22.26923076923077,817.4319526627219,27.1,11.875,26.625,34.125
14.4,27.0,3.5999999999999996,25.2,14.4,0.0,54.0,10.6,12.6,19.8,6.0,97.8,6.0,25.799999999999997,25.2,31.799999999999997,43.8,22.415384615384617,744.4686390532545,26.16,12.7,27.45,31.65
15.3,30.0,2.7,26.4,15.3,0.0,54.0,10.2,13.2,21.6,7.0,92.1,5.5,21.599999999999998,26.4,26.1,42.6,22.56153846153846,671.505325443787,25.22,13.524999999999999,28.275,29.175
16.2,33.0,1.7999999999999998,27.6,16.2,0.0,54.0,9.8,13.8,23.4,8.0,86.4,5.0,17.4,27.6,20.4,41.4,22.70769230769231,598.5420118343195,24.28,14.35,29.1,26.7
17.1,36.0,0.9000000000000004,28.799999999999997,17.1,0.0,54.0,9.4,14.399999999999999,25.2,9.0,80.69999999999999,4.5,13.199999999999996,28.799999999999997,14.699999999999996,40.2,22.853846153846153,525.578698224852,23.34,15.175,29.925,24.224999999999998
18.0,39.0,0.0,30.0,18.0,0.0,54.0,9.0,15.0,27.0,10.0,75.0,4.0,9.0,30.0,9.0,39.0,23.0,452.61538461538464,22.4,16.0,30.75,21.75
16.2,38.1,6.9,27.0,23.1,0.0,51.7,9.0,20.4,24.3,11.1,75.0,3.6,11.4,31.2,9.0,39.0,23.56923076923077,496.498224852071,24.419999999999998,15.15,30.925,22.65
14.4,37.2,13.8,24.0,28.2,0.0,49.4,9.0,25.8,21.6,12.2,75.0,3.2,13.8,32.4,9.0,39.0,24.138461538461538,540.3810650887574,26.439999999999998,14.3,31.1,23.55
12.6,36.3,20.700000000000003,21.0,33.3,0.0,47.1,9.0,31.200000000000003,18.9,13.3,75.0,2.8,16.2,33.6,9.0,39.0,24.70769230769231,584.2639053254438,28.46,13.45,31.275,24.45
10.8,35.4,27.6,18.0,38.4,0.0,44.8,9.0,36.6,16.2,14.4,75.0,2.4,18.6,34.8,9.0,39.0,25.276923076923076,628.1467455621303,30.48,12.6,31.45,25.35
9.0,34.5,34.5,15.0,43.5,0.0,42.5,9.0,42.0,13.5,15.5,75.0,2.0,21.0,36.0,9.0,39.0,25.846153846153847,672.0295857988167,32.5,11.75,31.625,26.25
7.199999999999999,33.6,41.400000000000006,12.0,48.599999999999994,0.0,40.2,9.0,47.400000000000006,10.799999999999997,16.6,75.0,1.5999999999999996,23.4,37.2,9.0,39.0,26.415384615384617,715.912426035503,34.52,10.9,31.8,27.15
5.4,32.7,48.300000000000004,9.0,53.699999999999996,0.0,37.900000000000006,9.0,52.800000000000004,8.099999999999998,17.700000000000003,75.0,1.1999999999999997,25.8,38.4,9.0,39.0,26.984615384615385,759.7952662721895,36.540000000000006,10.05,31.975,28.05
3.5999999999999996,31.8,55.2,6.0,58.8,0.0,35.6,9.0,58.2,5.399999999999999,18.8,75.0,0.7999999999999998,28.2,39.6,9.0,39.0,27.553846153846155,803.6781065088758,38.56,9.2,32.15,28.95
1.8000000000000007,30.9,62.1,3.0,63.9,0.0,33.3,9.0,63.6,2.6999999999999993,19.9,75.0,0.3999999999999999,30.599999999999998,40.8,9.0,39.0,28.123076923076923,847.5609467455622,40.58,8.350000000000001,32.325,29.85
0.0,30.0,69.0,0.0,69.0,0.0,31.0,9.0,69.0,0.0,21.0,75.0,0.0,33.0,42.0,9.0,39.0,28.692307692307693,891.4437869822486,42.6,7.5,32.5,30.75
1.8,27.0,65.1,1.8,72.3,2.1,30.6,9.4,69.0,0.0,19.9,74.1,0.0,35.1,39.9,8.1,39.0,28.700000000000003,892.6710059171598,43.5,7.775,31.125,30.525
3.6,24.0,61.2,3.6,75.6,4.2,30.2,9.8,69.0,0.0,18.8,73.2,0.0,37.2,37.8,7.2,39.0,28.70769230769231,893.898224852071,44.4,8.05,29.75,30.3
5.4,21.0,57.3,5.4,78.9,6.300000000000001,29.8,10.2,69.0,0.0,17.7,72.3,0.0,39.3,35.7,6.3,39.0,28.715384615384615,895.1254437869823,45.300000000000004,8.325,28.375,30.075
7.2,18.0,53.4,7.2,82.2,8.4,29.4,10.6,69.0,0.0,16.6,71.4,0.0,41.4,33.6,5.4,39.0,28.723076923076924,896.3526627218935,46.2,8.6,27.0,29.85
9.0,15.0,49.5,9.0,85.5,10.5,29.0,11.0,69.0,0.0,15.5,70.5,0.0,43.5,31.5,4.5,39.0,28.730769230769234,897.5798816568047,47.1,8.875,25.625,29.625
10.8,12.0,45.6,10.8,88.8,12.600000000000001,28.6,11.4,69.0,0.0,14.399999999999999,69.6,0.0,45.6,29.4,3.5999999999999996,39.0,28.73846153846154,898.807100591716,48.0,9.15,24.25,29.4
12.6,9.0,41.7,12.6,92.1,14.700000000000001,28.2,11.8,69.0,0.0,13.299999999999999,68.7,0.0,47.7,27.299999999999997,2.7,39.0,28.746153846153845,900.0343195266272,48.9,9.425,22.875,29.175
14.4,6.0,37.8,14.4,95.4,16.8,27.8,12.2,69.0,0.0,12.2,67.8,0.0,49.8,25.2,1.7999999999999998,39.0,28.753846153846155,901.2615384615384,49.800000000000004,9.7,21.5,28.95
16.2,3.0,33.9,16.2,98.7,18.900000000000002,27.4,12.6,69.0,0.0,11.1,66.9,0.0,51.900000000000006,23.099999999999998,0.9000000000000004,39.0,28.761538461538464,902.4887573964496,50.7,9.975,20.125,28.725
18.0,0.0,30.0,18.0,102.0,21.0,27.0,13.0,69.0,0.0,10.0,66.0,0.0,54.0,21.0,0.0,39.0,28.76923076923077,903.7159763313608,51.6,10.25,18.75,28.5
23.1,0.0,31.8,19.5,91.8,21.0,26.1,12.6,65.5,0.0,9.0,61.2,0.0,48.6,18.9,0.0,36.9,27.815384615384616,856.9775147928993,47.9,11.175,19.35,26.1
28.2,0.0,33.6,21.0,81.6,21.0,25.2,12.2,62.0,0.0,8.0,56.4,0.0,43.2,16.8,0.0,34.8,26.861538461538462,810.2390532544377,44.2,12.1,19.95,23.7
33.3,0.0,35.4,22.5,71.4,21.0,24.3,11.8,58.5,0.0,7.0,51.6,0.0,37.8,14.7,0.0,32.7,25.907692307692308,763.5005917159763,40.5,13.025,20.55,21.3
38.4,0.0,37.2,24.0,61.2,21.0,23.4,11.4,55.0,0.0,6.0,46.8,0.0,32.4,12.6,0.0,30.6,24.953846153846154,716.7621301775148,36.8,13.95,21.15,18.9
43.5,0.0,39.0,25.5,51.0,21.0,22.5,11.0,51.5,0.0,5.0,42.0,0.0,27.0,10.5,0.0,28.5,24.0,670.0236686390532,33.1,14.875,21.75,16.5
48.599999999999994,0.0,40.8,27.0,40.800000000000004,21.0,21.6,10.6,48.0,0.0,4.0,37.2,0.0,21.599999999999994,8.399999999999999,0.0,26.4,23.046153846153846,623.2852071005917,29.4,15.8,22.35,14.100000000000001
53.699999999999996,0.0,42.6,28.5,30.60000000000001,21.0,20.7,10.2,44.5,0.0,3.0,32.4,0.0,16.199999999999996,6.299999999999999,0.0,24.299999999999997,22.092307692307692,576.5467455621301,25.7,16.725,22.95,11.7
58.8,0.0,44.4,30.0,20.400000000000006,21.0,19.8,9.8,41.0,0.0,2.0,27.6,0.0,10.799999999999997,4.199999999999999,0.0,22.2,21.138461538461538,529.8082840236686,22.0,17.65,23.55,9.3
63.9,0.0,46.2,31.5,10.200000000000003,21.0,18.9,9.4,37.5,0.0,1.0,22.800000000000004,0.0,5.399999999999999,2.099999999999998,0.0,20.099999999999998,20.184615384615384,483.0698224852071,18.299999999999997,18.575000000000003,24.15,6.900000000000002
