S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
0.0,13.0,27.0,0.0,48.0,75.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,24.0,14.153846153846153,512.5917159763314,3.5,32.6,0.0,6.0
0.0,14.4,27.0,0.0,48.0,71.7,0.0,3.3,0.0,18.9,0.0,0.9,0.0,26.4,14.169230769230769,492.36923076923085,3.3,32.88,0.0,6.6
0.0,15.8,27.0,0.0,48.0,68.4,0.0,6.6,0.0,16.8,0.0,1.8,0.0,28.8,14.184615384615384,472.14674556213026,3.1,33.160000000000004,0.0,7.2
0.0,17.2,27.0,0.0,48.0,65.1,0.0,9.899999999999999,0.0,14.7,0.0,2.7,0.0,31.2,14.2,451.9242603550297,2.9,33.44,0.0,7.8
0.0,18.6,27.0,0.0,48.0,61.8,0.0,13.2,0.0,12.6,0.0,3.6,0.0,33.6,14.215384615384615,431.701775147929,2.7,33.72,0.0,8.4
0.0,20.0,27.0,0.0,48.0,58.5,0.0,16.5,0.0,10.5,0.0,4.5,0.0,36.0,14.23076923076923,411.47928994082844,2.5,34.0,0.0,9.0
0.0,21.4,27.0,0.0,48.0,55.2,0.0,19.799999999999997,0.0,8.399999999999999,0.0,5.4,0.0,38.4,14.246153846153847,391.25680473372785,2.3,34.28,0.0,9.6
0.0,22.799999999999997,27.0,0.0,48.0,51.900000000000006,0.0,23.099999999999998,0.0,6.299999999999999,0.0,6.3,0.0,40.8,14.261538461538462,371.0343195266272,2.0999999999999996,34.56,0.0,10.2
0.0,24.2,27.0,0.0,48.0,48.6,0.0,26.4,0.0,4.199999999999999,0.0,7.2,0.0,43.2,14.276923076923078,350.8118343195266,1.9,34.839999999999996,0.0,10.8
0.0,25.6,27.0,0.0,48.0,45.3,0.0,29.7,0.0,2.099999999999998,0.0,8.1,0.0,45.599999999999994,14.292307692307693,330.589349112426,1.7,35.12,0.0,11.399999999999999
0.0,27.0,27.0,0.0,48.0,42.0,0.0,33.0,0.0,0.0,0.0,9.0,0.0,48.0,14.307692307692308,310.36686390532543,1.5,35.4,0.0,12.0
0.0,25.2,25.2,0.0,46.0,37.8,0.0,29.7,1.8,0.9,0.0,9.0,11.1,45.6,14.361538461538462,363.0816568047337,3.8,32.78,0.0,11.4
0.0,23.4,23.4,0.0,44.0,33.6,0.0,26.4,3.6,1.8,0.0,9.0,22.2,43.2,14.415384615384616,415.796449704142,6.1,30.159999999999997,0.0,10.8
0.0,21.6,21.6,0.0,42.0,29.4,0.0,23.1,5.4,2.7,0.0,9.0,33.3,40.8,14.46923076923077,468.51124260355033,8.399999999999999,27.54,0.0,10.2
0.0,19.8,19.8,0.0,40.0,25.2,0.0,19.8,7.2,3.6,0.0,9.0,44.4,38.4,14.523076923076923,521.2260355029587,10.7,24.919999999999998,0.0,9.6
0.0,18.0,18.0,0.0,38.0,21.0,0.0,16.5,9.0,4.5,0.0,9.0,55.5,36.0,14.576923076923077,573.9408284023668,13.0,22.299999999999997,0.0,9.0
0.0,16.2,16.2,0.0,36.0,16.799999999999997,0.0,13.200000000000003,10.8,5.4,0.0,9.0,66.6,33.6,14.630769230769232,626.6556213017752,15.299999999999999,19.68,0.0,8.4
0.0,14.4,14.4,0.0,34.0,12.599999999999998,0.0,9.900000000000002,12.6,6.3,0.0,9.0,77.7,31.2,14.684615384615386,679.3704142011835,17.599999999999998,17.06,0.0,7.8
0.0,12.6,12.6,0.0,32.0,8.399999999999999,0.0,6.600000000000001,14.4,7.2,0.0,9.0,88.8,28.8,14.73846153846154,732.0852071005918,19.9,14.439999999999998,0.0,7.2
0.0,10.8,10.8,0.0,30.0,4.199999999999996,0.0,3.3000000000000007,16.2,8.1,0.0,9.0,99.89999999999999,26.400000000000002,14.792307692307693,784.8000000000001,22.2,11.819999999999997,0.0,6.6000000000000005
0.0,9.0,9.0,0.0,28.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,111.0,24.0,14.846153846153847,837.5147928994083,24.5,9.2,0.0,6.0
0.9,9.9,9.0,0.4,26.1,0.0,0.0,0.0,18.0,9.0,0.0,10.8,111.0,21.6,15.007692307692308,834.6497041420118,24.8,9.0,0.65,5.4
1.8,10.8,9.0,0.8,24.2,0.0,0.0,0.0,18.0,9.0,0.0,12.6,111.0,19.2,15.169230769230769,831.7846153846154,25.1,8.799999999999999,1.3,4.8
2.7,11.7,9.0,1.2000000000000002,22.3,0.0,0.0,0.0,18.0,9.0,0.0,14.4,111.0,16.8,15.330769230769231,828.919526627219,25.4,8.6,1.9500000000000002,4.2
3.6,12.6,9.0,1.6,20.4,0.0,0.0,0.0,18.0,9.0,0.0,16.2,111.0,14.4,15.492307692307692,826.0544378698226,25.7,8.4,2.6,3.6
