S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,4.0,8.307692307692308,289.5976331360947,7.5,13.8,2.25,1.0
0.0,0.0,0.0,8.5,0.4,8.1,0.0,0.9,0.0,0.9,54.0,27.0,0.9,3.6,7.746153846153847,262.02840236686393,6.975,12.68,2.35,0.9
0.0,0.0,0.0,8.0,0.8,7.2,0.0,1.8,0.0,1.8,48.0,24.0,1.8,3.2,7.184615384615386,234.45917159763317,6.45,11.56,2.45,0.8
0.0,0.0,0.0,7.5,1.2000000000000002,6.3,0.0,2.7,0.0,2.7,42.0,21.0,2.7,2.8,6.6230769230769235,206.8899408284024,5.925,10.440000000000001,2.55,0.7
0.0,0.0,0.0,7.0,1.6,5.4,0.0,3.6,0.0,3.6,36.0,18.0,3.6,2.4,6.061538461538462,179.32071005917163,5.4,9.32,2.65,0.6
0.0,0.0,0.0,6.5,2.0,4.5,0.0,4.5,0.0,4.5,30.0,15.0,4.5,2.0,5.500000000000001,151.75147928994085,4.875,8.2,2.75,0.5
0.0,0.0,0.0,6.0,2.4000000000000004,3.5999999999999996,0.0,5.4,0.0,5.4,24.0,12.0,5.4,1.5999999999999996,4.938461538461539,124.18224852071006,4.35,7.08,2.85,0.3999999999999999
0.0,0.0,0.0,5.5,2.8000000000000003,2.7,0.0,6.3,0.0,6.3,18.0,9.0,6.3,1.1999999999999997,4.376923076923077,96.6130177514793,3.8249999999999997,5.96,2.95,0.29999999999999993
0.0,0.0,0.0,5.0,3.2,1.7999999999999998,0.0,7.2,0.0,7.2,12.0,6.0,7.2,0.7999999999999998,3.815384615384616,69.04378698224852,3.3,4.84,3.05,0.19999999999999996
0.0,0.0,0.0,4.5,3.6,0.9000000000000004,0.0,8.1,0.0,8.1,6.0,3.0,8.1,0.3999999999999999,3.2538461538461547,41.474556213017735,2.7749999999999995,3.719999999999999,3.15,0.09999999999999998
0.0,0.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,2.6923076923076925,13.905325443786984,2.25,2.6,3.25,0.0
