S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
279.3,127.5,295.8,43.2,220.2,116.7,230.4,197.4,86.5,112.3,69.3,60.1,150.1,129,61.2,30.9,0,3,122.9388889,8216.070222,162.4,142.52,138.8,23.775
282.15,121.5,303.9,45.6,209.1,113.85,228.45,193.2,85.25,112.65,69.9,52.55,153.3,124.5,57.6,34.2,0,1.5,121.6222222,8123.292889,162.45,140.26,137.4,23.325
285,115.5,312,48,198,111,226.5,189,84,113,70.5,45,156.5,120,54,37.5,0,0,120.3055556,8030.515556,162.5,138,136,22.875
287.55,123.3,294.6,49.65,191.4,107.55,222.35,186.9,84,113.25,69.35,46.7,156,117,51.6,37.95,0,0,118.8416667,7810.342222,159.05,135.92,139.65,22.3875
290.1,131.1,277.2,51.3,184.8,104.1,218.2,184.8,84,113.5,68.2,48.4,155.5,114,49.2,38.4,0,0,117.3777778,7590.168889,155.6,133.84,143.3,21.9
292.65,138.9,259.8,52.95,178.2,100.65,214.05,182.7,84,113.75,67.05,50.1,155,111,46.8,38.85,0,0,115.9138889,7369.995556,152.15,131.76,146.95,21.4125
295.2,146.7,242.4,54.6,171.6,97.2,209.9,180.6,84,114,65.9,51.8,154.5,108,44.4,39.3,0,0,114.45,7149.822222,148.7,129.68,150.6,20.925
297.75,154.5,225,56.25,165,93.75,205.75,178.5,84,114.25,64.75,53.5,154,105,42,39.75,0,0,112.9861111,6929.648889,145.25,127.6,154.25,20.4375
300.3,162.3,207.6,57.9,158.4,90.3,201.6,176.4,84,114.5,63.6,55.2,153.5,102,39.6,40.2,0,0,111.5222222,6709.475556,141.8,125.52,157.9,19.95
302.85,170.1,190.2,59.55,151.8,86.85,197.45,174.3,84,114.75,62.45,56.9,153,99,37.2,40.65,0,0,110.0583333,6489.302222,138.35,123.44,161.55,19.4625
305.4,177.9,172.8,61.2,145.2,83.4,193.3,172.2,84,115,61.3,58.6,152.5,96,34.8,41.1,0,0,108.5944444,6269.128889,134.9,121.36,165.2,18.975
307.95,185.7,155.4,62.85,138.6,79.95,189.15,170.1,84,115.25,60.15,60.3,152,93,32.4,41.55,0,0,107.1305556,6048.955556,131.45,119.28,168.85,18.4875
310.5,193.5,138,64.5,132,76.5,185,168,84,115.5,59,62,151.5,90,30,42,0,0,105.6666667,5828.782222,128,117.2,172.5,18
308.55,193.95,136.5,59.55,129.75,74.25,198.3,170.15,84.75,117.75,61.8,63.6,151.05,102.45,32.1,42.15,0,0,107.0361111,6214.288444,126.8785714,123.49,172.5,18.5625
306.6,194.4,135,54.6,127.5,72,211.6,172.3,85.5,120,64.6,65.2,150.6,114.9,34.2,42.3,0,0,108.4055556,6599.794667,125.7571429,129.78,172.5,19.125
304.65,194.85,133.5,49.65,125.25,69.75,224.9,174.45,86.25,122.25,67.4,66.8,150.15,127.35,36.3,42.45,0,0,109.775,6985.300889,124.6357143,136.07,172.5,19.6875
302.7,195.3,132,44.7,123,67.5,238.2,176.6,87,124.5,70.2,68.4,149.7,139.8,38.4,42.6,0,0,111.1444444,7370.807111,123.5142857,142.36,172.5,20.25
300.75,195.75,130.5,39.75,120.75,65.25,251.5,178.75,87.75,126.75,73,70,149.25,152.25,40.5,42.75,0,0,112.5138889,7756.313333,122.3928571,148.65,172.5,20.8125
298.8,196.2,129,34.8,118.5,63,264.8,180.9,88.5,129,75.8,71.6,148.8,164.7,42.6,42.9,0,0,113.8833333,8141.819556,121.2714286,154.94,172.5,21.375
296.85,196.65,127.5,29.85,116.25,60.75,278.1,183.05,89.25,131.25,78.6,73.2,148.35,177.15,44.7,43.05,0,0,115.2527778,8527.325778,120.15,161.23,172.5,21.9375
294.9,197.1,126,24.9,114,58.5,291.4,185.2,90,133.5,81.4,74.8,147.9,189.6,46.8,43.2,0,0,116.6222222,8912.832,119.0285714,167.52,172.5,22.5
292.95,197.55,124.5,19.95,111.75,56.25,304.7,187.35,90.75,135.75,84.2,76.4,147.45,202.05,48.9,43.35,0,0,117.9916667,9298.338222,117.9071429,173.81,172.5,23.0625
291,198,123,15,109.5,54,318,189.5,91.5,138,87,78,147,214.5,51,43.5,0,0,119.3611111,9683.844444,116.7857143,180.1,172.5,23.625
280.35,205.35,133.95,15.75,108.6,60,327.6,192.45,90.9,137,85.95,75.05,144.05,216.6,53.85,40.5,0,0.45,120.4666667,10192.08756,117.3714286,182.7,174.7,23.7
269.7,212.7,144.9,16.5,107.7,66,337.2,195.4,90.3,136,84.9,72.1,141.1,218.7,56.7,37.5,0,0.9,121.5722222,10700.33067,117.9571429,185.3,176.9,23.775
259.05,220.05,155.85,17.25,106.8,72,346.8,198.35,89.7,135,83.85,69.15,138.15,220.8,59.55,34.5,0,1.35,122.6777778,11208.57378,118.5428571,187.9,179.1,23.85
248.4,227.4,166.8,18,105.9,78,356.4,201.3,89.1,134,82.8,66.2,135.2,222.9,62.4,31.5,0,1.8,123.7833333,11716.81689,119.1285714,190.5,181.3,23.925
237.75,234.75,177.75,18.75,105,84,366,204.25,88.5,133,81.75,63.25,132.25,225,65.25,28.5,0,2.25,124.8888889,12225.06,119.7142857,193.1,183.5,24
227.1,242.1,188.7,19.5,104.1,90,375.6,207.2,87.9,132,80.7,60.3,129.3,227.1,68.1,25.5,0,2.7,125.9944444,12733.30311,120.3,195.7,185.7,24.075
216.45,249.45,199.65,20.25,103.2,96,385.2,210.15,87.3,131,79.65,57.35,126.35,229.2,70.95,22.5,0,3.15,127.1,13241.54622,120.8857143,198.3,187.9,24.15
205.8,256.8,210.6,21,102.3,102,394.8,213.1,86.7,130,78.6,54.4,123.4,231.3,73.8,19.5,0,3.6,128.2055556,13749.78933,121.4714286,200.9,190.1,24.225
195.15,264.15,221.55,21.75,101.4,108,404.4,216.05,86.1,129,77.55,51.45,120.45,233.4,76.65,16.5,0,4.05,129.3111111,14258.03244,122.0571429,203.5,192.3,24.3
184.5,271.5,232.5,22.5,100.5,114,414,219,85.5,128,76.5,48.5,117.5,235.5,79.5,13.5,0,4.5,130.4166667,14766.27556,122.6428571,206.1,194.5,24.375
180.6,273.3,220.65,24.6,97.2,121.2,395.85,214.8,85.5,126.15,73.65,47.7,116.55,231.75,73.95,13.95,0,4.95,127.9083333,14103.016,120.5785714,200.31,194.925,23.2125
176.7,275.1,208.8,26.7,93.9,128.4,377.7,210.6,85.5,124.3,70.8,46.9,115.6,228,68.4,14.4,0,5.4,125.4,13439.75644,118.5142857,194.52,195.35,22.05
172.8,276.9,196.95,28.8,90.6,135.6,359.55,206.4,85.5,122.45,67.95,46.1,114.65,224.25,62.85,14.85,0,5.85,122.8916667,12776.49689,116.45,188.73,195.775,20.8875
168.9,278.7,185.1,30.9,87.3,142.8,341.4,202.2,85.5,120.6,65.1,45.3,113.7,220.5,57.3,15.3,0,6.3,120.3833333,12113.23733,114.3857143,182.94,196.2,19.725
165,280.5,173.25,33,84,150,323.25,198,85.5,118.75,62.25,44.5,112.75,216.75,51.75,15.75,0,6.75,117.875,11449.97778,112.3214286,177.15,196.625,18.5625
161.1,282.3,161.4,35.1,80.7,157.2,305.1,193.8,85.5,116.9,59.4,43.7,111.8,213,46.2,16.2,0,7.2,115.3666667,10786.71822,110.2571429,171.36,197.05,17.4
157.2,284.1,149.55,37.2,77.4,164.4,286.95,189.6,85.5,115.05,56.55,42.9,110.85,209.25,40.65,16.65,0,7.65,112.8583333,10123.45867,108.1928571,165.57,197.475,16.2375
153.3,285.9,137.7,39.3,74.1,171.6,268.8,185.4,85.5,113.2,53.7,42.1,109.9,205.5,35.1,17.1,0,8.1,110.35,9460.199111,106.1285714,159.78,197.9,15.075
149.4,287.7,125.85,41.4,70.8,178.8,250.65,181.2,85.5,111.35,50.85,41.3,108.95,201.75,29.55,17.55,0,8.55,107.8416667,8796.939556,104.0642857,153.99,198.325,13.9125
145.5,289.5,114,43.5,67.5,186,232.5,177,85.5,109.5,48,40.5,108,198,24,18,0,9,105.3333333,8133.68,102,148.2,198.75,12.75
145.05,270.15,128.4,44.55,66.6,177.6,222.75,177.05,85.3,108.9,48.6,41.7,108.15,198.9,24.75,18.9,0,8.1,104.1916667,7914.707556,102.8142857,146.52,189.15,12.9375
144.6,250.8,142.8,45.6,65.7,169.2,213,177.1,85.1,108.3,49.2,42.9,108.3,199.8,25.5,19.8,0,7.2,103.05,7695.735111,103.6285714,144.84,179.55,13.125
144.15,231.45,157.2,46.65,64.8,160.8,203.25,177.15,84.9,107.7,49.8,44.1,108.45,200.7,26.25,20.7,0,6.3,101.9083333,7476.762667,104.4428571,143.16,169.95,13.3125
143.7,212.1,171.6,47.7,63.9,152.4,193.5,177.2,84.7,107.1,50.4,45.3,108.6,201.6,27,21.6,0,5.4,100.7666667,7257.790222,105.2571429,141.48,160.35,13.5
143.25,192.75,186,48.75,63,144,183.75,177.25,84.5,106.5,51,46.5,108.75,202.5,27.75,22.5,0,4.5,99.625,7038.817778,106.0714286,139.8,150.75,13.6875
142.8,173.4,200.4,49.8,62.1,135.6,174,177.3,84.3,105.9,51.6,47.7,108.9,203.4,28.5,23.4,0,3.6,98.48333333,6819.845333,106.8857143,138.12,141.15,13.875
142.35,154.05,214.8,50.85,61.2,127.2,164.25,177.35,84.1,105.3,52.2,48.9,109.05,204.3,29.25,24.3,0,2.7,97.34166667,6600.872889,107.7,136.44,131.55,14.0625
141.9,134.7,229.2,51.9,60.3,118.8,154.5,177.4,83.9,104.7,52.8,50.1,109.2,205.2,30,25.2,0,1.8,96.2,6381.900444,108.5142857,134.76,121.95,14.25
141.45,115.35,243.6,52.95,59.4,110.4,144.75,177.45,83.7,104.1,53.4,51.3,109.35,206.1,30.75,26.1,0,0.9,95.05833333,6162.928,109.3285714,133.08,112.35,14.4375
141,96,258,54,58.5,102,135,177.5,83.5,103.5,54,52.5,109.5,207,31.5,27,0,0,93.91666667,5943.955556,110.1428571,131.4,102.75,14.625
151.35,100.8,256.05,57.15,59.4,105.15,132.75,178.95,83.55,101.4,52.35,55.25,108,206.1,31.8,25.2,0,0,94.73611111,5998.201778,111.8357143,130.74,104.4,14.25
161.7,105.6,254.1,60.3,60.3,108.3,130.5,180.4,83.6,99.3,50.7,58,106.5,205.2,32.1,23.4,0,0,95.55555556,6052.448,113.5285714,130.08,106.05,13.875
172.05,110.4,252.15,63.45,61.2,111.45,128.25,181.85,83.65,97.2,49.05,60.75,105,204.3,32.4,21.6,0,0,96.375,6106.694222,115.2214286,129.42,107.7,13.5
182.4,115.2,250.2,66.6,62.1,114.6,126,183.3,83.7,95.1,47.4,63.5,103.5,203.4,32.7,19.8,0,0,97.19444444,6160.940444,116.9142857,128.76,109.35,13.125
192.75,120,248.25,69.75,63,117.75,123.75,184.75,83.75,93,45.75,66.25,102,202.5,33,18,0,0,98.01388889,6215.186667,118.6071429,128.1,111,12.75
203.1,124.8,246.3,72.9,63.9,120.9,121.5,186.2,83.8,90.9,44.1,69,100.5,201.6,33.3,16.2,0,0,98.83333333,6269.432889,120.3,127.44,112.65,12.375
213.45,129.6,244.35,76.05,64.8,124.05,119.25,187.65,83.85,88.8,42.45,71.75,99,200.7,33.6,14.4,0,0,99.65277778,6323.679111,121.9928571,126.78,114.3,12
223.8,134.4,242.4,79.2,65.7,127.2,117,189.1,83.9,86.7,40.8,74.5,97.5,199.8,33.9,12.6,0,0,100.4722222,6377.925333,123.6857143,126.12,115.95,11.625
234.15,139.2,240.45,82.35,66.6,130.35,114.75,190.55,83.95,84.6,39.15,77.25,96,198.9,34.2,10.8,0,0,101.2916667,6432.171556,125.3785714,125.46,117.6,11.25
244.5,144,238.5,85.5,67.5,133.5,112.5,192,84,82.5,37.5,80,94.5,198,34.5,9,0,0,102.1111111,6486.417778,127.0714286,124.8,119.25,10.875
236.85,137.55,219.75,95.4,77.15,126,110.7,188.55,84,84,40.05,83.4,98.1,191.55,32.4,13.05,0,0,101.0277778,6252.251111,125.6,122.97,117.825,11.3625
229.2,131.1,201,105.3,86.8,118.5,108.9,185.1,84,85.5,42.6,86.8,101.7,185.1,30.3,17.1,0,0,99.94444444,6018.084444,124.1285714,121.14,116.4,11.85
221.55,124.65,182.25,115.2,96.45,111,107.1,181.65,84,87,45.15,90.2,105.3,178.65,28.2,21.15,0,0,98.86111111,5783.917778,122.6571429,119.31,114.975,12.3375
213.9,118.2,163.5,125.1,106.1,103.5,105.3,178.2,84,88.5,47.7,93.6,108.9,172.2,26.1,25.2,0,0,97.77777778,5549.751111,121.1857143,117.48,113.55,12.825
206.25,111.75,144.75,135,115.75,96,103.5,174.75,84,90,50.25,97,112.5,165.75,24,29.25,0,0,96.69444444,5315.584444,119.7142857,115.65,112.125,13.3125
198.6,105.3,126,144.9,125.4,88.5,101.7,171.3,84,91.5,52.8,100.4,116.1,159.3,21.9,33.3,0,0,95.61111111,5081.417778,118.2428571,113.82,110.7,13.8
190.95,98.85,107.25,154.8,135.05,81,99.9,167.85,84,93,55.35,103.8,119.7,152.85,19.8,37.35,0,0,94.52777778,4847.251111,116.7714286,111.99,109.275,14.2875
183.3,92.4,88.5,164.7,144.7,73.5,98.1,164.4,84,94.5,57.9,107.2,123.3,146.4,17.7,41.4,0,0,93.44444444,4613.084444,115.3,110.16,107.85,14.775
175.65,85.95,69.75,174.6,154.35,66,96.3,160.95,84,96,60.45,110.6,126.9,139.95,15.6,45.45,0,0,92.36111111,4378.917778,113.8285714,108.33,106.425,15.2625
168,79.5,51,184.5,164,58.5,94.5,157.5,84,97.5,63,114,130.5,133.5,13.5,49.5,0,0,91.27777778,4144.751111,112.3571429,106.5,105,15.75
164.1,84.6,56.85,183.45,157.8,67.8,97.2,158.9,84.95,95.25,63.75,110.25,131.4,132,16.35,58.05,0,0,92.37222222,4061.367556,112.7142857,107.36,108,18.6
160.2,89.7,62.7,182.4,151.6,77.1,99.9,160.3,85.9,93,64.5,106.5,132.3,130.5,19.2,66.6,0,0,93.46666667,3977.984,113.0714286,108.22,111,21.45
156.3,94.8,68.55,181.35,145.4,86.4,102.6,161.7,86.85,90.75,65.25,102.75,133.2,129,22.05,75.15,0,0,94.56111111,3894.600444,113.4285714,109.08,114,24.3
152.4,99.9,74.4,180.3,139.2,95.7,105.3,163.1,87.8,88.5,66,99,134.1,127.5,24.9,83.7,0,0,95.65555556,3811.216889,113.7857143,109.94,117,27.15
148.5,105,80.25,179.25,133,105,108,164.5,88.75,86.25,66.75,95.25,135,126,27.75,92.25,0,0,96.75,3727.833333,114.1428571,110.8,120,30
144.6,110.1,86.1,178.2,126.8,114.3,110.7,165.9,89.7,84,67.5,91.5,135.9,124.5,30.6,100.8,0,0,97.84444444,3644.449778,114.5,111.66,123,32.85
140.7,115.2,91.95,177.15,120.6,123.6,113.4,167.3,90.65,81.75,68.25,87.75,136.8,123,33.45,109.35,0,0,98.93888889,3561.066222,114.8571429,112.52,126,35.7
136.8,120.3,97.8,176.1,114.4,132.9,116.1,168.7,91.6,79.5,69,84,137.7,121.5,36.3,117.9,0,0,100.0333333,3477.682667,115.2142857,113.38,129,38.55
132.9,125.4,103.65,175.05,108.2,142.2,118.8,170.1,92.55,77.25,69.75,80.25,138.6,120,39.15,126.45,0,0,101.1277778,3394.299111,115.5714286,114.24,132,41.4
129,130.5,109.5,174,102,151.5,121.5,171.5,93.5,75,70.5,76.5,139.5,118.5,42,135,0,0,102.2222222,3310.915556,115.9285714,115.1,135,44.25
133.95,142.05,108.3,172.2,99.9,148.35,122.85,172.5,96,75.15,70.95,71.9,139.25,120.6,37.8,130.5,0,0,102.3472222,3478.575556,115.5428571,116.58,140.65,42.075
138.9,153.6,107.1,170.4,97.8,145.2,124.2,173.5,98.5,75.3,71.4,67.3,139,122.7,33.6,126,0,0,102.4722222,3646.235556,115.1571429,118.06,146.3,39.9
143.85,165.15,105.9,168.6,95.7,142.05,125.55,174.5,101,75.45,71.85,62.7,138.75,124.8,29.4,121.5,0,0,102.5972222,3813.895556,114.7714286,119.54,151.95,37.725
148.8,176.7,104.7,166.8,93.6,138.9,126.9,175.5,103.5,75.6,72.3,58.1,138.5,126.9,25.2,117,0,0,102.7222222,3981.555556,114.3857143,121.02,157.6,35.55
153.75,188.25,103.5,165,91.5,135.75,128.25,176.5,106,75.75,72.75,53.5,138.25,129,21,112.5,0,0,102.8472222,4149.215556,114,122.5,163.25,33.375
158.7,199.8,102.3,163.2,89.4,132.6,129.6,177.5,108.5,75.9,73.2,48.9,138,131.1,16.8,108,0,0,102.9722222,4316.875556,113.6142857,123.98,168.9,31.2
163.65,211.35,101.1,161.4,87.3,129.45,130.95,178.5,111,76.05,73.65,44.3,137.75,133.2,12.6,103.5,0,0,103.0972222,4484.535556,113.2285714,125.46,174.55,29.025
168.6,222.9,99.9,159.6,85.2,126.3,132.3,179.5,113.5,76.2,74.1,39.7,137.5,135.3,8.4,99,0,0,103.2222222,4652.195556,112.8428571,126.94,180.2,26.85
173.55,234.45,98.7,157.8,83.1,123.15,133.65,180.5,116,76.35,74.55,35.1,137.25,137.4,4.2,94.5,0,0,103.3472222,4819.855556,112.4571429,128.42,185.85,24.675
178.5,246,97.5,156,81,120,135,181.5,118.5,76.5,75,30.5,137,139.5,0,90,0,0,103.4722222,4987.515556,112.0714286,129.9,191.5,22.5
175.5,246.15,96.6,152.4,79.65,113.85,128.9,180.45,118.5,77.1,81.2,39.95,134.4,144.75,4.5,83.25,0,1.05,103.2333333,4982.440889,110.9,130.76,190.275,22.2
172.5,246.3,95.7,148.8,78.3,107.7,122.8,179.4,118.5,77.7,87.4,49.4,131.8,150,9,76.5,0,2.1,102.9944444,4977.366222,109.7285714,131.62,189.05,21.9
169.5,246.45,94.8,145.2,76.95,101.55,116.7,178.35,118.5,78.3,93.6,58.85,129.2,155.25,13.5,69.75,0,3.15,102.7555556,4972.291556,108.5571429,132.48,187.825,21.6
166.5,246.6,93.9,141.6,75.6,95.4,110.6,177.3,118.5,78.9,99.8,68.3,126.6,160.5,18,63,0,4.2,102.5166667,4967.216889,107.3857143,133.34,186.6,21.3
163.5,246.75,93,138,74.25,89.25,104.5,176.25,118.5,79.5,106,77.75,124,165.75,22.5,56.25,0,5.25,102.2777778,4962.142222,106.2142857,134.2,185.375,21
160.5,246.9,92.1,134.4,72.9,83.1,98.4,175.2,118.5,80.1,112.2,87.2,121.4,171,27,49.5,0,6.3,102.0388889,4957.067556,105.0428571,135.06,184.15,20.7
157.5,247.05,91.2,130.8,71.55,76.95,92.3,174.15,118.5,80.7,118.4,96.65,118.8,176.25,31.5,42.75,0,7.35,101.8,4951.992889,103.8714286,135.92,182.925,20.4
154.5,247.2,90.3,127.2,70.2,70.8,86.2,173.1,118.5,81.3,124.6,106.1,116.2,181.5,36,36,0,8.4,101.5611111,4946.918222,102.7,136.78,181.7,20.1
151.5,247.35,89.4,123.6,68.85,64.65,80.1,172.05,118.5,81.9,130.8,115.55,113.6,186.75,40.5,29.25,0,9.45,101.3222222,4941.843556,101.5285714,137.64,180.475,19.8
148.5,247.5,88.5,120,67.5,58.5,74,171,118.5,82.5,137,125,111,192,45,22.5,0,10.5,101.0833333,4936.768889,100.3571429,138.5,179.25,19.5
144.75,242.1,89.7,112.65,69.45,66.15,71.1,178.4,115.8,81.45,132.3,135.05,111.45,191.4,50.55,29.55,0,10.5,101.7972222,5180.988444,99.49285714,137.8,176.775,22.65
141,236.7,90.9,105.3,71.4,73.8,68.2,185.8,113.1,80.4,127.6,145.1,111.9,190.8,56.1,36.6,0,10.5,102.5111111,5425.208,98.62857143,137.1,174.3,25.8
137.25,231.3,92.1,97.95,73.35,81.45,65.3,193.2,110.4,79.35,122.9,155.15,112.35,190.2,61.65,43.65,0,10.5,103.225,5669.427556,97.76428571,136.4,171.825,28.95
133.5,225.9,93.3,90.6,75.3,89.1,62.4,200.6,107.7,78.3,118.2,165.2,112.8,189.6,67.2,50.7,0,10.5,103.9388889,5913.647111,96.9,135.7,169.35,32.1
129.75,220.5,94.5,83.25,77.25,96.75,59.5,208,105,77.25,113.5,175.25,113.25,189,72.75,57.75,0,10.5,104.6527778,6157.866667,96.03571429,135,166.875,35.25
126,215.1,95.7,75.9,79.2,104.4,56.6,215.4,102.3,76.2,108.8,185.3,113.7,188.4,78.3,64.8,0,10.5,105.3666667,6402.086222,95.17142857,134.3,164.4,38.4
122.25,209.7,96.9,68.55,81.15,112.05,53.7,222.8,99.6,75.15,104.1,195.35,114.15,187.8,83.85,71.85,0,10.5,106.0805556,6646.305778,94.30714286,133.6,161.925,41.55
118.5,204.3,98.1,61.2,83.1,119.7,50.8,230.2,96.9,74.1,99.4,205.4,114.6,187.2,89.4,78.9,0,10.5,106.7944444,6890.525333,93.44285714,132.9,159.45,44.7
114.75,198.9,99.3,53.85,85.05,127.35,47.9,237.6,94.2,73.05,94.7,215.45,115.05,186.6,94.95,85.95,0,10.5,107.5083333,7134.744889,92.57857143,132.2,156.975,47.85
111,193.5,100.5,46.5,87,135,45,245,91.5,72,90,225.5,115.5,186,100.5,93,0,10.5,108.2222222,7378.964444,91.71428571,131.5,154.5,51
116.85,192.45,103.5,44.1,84,136.05,47.25,241.95,89.1,70.5,88.8,216.15,112.85,179.7,97.95,91.65,0,9.9,106.8194444,7234.896444,91.97142857,129.36,152.65,49.875
122.7,191.4,106.5,41.7,81,137.1,49.5,238.9,86.7,69,87.6,206.8,110.2,173.4,95.4,90.3,0,9.3,105.4166667,7090.828444,92.22857143,127.22,150.8,48.75
128.55,190.35,109.5,39.3,78,138.15,51.75,235.85,84.3,67.5,86.4,197.45,107.55,167.1,92.85,88.95,0,8.7,104.0138889,6946.760444,92.48571429,125.08,148.95,47.625
134.4,189.3,112.5,36.9,75,139.2,54,232.8,81.9,66,85.2,188.1,104.9,160.8,90.3,87.6,0,8.1,102.6111111,6802.692444,92.74285714,122.94,147.1,46.5
140.25,188.25,115.5,34.5,72,140.25,56.25,229.75,79.5,64.5,84,178.75,102.25,154.5,87.75,86.25,0,7.5,101.2083333,6658.624444,93,120.8,145.25,45.375
146.1,187.2,118.5,32.1,69,141.3,58.5,226.7,77.1,63,82.8,169.4,99.6,148.2,85.2,84.9,0,6.9,99.80555556,6514.556444,93.25714286,118.66,143.4,44.25
151.95,186.15,121.5,29.7,66,142.35,60.75,223.65,74.7,61.5,81.6,160.05,96.95,141.9,82.65,83.55,0,6.3,98.40277778,6370.488444,93.51428571,116.52,141.55,43.125
157.8,185.1,124.5,27.3,63,143.4,63,220.6,72.3,60,80.4,150.7,94.3,135.6,80.1,82.2,0,5.7,97,6226.420444,93.77142857,114.38,139.7,42
163.65,184.05,127.5,24.9,60,144.45,65.25,217.55,69.9,58.5,79.2,141.35,91.65,129.3,77.55,80.85,0,5.1,95.59722222,6082.352444,94.02857143,112.24,137.85,40.875
169.5,183,130.5,22.5,57,145.5,67.5,214.5,67.5,57,78,132,89,123,75,79.5,0,4.5,94.19444444,5938.284444,94.28571429,110.1,136,39.75
167.4,182.4,130.5,34.35,54.9,143.55,73.5,226.8,67.5,58.8,77.3,122.1,85.5,118.35,69.9,73.8,0,5.55,94.01111111,6059.749778,95.25714286,112.69,133.95,37.3125
165.3,181.8,130.5,46.2,52.8,141.6,79.5,239.1,67.5,60.6,76.6,112.2,82,113.7,64.8,68.1,0,6.6,93.82777778,6181.215111,96.22857143,115.28,131.9,34.875
163.2,181.2,130.5,58.05,50.7,139.65,85.5,251.4,67.5,62.4,75.9,102.3,78.5,109.05,59.7,62.4,0,7.65,93.64444444,6302.680444,97.2,117.87,129.85,32.4375
161.1,180.6,130.5,69.9,48.6,137.7,91.5,263.7,67.5,64.2,75.2,92.4,75,104.4,54.6,56.7,0,8.7,93.46111111,6424.145778,98.17142857,120.46,127.8,30
159,180,130.5,81.75,46.5,135.75,97.5,276,67.5,66,74.5,82.5,71.5,99.75,49.5,51,0,9.75,93.27777778,6545.611111,99.14285714,123.05,125.75,27.5625
156.9,179.4,130.5,93.6,44.4,133.8,103.5,288.3,67.5,67.8,73.8,72.6,68,95.1,44.4,45.3,0,10.8,93.09444444,6667.076444,100.1142857,125.64,123.7,25.125
154.8,178.8,130.5,105.45,42.3,131.85,109.5,300.6,67.5,69.6,73.1,62.7,64.5,90.45,39.3,39.6,0,11.85,92.91111111,6788.541778,101.0857143,128.23,121.65,22.6875
152.7,178.2,130.5,117.3,40.2,129.9,115.5,312.9,67.5,71.4,72.4,52.8,61,85.8,34.2,33.9,0,12.9,92.72777778,6910.007111,102.0571429,130.82,119.6,20.25
150.6,177.6,130.5,129.15,38.1,127.95,121.5,325.2,67.5,73.2,71.7,42.9,57.5,81.15,29.1,28.2,0,13.95,92.54444444,7031.472444,103.0285714,133.41,117.55,17.8125
148.5,177,130.5,141,36,126,127.5,337.5,67.5,75,71,33,54,76.5,24,22.5,0,15,92.36111111,7152.937778,104,136,115.5,15.375
143.1,168.15,125.4,136.35,37.65,120.15,133.5,331.4,67.25,76.2,68.4,34.55,55.05,77.1,22.95,22.05,0,15,90.79166667,6904.968889,101.0357143,135.53,111.6,15
137.7,159.3,120.3,131.7,39.3,114.3,139.5,325.3,67,77.4,65.8,36.1,56.1,77.7,21.9,21.6,0,15,89.22222222,6657,98.07142857,135.06,107.7,14.625
132.3,150.45,115.2,127.05,40.95,108.45,145.5,319.2,66.75,78.6,63.2,37.65,57.15,78.3,20.85,21.15,0,15,87.65277778,6409.031111,95.10714286,134.59,103.8,14.25
126.9,141.6,110.1,122.4,42.6,102.6,151.5,313.1,66.5,79.8,60.6,39.2,58.2,78.9,19.8,20.7,0,15,86.08333333,6161.062222,92.14285714,134.12,99.9,13.875
121.5,132.75,105,117.75,44.25,96.75,157.5,307,66.25,81,58,40.75,59.25,79.5,18.75,20.25,0,15,84.51388889,5913.093333,89.17857143,133.65,96,13.5
116.1,123.9,99.9,113.1,45.9,90.9,163.5,300.9,66,82.2,55.4,42.3,60.3,80.1,17.7,19.8,0,15,82.94444444,5665.124444,86.21428571,133.18,92.1,13.125
110.7,115.05,94.8,108.45,47.55,85.05,169.5,294.8,65.75,83.4,52.8,43.85,61.35,80.7,16.65,19.35,0,15,81.375,5417.155556,83.25,132.71,88.2,12.75
105.3,106.2,89.7,103.8,49.2,79.2,175.5,288.7,65.5,84.6,50.2,45.4,62.4,81.3,15.6,18.9,0,15,79.80555556,5169.186667,80.28571429,132.24,84.3,12.375
99.9,97.35,84.6,99.15,50.85,73.35,181.5,282.6,65.25,85.8,47.6,46.95,63.45,81.9,14.55,18.45,0,15,78.23611111,4921.217778,77.32142857,131.77,80.4,12
94.5,88.5,79.5,94.5,52.5,67.5,187.5,276.5,65,87,45,48.5,64.5,82.5,13.5,18,0,15,76.66666667,4673.248889,74.35714286,131.3,76.5,11.625
96.45,102.45,75.75,89.55,56.25,65.1,187.35,261.3,63.45,83.85,42.75,50.3,63.6,83.25,14.55,19.65,0,13.5,76.06111111,4735.092444,72.81428571,127.62,83.025,11.925
98.4,116.4,72,84.6,60,62.7,187.2,246.1,61.9,80.7,40.5,52.1,62.7,84,15.6,21.3,0,12,75.45555556,4796.936,71.27142857,123.94,89.55,12.225
100.35,130.35,68.25,79.65,63.75,60.3,187.05,230.9,60.35,77.55,38.25,53.9,61.8,84.75,16.65,22.95,0,10.5,74.85,4858.779556,69.72857143,120.26,96.075,12.525
102.3,144.3,64.5,74.7,67.5,57.9,186.9,215.7,58.8,74.4,36,55.7,60.9,85.5,17.7,24.6,0,9,74.24444444,4920.623111,68.18571429,116.58,102.6,12.825
104.25,158.25,60.75,69.75,71.25,55.5,186.75,200.5,57.25,71.25,33.75,57.5,60,86.25,18.75,26.25,0,7.5,73.63888889,4982.466667,66.64285714,112.9,109.125,13.125
