S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
7.0,40.0,27.0,3.0,0.0,8.0,0.0,10.0,6.0,0.0,6.0,13.0,29.0,0.0,11.461538461538462,482.8757396449705,12.333333333333334,5.5,17.666666666666668,0.0
7.0,34.0,16.333333333333332,3.0,0.0,6.0,0.0,0.0,3.0,0.0,46.0,49.0,3.0,1.3333333333333333,12.87179487179487,1072.568047337278,5.888888888888888,12.25,27.666666666666668,0.3333333333333333
8.0,10.0,7.333333333333333,3.0,4.333333333333333,3.0,0.0,0.0,0.0,9.0,26.0,53.0,0.0,3.0,9.512820512820513,483.1913214990139,3.5555555555555554,8.75,22.444444444444443,0.75
34.0,10.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,6.0,25.0,28.0,0.0,1.3333333333333333,8.846153846153847,451.7751479289941,6.666666666666667,8.5,13.666666666666666,0.3333333333333333
0.0,5.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,11.0,9.0,9.0,3.0,0.0,3.051282051282051,40.63510848126233,0.7222222222222222,5.0,5.111111111111111,0.0
0.0,7.333333333333333,0.0,6.0,0.0,12.0,0.0,7.0,0.0,0.0,10.0,15.0,3.0,0.0,4.641025641025641,61.52662721893492,3.5,4.25,7.444444444444444,0.0
1.3333333333333333,3.0,0.0,6.0,0.0,12.0,0.0,0.0,3.0,0.0,10.0,9.0,0.0,0.0,3.41025641025641,53.77514792899408,3.222222222222222,3.25,4.0,0.0
0.0,3.0,0.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,3430.0,3781.0,6.0,1.3333333333333333,556.5384615384615,3891727.1715976335,3.0,858.25,1261.3333333333333,0.3333333333333333
1.3333333333333333,6.0,0.0,4.333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,9232.0,6844.0,36.0,3.0,1240.5128205128206,23052395.100591723,7.444444444444444,2308.0,2283.3333333333335,0.75
3.0,6.0,0.0,6.0,0.0,6.0,0.0,234.0,3.0,7.0,12957.0,1524.0,15.0,1.3333333333333333,1135.4615384615383,16438869.9408284,5.0,3300.25,510.0,0.3333333333333333
9.0,6.0,0.0,4.333333333333333,11.333333333333334,0.0,0.0,118.0,19.0,311.0,15348.0,11138.0,0.0,0.0,2074.205128205128,39943410.59960553,2.222222222222222,3949.0,3718.444444444445,0.0
9.0,4.333333333333333,3.0,12.0,22.0,9.333333333333334,0.0,82.0,598.0,1581.0,28053.666666666668,5358.0,0.0,0.0,2748.641025641026,77807755.67258383,5.555555555555556,7578.666666666667,1794.7777777777776,0.0
3.0,0.0,3.0,78.0,32.0,27.0,0.0,244.0,1416.0,6166.0,19336.666666666668,3970.0,0.0,0.0,2405.8205128205127,46991673.786982246,18.5,6790.666666666667,1334.0,0.0
0.0,3.0,3.0,78.0,34.0,42.333333333333336,0.0,79.0,617.0,1547.0,35372.0,4707.0,0.0,21.0,3267.8717948717945,101647933.37278111,20.555555555555557,9403.75,1581.3333333333333,5.25
1.3333333333333333,3.0,1.3333333333333333,144.0,84.33333333333333,49.0,0.0,549.0,796.0,1815.0,8478.0,6855.0,6.0,42.0,1444.7692307692307,12361928.426035501,33.61111111111111,2909.5,2314.111111111111,10.5
36.0,3.0,6.0,246.0,110.0,68.0,0.0,484.0,701.0,674.0,3722.0,2148.0,18.0,35.333333333333336,632.0,1602550.4023668643,62.333333333333336,1395.25,753.6666666666666,8.833333333333334
124.0,6.0,46.0,142.33333333333334,50.0,66.33333333333333,0.0,84.0,609.0,315.0,1600.0,727.0,26.0,29.0,291.97435897435895,313740.3431952663,67.44444444444444,652.0,261.0,7.25
159.0,7.333333333333333,40.0,142.0,79.0,72.0,0.0,117.0,272.0,774.0,1374.0,592.0,32.0,14.333333333333334,281.5641025641026,311278.4142011835,74.16666666666667,634.25,226.11111111111111,3.5833333333333335
133.66666666666666,12.0,24.0,152.0,58.0,52.0,0.0,205.0,234.0,309.0,1126.0,525.0,45.0,0.0,221.2051282051282,161373.88165680473,67.77777777777777,468.5,198.33333333333334,0.0
127.0,17.333333333333332,21.0,155.0,12.0,66.33333333333333,0.0,128.0,153.0,237.0,636.0,269.0,37.0,7.0,142.97435897435898,51758.09072978305,67.72222222222221,288.5,99.44444444444444,1.75
66.0,35.0,13.333333333333334,124.33333333333333,20.0,37.0,0.0,73.0,177.0,176.0,745.0,129.0,29.0,14.0,124.97435897435896,81414.16173570023,44.944444444444436,292.75,61.333333333333336,3.5
19.0,53.333333333333336,9.0,109.0,22.0,28.0,0.0,109.0,128.33333333333334,36.0,387.0,181.0,106.0,21.666666666666668,91.35897435897436,14421.195266272189,45.166666666666664,165.08333333333334,85.44444444444446,5.416666666666667
22.0,32.333333333333336,12.0,52.0,92.33333333333333,15.333333333333334,0.0,70.0,111.0,27.0,203.0,178.0,83.0,30.0,69.07692307692308,6065.972386587771,30.722222222222218,102.75,100.88888888888887,7.5
