S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
30.99,29.43,34.41,37.290000000000006,83.13000000000001,19.71,82.71,51.0,103.02,70.48,48.42,119.74000000000001,172.73999999999998,110.58000000000001,126.9,23.7,59.19416666666667,1026.6986805555555
30.78,29.459999999999997,34.019999999999996,37.38,82.86,19.62,82.62,51.0,103.44,70.56,48.24,119.28,173.28,110.76,127.8,23.4,59.105,1023.6487500000001
30.57,29.49,33.629999999999995,37.47,82.59,19.53,82.53,51.0,103.86,70.64,48.06,118.82,173.82,110.94,128.7,23.1,59.01583333333333,1020.5988194444444
30.36,29.52,33.239999999999995,37.56,82.32000000000001,19.44,82.44,51.0,104.28,70.72,47.88,118.36,174.35999999999999,111.12,129.6,22.8,58.92666666666666,1017.5488888888889
30.15,29.549999999999997,32.849999999999994,37.650000000000006,82.05000000000001,19.35,82.35,51.0,104.69999999999999,70.80000000000001,47.7,117.9,174.89999999999998,111.30000000000001,130.5,22.5,58.8375,1014.4989583333333
29.94,29.58,32.46,37.74,81.78,19.259999999999998,82.26,51.0,105.11999999999999,70.88000000000001,47.519999999999996,117.44,175.44,111.48,131.4,22.2,58.748333333333335,1011.4490277777778
29.73,29.61,32.07,37.83,81.51,19.169999999999998,82.17,51.0,105.53999999999999,70.96000000000001,47.339999999999996,116.97999999999999,175.98,111.66,132.3,21.9,58.659166666666664,1008.3990972222223
29.52,29.64,31.68,37.92,81.24000000000001,19.08,82.08,51.0,105.96,71.04,47.16,116.52,176.51999999999998,111.84,133.2,21.6,58.57,1005.3491666666666
29.310000000000002,29.669999999999998,31.29,38.010000000000005,80.97,18.99,81.99000000000001,51.0,106.38,71.12,46.98,116.06,177.06,112.02000000000001,134.1,21.3,58.48083333333333,1002.2992361111111
29.1,29.7,30.9,38.1,80.7,18.9,81.9,51.0,106.8,71.2,46.8,115.6,177.6,112.2,135.0,21.0,58.391666666666666,999.2493055555556
28.89,29.73,30.509999999999998,38.19,80.43,18.81,81.81,51.0,107.22,71.28,46.62,115.14,178.14,112.38,135.9,20.7,58.3025,996.199375
28.68,29.759999999999998,30.119999999999997,38.28,80.16,18.72,81.72,51.0,107.64,71.36,46.44,114.67999999999999,178.68,112.56,136.8,20.4,58.21333333333333,993.1494444444445
28.470000000000002,29.79,29.73,38.370000000000005,79.89,18.63,81.63000000000001,51.0,108.06,71.44,46.26,114.22,179.22,112.74000000000001,137.7,20.1,58.12416666666667,990.0995138888889
28.26,29.82,29.34,38.46,79.62,18.54,81.54,51.0,108.48,71.52,46.08,113.75999999999999,179.76,112.92,138.6,19.8,58.035,987.0495833333333
28.05,29.85,28.95,38.55,79.35,18.45,81.45,51.0,108.9,71.6,45.9,113.3,180.3,113.1,139.5,19.5,57.94583333333333,983.9996527777778
27.84,29.88,28.56,38.64,79.08,18.36,81.36,51.0,109.32,71.68,45.72,112.84,180.84,113.28,140.4,19.2,57.85666666666667,980.9497222222222
27.63,29.91,28.169999999999998,38.730000000000004,78.81,18.27,81.27,51.0,109.74,71.76,45.54,112.38,181.38,113.46000000000001,141.3,18.9,57.7675,977.8997916666667
27.42,29.94,27.78,38.82,78.54,18.18,81.18,51.0,110.16,71.84,45.36,111.92,181.92,113.64,142.2,18.6,57.678333333333335,974.8498611111111
27.21,29.97,27.39,38.91,78.27,18.09,81.09,51.0,110.58,71.92,45.18,111.46,182.46,113.82,143.1,18.3,57.589166666666664,971.7999305555555
27.0,30.0,27.0,39.0,78.0,18.0,81.0,51.0,111.0,72.0,45.0,111.0,183.0,114.0,144.0,18.0,57.5,968.75
27.84,30.27,27.48,39.21,78.18,18.15,81.27,50.94,111.0,72.0,45.09,111.0,181.92,113.79,143.88,18.3,57.7025,966.554375
28.68,30.54,27.96,39.42,78.36,18.3,81.54,50.88,111.0,72.0,45.18,111.0,180.84,113.58,143.76,18.6,57.905,964.35875
29.52,30.810000000000002,28.44,39.63,78.53999999999999,18.45,81.81,50.82,111.0,72.0,45.269999999999996,111.0,179.76,113.37,143.64000000000001,18.9,58.1075,962.163125
30.36,31.080000000000002,28.92,39.84,78.72,18.6,82.08,50.76,111.0,72.0,45.36,111.0,178.68,113.16,143.52,19.2,58.31,959.9675
31.2,31.35,29.4,40.05,78.9,18.75,82.35,50.7,111.0,72.0,45.45,111.0,177.6,112.95,143.4,19.5,58.5125,957.771875
32.04,31.62,29.880000000000003,40.26,79.08,18.9,82.62,50.64,111.0,72.0,45.54,111.0,176.51999999999998,112.74000000000001,143.28,19.8,58.714999999999996,955.5762500000001
32.879999999999995,31.89,30.36,40.47,79.25999999999999,19.05,82.89,50.58,111.0,72.0,45.629999999999995,111.0,175.44,112.53,143.16,20.1,58.9175,953.380625
33.72,32.160000000000004,30.84,40.68,79.44,19.2,83.16,50.519999999999996,111.0,72.0,45.72,111.0,174.35999999999999,112.32000000000001,143.04000000000002,20.4,59.12,951.1850000000001
34.56,32.43,31.32,40.89,79.62,19.35,83.43,50.46,111.0,72.0,45.81,111.0,173.28,112.11,142.92000000000002,20.7,59.3225,948.989375
35.4,32.7,31.8,41.1,79.8,19.5,83.7,50.4,111.0,72.0,45.9,111.0,172.2,111.9,142.8,21.0,59.525,946.79375
36.239999999999995,32.97,32.28,41.31,79.97999999999999,19.65,83.97,50.339999999999996,111.0,72.0,45.989999999999995,111.0,171.12,111.69,142.68,21.3,59.7275,944.598125
37.08,33.24,32.76,41.52,80.16,19.8,84.24000000000001,50.28,111.0,72.0,46.08,111.0,170.04,111.48,142.56,21.6,59.93,942.4025
37.92,33.510000000000005,33.24,41.730000000000004,80.34,19.95,84.51,50.22,111.0,72.0,46.17,111.0,168.95999999999998,111.27000000000001,142.44,21.9,60.1325,940.2068750000001
38.76,33.78,33.72,41.940000000000005,80.52,20.1,84.78,50.16,111.0,72.0,46.26,111.0,167.88,111.06,142.32,22.2,60.335,938.01125
39.599999999999994,34.05,34.2,42.150000000000006,80.69999999999999,20.25,85.05000000000001,50.099999999999994,111.0,72.0,46.349999999999994,111.0,166.8,110.85,142.2,22.5,60.537499999999994,935.815625
