S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
12.6,48.6,35.4,5.4,14.4,5.4,21.6,30.0,9.6,9.0,0.0,2.4,0.0,52.2,0.0,3.6,16.200000000000003,323.93333333333334
12.69,47.79,35.31,5.3100000000000005,14.31,5.3100000000000005,21.69,30.0,9.44,8.85,0.0,2.36,0.0,52.38,0.0,3.69,16.088333333333335,321.10527777777776
12.78,46.980000000000004,35.22,5.220000000000001,14.22,5.220000000000001,21.78,30.0,9.28,8.7,0.0,2.32,0.0,52.56,0.0,3.7800000000000002,15.976666666666668,318.27722222222224
12.87,46.17,35.129999999999995,5.13,14.13,5.13,21.87,30.0,9.12,8.55,0.0,2.28,0.0,52.74,0.0,3.87,15.865000000000002,315.44916666666666
12.959999999999999,45.36,35.04,5.04,14.040000000000001,5.04,21.96,30.0,8.959999999999999,8.4,0.0,2.2399999999999998,0.0,52.92,0.0,3.96,15.753333333333336,312.62111111111113
13.05,44.55,34.95,4.95,13.95,4.95,22.05,30.0,8.8,8.25,0.0,2.2,0.0,53.1,0.0,4.05,15.64166666666667,309.79305555555555
13.14,43.74,34.86,4.86,13.86,4.86,22.14,30.0,8.64,8.1,0.0,2.16,0.0,53.28,0.0,4.140000000000001,15.530000000000001,306.965
13.23,42.93,34.769999999999996,4.7700000000000005,13.77,4.7700000000000005,22.23,30.0,8.48,7.95,0.0,2.12,0.0,53.46,0.0,4.23,15.418333333333335,304.13694444444445
13.32,42.12,34.68,4.68,13.68,4.68,22.32,30.0,8.32,7.8,0.0,2.08,0.0,53.64,0.0,4.32,15.306666666666668,301.3088888888889
13.41,41.31,34.59,4.59,13.59,4.59,22.41,30.0,8.16,7.65,0.0,2.04,0.0,53.82,0.0,4.41,15.195,298.48083333333335
13.5,40.5,34.5,4.5,13.5,4.5,22.5,30.0,8.0,7.5,0.0,2.0,0.0,54.0,0.0,4.5,15.083333333333334,295.65277777777777
13.59,39.69,34.41,4.41,13.41,4.41,22.59,30.0,7.84,7.35,0.0,1.96,0.0,54.18,0.0,4.59,14.971666666666668,292.8247222222222
13.68,38.88,34.32,4.32,13.32,4.32,22.68,30.0,7.68,7.2,0.0,1.92,0.0,54.36,0.0,4.68,14.860000000000001,289.99666666666667
13.77,38.07,34.230000000000004,4.23,13.23,4.23,22.77,30.0,7.52,7.05,0.0,1.88,0.0,54.54,0.0,4.7700000000000005,14.748333333333335,287.1686111111111
13.86,37.260000000000005,34.14,4.14,13.14,4.14,22.86,30.0,7.359999999999999,6.9,0.0,1.8399999999999999,0.0,54.72,0.0,4.86,14.636666666666668,284.34055555555557
13.95,36.45,34.05,4.05,13.05,4.05,22.95,30.0,7.199999999999999,6.75,0.0,1.7999999999999998,0.0,54.9,0.0,4.95,14.525000000000002,281.5125
14.040000000000001,35.64,33.96,3.96,12.959999999999999,3.96,23.04,30.0,7.039999999999999,6.6,0.0,1.7599999999999998,0.0,55.08,0.0,5.04,14.413333333333334,278.6844444444444
14.13,34.830000000000005,33.870000000000005,3.87,12.87,3.87,23.13,30.0,6.879999999999999,6.45,0.0,1.7199999999999998,0.0,55.26,0.0,5.13,14.301666666666668,275.8563888888889
14.22,34.02,33.78,3.7800000000000002,12.78,3.7800000000000002,23.22,30.0,6.719999999999999,6.3,0.0,1.6799999999999997,0.0,55.44,0.0,5.220000000000001,14.190000000000001,273.0283333333333
14.31,33.21000000000001,33.69,3.69,12.69,3.69,23.31,30.0,6.559999999999999,6.15,0.0,1.6399999999999997,0.0,55.62,0.0,5.3100000000000005,14.078333333333335,270.2002777777778
14.4,32.400000000000006,33.6,3.6,12.6,3.6,23.4,30.0,6.399999999999999,6.0,0.0,1.5999999999999996,0.0,55.8,0.0,5.4,13.966666666666669,267.3722222222222
14.49,31.590000000000007,33.510000000000005,3.5100000000000002,12.51,3.5100000000000002,23.49,30.0,6.239999999999998,5.85,0.0,1.5599999999999996,0.0,55.98,0.0,5.49,13.855000000000002,264.5441666666666
14.58,30.780000000000005,33.42,3.42,12.42,3.42,23.58,30.0,6.079999999999998,5.7,0.0,1.5199999999999996,0.0,56.16,0.0,5.58,13.743333333333334,261.7161111111111
14.67,29.970000000000006,33.33,3.33,12.33,3.33,23.669999999999998,30.0,5.919999999999999,5.55,0.0,1.4799999999999995,0.0,56.339999999999996,0.0,5.67,13.631666666666668,258.8880555555555
14.76,29.160000000000004,33.24,3.24,12.24,3.24,23.759999999999998,30.0,5.759999999999999,5.4,0.0,1.4399999999999995,0.0,56.519999999999996,0.0,5.76,13.520000000000001,256.06
14.850000000000001,28.350000000000005,33.150000000000006,3.1500000000000004,12.149999999999999,3.1500000000000004,23.85,30.0,5.599999999999999,5.25,0.0,1.3999999999999995,0.0,56.7,0.0,5.85,13.408333333333335,253.23194444444442
14.940000000000001,27.540000000000006,33.06,3.06,12.059999999999999,3.06,23.94,30.0,5.439999999999999,5.1,0.0,1.3599999999999994,0.0,56.88,0.0,5.9399999999999995,13.296666666666667,250.4038888888889
15.030000000000001,26.730000000000004,32.97,2.97,11.969999999999999,2.97,24.03,30.0,5.2799999999999985,4.95,0.0,1.3199999999999996,0.0,57.06,0.0,6.03,13.185,247.57583333333332
15.120000000000001,25.920000000000005,32.88,2.88,11.879999999999999,2.88,24.12,30.0,5.119999999999999,4.8,0.0,1.2799999999999996,0.0,57.24,0.0,6.12,13.073333333333334,244.74777777777777
15.21,25.110000000000003,32.790000000000006,2.79,11.79,2.79,24.21,30.0,4.959999999999999,4.65,0.0,1.2399999999999995,0.0,57.42,0.0,6.21,12.961666666666666,241.91972222222222
15.3,24.300000000000004,32.7,2.7,11.7,2.7,24.3,30.0,4.799999999999999,4.5,0.0,1.1999999999999995,0.0,57.6,0.0,6.3,12.85,239.09166666666667
15.39,23.490000000000006,32.61,2.6100000000000003,11.61,2.6100000000000003,24.39,30.0,4.639999999999999,4.35,0.0,1.1599999999999995,0.0,57.78,0.0,6.39,12.738333333333333,236.26361111111112
15.48,22.680000000000003,32.52,2.52,11.52,2.52,24.48,30.0,4.479999999999999,4.2,0.0,1.1199999999999997,0.0,57.96,0.0,6.4799999999999995,12.626666666666667,233.43555555555557
