S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
21.0,159.89999999999998,111.9,38.7,34.2,36.60000000000001,58.5,102.0,114.0,86.1,67.19999999999999,60.6,223.8,48.0,73.8,93.0,74.22500000000001,1887.64375
20.7,161.30999999999997,112.11,39.03,34.38,35.64000000000001,58.45,102.0,114.0,85.39,66.77999999999999,59.94,225.42000000000002,48.0,73.92,92.7,74.14416666666668,1887.170347222222
20.4,162.71999999999997,112.32000000000001,39.36,34.56,34.68000000000001,58.4,102.0,114.0,84.67999999999999,66.35999999999999,59.28,227.04000000000002,48.0,74.03999999999999,92.4,74.06333333333335,1886.6969444444444
20.1,164.13,112.53,39.690000000000005,34.74,33.720000000000006,58.35,102.0,114.0,83.97,65.94,58.620000000000005,228.66,48.0,74.16,92.1,73.9825,1886.2235416666665
19.8,165.54,112.74000000000001,40.02,34.92,32.760000000000005,58.3,102.0,114.0,83.25999999999999,65.52,57.96,230.28,48.0,74.28,91.8,73.90166666666667,1885.7501388888888
19.5,166.95,112.95,40.35,35.1,31.800000000000004,58.25,102.0,114.0,82.55,65.1,57.3,231.9,48.0,74.4,91.5,73.82083333333334,1885.276736111111
19.2,168.35999999999999,113.16,40.68,35.28,30.840000000000003,58.2,102.0,114.0,81.84,64.67999999999999,56.64,233.52,48.0,74.52,91.2,73.74000000000001,1884.803333333333
18.9,169.76999999999998,113.37,41.01,35.46,29.880000000000003,58.15,102.0,114.0,81.13,64.25999999999999,55.980000000000004,235.14000000000001,48.0,74.64,90.9,73.65916666666668,1884.3299305555554
18.6,171.18,113.58,41.34,35.64,28.92,58.1,102.0,114.0,80.42,63.839999999999996,55.32,236.76,48.0,74.76,90.6,73.57833333333333,1883.8565277777775
18.3,172.59,113.79,41.67,35.82,27.96,58.05,102.0,114.0,79.71,63.42,54.66,238.38,48.0,74.88,90.3,73.4975,1883.3831249999998
18.0,174.0,114.0,42.0,36.0,27.0,58.0,102.0,114.0,79.0,63.0,54.0,240.0,48.0,75.0,90.0,73.41666666666667,1882.909722222222
146.45,172.44,114.0,42.45,47.64,27.9,57.87,101.73,113.91,78.99,63.0,54.0,240.57,47.82,74.97,89.58,85.03166666666667,125749.71472222215
274.9,170.88,114.0,42.9,59.28,28.8,57.74,101.46,113.82,78.98,63.0,54.0,241.14,47.64,74.94,89.16,96.64666666666666,249616.5197222221
403.34999999999997,169.32,114.0,43.35,70.92,29.7,57.61,101.19,113.73,78.97,63.0,54.0,241.71,47.46,74.91,88.74,108.26166666666666,373483.32472222205
531.8,167.76,114.0,43.8,82.56,30.6,57.480000000000004,100.92,113.64,78.96000000000001,63.0,54.0,242.28,47.28,74.88,88.32,119.87666666666667,497350.129722222
660.25,166.2,114.0,44.25,94.2,31.5,57.35,100.65,113.55,78.95,63.0,54.0,242.85,47.1,74.85,87.9,131.49166666666665,621216.9347222219
788.6999999999999,164.64000000000001,114.0,44.7,105.84,32.4,57.22,100.38,113.46,78.94,63.0,54.0,243.42,46.92,74.82000000000001,87.48,143.10666666666665,745083.7397222219
917.1499999999999,163.08,114.0,45.15,117.48,33.3,57.09,100.11,113.36999999999999,78.93,63.0,54.0,243.98999999999998,46.74,74.79,87.06,154.72166666666664,868950.5447222218
1045.6,161.52,114.0,45.6,129.12,34.2,56.96,99.84,113.28,78.92,63.0,54.0,244.56,46.56,74.76,86.64,166.33666666666664,992817.3497222217
1174.05,159.96,114.0,46.05,140.76,35.1,56.830000000000005,99.57,113.19,78.91000000000001,63.0,54.0,245.13,46.38,74.73,86.22,177.95166666666665,1116684.1547222217
1302.5,158.4,114.0,46.5,152.4,36.0,56.7,99.3,113.1,78.9,63.0,54.0,245.7,46.2,74.7,85.8,189.56666666666663,1240550.9597222216
1430.95,156.84,114.0,46.95,164.04000000000002,36.9,56.57,99.03,113.00999999999999,78.89,63.0,54.0,246.26999999999998,46.02,74.67,85.38,201.18166666666664,1364417.7647222215
1559.4,155.28,114.0,47.4,175.68,37.8,56.440000000000005,98.75999999999999,112.92,78.88000000000001,63.0,54.0,246.84,45.84,74.64,84.96,212.79666666666665,1488284.5697222215
1687.85,153.72,114.0,47.85,187.32,38.7,56.31,98.49,112.83,78.87,63.0,54.0,247.41,45.660000000000004,74.61,84.53999999999999,224.41166666666663,1612151.3747222214
1816.3,152.16,114.0,48.3,198.96,39.6,56.18,98.22,112.74,78.86,63.0,54.0,247.98,45.480000000000004,74.58,84.11999999999999,236.02666666666664,1736018.179722221
1944.75,150.60000000000002,114.0,48.75,210.60000000000002,40.5,56.05,97.94999999999999,112.65,78.85,63.0,54.0,248.55,45.3,74.55000000000001,83.69999999999999,247.64166666666665,1859884.9847222213
2073.2,149.04000000000002,114.0,49.2,222.24,41.4,55.92,97.67999999999999,112.56,78.84,63.0,54.0,249.12,45.12,74.52000000000001,83.28,259.25666666666666,1983751.789722221
2201.6499999999996,147.48000000000002,114.0,49.65,233.88,42.3,55.79,97.41,112.47,78.83,63.0,54.0,249.69,44.94,74.49000000000001,82.86,270.87166666666667,2107618.5947222207
2330.1,145.92000000000002,114.0,50.1,245.52,43.2,55.66,97.14,112.38,78.82,63.0,54.0,250.26,44.76,74.46000000000001,82.44,282.4866666666667,2231485.399722221
2458.55,144.36,114.0,50.55,257.16,44.1,55.53,96.86999999999999,112.29,78.81,63.0,54.0,250.83,44.58,74.43,82.02,294.1016666666667,2355352.204722221
2587.0,142.8,114.0,51.0,268.8,45.0,55.4,96.6,112.2,78.8,63.0,54.0,251.4,44.4,74.4,81.6,305.7166666666667,2479219.0097222207
2715.45,141.24,114.0,51.45,280.44,45.9,55.269999999999996,96.33,112.11,78.78999999999999,63.0,54.0,251.97,44.22,74.37,81.17999999999999,317.3316666666667,2603085.8147222204
2843.9,139.68,114.0,51.9,292.08000000000004,46.8,55.14,96.06,112.02,78.78,63.0,54.0,252.54000000000002,44.04,74.34,80.75999999999999,328.9466666666667,2726952.6197222206
2972.35,138.12,114.0,52.35,303.72,47.7,55.01,95.78999999999999,111.93,78.77,63.0,54.0,253.11,43.86,74.31,80.34,340.5616666666667,2850819.4247222207
3100.8,136.56,114.0,52.8,315.36000000000007,48.6,54.88,95.52,111.84,78.76,63.0,54.0,253.68,43.68,74.28,79.92,352.17666666666673,2974686.2297222205
3229.25,135.0,114.0,53.25,327.00000000000006,49.5,54.75,95.25,111.75,78.75,63.0,54.0,254.25,43.5,74.25,79.5,363.79166666666674,3098553.03472222
3357.7,133.44,114.0,53.7,338.6400000000001,50.4,54.62,94.98,111.66,78.74,63.0,54.0,254.82000000000002,43.32,74.22,79.08,375.40666666666675,3222419.8397222203
3486.1499999999996,131.88,114.0,54.15,350.2800000000001,51.3,54.49,94.71000000000001,111.57,78.73,63.0,54.0,255.39000000000001,43.14,74.19,78.66,387.0216666666667,3346286.6447222205
3614.6,130.32,114.0,54.6,361.9200000000001,52.2,54.36,94.44,111.48,78.72,63.0,54.0,255.96,42.96,74.16,78.24000000000001,398.6366666666667,3470153.44972222
3743.05,128.76,114.0,55.05,373.5600000000001,53.1,54.230000000000004,94.17,111.39,78.71000000000001,63.0,54.0,256.53000000000003,42.78,74.13,77.82000000000001,410.2516666666667,3594020.25472222
3871.5,127.2,114.0,55.5,385.2000000000001,54.0,54.1,93.9,111.3,78.7,63.0,54.0,257.1,42.6,74.1,77.4,421.86666666666673,3717887.05972222
3999.95,125.64,114.0,55.95,396.8400000000001,54.9,53.97,93.63000000000001,111.21,78.69,63.0,54.0,257.67,42.42,74.07,76.98,433.48166666666674,3841753.86472222
4128.4,124.08,114.0,56.4,408.4800000000001,55.8,53.84,93.36,111.12,78.68,63.0,54.0,258.24,42.24,74.03999999999999,76.56,445.0966666666667,3965620.66972222
4256.85,122.52,114.0,56.85,420.12000000000006,56.7,53.71,93.09,111.03,78.67,63.0,54.0,258.81,42.06,74.00999999999999,76.14,456.7116666666667,4089487.4747222196
4385.3,120.96,114.0,57.3,431.76000000000005,57.6,53.58,92.82000000000001,110.94,78.66,63.0,54.0,259.38,41.88,73.97999999999999,75.72,468.3266666666667,4213354.279722219
4513.75,119.4,114.0,57.75,443.4000000000001,58.5,53.45,92.55000000000001,110.85,78.65,63.0,54.0,259.95000000000005,41.7,73.94999999999999,75.30000000000001,479.9416666666667,4337221.08472222
4642.2,117.84,114.0,58.2,455.0400000000001,59.4,53.32,92.28,110.76,78.64,63.0,54.0,260.52000000000004,41.519999999999996,73.92,74.88000000000001,491.5566666666667,4461087.88972222
4770.65,116.28,114.0,58.65,466.68000000000006,60.3,53.19,92.01,110.67,78.63,63.0,54.0,261.09000000000003,41.339999999999996,73.89,74.46000000000001,503.1716666666667,4584954.694722219
4899.1,114.72,114.0,59.1,478.32000000000005,61.2,53.059999999999995,91.74000000000001,110.58,78.61999999999999,63.0,54.0,261.66,41.16,73.86,74.04,514.7866666666666,4708821.49972222
5027.55,113.16,114.0,59.55,489.96000000000004,62.1,52.93,91.47,110.49000000000001,78.61,63.0,54.0,262.23,40.98,73.83,73.62,526.4016666666666,4832688.30472222
5156.0,111.6,114.0,60.0,501.6,63.0,52.8,91.2,110.4,78.6,63.0,54.0,262.8,40.8,73.8,73.2,538.0166666666667,4956555.109722219
5284.45,110.03999999999999,114.0,60.45,513.24,63.9,52.669999999999995,90.93,110.31,78.58999999999999,63.0,54.0,263.37,40.62,73.77,72.78,549.6316666666667,5080421.914722219
5412.9,108.47999999999999,114.0,60.9,524.88,64.8,52.54,90.66,110.22,78.58,63.0,54.0,263.94,40.44,73.74,72.36,561.2466666666667,5204288.719722219
5541.35,106.92,114.0,61.35,536.52,65.7,52.41,90.39,110.13000000000001,78.57,63.0,54.0,264.51,40.26,73.71,71.94,572.8616666666667,5328155.524722219
5669.8,105.36,114.0,61.8,548.16,66.6,52.28,90.12,110.04,78.56,63.0,54.0,265.08,40.08,73.67999999999999,71.52,584.4766666666667,5452022.329722219
5798.25,103.8,114.0,62.25,559.8,67.5,52.15,89.85,109.95,78.55,63.0,54.0,265.65,39.9,73.65,71.1,596.0916666666667,5575889.134722219
5926.7,102.24,114.0,62.7,571.44,68.4,52.019999999999996,89.58,109.86,78.53999999999999,63.0,54.0,266.22,39.72,73.62,70.68,607.7066666666667,5699755.939722219
6055.15,100.67999999999999,114.0,63.15,583.08,69.3,51.89,89.31,109.77,78.53,63.0,54.0,266.79,39.54,73.59,70.26,619.3216666666666,5823622.744722218
6183.6,99.12,114.0,63.6,594.72,70.2,51.76,89.04,109.68,78.52,63.0,54.0,267.36,39.36,73.56,69.84,630.9366666666666,5947489.549722219
6312.05,97.56,114.0,64.05,606.36,71.1,51.63,88.77,109.59,78.51,63.0,54.0,267.93,39.18,73.53,69.42,642.5516666666666,6071356.354722219
6440.5,96.0,114.0,64.5,618.0,72.0,51.5,88.5,109.5,78.5,63.0,54.0,268.5,39.0,73.5,69.0,654.1666666666666,6195223.159722218
6568.95,94.44,114.0,64.95,629.64,72.9,51.37,88.23,109.41,78.49,63.0,54.0,269.07,38.82,73.47,68.58,665.7816666666666,6319089.964722218
6697.4,92.88,114.0,65.4,641.28,73.8,51.24,87.96,109.32,78.48,63.0,54.0,269.64,38.64,73.44,68.16,677.3966666666666,6442956.769722219
6825.85,91.32000000000001,114.0,65.85,652.9200000000001,74.7,51.11,87.69,109.23,78.47,63.0,54.0,270.21,38.46,73.41,67.74,689.0116666666667,6566823.574722218
6954.3,89.76,114.0,66.3,664.5600000000001,75.6,50.980000000000004,87.42,109.14,78.46000000000001,63.0,54.0,270.78,38.28,73.38,67.32,700.6266666666667,6690690.379722218
7082.75,88.2,114.0,66.75,676.2,76.5,50.85,87.15,109.05,78.45,63.0,54.0,271.35,38.1,73.35,66.9,712.2416666666667,6814557.184722219
7211.2,86.64,114.0,67.2,687.84,77.4,50.72,86.88,108.96,78.44,63.0,54.0,271.92,37.92,73.32000000000001,66.48,723.8566666666667,6938423.989722218
