S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
93.0,74.4,103.8,27.0,0.0,17.4,81.0,50.4,118.0,54.0,99.4,93.6,43.2,93.6,48.0,115.8,67.66666666666667,1515.022222222222
93.3,74.46000000000001,103.32,26.7,0.0,17.61,81.0,50.36,118.7,53.85,99.11,93.69,43.080000000000005,93.69,47.7,115.47,67.67500000000001,1520.6963888888886
93.6,74.52000000000001,102.84,26.4,0.0,17.82,81.0,50.32,119.4,53.7,98.82000000000001,93.78,42.96,93.78,47.4,115.14,67.68333333333334,1526.3705555555553
93.9,74.58,102.36,26.1,0.0,18.029999999999998,81.0,50.28,120.1,53.55,98.53,93.86999999999999,42.84,93.86999999999999,47.1,114.81,67.69166666666666,1532.044722222222
94.2,74.64,101.88,25.8,0.0,18.24,81.0,50.24,120.8,53.4,98.24000000000001,93.96,42.72,93.96,46.8,114.48,67.7,1537.7188888888886
94.5,74.7,101.4,25.5,0.0,18.45,81.0,50.2,121.5,53.25,97.95,94.05,42.6,94.05,46.5,114.15,67.70833333333334,1543.3930555555553
94.8,74.76,100.92,25.2,0.0,18.66,81.0,50.16,122.2,53.1,97.66,94.14,42.480000000000004,94.14,46.2,113.82,67.71666666666667,1549.067222222222
95.1,74.82000000000001,100.44,24.9,0.0,18.87,81.0,50.12,122.9,52.95,97.37,94.23,42.36,94.23,45.9,113.49,67.725,1554.7413888888887
95.4,74.88,99.96,24.6,0.0,19.08,81.0,50.08,123.6,52.8,97.08,94.32,42.24,94.32,45.6,113.16,67.73333333333333,1560.4155555555553
95.7,74.94,99.48,24.3,0.0,19.29,81.0,50.04,124.3,52.65,96.79,94.41,42.12,94.41,45.3,112.83,67.74166666666667,1566.089722222222
96.0,75.0,99.0,24.0,0.0,19.5,81.0,50.0,125.0,52.5,96.5,94.5,42.0,94.5,45.0,112.5,67.75,1571.7638888888887
96.3,75.06,98.52,23.7,0.0,19.71,81.0,49.96,125.7,52.35,96.21,94.59,41.88,94.59,44.7,112.17,67.75833333333333,1577.4380555555554
96.6,75.12,98.04,23.4,0.0,19.92,81.0,49.92,126.4,52.2,95.92,94.68,41.76,94.68,44.4,111.84,67.76666666666667,1583.112222222222
96.9,75.17999999999999,97.56,23.1,0.0,20.13,81.0,49.88,127.1,52.05,95.63,94.77,41.64,94.77,44.1,111.51,67.775,1588.7863888888887
97.2,75.24,97.08,22.8,0.0,20.34,81.0,49.84,127.8,51.9,95.34,94.86,41.519999999999996,94.86,43.8,111.18,67.78333333333333,1594.4605555555554
97.5,75.3,96.6,22.5,0.0,20.55,81.0,49.8,128.5,51.75,95.05,94.95,41.4,94.95,43.5,110.85,67.79166666666666,1600.134722222222
97.8,75.36,96.12,22.2,0.0,20.76,81.0,49.76,129.2,51.6,94.75999999999999,95.04,41.28,95.04,43.2,110.52,67.8,1605.808888888889
98.1,75.42,95.64,21.9,0.0,20.970000000000002,81.0,49.72,129.9,51.45,94.47,95.13000000000001,41.16,95.13000000000001,42.9,110.19,67.80833333333334,1611.4830555555557
98.4,75.47999999999999,95.16,21.6,0.0,21.18,81.0,49.68,130.6,51.3,94.17999999999999,95.22,41.04,95.22,42.6,109.86,67.81666666666666,1617.1572222222223
98.7,75.53999999999999,94.68,21.3,0.0,21.39,81.0,49.64,131.3,51.15,93.89,95.31,40.919999999999995,95.31,42.3,109.53,67.82499999999999,1622.831388888889
99.0,75.6,94.2,21.0,0.0,21.6,81.0,49.6,132.0,51.0,93.6,95.4,40.8,95.4,42.0,109.2,67.83333333333333,1628.5055555555557
99.3,75.66,93.72,20.7,0.0,21.810000000000002,81.0,49.56,132.7,50.85,93.31,95.49000000000001,40.68,95.49000000000001,41.7,108.87,67.84166666666667,1634.1797222222224
99.6,75.72,93.24000000000001,20.4,0.0,22.020000000000003,81.0,49.52,133.4,50.7,93.02,95.58,40.559999999999995,95.58,41.4,108.54,67.85,1639.853888888889
99.9,75.78,92.76,20.1,0.0,22.23,81.0,49.480000000000004,134.1,50.55,92.72999999999999,95.67,40.44,95.67,41.1,108.21000000000001,67.85833333333333,1645.5280555555555
100.2,75.84,92.28,19.8,0.0,22.44,81.0,49.440000000000005,134.8,50.4,92.44,95.76,40.32,95.76,40.8,107.88000000000001,67.86666666666666,1651.2022222222222
100.5,75.9,91.80000000000001,19.5,0.0,22.650000000000002,81.0,49.400000000000006,135.5,50.25,92.15,95.85,40.2,95.85,40.5,107.55000000000001,67.875,1656.8763888888889
100.8,75.96,91.32000000000001,19.2,0.0,22.860000000000003,81.0,49.36,136.2,50.1,91.86,95.94,40.08,95.94,40.2,107.22,67.88333333333334,1662.5505555555555
101.1,76.02,90.84,18.9,0.0,23.070000000000004,81.0,49.32,136.9,49.95,91.57,96.03,39.96,96.03,39.9,106.89,67.89166666666667,1668.2247222222222
101.4,76.08,90.36,18.6,0.0,23.28,81.0,49.28,137.6,49.8,91.28,96.12,39.84,96.12,39.6,106.56,67.9,1673.8988888888887
101.7,76.14,89.88000000000001,18.3,0.0,23.490000000000002,81.0,49.24,138.3,49.65,90.99000000000001,96.21,39.72,96.21,39.3,106.23,67.90833333333333,1679.5730555555554
102.0,76.2,89.4,18.0,0.0,23.700000000000003,81.0,49.2,139.0,49.5,90.7,96.3,39.6,96.3,39.0,105.9,67.91666666666667,1685.247222222222
102.3,76.26,88.92,17.7,0.0,23.910000000000004,81.0,49.160000000000004,139.7,49.35,90.41,96.39,39.480000000000004,96.39,38.7,105.57000000000001,67.92500000000001,1690.9213888888887
102.6,76.32000000000001,88.44,17.4,0.0,24.12,81.0,49.120000000000005,140.4,49.2,90.12,96.48,39.36,96.48,38.4,105.24000000000001,67.93333333333334,1696.5955555555554
102.9,76.38,87.96000000000001,17.1,0.0,24.330000000000002,81.0,49.08,141.1,49.05,89.83,96.57,39.24,96.57,38.1,104.91,67.94166666666666,1702.269722222222
103.2,76.44,87.48,16.8,0.0,24.540000000000003,81.0,49.04,141.8,48.9,89.54,96.66,39.12,96.66,37.8,104.58,67.95,1707.9438888888888
103.5,76.5,87.0,16.5,0.0,24.75,81.0,49.0,142.5,48.75,89.25,96.75,39.0,96.75,37.5,104.25,67.95833333333334,1713.6180555555554
103.8,76.56,86.52,16.2,0.0,24.96,81.0,48.96,143.2,48.6,88.96,96.84,38.88,96.84,37.2,103.92,67.96666666666667,1719.292222222222
104.1,76.62,86.03999999999999,15.9,0.0,25.17,81.0,48.92,143.9,48.45,88.67,96.93,38.76,96.93,36.9,103.59,67.975,1724.9663888888888
104.4,76.67999999999999,85.56,15.6,0.0,25.380000000000003,81.0,48.879999999999995,144.6,48.3,88.38,97.02,38.64,97.02,36.6,103.25999999999999,67.98333333333333,1730.6405555555555
104.7,76.74,85.08,15.3,0.0,25.59,81.0,48.839999999999996,145.3,48.15,88.09,97.11,38.519999999999996,97.11,36.3,102.92999999999999,67.99166666666667,1736.3147222222221
