S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
11849.4,16.2,39.6,76.2,30.6,108.0,193.2,210.0,18.0,66.0,16.2,43.2,48.0,26.4,94.8,70.8,1055.55,26439065.72083333
12143.31,15.93,39.69,76.23,30.69,108.0,192.92999999999998,210.0,18.0,65.75,16.38,42.93,47.7,26.61,94.77,70.62,1079.9866666666667,27099937.48694444
12437.22,15.66,39.78,76.26,30.78,108.0,192.66,210.0,18.0,65.5,16.56,42.660000000000004,47.4,26.82,94.74,70.44,1104.4233333333332,27760809.253055554
12731.13,15.389999999999999,39.870000000000005,76.29,30.87,108.0,192.39,210.0,18.0,65.25,16.74,42.39,47.1,27.029999999999998,94.71,70.25999999999999,1128.86,28421681.019166663
13025.039999999999,15.12,39.96,76.32000000000001,30.96,108.0,192.12,210.0,18.0,65.0,16.919999999999998,42.120000000000005,46.8,27.24,94.67999999999999,70.08,1153.2966666666664,29082552.785277776
13318.95,14.85,40.05,76.35,31.05,108.0,191.85,210.0,18.0,64.75,17.1,41.85,46.5,27.45,94.65,69.9,1177.7333333333331,29743424.551388886
13612.86,14.58,40.14,76.38,31.14,108.0,191.57999999999998,210.0,18.0,64.5,17.28,41.58,46.2,27.66,94.62,69.72,1202.1699999999996,30404296.317499995
13906.77,14.31,40.230000000000004,76.41,31.23,108.0,191.31,210.0,18.0,64.25,17.46,41.31,45.9,27.87,94.59,69.53999999999999,1226.6066666666663,31065168.08361111
14200.68,14.04,40.32,76.44,31.32,108.0,191.04,210.0,18.0,64.0,17.64,41.04,45.6,28.08,94.56,69.36,1251.043333333333,31726039.849722218
14494.59,13.77,40.41,76.47,31.41,108.0,190.77,210.0,18.0,63.75,17.82,40.77,45.3,28.29,94.53,69.18,1275.4799999999996,32386911.61583333
14788.5,13.5,40.5,76.5,31.5,108.0,190.5,210.0,18.0,63.5,18.0,40.5,45.0,28.5,94.5,69.0,1299.9166666666663,33047783.38194444
