S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
3969.2000000000003,62.29999999999999,62.800000000000004,40.800000000000004,62.800000000000004,84.8,108.5,135.20000000000002,75.2,50.699999999999996,34.5,37.699999999999996,46.6,120.5,49.800000000000004,80.0,73.89999999999999,367.00769230769237,8196524.293491124
4067.13,62.61999999999999,62.870000000000005,40.67,63.07000000000001,84.42,108.33333333333333,135.21333333333334,75.21333333333334,50.379999999999995,34.583333333333336,37.529999999999994,46.29,121.05,49.970000000000006,80.15,73.80999999999999,374.4864102564103,8401374.356055226
4165.06,62.93999999999999,62.940000000000005,40.540000000000006,63.34,84.03999999999999,108.16666666666667,135.2266666666667,75.22666666666667,50.059999999999995,34.666666666666664,37.36,45.980000000000004,121.6,50.14,80.3,73.72,381.9651282051283,8606224.41861933
4262.99,63.25999999999999,63.010000000000005,40.410000000000004,63.61,83.66,108.0,135.24,75.24,49.739999999999995,34.75,37.19,45.67,122.15,50.31,80.45,73.63,389.4438461538462,8811074.481183432
4360.92,63.57999999999999,63.080000000000005,40.28,63.88,83.28,107.83333333333333,135.25333333333336,75.25333333333333,49.419999999999995,34.833333333333336,37.019999999999996,45.36,122.7,50.480000000000004,80.6,73.53999999999999,396.9225641025642,9015924.543747535
4458.85,63.89999999999999,63.150000000000006,40.150000000000006,64.15,82.9,107.66666666666666,135.26666666666668,75.26666666666667,49.099999999999994,34.91666666666667,36.849999999999994,45.05,123.25,50.650000000000006,80.75,73.44999999999999,404.4012820512821,9220774.606311638
4556.780000000001,64.22,63.22,40.02,64.42,82.52,107.5,135.28,75.28,48.78,35.0,36.68,44.74,123.8,50.82,80.9,73.36,411.8800000000001,9425624.66887574
4654.71,64.53999999999999,63.29,39.89,64.69,82.14,107.33333333333333,135.29333333333335,75.29333333333334,48.46,35.083333333333336,36.51,44.43,124.35,50.99,81.05,73.27,419.35871794871804,9630474.731439844
4752.64,64.86,63.36,39.76,64.96000000000001,81.76,107.16666666666666,135.30666666666667,75.30666666666666,48.14,35.16666666666667,36.339999999999996,44.12,124.9,51.160000000000004,81.2,73.17999999999999,426.83743589743597,9835324.794003947
4850.57,65.17999999999999,63.43,39.63,65.23,81.38,107.0,135.32000000000002,75.32,47.82,35.25,36.17,43.81,125.45,51.33,81.35,73.09,434.31615384615395,10040174.85656805
4948.5,65.5,63.5,39.5,65.5,81.0,106.83333333333333,135.33333333333334,75.33333333333333,47.5,35.333333333333336,36.0,43.5,126.0,51.5,81.5,73.0,441.7948717948719,10245024.919132153
5089.3966666666665,64.92999999999999,63.56,39.79,69.19,81.11,106.64,135.05,75.11,47.553333333333335,35.35,36.1,43.483333333333334,126.00999999999999,51.44,81.45,72.73,452.86641025641035,10488318.449585801
5230.293333333333,64.36,63.620000000000005,40.08,72.88,81.22,106.44666666666667,134.76666666666668,74.88666666666667,47.60666666666667,35.36666666666667,36.2,43.46666666666667,126.02,51.38,81.4,72.46,463.9379487179488,10731611.98003945
5371.19,63.79,63.68,40.37,76.57,81.33,106.25333333333333,134.48333333333335,74.66333333333333,47.660000000000004,35.38333333333333,36.3,43.45,126.03,51.32,81.35,72.19,475.0094871794873,10974905.5104931
5512.086666666666,63.22,63.74,40.66,80.25999999999999,81.44,106.06,134.20000000000002,74.44,47.71333333333334,35.4,36.4,43.43333333333334,126.03999999999999,51.260000000000005,81.3,71.92,486.08102564102575,11218199.040946748
5652.983333333334,62.64999999999999,63.800000000000004,40.95,83.94999999999999,81.55000000000001,105.86666666666667,133.91666666666669,74.21666666666667,47.766666666666666,35.41666666666667,36.5,43.41666666666667,126.04999999999998,51.2,81.25,71.65,497.15256410256427,11461492.571400397
5793.879999999999,62.07999999999999,63.86000000000001,41.24,87.63999999999999,81.66000000000001,105.67333333333335,133.63333333333333,73.99333333333334,47.82,35.43333333333334,36.6,43.4,126.05999999999999,51.14,81.2,71.38,508.22410256410274,11704786.101854045
5934.776666666667,61.50999999999999,63.92000000000001,41.53,91.33,81.77000000000001,105.48000000000002,133.35,73.77000000000001,47.873333333333335,35.45,36.7,43.38333333333333,126.07,51.080000000000005,81.15,71.11,519.2956410256412,11948079.632307693
6075.673333333333,60.93999999999999,63.980000000000004,41.82,95.02,81.88000000000001,105.28666666666668,133.06666666666666,73.54666666666667,47.92666666666667,35.46666666666667,36.8,43.36666666666667,126.07999999999998,51.02,81.1,70.84,530.3671794871797,12191373.162761344
6216.57,60.36999999999999,64.04,42.11,98.71,81.99000000000001,105.09333333333335,132.78333333333333,73.32333333333334,47.980000000000004,35.483333333333334,36.9,43.35,126.08999999999997,50.96000000000001,81.05,70.57,541.4387179487181,12434666.693214992
6357.466666666666,59.79999999999999,64.10000000000001,42.4,102.39999999999999,82.10000000000001,104.90000000000002,132.5,73.10000000000001,48.03333333333334,35.5,37.0,43.333333333333336,126.09999999999998,50.900000000000006,81.0,70.3,552.5102564102566,12677960.22366864
6498.363333333333,59.22999999999999,64.16000000000001,42.69,106.08999999999999,82.21000000000001,104.70666666666668,132.21666666666667,72.87666666666668,48.08666666666667,35.516666666666666,37.1,43.31666666666667,126.10999999999999,50.84,80.95,70.03,563.5817948717951,12921253.754122289
6639.259999999999,58.65999999999999,64.22000000000001,42.98,109.78,82.32000000000001,104.51333333333335,131.93333333333334,72.65333333333334,48.14,35.53333333333333,37.2,43.300000000000004,126.11999999999999,50.78,80.9,69.75999999999999,574.6533333333335,13164547.28457594
