S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
106.09999999999998,31.200000000000003,146.1,36.300000000000004,65.8,78.2,97.63333333333333,41.233333333333334,77.8,35.9,79.0,63.699999999999996,45.0,84.89999999999999,73.0,91.69999999999999,92.60000000000001,69.53589743589744,2233.303747534517
106.08999999999997,31.080000000000002,146.24,36.470000000000006,65.67,78.33,97.77,41.07666666666667,77.85333333333332,35.57666666666667,78.86666666666667,63.73,45.0,85.35999999999999,72.95,92.22999999999999,92.74000000000001,69.51948717948719,2243.587573964497
106.07999999999998,30.96,146.38,36.64,65.53999999999999,78.46000000000001,97.90666666666667,40.92,77.90666666666667,35.25333333333333,78.73333333333333,63.76,45.0,85.82,72.9,92.75999999999999,92.88000000000001,69.50307692307692,2253.8714003944774
106.07,30.840000000000003,146.51999999999998,36.81,65.41,78.59,98.04333333333332,40.763333333333335,77.96,34.93,78.6,63.79,45.0,86.28,72.85,93.28999999999999,93.02000000000001,69.48666666666666,2264.1552268244577
106.05999999999999,30.720000000000002,146.66,36.980000000000004,65.28,78.72,98.17999999999999,40.60666666666667,78.01333333333334,34.60666666666666,78.46666666666667,63.82,45.0,86.74,72.8,93.82,93.16000000000001,69.47025641025641,2274.439053254438
106.04999999999998,30.6,146.8,37.150000000000006,65.15,78.85,98.31666666666666,40.45,78.06666666666666,34.28333333333333,78.33333333333334,63.849999999999994,45.0,87.19999999999999,72.75,94.35,93.30000000000001,69.45384615384614,2284.7228796844183
106.03999999999999,30.48,146.94,37.32,65.02,78.98,98.45333333333333,40.29333333333333,78.11999999999999,33.96,78.2,63.879999999999995,45.0,87.66,72.7,94.88,93.44,69.43743589743589,2295.006706114398
106.03,30.36,147.07999999999998,37.49,64.89,79.11,98.59,40.13666666666666,78.17333333333333,33.63666666666666,78.06666666666666,63.91,45.0,88.12,72.65,95.41,93.58,69.42102564102564,2305.2905325443785
106.02,30.240000000000002,147.22,37.660000000000004,64.76,79.24,98.72666666666666,39.98,78.22666666666666,33.31333333333333,77.93333333333334,63.94,45.0,88.58,72.6,95.94,93.72,69.40461538461538,2315.574358974359
106.00999999999999,30.12,147.36,37.83,64.63,79.37,98.86333333333333,39.82333333333333,78.28,32.989999999999995,77.80000000000001,63.97,45.0,89.03999999999999,72.55,96.47,93.86,69.38820512820512,2325.858185404339
106.0,30.0,147.5,38.0,64.5,79.5,99.0,39.666666666666664,78.33333333333333,32.666666666666664,77.66666666666667,64.0,45.0,89.5,72.5,97.0,94.0,69.37179487179486,2336.1420118343194
105.87,30.06,147.46,38.2,64.48,79.6,98.88,39.71333333333333,78.36,32.413333333333334,77.53333333333333,63.97,45.06,89.77,72.81,96.97,94.42,69.35384615384615,2346.6673372781065
105.74,30.12,147.42,38.4,64.46,79.7,98.76,39.76,78.38666666666667,32.16,77.4,63.94,45.12,90.04,73.12,96.94,94.84,69.33589743589742,2357.192662721893
105.61,30.18,147.38,38.6,64.44,79.8,98.64,39.806666666666665,78.41333333333333,31.906666666666666,77.26666666666667,63.91,45.18,90.31,73.43,96.91,95.26,69.31794871794871,2367.7179881656803
105.48,30.24,147.34,38.8,64.42,79.9,98.52,39.85333333333333,78.44,31.653333333333332,77.13333333333334,63.879999999999995,45.24,90.58,73.74000000000001,96.88,95.68,69.3,2378.2433136094674
105.35,30.299999999999997,147.3,39.0,64.4,80.0,98.4,39.9,78.46666666666667,31.4,77.0,63.849999999999994,45.3,90.85,74.05000000000001,96.85,96.1,69.28205128205127,2388.7686390532544
105.22,30.36,147.26,39.2,64.38,80.1,98.28,39.946666666666665,78.49333333333334,31.14666666666667,76.86666666666666,63.82,45.36,91.12,74.36,96.82000000000001,96.52,69.26410256410256,2399.293964497041
