S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
30.0,30.0,0.0,66.0,0.0,9.0,0.0,66.0,0.0,80.0,88.0,0.0,87.0,33.0,0.0,9.0,0.0,9.0,32.6,1163.5733333333333,17.5,48.0,4.5
32.7,28.8,1.8,63.6,0.0,9.9,0.0,64.2,6.9,83.1,79.2,0.0,87.0,30.6,0.0,9.0,0.0,8.1,32.52,1166.232,18.0,47.475,4.275
35.4,27.6,3.6,61.2,0.0,10.8,0.0,62.4,13.8,86.2,70.4,0.0,87.0,28.2,0.0,9.0,0.0,7.2,32.44,1168.8906666666667,18.5,46.95,4.05
38.1,26.4,5.4,58.8,0.0,11.7,0.0,60.6,20.700000000000003,89.3,61.599999999999994,0.0,87.0,25.8,0.0,9.0,0.0,6.3,32.36,1171.5493333333334,19.0,46.425,3.825
40.8,25.2,7.2,56.4,0.0,12.6,0.0,58.8,27.6,92.4,52.8,0.0,87.0,23.4,0.0,9.0,0.0,5.4,32.28,1174.208,19.5,45.9,3.6
43.5,24.0,9.0,54.0,0.0,13.5,0.0,57.0,34.5,95.5,44.0,0.0,87.0,21.0,0.0,9.0,0.0,4.5,32.2,1176.8666666666668,20.0,45.375,3.375
46.2,22.8,10.8,51.6,0.0,14.4,0.0,55.2,41.400000000000006,98.6,35.199999999999996,0.0,87.0,18.6,0.0,9.0,0.0,3.5999999999999996,32.120000000000005,1179.5253333333333,20.5,44.85,3.15
48.900000000000006,21.6,12.6,49.2,0.0,15.3,0.0,53.4,48.300000000000004,101.7,26.39999999999999,0.0,87.0,16.2,0.0,9.0,0.0,2.7,32.04,1182.184,21.0,44.325,2.925
51.6,20.4,14.4,46.8,0.0,16.2,0.0,51.6,55.2,104.8,17.599999999999994,0.0,87.0,13.8,0.0,9.0,0.0,1.7999999999999998,31.96,1184.8426666666667,21.5,43.8,2.7
54.3,19.200000000000003,16.2,44.400000000000006,0.0,17.1,0.0,49.8,62.1,107.9,8.799999999999997,0.0,87.0,11.400000000000002,0.0,9.0,0.0,0.9000000000000004,31.880000000000003,1187.5013333333334,22.0,43.275,2.475
57.0,18.0,18.0,42.0,0.0,18.0,0.0,48.0,69.0,111.0,0.0,0.0,87.0,9.0,0.0,9.0,0.0,0.0,31.8,1190.16,22.5,42.75,2.25
53.1,18.0,18.0,39.9,0.9,21.9,0.0,48.0,63.0,99.9,0.9,0.0,83.5,9.0,0.0,8.1,0.0,0.0,30.406666666666666,1105.848888888889,22.3,40.2875,2.025
49.2,18.0,18.0,37.8,1.8,25.8,0.0,48.0,57.0,88.8,1.8,0.0,80.0,9.0,0.0,7.2,0.0,0.0,29.013333333333335,1021.5377777777778,22.1,37.825,1.8
45.3,18.0,18.0,35.7,2.7,29.7,0.0,48.0,51.0,77.7,2.7,0.0,76.5,9.0,0.0,6.3,0.0,0.0,27.62,937.2266666666667,21.9,35.3625,1.575
41.4,18.0,18.0,33.6,3.6,33.6,0.0,48.0,45.0,66.6,3.6,0.0,73.0,9.0,0.0,5.4,0.0,0.0,26.226666666666667,852.9155555555556,21.7,32.9,1.35
37.5,18.0,18.0,31.5,4.5,37.5,0.0,48.0,39.0,55.5,4.5,0.0,69.5,9.0,0.0,4.5,0.0,0.0,24.833333333333336,768.6044444444444,21.5,30.4375,1.125
33.6,18.0,18.0,29.4,5.4,41.4,0.0,48.0,33.0,44.400000000000006,5.4,0.0,66.0,9.0,0.0,3.5999999999999996,0.0,0.0,23.44,684.2933333333334,21.3,27.975,0.8999999999999999
29.7,18.0,18.0,27.299999999999997,6.3,45.3,0.0,48.0,27.0,33.3,6.3,0.0,62.5,9.0,0.0,2.7,0.0,0.0,22.046666666666667,599.9822222222223,21.1,25.5125,0.675
25.8,18.0,18.0,25.2,7.2,49.2,0.0,48.0,21.0,22.200000000000003,7.2,0.0,59.0,9.0,0.0,1.7999999999999998,0.0,0.0,20.653333333333336,515.6711111111111,20.9,23.05,0.44999999999999996
21.9,18.0,18.0,23.099999999999998,8.1,53.1,0.0,48.0,15.0,11.100000000000009,8.1,0.0,55.5,9.0,0.0,0.9000000000000004,0.0,0.0,19.26,431.36,20.7,20.587500000000002,0.2250000000000001
18.0,18.0,18.0,21.0,9.0,57.0,0.0,48.0,9.0,0.0,9.0,0.0,52.0,9.0,0.0,0.0,0.0,0.0,17.866666666666667,347.0488888888889,20.5,18.125,0.0
17.1,17.1,17.1,18.9,9.0,52.2,0.9,54.3,9.0,0.9,8.1,0.0,49.5,9.0,0.0,0.9,0.0,0.0,17.54,382.88800000000003,19.05,18.6,0.225
16.2,16.2,16.2,16.8,9.0,47.4,1.8,60.6,9.0,1.8,7.2,0.0,47.0,9.0,0.0,1.8,0.0,0.0,17.213333333333335,418.7271111111111,17.6,19.075,0.45
15.3,15.3,15.3,14.7,9.0,42.6,2.7,66.9,9.0,2.7,6.3,0.0,44.5,9.0,0.0,2.7,0.0,0.0,16.886666666666667,454.5662222222223,16.15,19.55,0.675
14.4,14.4,14.4,12.6,9.0,37.8,3.6,73.2,9.0,3.6,5.4,0.0,42.0,9.0,0.0,3.6,0.0,0.0,16.56,490.4053333333334,14.7,20.025,0.9
13.5,13.5,13.5,10.5,9.0,33.0,4.5,79.5,9.0,4.5,4.5,0.0,39.5,9.0,0.0,4.5,0.0,0.0,16.233333333333334,526.2444444444445,13.25,20.5,1.125
12.6,12.6,12.6,8.399999999999999,9.0,28.200000000000003,5.4,85.8,9.0,5.4,3.5999999999999996,0.0,37.0,9.0,0.0,5.4,0.0,0.0,15.906666666666666,562.0835555555557,11.8,20.975,1.35
11.7,11.7,11.7,6.299999999999999,9.0,23.4,6.3,92.1,9.0,6.3,2.7,0.0,34.5,9.0,0.0,6.3,0.0,0.0,15.58,597.9226666666668,10.35,21.45,1.575
10.8,10.8,10.8,4.199999999999999,9.0,18.6,7.2,98.4,9.0,7.2,1.7999999999999998,0.0,32.0,9.0,0.0,7.2,0.0,0.0,15.253333333333334,633.761777777778,8.9,21.925,1.8
9.9,9.9,9.9,2.099999999999998,9.0,13.800000000000004,8.1,104.69999999999999,9.0,8.1,0.9000000000000004,0.0,29.5,9.0,0.0,8.1,0.0,0.0,14.926666666666666,669.6008888888891,7.450000000000001,22.4,2.025
9.0,9.0,9.0,0.0,9.0,9.0,9.0,111.0,9.0,9.0,0.0,0.0,27.0,9.0,0.0,9.0,0.0,0.0,14.6,705.4400000000002,6.0,22.875,2.25
9.0,9.0,9.9,0.0,8.1,11.1,9.0,105.0,9.0,11.4,0.9,0.0,26.1,8.1,0.0,9.0,0.0,0.0,14.44,655.6160000000001,6.35,22.3125,2.25
9.0,9.0,10.8,0.0,7.2,13.2,9.0,99.0,9.0,13.8,1.8,0.0,25.2,7.2,0.0,9.0,0.0,0.0,14.28,605.7920000000001,6.7,21.75,2.25
9.0,9.0,11.7,0.0,6.3,15.3,9.0,93.0,9.0,16.2,2.7,0.0,24.3,6.3,0.0,9.0,0.0,0.0,14.12,555.9680000000001,7.05,21.1875,2.25
9.0,9.0,12.6,0.0,5.4,17.4,9.0,87.0,9.0,18.6,3.6,0.0,23.4,5.4,0.0,9.0,0.0,0.0,13.959999999999999,506.1440000000001,7.4,20.625,2.25
9.0,9.0,13.5,0.0,4.5,19.5,9.0,81.0,9.0,21.0,4.5,0.0,22.5,4.5,0.0,9.0,0.0,0.0,13.8,456.32000000000005,7.75,20.0625,2.25
9.0,9.0,14.4,0.0,3.5999999999999996,21.6,9.0,75.0,9.0,23.4,5.4,0.0,21.6,3.5999999999999996,0.0,9.0,0.0,0.0,13.64,406.49600000000004,8.1,19.5,2.25
9.0,9.0,15.3,0.0,2.7,23.700000000000003,9.0,69.0,9.0,25.8,6.3,0.0,20.7,2.7,0.0,9.0,0.0,0.0,13.48,356.672,8.45,18.9375,2.25
9.0,9.0,16.2,0.0,1.7999999999999998,25.8,9.0,63.0,9.0,28.2,7.2,0.0,19.8,1.7999999999999998,0.0,9.0,0.0,0.0,13.32,306.848,8.8,18.375,2.25
9.0,9.0,17.1,0.0,0.9000000000000004,27.900000000000002,9.0,57.0,9.0,30.599999999999998,8.1,0.0,18.9,0.9000000000000004,0.0,9.0,0.0,0.0,13.16,257.024,9.15,17.8125,2.25
9.0,9.0,18.0,0.0,0.0,30.0,9.0,51.0,9.0,33.0,9.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,13.0,207.2,9.5,17.25,2.25
9.0,9.0,17.1,0.0,2.7,30.0,9.0,46.8,8.1,33.0,9.0,0.0,18.0,0.0,0.0,8.1,0.0,0.0,12.78,198.33599999999998,9.8,16.6125,2.025
9.0,9.0,16.2,0.0,5.4,30.0,9.0,42.6,7.2,33.0,9.0,0.0,18.0,0.0,0.0,7.2,0.0,0.0,12.56,189.47199999999998,10.1,15.975,1.8
9.0,9.0,15.3,0.0,8.100000000000001,30.0,9.0,38.4,6.3,33.0,9.0,0.0,18.0,0.0,0.0,6.3,0.0,0.0,12.34,180.608,10.4,15.3375,1.575
9.0,9.0,14.4,0.0,10.8,30.0,9.0,34.2,5.4,33.0,9.0,0.0,18.0,0.0,0.0,5.4,0.0,0.0,12.120000000000001,171.744,10.7,14.7,1.35
9.0,9.0,13.5,0.0,13.5,30.0,9.0,30.0,4.5,33.0,9.0,0.0,18.0,0.0,0.0,4.5,0.0,0.0,11.9,162.88,11.0,14.0625,1.125
9.0,9.0,12.6,0.0,16.200000000000003,30.0,9.0,25.799999999999997,3.5999999999999996,33.0,9.0,0.0,18.0,0.0,0.0,3.5999999999999996,0.0,0.0,11.68,154.01600000000002,11.3,13.425,0.8999999999999999
9.0,9.0,11.7,0.0,18.900000000000002,30.0,9.0,21.599999999999998,2.7,33.0,9.0,0.0,18.0,0.0,0.0,2.7,0.0,0.0,11.46,145.15200000000002,11.6,12.787500000000001,0.675
9.0,9.0,10.8,0.0,21.6,30.0,9.0,17.4,1.7999999999999998,33.0,9.0,0.0,18.0,0.0,0.0,1.7999999999999998,0.0,0.0,11.24,136.288,11.9,12.15,0.44999999999999996
9.0,9.0,9.9,0.0,24.3,30.0,9.0,13.199999999999996,0.9000000000000004,33.0,9.0,0.0,18.0,0.0,0.0,0.9000000000000004,0.0,0.0,11.020000000000001,127.424,12.2,11.5125,0.2250000000000001
9.0,9.0,9.0,0.0,27.0,30.0,9.0,9.0,0.0,33.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.8,118.56000000000002,12.5,10.875,0.0
11.1,10.2,10.8,2.1,28.8,27.0,8.5,9.0,0.0,33.0,8.5,0.0,16.2,0.9,0.0,0.0,0.0,0.0,11.073333333333334,127.18222222222224,13.3,10.7875,0.0
13.2,11.4,12.6,4.2,30.6,24.0,8.0,9.0,0.0,33.0,8.0,0.0,14.4,1.8,0.0,0.0,0.0,0.0,11.346666666666668,135.80444444444447,14.1,10.7,0.0
15.3,12.6,14.4,6.300000000000001,32.4,21.0,7.5,9.0,0.0,33.0,7.5,0.0,12.6,2.7,0.0,0.0,0.0,0.0,11.620000000000001,144.42666666666668,14.9,10.6125,0.0
17.4,13.8,16.2,8.4,34.2,18.0,7.0,9.0,0.0,33.0,7.0,0.0,10.8,3.6,0.0,0.0,0.0,0.0,11.893333333333334,153.0488888888889,15.7,10.525,0.0
19.5,15.0,18.0,10.5,36.0,15.0,6.5,9.0,0.0,33.0,6.5,0.0,9.0,4.5,0.0,0.0,0.0,0.0,12.166666666666668,161.67111111111112,16.5,10.4375,0.0
21.6,16.2,19.8,12.600000000000001,37.8,12.0,6.0,9.0,0.0,33.0,6.0,0.0,7.199999999999999,5.4,0.0,0.0,0.0,0.0,12.440000000000001,170.29333333333335,17.3,10.35,0.0
23.700000000000003,17.4,21.6,14.700000000000001,39.6,9.0,5.5,9.0,0.0,33.0,5.5,0.0,5.4,6.3,0.0,0.0,0.0,0.0,12.713333333333333,178.91555555555556,18.1,10.2625,0.0
25.8,18.6,23.4,16.8,41.4,6.0,5.0,9.0,0.0,33.0,5.0,0.0,3.5999999999999996,7.2,0.0,0.0,0.0,0.0,12.986666666666666,187.5377777777778,18.9,10.175,0.0
27.900000000000002,19.799999999999997,25.2,18.900000000000002,43.2,3.0,4.5,9.0,0.0,33.0,4.5,0.0,1.8000000000000007,8.1,0.0,0.0,0.0,0.0,13.26,196.16000000000003,19.7,10.0875,0.0
30.0,21.0,27.0,21.0,45.0,0.0,4.0,9.0,0.0,33.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,13.533333333333333,204.78222222222223,20.5,10.0,0.0
258.9,21.9,34.5,1046.7,42.3,0.9,3.6,12.3,0.0,29.7,9.3,0.0,0.0,14.4,0.0,0.0,0.0,0.0,98.30000000000001,666255.9999999997,230.55,11.4,0.0
487.8,22.8,42.0,2072.4,39.6,1.8,3.2,15.6,0.0,26.4,14.6,0.0,0.0,19.8,0.0,0.0,0.0,0.0,183.0666666666667,1332307.2177777772,440.6,12.8,0.0
716.7,23.7,49.5,3098.1000000000004,36.9,2.7,2.8,18.9,0.0,23.1,19.9,0.0,0.0,25.200000000000003,0.0,0.0,0.0,0.0,267.83333333333337,1998358.4355555547,650.6500000000001,14.2,0.0
945.6,24.6,57.0,4123.8,34.2,3.6,2.4,22.2,0.0,19.8,25.2,0.0,0.0,30.6,0.0,0.0,0.0,0.0,352.6000000000001,2664409.653333332,860.7,15.6,0.0
1174.5,25.5,64.5,5149.5,31.5,4.5,2.0,25.5,0.0,16.5,30.5,0.0,0.0,36.0,0.0,0.0,0.0,0.0,437.36666666666673,3330460.8711111094,1070.75,17.0,0.0
1403.4,26.4,72.0,6175.200000000001,28.799999999999997,5.4,1.5999999999999996,28.799999999999997,0.0,13.200000000000003,35.8,0.0,0.0,41.400000000000006,0.0,0.0,0.0,0.0,522.1333333333334,3996512.088888887,1280.8000000000002,18.4,0.0
1632.3,27.3,79.5,7200.900000000001,26.099999999999998,6.3,1.1999999999999997,32.099999999999994,0.0,9.900000000000002,41.1,0.0,0.0,46.800000000000004,0.0,0.0,0.0,0.0,606.9000000000001,4662563.306666665,1490.8500000000001,19.799999999999997,0.0
1861.2,28.2,87.0,8226.6,23.4,7.2,0.7999999999999998,35.4,0.0,6.600000000000001,46.4,0.0,0.0,52.2,0.0,0.0,0.0,0.0,691.6666666666667,5328614.524444442,1700.9,21.2,0.0
2090.1,29.1,94.5,9252.300000000001,20.7,8.1,0.3999999999999999,38.7,0.0,3.3000000000000007,51.699999999999996,0.0,0.0,57.6,0.0,0.0,0.0,0.0,776.4333333333334,5994665.74222222,1910.95,22.6,0.0
2319.0,30.0,102.0,10278.0,18.0,9.0,0.0,42.0,0.0,0.0,57.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,861.2,6660716.959999997,2121.0,24.0,0.0
2736.6,27.9,92.7,12423.6,305.4,12.3,2.7,42.6,0.0,0.0,57.0,1.6,0.9,60.9,0.0,0.0,0.0,0.0,1050.9466666666667,12284326.112888888,2595.366666666667,24.0,0.0
3154.2,25.8,83.4,14569.2,592.8,15.6,5.4,43.2,0.0,0.0,57.0,3.2,1.8,58.8,0.0,0.0,0.0,0.0,1240.6933333333334,17907935.265777774,3069.7333333333336,24.0,0.0
3571.8,23.7,74.1,16714.8,880.1999999999999,18.9,8.100000000000001,43.8,0.0,0.0,57.0,4.800000000000001,2.7,56.7,0.0,0.0,0.0,0.0,1430.44,23531544.418666665,3544.1,24.0,0.0
3989.4,21.6,64.8,18860.4,1167.6,22.2,10.8,44.4,0.0,0.0,57.0,6.4,3.6,54.6,0.0,0.0,0.0,0.0,1620.1866666666665,29155153.571555555,4018.4666666666667,24.0,0.0
4407.0,19.5,55.5,21006.0,1455.0,25.5,13.5,45.0,0.0,0.0,57.0,8.0,4.5,52.5,0.0,0.0,0.0,0.0,1809.9333333333334,34778762.72444445,4492.833333333334,24.0,0.0
4824.6,17.4,46.199999999999996,23151.6,1742.3999999999999,28.799999999999997,16.200000000000003,45.6,0.0,0.0,57.0,9.600000000000001,5.4,50.4,0.0,0.0,0.0,0.0,1999.6799999999998,40402371.87733333,4967.2,24.0,0.0
5242.200000000001,15.299999999999999,36.89999999999999,25297.199999999997,2029.7999999999997,32.099999999999994,18.900000000000002,46.2,0.0,0.0,57.0,11.200000000000001,6.3,48.3,0.0,0.0,0.0,0.0,2189.4266666666663,46025981.03022222,5441.566666666667,24.0,0.0
5659.8,13.2,27.599999999999994,27442.8,2317.2,35.4,21.6,46.8,0.0,0.0,57.0,12.8,7.2,46.2,0.0,0.0,0.0,0.0,2379.173333333333,51649590.18311112,5915.933333333333,24.0,0.0
6077.4,11.099999999999998,18.299999999999997,29588.399999999998,2604.6,38.7,24.3,47.4,0.0,0.0,57.0,14.4,8.1,44.099999999999994,0.0,0.0,0.0,0.0,2568.92,57273199.335999995,6390.3,24.0,0.0
6495.0,9.0,9.0,31734.0,2892.0,42.0,27.0,48.0,0.0,0.0,57.0,16.0,9.0,42.0,0.0,0.0,0.0,0.0,2758.6666666666665,62896808.48888889,6864.666666666667,24.0,0.0
