S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
70.8,51.0,61.2,22.8,41.4,56.4,79.2,51.6,24.0,15.0,63.0,18.0,81.0,129.0,78.0,91.8,46.2,640.0583333333334
70.77,51.0,60.63,22.92,41.01,56.61,79.83,51.74,24.15,14.75,63.0,18.0,81.45,128.55,78.45,92.52,46.200833333333335,644.7771527777778
70.74,51.0,60.06,23.04,40.62,56.82,80.46000000000001,51.88,24.3,14.5,63.0,18.0,81.9,128.1,78.9,93.24,46.20166666666667,649.4959722222222
70.71,51.0,59.49,23.16,40.23,57.03,81.09,52.02,24.45,14.25,63.0,18.0,82.35,127.65,79.35,93.96,46.2025,654.2147916666668
70.67999999999999,51.0,58.92,23.28,39.839999999999996,57.24,81.72,52.160000000000004,24.6,14.0,63.0,18.0,82.8,127.2,79.8,94.67999999999999,46.20333333333333,658.9336111111112
70.65,51.0,58.35,23.4,39.45,57.45,82.35,52.3,24.75,13.75,63.0,18.0,83.25,126.75,80.25,95.4,46.204166666666666,663.6524305555556
70.62,51.0,57.78,23.52,39.06,57.66,82.98,52.44,24.9,13.5,63.0,18.0,83.7,126.3,80.7,96.12,46.205,668.37125
70.59,51.0,57.21,23.64,38.67,57.87,83.61,52.58,25.05,13.25,63.0,18.0,84.15,125.85,81.15,96.84,46.20583333333333,673.0900694444445
70.56,51.0,56.64,23.76,38.28,58.08,84.24,52.72,25.2,13.0,63.0,18.0,84.6,125.4,81.6,97.56,46.20666666666666,677.808888888889
70.53,51.0,56.07,23.88,37.89,58.29,84.87,52.86,25.35,12.75,63.0,18.0,85.05,124.95,82.05,98.28,46.207499999999996,682.5277083333334
70.5,51.0,55.5,24.0,37.5,58.5,85.5,53.0,25.5,12.5,63.0,18.0,85.5,124.5,82.5,99.0,46.20833333333333,687.2465277777778
70.47,51.0,54.93,24.12,37.11,58.71,86.13,53.14,25.65,12.25,63.0,18.0,85.95,124.05,82.95,99.72,46.20916666666666,691.9653472222222
70.44,51.0,54.36,24.24,36.72,58.92,86.76,53.28,25.8,12.0,63.0,18.0,86.4,123.6,83.4,100.44,46.209999999999994,696.6841666666667
70.41,51.0,53.79,24.36,36.33,59.13,87.39,53.42,25.95,11.75,63.0,18.0,86.85,123.15,83.85,101.16,46.21083333333333,701.4029861111112
70.38,51.0,53.22,24.48,35.94,59.34,88.02,53.56,26.1,11.5,63.0,18.0,87.3,122.7,84.3,101.88,46.211666666666666,706.1218055555556
70.35,51.0,52.65,24.6,35.55,59.55,88.65,53.7,26.25,11.25,63.0,18.0,87.75,122.25,84.75,102.6,46.2125,710.840625
70.32000000000001,51.0,52.08,24.72,35.160000000000004,59.76,89.28,53.839999999999996,26.4,11.0,63.0,18.0,88.2,121.8,85.2,103.32000000000001,46.21333333333333,715.5594444444445
70.29,51.0,51.51,24.84,34.77,59.97,89.91,53.98,26.55,10.75,63.0,18.0,88.65,121.35,85.65,104.04,46.214166666666664,720.2782638888889
70.26,51.0,50.94,24.96,34.38,60.18,90.53999999999999,54.12,26.7,10.5,63.0,18.0,89.1,120.9,86.1,104.76,46.215,724.9970833333334
70.23,51.0,50.37,25.08,33.99,60.39,91.17,54.26,26.85,10.25,63.0,18.0,89.55,120.45,86.55,105.48,46.215833333333336,729.7159027777778
70.2,51.0,49.8,25.2,33.6,60.6,91.8,54.4,27.0,10.0,63.0,18.0,90.0,120.0,87.0,106.2,46.21666666666667,734.4347222222223
70.17,51.0,49.23,25.32,33.21,60.81,92.42999999999999,54.54,27.15,9.75,63.0,18.0,90.45,119.55,87.45,106.92,46.2175,739.1535416666667
70.14,51.0,48.66,25.439999999999998,32.82,61.02,93.06,54.68,27.3,9.5,63.0,18.0,90.9,119.1,87.9,107.64,46.218333333333334,743.8723611111111
70.11,51.0,48.089999999999996,25.56,32.43,61.230000000000004,93.69,54.82,27.45,9.25,63.0,18.0,91.35,118.65,88.35,108.36,46.219166666666666,748.5911805555556
70.08,51.0,47.519999999999996,25.68,32.04,61.440000000000005,94.32,54.96,27.6,9.0,63.0,18.0,91.8,118.2,88.8,109.08,46.22,753.3100000000001
70.05000000000001,51.0,46.95,25.799999999999997,31.65,61.650000000000006,94.94999999999999,55.099999999999994,27.75,8.75,63.0,18.0,92.25,117.75,89.25,109.80000000000001,46.22083333333333,758.0288194444445
70.02000000000001,51.0,46.38,25.919999999999998,31.259999999999998,61.86,95.58,55.239999999999995,27.9,8.5,63.0,18.0,92.7,117.3,89.7,110.52000000000001,46.22166666666667,762.7476388888889
69.99000000000001,51.0,45.81,26.04,30.87,62.07,96.21,55.379999999999995,28.05,8.25,63.0,18.0,93.15,116.85,90.15,111.24000000000001,46.222500000000004,767.4664583333333
69.96000000000001,51.0,45.24,26.16,30.48,62.28,96.83999999999999,55.519999999999996,28.2,8.0,63.0,18.0,93.6,116.4,90.6,111.96000000000001,46.223333333333336,772.1852777777779
69.93,51.0,44.67,26.279999999999998,30.09,62.49,97.47,55.66,28.35,7.75,63.0,18.0,94.05,115.95,91.05,112.68,46.22416666666667,776.9040972222223
69.9,51.0,44.1,26.4,29.7,62.7,98.1,55.8,28.5,7.5,63.0,18.0,94.5,115.5,91.5,113.4,46.225,781.6229166666667
69.87,51.0,43.53,26.52,29.31,62.910000000000004,98.72999999999999,55.94,28.65,7.25,63.0,18.0,94.95,115.05,91.95,114.12,46.225833333333334,786.3417361111111
69.84,51.0,42.96,26.64,28.919999999999998,63.120000000000005,99.36,56.08,28.8,7.0,63.0,18.0,95.4,114.6,92.4,114.84,46.22666666666667,791.0605555555555
69.81,51.0,42.39,26.759999999999998,28.53,63.33,99.99,56.22,28.95,6.75,63.0,18.0,95.85,114.15,92.85,115.56,46.2275,795.7793750000001
69.78,51.0,41.82,26.88,28.14,63.54,100.62,56.36,29.1,6.5,63.0,18.0,96.3,113.7,93.3,116.28,46.22833333333333,800.4981944444445
69.75,51.0,41.25,27.0,27.75,63.75,101.25,56.5,29.25,6.25,63.0,18.0,96.75,113.25,93.75,117.0,46.229166666666664,805.2170138888889
69.72,51.0,40.68,27.12,27.36,63.96,101.88,56.64,29.4,6.0,63.0,18.0,97.2,112.8,94.2,117.72,46.23,809.9358333333333
69.69,51.0,40.11,27.240000000000002,26.97,64.17,102.51,56.78,29.55,5.75,63.0,18.0,97.65,112.35,94.65,118.44,46.23083333333333,814.6546527777778
69.66,51.0,39.54,27.36,26.580000000000002,64.38,103.14,56.92,29.7,5.5,63.0,18.0,98.1,111.9,95.1,119.16,46.23166666666666,819.3734722222223
69.63,51.0,38.97,27.48,26.19,64.59,103.77000000000001,57.06,29.85,5.25,63.0,18.0,98.55,111.45,95.55,119.88,46.232499999999995,824.0922916666667
69.6,51.0,38.4,27.6,25.8,64.8,104.4,57.2,30.0,5.0,63.0,18.0,99.0,111.0,96.0,120.6,46.23333333333333,828.8111111111111
69.57,51.0,37.83,27.720000000000002,25.41,65.00999999999999,105.03,57.34,30.15,4.75,63.0,18.0,99.45,110.55,96.45,121.32,46.23416666666666,833.5299305555556
69.53999999999999,51.0,37.26,27.84,25.02,65.22,105.66000000000001,57.480000000000004,30.3,4.5,63.0,18.0,99.9,110.1,96.9,122.03999999999999,46.23499999999999,838.24875
69.50999999999999,51.0,36.69,27.96,24.63,65.43,106.29,57.620000000000005,30.45,4.25,63.0,18.0,100.35,109.65,97.35,122.75999999999999,46.23583333333333,842.9675694444445
69.47999999999999,51.0,36.12,28.080000000000002,24.24,65.64,106.92,57.760000000000005,30.6,4.0,63.0,18.0,100.8,109.2,97.8,123.47999999999999,46.236666666666665,847.6863888888889
69.44999999999999,51.0,35.55,28.200000000000003,23.85,65.85,107.55000000000001,57.900000000000006,30.75,3.75,63.0,18.0,101.25,108.75,98.25,124.19999999999999,46.2375,852.4052083333333
69.42,51.0,34.980000000000004,28.32,23.46,66.06,108.18,58.04,30.9,3.5,63.0,18.0,101.7,108.3,98.7,124.92,46.23833333333333,857.1240277777778
69.39,51.0,34.410000000000004,28.44,23.07,66.27000000000001,108.81,58.18,31.05,3.25,63.0,18.0,102.15,107.85,99.15,125.64,46.23916666666666,861.8428472222222
69.36,51.0,33.84,28.560000000000002,22.68,66.48,109.44,58.32,31.2,3.0,63.0,18.0,102.6,107.4,99.6,126.36,46.24,866.5616666666667
69.33,51.0,33.27,28.68,22.29,66.69,110.07000000000001,58.46,31.35,2.75,63.0,18.0,103.05,106.95,100.05,127.08,46.240833333333335,871.2804861111111
69.3,51.0,32.7,28.8,21.9,66.9,110.7,58.6,31.5,2.5,63.0,18.0,103.5,106.5,100.5,127.8,46.24166666666667,875.9993055555556
69.27,51.0,32.13,28.92,21.509999999999998,67.11,111.33,58.74,31.65,2.25,63.0,18.0,103.95,106.05,100.95,128.52,46.2425,880.718125
69.24,51.0,31.560000000000002,29.04,21.119999999999997,67.32000000000001,111.96000000000001,58.88,31.8,2.0,63.0,18.0,104.4,105.6,101.4,129.24,46.24333333333333,885.4369444444444
69.21,51.0,30.990000000000002,29.16,20.73,67.53,112.59,59.02,31.95,1.75,63.0,18.0,104.85,105.15,101.85,129.96,46.244166666666665,890.1557638888889
69.17999999999999,51.0,30.42,29.28,20.34,67.74000000000001,113.22,59.160000000000004,32.1,1.5,63.0,18.0,105.3,104.7,102.3,130.68,46.245,894.8745833333334
69.15,51.0,29.85,29.4,19.95,67.95,113.85,59.3,32.25,1.25,63.0,18.0,105.75,104.25,102.75,131.4,46.24583333333334,899.5934027777778
69.12,51.0,29.28,29.52,19.56,68.16,114.48,59.44,32.4,1.0,63.0,18.0,106.2,103.8,103.2,132.12,46.24666666666667,904.3122222222222
69.09,51.0,28.71,29.64,19.169999999999998,68.37,115.11,59.58,32.55,0.75,63.0,18.0,106.65,103.35,103.65,132.84,46.2475,909.0310416666666
69.06,51.0,28.14,29.76,18.78,68.58,115.74,59.72,32.7,0.5,63.0,18.0,107.1,102.9,104.1,133.56,46.248333333333335,913.7498611111112
69.03,51.0,27.57,29.88,18.39,68.79,116.37,59.86,32.85,0.25,63.0,18.0,107.55,102.45,104.55,134.28,46.24916666666667,918.4686805555556
69.0,51.0,27.0,30.0,18.0,69.0,117.0,60.0,33.0,0.0,63.0,18.0,108.0,102.0,105.0,135.0,46.25,923.1875
68.82,50.67,27.09,30.39,18.36,78.18,117.0,60.0,33.06,0.0,62.77,18.27,107.34,101.61,104.79,135.09,47.05083333333333,1594.7728472222223
68.64,50.34,27.18,30.78,18.72,87.36,117.0,60.0,33.12,0.0,62.54,18.54,106.68,101.22,104.58,135.18,47.85166666666667,2266.3581944444445
68.46000000000001,50.01,27.27,31.169999999999998,19.080000000000002,96.54,117.0,60.0,33.18,0.0,62.31,18.81,106.02,100.83,104.37,135.27,48.6525,2937.9435416666665
68.28,49.68,27.36,31.56,19.44,105.72,117.0,60.0,33.24,0.0,62.08,19.08,105.36,100.44,104.16,135.36,49.45333333333333,3609.528888888889
68.1,49.35,27.45,31.95,19.8,114.9,117.0,60.0,33.3,0.0,61.85,19.35,104.7,100.05,103.95,135.45,50.25416666666666,4281.1142361111115
67.92,49.02,27.54,32.339999999999996,20.16,124.08000000000001,117.0,60.0,33.36,0.0,61.620000000000005,19.62,104.04,99.66,103.74000000000001,135.54,51.055,4952.699583333333
67.74000000000001,48.690000000000005,27.63,32.73,20.52,133.26,117.0,60.0,33.42,0.0,61.39,19.89,103.38000000000001,99.27,103.53,135.63,51.85583333333334,5624.284930555556
67.56,48.36,27.72,33.12,20.880000000000003,142.44,117.0,60.0,33.480000000000004,0.0,61.160000000000004,20.16,102.72,98.88,103.32000000000001,135.72,52.656666666666666,6295.870277777778
