S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
166.2,28.2,307.8,55.2,94.8,121.2,90.0,27.0,150.6,81.6,102.0,90.0,135.0,34.8,50.4,66.0,109.55,5510.1875
166.53,28.38,308.52,55.68,94.62,121.08,89.55,27.0,150.99,81.08999999999999,102.0,90.0,135.6,35.22,50.61,65.7,109.62,5539.5125
166.85999999999999,28.56,309.24,56.160000000000004,94.44,120.96000000000001,89.1,27.0,151.38,80.58,102.0,90.0,136.2,35.64,50.82,65.4,109.69,5568.8375
167.19,28.74,309.96000000000004,56.64,94.25999999999999,120.84,88.65,27.0,151.76999999999998,80.07,102.0,90.0,136.8,36.059999999999995,51.03,65.1,109.75999999999999,5598.1625
167.51999999999998,28.919999999999998,310.68,57.120000000000005,94.08,120.72,88.2,27.0,152.16,79.56,102.0,90.0,137.4,36.48,51.24,64.8,109.83,5627.4875
167.85,29.1,311.4,57.6,93.9,120.6,87.75,27.0,152.55,79.05,102.0,90.0,138.0,36.9,51.45,64.5,109.9,5656.8125
168.18,29.28,312.12,58.08,93.72,120.48,87.3,27.0,152.94,78.53999999999999,102.0,90.0,138.6,37.32,51.66,64.2,109.97,5686.1375
168.51,29.46,312.84000000000003,58.56,93.53999999999999,120.36,86.85,27.0,153.32999999999998,78.03,102.0,90.0,139.2,37.74,51.87,63.9,110.03999999999999,5715.4625
168.84,29.64,313.56,59.04,93.36,120.24,86.4,27.0,153.72,77.52,102.0,90.0,139.8,38.16,52.08,63.6,110.11,5744.7875
169.17,29.82,314.28,59.52,93.18,120.12,85.95,27.0,154.11,77.01,102.0,90.0,140.4,38.58,52.29,63.3,110.18,5774.1125
169.5,30.0,315.0,60.0,93.0,120.0,85.5,27.0,154.5,76.5,102.0,90.0,141.0,39.0,52.5,63.0,110.25,5803.4375
169.83,30.18,315.72,60.48,92.82,119.88,85.05,27.0,154.89,75.99,102.0,90.0,141.6,39.42,52.71,62.7,110.32,5832.7625
170.16,30.36,316.44,60.96,92.64,119.76,84.6,27.0,155.28,75.48,102.0,90.0,142.2,39.84,52.92,62.4,110.39,5862.0875
170.49,30.54,317.15999999999997,61.44,92.46000000000001,119.64,84.15,27.0,155.67000000000002,74.97,102.0,90.0,142.8,40.26,53.13,62.1,110.46000000000001,5891.4125
170.82,30.72,317.88,61.92,92.28,119.52,83.7,27.0,156.06,74.46000000000001,102.0,90.0,143.4,40.68,53.34,61.8,110.53,5920.7375
171.15,30.9,318.6,62.4,92.1,119.4,83.25,27.0,156.45,73.95,102.0,90.0,144.0,41.1,53.55,61.5,110.6,5950.0625
171.48000000000002,31.080000000000002,319.32,62.879999999999995,91.92,119.28,82.8,27.0,156.84,73.44,102.0,90.0,144.6,41.52,53.76,61.2,110.67,5979.3875
171.81,31.26,320.03999999999996,63.36,91.74000000000001,119.16,82.35,27.0,157.23000000000002,72.93,102.0,90.0,145.2,41.940000000000005,53.97,60.9,110.74000000000001,6008.7125
172.14000000000001,31.44,320.76,63.839999999999996,91.56,119.03999999999999,81.9,27.0,157.62,72.42,102.0,90.0,145.8,42.36,54.18,60.6,110.81,6038.0375
172.47,31.62,321.48,64.32,91.38,118.92,81.45,27.0,158.01,71.91000000000001,102.0,90.0,146.4,42.78,54.39,60.3,110.88,6067.3625
172.8,31.8,322.2,64.8,91.2,118.8,81.0,27.0,158.4,71.4,102.0,90.0,147.0,43.2,54.6,60.0,110.95,6096.6875
173.13,31.98,322.91999999999996,65.28,91.02000000000001,118.67999999999999,80.55,27.0,158.79000000000002,70.89,102.0,90.0,147.6,43.620000000000005,54.81,59.7,111.02000000000001,6126.0125
173.46,32.160000000000004,323.64,65.75999999999999,90.84,118.56,80.1,27.0,159.18,70.38000000000001,102.0,90.0,148.2,44.040000000000006,55.02,59.4,111.09,6155.3375
173.79000000000002,32.34,324.36,66.24,90.66,118.44,79.65,27.0,159.57,69.87,102.0,90.0,148.8,44.46,55.230000000000004,59.1,111.16,6184.6625
174.12,32.52,325.08,66.72,90.48,118.32,79.2,27.0,159.96,69.36000000000001,102.0,90.0,149.4,44.88,55.440000000000005,58.8,111.23,6213.9875
174.45,32.7,325.79999999999995,67.19999999999999,90.30000000000001,118.19999999999999,78.75,27.0,160.35000000000002,68.85000000000001,102.0,90.0,150.0,45.300000000000004,55.650000000000006,58.5,111.30000000000001,6243.3125
174.78,32.88,326.52,67.67999999999999,90.12,118.08,78.3,27.0,160.74,68.34,102.0,90.0,150.6,45.720000000000006,55.86,58.2,111.37,6272.6375
175.11,33.06,327.24,68.16,89.94,117.96,77.85,27.0,161.13,67.83000000000001,102.0,90.0,151.2,46.14000000000001,56.07,57.9,111.44,6301.9625
175.44,33.24,327.96,68.64,89.76,117.83999999999999,77.4,27.0,161.52,67.32000000000001,102.0,90.0,151.8,46.56,56.28,57.6,111.51,6331.2875
175.76999999999998,33.42,328.67999999999995,69.11999999999999,89.58000000000001,117.72,76.95,27.0,161.91000000000003,66.81000000000002,102.0,90.0,152.4,46.980000000000004,56.49,57.3,111.58000000000001,6360.6125
176.1,33.6,329.4,69.6,89.4,117.6,76.5,27.0,162.3,66.30000000000001,102.0,90.0,153.0,47.400000000000006,56.7,57.0,111.65,6389.9375
176.43,33.78,330.12,70.08,89.22,117.47999999999999,76.05,27.0,162.69,65.79,102.0,90.0,153.6,47.82000000000001,56.910000000000004,56.7,111.72,6419.2625
176.76,33.96,330.84,70.56,89.04,117.36,75.6,27.0,163.08,65.28000000000002,102.0,90.0,154.2,48.24,57.120000000000005,56.4,111.79,6448.5875
177.09,34.14,331.56,71.03999999999999,88.86,117.24,75.15,27.0,163.47,64.77000000000001,102.0,90.0,154.8,48.660000000000004,57.33,56.1,111.86,6477.9125
177.42,34.32,332.28,71.52,88.68,117.12,74.7,27.0,163.86,64.26,102.0,90.0,155.4,49.080000000000005,57.54,55.8,111.93,6507.2375
177.75,34.5,333.0,72.0,88.5,117.0,74.25,27.0,164.25,63.75000000000001,102.0,90.0,156.0,49.5,57.75,55.5,112.0,6536.5625
178.08,34.68,333.72,72.48,88.32,116.88,73.8,27.0,164.64,63.24000000000001,102.0,90.0,156.6,49.92,57.96,55.2,112.07,6565.8875
178.41,34.86,334.44,72.96000000000001,88.14,116.76,73.35,27.0,165.03,62.730000000000004,102.0,90.0,157.2,50.34,58.17,54.9,112.14,6595.2125
178.74,35.04,335.16,73.44,87.96,116.64,72.9,27.0,165.42,62.220000000000006,102.0,90.0,157.8,50.760000000000005,58.379999999999995,54.6,112.21,6624.5375
179.07,35.22,335.88,73.92,87.78,116.52000000000001,72.45,27.0,165.81,61.71,102.0,90.0,158.4,51.18,58.589999999999996,54.3,112.28,6653.8625
179.4,35.4,336.6,74.4,87.6,116.4,72.0,27.0,166.2,61.2,102.0,90.0,159.0,51.6,58.8,54.0,112.35,6683.1875
179.73000000000002,35.58,337.32000000000005,74.88000000000001,87.41999999999999,116.28,71.55,27.0,166.58999999999997,60.690000000000005,102.0,90.0,159.6,52.02,59.01,53.7,112.41999999999999,6712.5125
180.06,35.76,338.04,75.36,87.24,116.16000000000001,71.1,27.0,166.98,60.18,102.0,90.0,160.2,52.44,59.22,53.4,112.49,6741.8375
180.39,35.94,338.76,75.84,87.06,116.04,70.65,27.0,167.37,59.67,102.0,90.0,160.8,52.86,59.43,53.1,112.56,6771.1625
180.72,36.12,339.48,76.32,86.88,115.92,70.2,27.0,167.76,59.160000000000004,102.0,90.0,161.4,53.28,59.64,52.8,112.63,6800.4875
181.05,36.3,340.20000000000005,76.8,86.69999999999999,115.80000000000001,69.75,27.0,168.14999999999998,58.650000000000006,102.0,90.0,162.0,53.7,59.85,52.5,112.69999999999999,6829.8125
181.38,36.480000000000004,340.92,77.28,86.52,115.68,69.3,27.0,168.54,58.14,102.0,90.0,162.6,54.12,60.06,52.2,112.77,6859.1375
181.70999999999998,36.660000000000004,341.64,77.75999999999999,86.34,115.56,68.85,27.0,168.93,57.63,102.0,90.0,163.2,54.54,60.27,51.9,112.84,6888.4625
182.04,36.84,342.36,78.24,86.16,115.44,68.4,27.0,169.32,57.120000000000005,102.0,90.0,163.8,54.96,60.480000000000004,51.6,112.91,6917.7875
182.37,37.02,343.08000000000004,78.71999999999998,85.97999999999999,115.32000000000001,67.95,27.0,169.70999999999998,56.61,102.0,90.0,164.4,55.379999999999995,60.690000000000005,51.3,112.97999999999999,6947.1125
182.7,37.2,343.8,79.19999999999999,85.8,115.2,67.5,27.0,170.1,56.1,102.0,90.0,165.0,55.8,60.900000000000006,51.0,113.05,6976.4375
183.03,37.38,344.52,79.67999999999999,85.62,115.08,67.05,27.0,170.49,55.59,102.0,90.0,165.6,56.22,61.11000000000001,50.7,113.12,7005.7625
183.35999999999999,37.56,345.24,80.16,85.44,114.96000000000001,66.6,27.0,170.88,55.08,102.0,90.0,166.2,56.64,61.32000000000001,50.4,113.19,7035.0875
183.69,37.74,345.96000000000004,80.63999999999999,85.25999999999999,114.84,66.15,27.0,171.26999999999998,54.57,102.0,90.0,166.8,57.059999999999995,61.53,50.1,113.25999999999999,7064.4125
184.01999999999998,37.92,346.68,81.11999999999999,85.08,114.72,65.7,27.0,171.66,54.06,102.0,90.0,167.4,57.48,61.74,49.8,113.33,7093.7375
184.35,38.1,347.4,81.6,84.9,114.6,65.25,27.0,172.05,53.55,102.0,90.0,168.0,57.9,61.95,49.5,113.4,7123.0625
184.68,38.28,348.12,82.08,84.72,114.48,64.8,27.0,172.44,53.04,102.0,90.0,168.6,58.32,62.160000000000004,49.2,113.47,7152.3875
185.01,38.46,348.84000000000003,82.56,84.53999999999999,114.36,64.35,27.0,172.82999999999998,52.53,102.0,90.0,169.2,58.74,62.370000000000005,48.9,113.53999999999999,7181.7125
185.34,38.64,349.56,83.03999999999999,84.36,114.24,63.9,27.0,173.22,52.02,102.0,90.0,169.8,59.16,62.58,48.6,113.61,7211.0375
185.67,38.82,350.28,83.52,84.18,114.12,63.45,27.0,173.61,51.51,102.0,90.0,170.4,59.58,62.79,48.3,113.68,7240.3625
186.0,39.0,351.0,84.0,84.0,114.0,63.0,27.0,174.0,51.0,102.0,90.0,171.0,60.0,63.0,48.0,113.75,7269.6875
186.0,39.3,349.02,83.76,84.3,114.57,63.0,27.0,173.07,51.0,101.94,89.77,171.24,60.12,63.75,48.03,113.56083333333333,7220.530347222222
186.0,39.6,347.04,83.52,84.6,115.14,63.0,27.0,172.14,51.0,101.88,89.54,171.48,60.24,64.5,48.06,113.37166666666667,7171.373194444444
186.0,39.9,345.06,83.28,84.9,115.71000000000001,63.0,27.0,171.21,51.0,101.82000000000001,89.31,171.72,60.36,65.25,48.089999999999996,113.18249999999999,7122.216041666667
186.0,40.2,343.08,83.03999999999999,85.2,116.28,63.0,27.0,170.28,51.0,101.76,89.08,171.96,60.480000000000004,66.0,48.12,112.99333333333333,7073.058888888889
186.0,40.5,341.1,82.8,85.5,116.85,63.0,27.0,169.35,51.0,101.7,88.85,172.2,60.6,66.75,48.15,112.80416666666666,7023.901736111111
186.0,40.8,339.12,82.56,85.8,117.42,63.0,27.0,168.42,51.0,101.64,88.62,172.44,60.72,67.5,48.18,112.615,6974.744583333333
186.0,41.1,337.14,82.32,86.1,117.99000000000001,63.0,27.0,167.48999999999998,51.0,101.58,88.39,172.68,60.84,68.25,48.21,112.42583333333333,6925.587430555555
186.0,41.4,335.15999999999997,82.08,86.4,118.56,63.0,27.0,166.56,51.0,101.52000000000001,88.16,172.92000000000002,60.96,69.0,48.239999999999995,112.23666666666665,6876.4302777777775
186.0,41.7,333.18,81.83999999999999,86.7,119.13,63.0,27.0,165.63,51.0,101.46000000000001,87.93,173.16,61.080000000000005,69.75,48.269999999999996,112.04749999999999,6827.273125
186.0,42.0,331.2,81.6,87.0,119.7,63.0,27.0,164.7,51.0,101.4,87.7,173.4,61.2,70.5,48.3,111.85833333333332,6778.115972222222
186.0,42.3,329.21999999999997,81.36,87.3,120.27000000000001,63.0,27.0,163.76999999999998,51.0,101.34,87.47,173.64000000000001,61.32,71.25,48.33,111.66916666666665,6728.958819444444
186.0,42.6,327.24,81.11999999999999,87.6,120.84,63.0,27.0,162.84,51.0,101.28,87.24000000000001,173.88,61.440000000000005,72.0,48.36,111.47999999999999,6679.801666666666
186.0,42.9,325.26,80.88,87.9,121.41,63.0,27.0,161.91,51.0,101.22,87.01,174.12,61.56,72.75,48.39,111.29083333333332,6630.6445138888885
186.0,43.2,323.28,80.64,88.2,121.98,63.0,27.0,160.98,51.0,101.16,86.78,174.36,61.68,73.5,48.42,111.10166666666666,6581.487361111111
186.0,43.5,321.29999999999995,80.4,88.5,122.55000000000001,63.0,27.0,160.05,51.0,101.1,86.55000000000001,174.60000000000002,61.8,74.25,48.45,110.9125,6532.330208333333
186.0,43.8,319.32,80.16,88.8,123.12,63.0,27.0,159.12,51.0,101.04,86.32000000000001,174.84,61.92,75.0,48.48,110.72333333333334,6483.173055555556
186.0,44.1,317.34,79.92,89.1,123.69,63.0,27.0,158.19,51.0,100.98,86.09,175.08,62.04,75.75,48.51,110.53416666666668,6434.015902777778
186.0,44.4,315.35999999999996,79.68,89.4,124.26,63.0,27.0,157.26,51.0,100.92,85.86,175.32000000000002,62.16,76.5,48.54,110.34500000000001,6384.85875
186.0,44.7,313.38,79.44,89.7,124.83000000000001,63.0,27.0,156.33,51.0,100.86,85.63000000000001,175.56,62.28,77.25,48.57,110.15583333333335,6335.7015972222225
186.0,45.0,311.4,79.2,90.0,125.4,63.0,27.0,155.4,51.0,100.8,85.4,175.8,62.4,78.0,48.6,109.96666666666668,6286.544444444445
186.0,45.3,309.41999999999996,78.96000000000001,90.3,125.97,63.0,27.0,154.47,51.0,100.74,85.17,176.04000000000002,62.519999999999996,78.75,48.63,109.77750000000002,6237.387291666667
186.0,45.6,307.44,78.72,90.6,126.54,63.0,27.0,153.54,51.0,100.67999999999999,84.94,176.28,62.64,79.5,48.660000000000004,109.58833333333335,6188.230138888889
186.0,45.9,305.46,78.48,90.9,127.11,63.0,27.0,152.61,51.0,100.62,84.71000000000001,176.52,62.76,80.25,48.69,109.39916666666667,6139.072986111111
186.0,46.2,303.48,78.24,91.2,127.68,63.0,27.0,151.68,51.0,100.56,84.48,176.76,62.88,81.0,48.72,109.21000000000001,6089.9158333333335
186.0,46.5,301.5,78.0,91.5,128.25,63.0,27.0,150.75,51.0,100.5,84.25,177.0,63.0,81.75,48.75,109.02083333333334,6040.758680555556
186.0,46.8,299.52,77.76,91.8,128.82,63.0,27.0,149.82,51.0,100.44,84.02,177.24,63.12,82.5,48.78,108.83166666666668,5991.601527777778
186.0,47.1,297.54,77.52,92.1,129.39,63.0,27.0,148.89,51.0,100.38,83.78999999999999,177.48,63.24,83.25,48.81,108.64250000000001,5942.444375
186.0,47.4,295.56,77.28,92.4,129.96,63.0,27.0,147.96,51.0,100.32000000000001,83.56,177.72,63.36,84.0,48.839999999999996,108.45333333333333,5893.287222222222
