S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
70.8,51.0,61.2,22.8,41.4,56.4,79.2,51.6,24.0,15.0,48.6,63.0,18.0,81.0,129.0,78.0,91.8,46.38461538461539,591.2520710059171
70.77,51.0,60.63,22.92,41.01,56.61,79.83,51.74,24.15,14.75,48.59,63.0,18.0,81.45,128.55,78.45,92.52,46.38461538461539,595.6043786982248
70.74,51.0,60.06,23.04,40.62,56.82,80.46000000000001,51.88,24.3,14.5,48.58,63.0,18.0,81.9,128.1,78.9,93.24,46.38461538461539,599.9566863905325
70.71,51.0,59.49,23.16,40.23,57.03,81.09,52.02,24.45,14.25,48.57,63.0,18.0,82.35,127.65,79.35,93.96,46.38461538461539,604.3089940828402
70.67999999999999,51.0,58.92,23.28,39.839999999999996,57.24,81.72,52.160000000000004,24.6,14.0,48.56,63.0,18.0,82.8,127.2,79.8,94.67999999999999,46.38461538461539,608.6613017751479
70.65,51.0,58.35,23.4,39.45,57.45,82.35,52.3,24.75,13.75,48.55,63.0,18.0,83.25,126.75,80.25,95.4,46.38461538461539,613.0136094674556
70.62,51.0,57.78,23.52,39.06,57.66,82.98,52.44,24.9,13.5,48.54,63.0,18.0,83.7,126.3,80.7,96.12,46.38461538461539,617.3659171597633
70.59,51.0,57.21,23.64,38.67,57.87,83.61,52.58,25.05,13.25,48.53,63.0,18.0,84.15,125.85,81.15,96.84,46.38461538461539,621.718224852071
70.56,51.0,56.64,23.76,38.28,58.08,84.24,52.72,25.2,13.0,48.52,63.0,18.0,84.6,125.4,81.6,97.56,46.38461538461539,626.0705325443787
70.53,51.0,56.07,23.88,37.89,58.29,84.87,52.86,25.35,12.75,48.51,63.0,18.0,85.05,124.95,82.05,98.28,46.38461538461539,630.4228402366864
70.5,51.0,55.5,24.0,37.5,58.5,85.5,53.0,25.5,12.5,48.5,63.0,18.0,85.5,124.5,82.5,99.0,46.38461538461539,634.7751479289941
70.47,51.0,54.93,24.12,37.11,58.71,86.13,53.14,25.65,12.25,48.49,63.0,18.0,85.95,124.05,82.95,99.72,46.38461538461539,639.1274556213018
70.44,51.0,54.36,24.24,36.72,58.92,86.76,53.28,25.8,12.0,48.48,63.0,18.0,86.4,123.6,83.4,100.44,46.38461538461539,643.4797633136095
70.41,51.0,53.79,24.36,36.33,59.13,87.39,53.42,25.95,11.75,48.47,63.0,18.0,86.85,123.15,83.85,101.16,46.38461538461539,647.8320710059171
70.38,51.0,53.22,24.48,35.94,59.34,88.02,53.56,26.1,11.5,48.46,63.0,18.0,87.3,122.7,84.3,101.88,46.38461538461539,652.1843786982248
70.35,51.0,52.65,24.6,35.55,59.55,88.65,53.7,26.25,11.25,48.45,63.0,18.0,87.75,122.25,84.75,102.6,46.38461538461539,656.5366863905325
70.32000000000001,51.0,52.08,24.72,35.160000000000004,59.76,89.28,53.839999999999996,26.4,11.0,48.44,63.0,18.0,88.2,121.8,85.2,103.32000000000001,46.38461538461539,660.8889940828402
70.29,51.0,51.51,24.84,34.77,59.97,89.91,53.98,26.55,10.75,48.43,63.0,18.0,88.65,121.35,85.65,104.04,46.38461538461539,665.2413017751479
70.26,51.0,50.94,24.96,34.38,60.18,90.53999999999999,54.12,26.7,10.5,48.42,63.0,18.0,89.1,120.9,86.1,104.76,46.38461538461539,669.5936094674555
70.23,51.0,50.37,25.08,33.99,60.39,91.17,54.26,26.85,10.25,48.41,63.0,18.0,89.55,120.45,86.55,105.48,46.38461538461539,673.9459171597632
70.2,51.0,49.8,25.2,33.6,60.6,91.8,54.4,27.0,10.0,48.4,63.0,18.0,90.0,120.0,87.0,106.2,46.38461538461539,678.2982248520709
70.17,51.0,49.23,25.32,33.21,60.81,92.42999999999999,54.54,27.15,9.75,48.39,63.0,18.0,90.45,119.55,87.45,106.92,46.38461538461539,682.6505325443786
70.14,51.0,48.66,25.439999999999998,32.82,61.02,93.06,54.68,27.3,9.5,48.379999999999995,63.0,18.0,90.9,119.1,87.9,107.64,46.38461538461539,687.0028402366863
70.11,51.0,48.089999999999996,25.56,32.43,61.230000000000004,93.69,54.82,27.45,9.25,48.37,63.0,18.0,91.35,118.65,88.35,108.36,46.38461538461539,691.355147928994
70.08,51.0,47.519999999999996,25.68,32.04,61.440000000000005,94.32,54.96,27.6,9.0,48.36,63.0,18.0,91.8,118.2,88.8,109.08,46.38461538461539,695.7074556213017
70.05000000000001,51.0,46.95,25.799999999999997,31.65,61.650000000000006,94.94999999999999,55.099999999999994,27.75,8.75,48.349999999999994,63.0,18.0,92.25,117.75,89.25,109.80000000000001,46.38461538461539,700.0597633136094
70.02000000000001,51.0,46.38,25.919999999999998,31.259999999999998,61.86,95.58,55.239999999999995,27.9,8.5,48.339999999999996,63.0,18.0,92.7,117.3,89.7,110.52000000000001,46.38461538461539,704.412071005917
69.99000000000001,51.0,45.81,26.04,30.87,62.07,96.21,55.379999999999995,28.05,8.25,48.33,63.0,18.0,93.15,116.85,90.15,111.24000000000001,46.38461538461539,708.7643786982247
69.96000000000001,51.0,45.24,26.16,30.48,62.28,96.83999999999999,55.519999999999996,28.2,8.0,48.32,63.0,18.0,93.6,116.4,90.6,111.96000000000001,46.38461538461539,713.1166863905324
69.93,51.0,44.67,26.279999999999998,30.09,62.49,97.47,55.66,28.35,7.75,48.309999999999995,63.0,18.0,94.05,115.95,91.05,112.68,46.38461538461539,717.4689940828401
69.9,51.0,44.1,26.4,29.7,62.7,98.1,55.8,28.5,7.5,48.3,63.0,18.0,94.5,115.5,91.5,113.4,46.38461538461539,721.8213017751478
69.87,51.0,43.53,26.52,29.31,62.910000000000004,98.72999999999999,55.94,28.65,7.25,48.29,63.0,18.0,94.95,115.05,91.95,114.12,46.38461538461539,726.1736094674555
69.84,51.0,42.96,26.64,28.919999999999998,63.120000000000005,99.36,56.08,28.8,7.0,48.28,63.0,18.0,95.4,114.6,92.4,114.84,46.38461538461539,730.5259171597633
69.81,51.0,42.39,26.759999999999998,28.53,63.33,99.99,56.22,28.95,6.75,48.269999999999996,63.0,18.0,95.85,114.15,92.85,115.56,46.38461538461539,734.878224852071
69.78,51.0,41.82,26.88,28.14,63.54,100.62,56.36,29.1,6.5,48.26,63.0,18.0,96.3,113.7,93.3,116.28,46.38461538461539,739.2305325443787
69.75,51.0,41.25,27.0,27.75,63.75,101.25,56.5,29.25,6.25,48.25,63.0,18.0,96.75,113.25,93.75,117.0,46.38461538461539,743.5828402366863
69.72,51.0,40.68,27.12,27.36,63.96,101.88,56.64,29.4,6.0,48.24,63.0,18.0,97.2,112.8,94.2,117.72,46.38461538461539,747.935147928994
69.69,51.0,40.11,27.240000000000002,26.97,64.17,102.51,56.78,29.55,5.75,48.230000000000004,63.0,18.0,97.65,112.35,94.65,118.44,46.38461538461539,752.2874556213017
69.66,51.0,39.54,27.36,26.580000000000002,64.38,103.14,56.92,29.7,5.5,48.22,63.0,18.0,98.1,111.9,95.1,119.16,46.38461538461539,756.6397633136094
69.63,51.0,38.97,27.48,26.19,64.59,103.77000000000001,57.06,29.85,5.25,48.21,63.0,18.0,98.55,111.45,95.55,119.88,46.38461538461539,760.9920710059171
69.6,51.0,38.4,27.6,25.8,64.8,104.4,57.2,30.0,5.0,48.2,63.0,18.0,99.0,111.0,96.0,120.6,46.38461538461539,765.3443786982248
69.57,51.0,37.83,27.720000000000002,25.41,65.00999999999999,105.03,57.34,30.15,4.75,48.190000000000005,63.0,18.0,99.45,110.55,96.45,121.32,46.38461538461539,769.6966863905325
69.53999999999999,51.0,37.26,27.84,25.02,65.22,105.66000000000001,57.480000000000004,30.3,4.5,48.18,63.0,18.0,99.9,110.1,96.9,122.03999999999999,46.38461538461539,774.0489940828402
69.50999999999999,51.0,36.69,27.96,24.63,65.43,106.29,57.620000000000005,30.45,4.25,48.17,63.0,18.0,100.35,109.65,97.35,122.75999999999999,46.38461538461539,778.4013017751479
69.47999999999999,51.0,36.12,28.080000000000002,24.24,65.64,106.92,57.760000000000005,30.6,4.0,48.160000000000004,63.0,18.0,100.8,109.2,97.8,123.47999999999999,46.38461538461539,782.7536094674556
69.44999999999999,51.0,35.55,28.200000000000003,23.85,65.85,107.55000000000001,57.900000000000006,30.75,3.75,48.150000000000006,63.0,18.0,101.25,108.75,98.25,124.19999999999999,46.38461538461539,787.1059171597633
69.42,51.0,34.980000000000004,28.32,23.46,66.06,108.18,58.04,30.9,3.5,48.14,63.0,18.0,101.7,108.3,98.7,124.92,46.38461538461539,791.4582248520709
69.39,51.0,34.410000000000004,28.44,23.07,66.27000000000001,108.81,58.18,31.05,3.25,48.13,63.0,18.0,102.15,107.85,99.15,125.64,46.38461538461539,795.8105325443786
69.36,51.0,33.84,28.560000000000002,22.68,66.48,109.44,58.32,31.2,3.0,48.120000000000005,63.0,18.0,102.6,107.4,99.6,126.36,46.38461538461539,800.1628402366863
69.33,51.0,33.27,28.68,22.29,66.69,110.07000000000001,58.46,31.35,2.75,48.11,63.0,18.0,103.05,106.95,100.05,127.08,46.38461538461539,804.515147928994
69.3,51.0,32.7,28.8,21.9,66.9,110.7,58.6,31.5,2.5,48.1,63.0,18.0,103.5,106.5,100.5,127.8,46.38461538461539,808.8674556213017
69.27,51.0,32.13,28.92,21.509999999999998,67.11,111.33,58.74,31.65,2.25,48.09,63.0,18.0,103.95,106.05,100.95,128.52,46.38461538461539,813.2197633136094
69.24,51.0,31.560000000000002,29.04,21.119999999999997,67.32000000000001,111.96000000000001,58.88,31.8,2.0,48.08,63.0,18.0,104.4,105.6,101.4,129.24,46.38461538461539,817.5720710059171
69.21,51.0,30.990000000000002,29.16,20.73,67.53,112.59,59.02,31.95,1.75,48.07,63.0,18.0,104.85,105.15,101.85,129.96,46.38461538461539,821.9243786982248
69.17999999999999,51.0,30.42,29.28,20.34,67.74000000000001,113.22,59.160000000000004,32.1,1.5,48.06,63.0,18.0,105.3,104.7,102.3,130.68,46.38461538461539,826.2766863905325
69.15,51.0,29.85,29.4,19.95,67.95,113.85,59.3,32.25,1.25,48.05,63.0,18.0,105.75,104.25,102.75,131.4,46.38461538461539,830.6289940828401
69.12,51.0,29.28,29.52,19.56,68.16,114.48,59.44,32.4,1.0,48.04,63.0,18.0,106.2,103.8,103.2,132.12,46.38461538461539,834.9813017751478
69.09,51.0,28.71,29.64,19.169999999999998,68.37,115.11,59.58,32.55,0.75,48.03,63.0,18.0,106.65,103.35,103.65,132.84,46.38461538461539,839.3336094674555
69.06,51.0,28.14,29.76,18.78,68.58,115.74,59.72,32.7,0.5,48.02,63.0,18.0,107.1,102.9,104.1,133.56,46.38461538461539,843.6859171597632
69.03,51.0,27.57,29.88,18.39,68.79,116.37,59.86,32.85,0.25,48.01,63.0,18.0,107.55,102.45,104.55,134.28,46.38461538461539,848.0382248520709
69.0,51.0,27.0,30.0,18.0,69.0,117.0,60.0,33.0,0.0,48.0,63.0,18.0,108.0,102.0,105.0,135.0,46.38461538461539,852.3905325443786
68.82,50.67,27.09,30.39,18.36,78.18,117.0,60.0,33.06,0.0,48.0,62.77,18.27,107.34,101.61,104.79,135.09,47.12384615384616,1476.670295857988
68.64,50.34,27.18,30.78,18.72,87.36,117.0,60.0,33.12,0.0,48.0,62.54,18.54,106.68,101.22,104.58,135.18,47.863076923076925,2100.950059171598
68.46000000000001,50.01,27.27,31.169999999999998,19.080000000000002,96.54,117.0,60.0,33.18,0.0,48.0,62.31,18.81,106.02,100.83,104.37,135.27,48.6023076923077,2725.2298224852075
68.28,49.68,27.36,31.56,19.44,105.72,117.0,60.0,33.24,0.0,48.0,62.08,19.08,105.36,100.44,104.16,135.36,49.34153846153846,3349.509585798817
68.1,49.35,27.45,31.95,19.8,114.9,117.0,60.0,33.3,0.0,48.0,61.85,19.35,104.7,100.05,103.95,135.45,50.080769230769235,3973.789349112427
67.92,49.02,27.54,32.339999999999996,20.16,124.08000000000001,117.0,60.0,33.36,0.0,48.0,61.620000000000005,19.62,104.04,99.66,103.74000000000001,135.54,50.82000000000001,4598.069112426036
67.74000000000001,48.690000000000005,27.63,32.73,20.52,133.26,117.0,60.0,33.42,0.0,48.0,61.39,19.89,103.38000000000001,99.27,103.53,135.63,51.55923076923077,5222.348875739645
67.56,48.36,27.72,33.12,20.880000000000003,142.44,117.0,60.0,33.480000000000004,0.0,48.0,61.160000000000004,20.16,102.72,98.88,103.32000000000001,135.72,52.298461538461545,5846.628639053255
67.38,48.03,27.81,33.51,21.240000000000002,151.62,117.0,60.0,33.54,0.0,48.0,60.93,20.43,102.06,98.49,103.11,135.81,53.03769230769231,6470.908402366865
67.2,47.7,27.9,33.9,21.6,160.8,117.0,60.0,33.6,0.0,48.0,60.7,20.7,101.4,98.1,102.9,135.9,53.77692307692308,7095.188165680474
67.02000000000001,47.370000000000005,27.99,34.29,21.96,169.98000000000002,117.0,60.0,33.660000000000004,0.0,48.0,60.47,20.97,100.74000000000001,97.71,102.69,135.99,54.516153846153856,7719.467928994084
66.84,47.04,28.08,34.68,22.32,179.16,117.0,60.0,33.72,0.0,48.0,60.24,21.24,100.08,97.32,102.48,136.08,55.25538461538462,8343.747692307694
66.66,46.71,28.169999999999998,35.07,22.68,188.34,117.0,60.0,33.78,0.0,48.0,60.010000000000005,21.509999999999998,99.42,96.92999999999999,102.27000000000001,136.17000000000002,55.994615384615386,8968.027455621304
66.48,46.38,28.259999999999998,35.46,23.04,197.52,117.0,60.0,33.84,0.0,48.0,59.78,21.779999999999998,98.76,96.53999999999999,102.06,136.26000000000002,56.73384615384616,9592.307218934913
66.30000000000001,46.05,28.35,35.849999999999994,23.4,206.7,117.0,60.0,33.900000000000006,0.0,48.0,59.55,22.049999999999997,98.1,96.15,101.85,136.35000000000002,57.47307692307693,10216.586982248522
66.12,45.72,28.44,36.239999999999995,23.759999999999998,215.88,117.0,60.0,33.96,0.0,48.0,59.32,22.32,97.44,95.76,101.64,136.44,58.2123076923077,10840.866745562133
65.94,45.39,28.53,36.629999999999995,24.12,225.06,117.0,60.0,34.02,0.0,48.0,59.09,22.59,96.78,95.37,101.43,136.53,58.95153846153846,11465.146508875743
