S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance
11849.4,16.2,39.6,76.2,30.6,108.0,193.2,210.0,18.0,66.0,0.0,16.2,43.2,48.0,26.4,94.8,70.8,974.3538461538463,24586168.17514793
12143.31,15.93,39.69,76.23,30.69,108.0,192.92999999999998,210.0,18.0,65.75,0.0,16.38,42.93,47.7,26.61,94.77,70.62,996.9107692307695,25200714.746982247
12437.22,15.66,39.78,76.26,30.78,108.0,192.66,210.0,18.0,65.5,0.0,16.56,42.660000000000004,47.4,26.82,94.74,70.44,1019.4676923076925,25815261.31881657
12731.13,15.389999999999999,39.870000000000005,76.29,30.87,108.0,192.39,210.0,18.0,65.25,0.0,16.74,42.39,47.1,27.029999999999998,94.71,70.25999999999999,1042.0246153846156,26429807.89065089
13025.039999999999,15.12,39.96,76.32000000000001,30.96,108.0,192.12,210.0,18.0,65.0,0.0,16.919999999999998,42.120000000000005,46.8,27.24,94.67999999999999,70.08,1064.5815384615387,27044354.46248521
13318.95,14.85,40.05,76.35,31.05,108.0,191.85,210.0,18.0,64.75,0.0,17.1,41.85,46.5,27.45,94.65,69.9,1087.1384615384618,27658901.034319527
13612.86,14.58,40.14,76.38,31.14,108.0,191.57999999999998,210.0,18.0,64.5,0.0,17.28,41.58,46.2,27.66,94.62,69.72,1109.6953846153847,28273447.60615385
13906.77,14.31,40.230000000000004,76.41,31.23,108.0,191.31,210.0,18.0,64.25,0.0,17.46,41.31,45.9,27.87,94.59,69.53999999999999,1132.2523076923078,28887994.17798817
14200.68,14.04,40.32,76.44,31.32,108.0,191.04,210.0,18.0,64.0,0.0,17.64,41.04,45.6,28.08,94.56,69.36,1154.809230769231,29502540.74982249
14494.59,13.77,40.41,76.47,31.41,108.0,190.77,210.0,18.0,63.75,0.0,17.82,40.77,45.3,28.29,94.53,69.18,1177.366153846154,30117087.32165681
14788.5,13.5,40.5,76.5,31.5,108.0,190.5,210.0,18.0,63.5,0.0,18.0,40.5,45.0,28.5,94.5,69.0,1199.9230769230771,30731633.89349113
15082.41,13.23,40.59,76.53,31.59,108.0,190.23,210.0,18.0,63.25,0.0,18.18,40.23,44.7,28.71,94.47,68.82,1222.4800000000002,31346180.46532545
15376.32,12.959999999999999,40.68,76.56,31.68,108.0,189.96,210.0,18.0,63.0,0.0,18.36,39.96,44.4,28.92,94.44,68.64,1245.0369230769234,31960727.03715977
15670.23,12.689999999999998,40.769999999999996,76.59,31.77,108.0,189.69,210.0,18.0,62.75,0.0,18.54,39.69,44.1,29.13,94.41,68.46000000000001,1267.5938461538465,32575273.60899409
15964.14,12.419999999999998,40.86,76.62,31.86,108.0,189.42000000000002,210.0,18.0,62.5,0.0,18.72,39.42,43.8,29.34,94.38,68.28,1290.1507692307696,33189820.180828407
16258.05,12.149999999999999,40.95,76.65,31.95,108.0,189.15,210.0,18.0,62.25,0.0,18.9,39.15,43.5,29.55,94.35,68.1,1312.7076923076925,33804366.752662726
16551.96,11.879999999999997,41.04,76.67999999999999,32.04,108.0,188.88,210.0,18.0,62.0,0.0,19.080000000000002,38.879999999999995,43.2,29.76,94.32000000000001,67.92,1335.2646153846158,34418913.324497044
16845.87,11.609999999999996,41.129999999999995,76.71,32.129999999999995,108.0,188.61,210.0,18.0,61.75,0.0,19.26,38.61,42.9,29.970000000000002,94.29,67.74000000000001,1357.8215384615387,35033459.89633137
17139.78,11.339999999999996,41.22,76.74,32.22,108.0,188.34,210.0,18.0,61.5,0.0,19.44,38.339999999999996,42.6,30.18,94.26,67.56,1380.3784615384618,35648006.46816569
17433.69,11.069999999999997,41.31,76.77,32.31,108.0,188.07000000000002,210.0,18.0,61.25,0.0,19.62,38.07,42.3,30.39,94.23,67.38,1402.935384615385,36262553.04000001
17727.6,10.799999999999995,41.4,76.8,32.4,108.0,187.8,210.0,18.0,61.0,0.0,19.8,37.8,42.0,30.6,94.2,67.2,1425.492307692308,36877099.611834325
18021.51,10.529999999999996,41.489999999999995,76.83,32.489999999999995,108.0,187.53,210.0,18.0,60.75,0.0,19.98,37.529999999999994,41.7,30.810000000000002,94.17,67.02000000000001,1448.0492307692311,37491646.18366864
18315.42,10.259999999999996,41.58,76.86,32.58,108.0,187.26000000000002,210.0,18.0,60.5,0.0,20.16,37.26,41.4,31.020000000000003,94.14,66.84,1470.6061538461543,38106192.75550296
18609.329999999998,9.989999999999997,41.67,76.89,32.67,108.0,186.99,210.0,18.0,60.25,0.0,20.34,36.989999999999995,41.1,31.23,94.11,66.66,1493.1630769230771,38720739.32733729
18903.239999999998,9.719999999999997,41.76,76.92,32.76,108.0,186.72,210.0,18.0,60.0,0.0,20.52,36.72,40.8,31.44,94.08,66.48,1515.7200000000003,39335285.899171606
19197.15,9.449999999999996,41.849999999999994,76.94999999999999,32.849999999999994,108.0,186.45,210.0,18.0,59.75,0.0,20.700000000000003,36.449999999999996,40.5,31.650000000000002,94.05000000000001,66.30000000000001,1538.2769230769234,39949832.471005924
19491.06,9.179999999999996,41.94,76.97999999999999,32.94,108.0,186.18,210.0,18.0,59.5,0.0,20.880000000000003,36.17999999999999,40.2,31.860000000000003,94.02000000000001,66.12,1560.8338461538465,40564379.04284024
19784.97,8.909999999999997,42.03,77.00999999999999,33.03,108.0,185.91,210.0,18.0,59.25,0.0,21.060000000000002,35.91,39.9,32.07,93.99000000000001,65.94,1583.3907692307696,41178925.61467456
20078.88,8.639999999999997,42.12,77.03999999999999,33.12,108.0,185.64,210.0,18.0,59.0,0.0,21.240000000000002,35.63999999999999,39.6,32.28,93.96000000000001,65.76,1605.9476923076925,41793472.18650889
20372.79,8.369999999999997,42.209999999999994,77.07,33.209999999999994,108.0,185.37,210.0,18.0,58.75,0.0,21.42,35.37,39.3,32.49,93.93,65.58000000000001,1628.5046153846156,42408018.758343205
20666.7,8.099999999999998,42.3,77.1,33.3,108.0,185.1,210.0,18.0,58.5,0.0,21.6,35.099999999999994,39.0,32.7,93.9,65.4,1651.0615384615387,43022565.33017752
20960.61,7.829999999999998,42.39,77.13,33.39,108.0,184.82999999999998,210.0,18.0,58.25,0.0,21.78,34.83,38.7,32.910000000000004,93.87,65.22,1673.6184615384618,43637111.90201184
21254.52,7.559999999999998,42.48,77.16,33.48,108.0,184.56,210.0,18.0,58.0,0.0,21.96,34.559999999999995,38.4,33.120000000000005,93.84,65.04,1696.175384615385,44251658.47384616
21548.43,7.289999999999998,42.57,77.19,33.57,108.0,184.29,210.0,18.0,57.75,0.0,22.14,34.28999999999999,38.1,33.33,93.81,64.86,1718.732307692308,44866205.045680486
21842.34,7.019999999999998,42.66,77.22,33.66,108.0,184.02,210.0,18.0,57.5,0.0,22.32,34.019999999999996,37.8,33.54,93.78,64.68,1741.2892307692312,45480751.617514804
22136.25,6.749999999999998,42.75,77.25,33.75,108.0,183.75,210.0,18.0,57.25,0.0,22.5,33.75,37.5,33.75,93.75,64.5,1763.8461538461543,46095298.18934912
22430.16,6.479999999999999,42.84,77.28,33.84,108.0,183.48,210.0,18.0,57.0,0.0,22.68,33.48,37.2,33.96,93.72,64.32000000000001,1786.4030769230772,46709844.76118344
22724.07,6.209999999999999,42.93,77.31,33.93,108.0,183.21,210.0,18.0,56.75,0.0,22.86,33.209999999999994,36.9,34.17,93.69,64.14,1808.9600000000003,47324391.33301776
23017.98,5.939999999999999,43.02,77.34,34.02,108.0,182.94,210.0,18.0,56.5,0.0,23.04,32.94,36.6,34.379999999999995,93.66,63.96,1831.5169230769234,47938937.904852085
23311.89,5.669999999999998,43.11,77.37,34.11,108.0,182.67000000000002,210.0,18.0,56.25,0.0,23.22,32.67,36.3,34.589999999999996,93.63,63.78,1854.0738461538465,48553484.4766864
23605.8,5.399999999999999,43.2,77.4,34.2,108.0,182.4,210.0,18.0,56.0,0.0,23.4,32.4,36.0,34.8,93.6,63.6,1876.6307692307696,49168031.04852072
23899.71,5.129999999999999,43.290000000000006,77.43,34.290000000000006,108.0,182.13,210.0,18.0,55.75,0.0,23.58,32.129999999999995,35.7,35.01,93.57,63.42,1899.1876923076927,49782577.62035504
24193.62,4.8599999999999985,43.38,77.46000000000001,34.38,108.0,181.86,210.0,18.0,55.5,0.0,23.759999999999998,31.86,35.4,35.22,93.53999999999999,63.24,1921.7446153846158,50397124.19218936
24487.53,4.589999999999999,43.47,77.49000000000001,34.47,108.0,181.59,210.0,18.0,55.25,0.0,23.939999999999998,31.59,35.1,35.43,93.50999999999999,63.06,1944.3015384615387,51011670.764023684
24781.44,4.3199999999999985,43.56,77.52000000000001,34.56,108.0,181.32,210.0,18.0,55.0,0.0,24.119999999999997,31.32,34.8,35.64,93.47999999999999,62.88,1966.8584615384618,51626217.335858
25075.35,4.049999999999999,43.650000000000006,77.55000000000001,34.650000000000006,108.0,181.05,210.0,18.0,54.75,0.0,24.299999999999997,31.049999999999997,34.5,35.85,93.44999999999999,62.7,1989.415384615385,52240763.90769232
25369.260000000002,3.7799999999999994,43.74,77.58,34.74,108.0,180.78,210.0,18.0,54.5,0.0,24.48,30.779999999999998,34.2,36.06,93.42,62.519999999999996,2011.972307692308,52855310.47952664
25663.170000000002,3.5099999999999993,43.83,77.61,34.83,108.0,180.51,210.0,18.0,54.25,0.0,24.66,30.509999999999998,33.9,36.27,93.39,62.339999999999996,2034.5292307692312,53469857.05136096
25957.08,3.2399999999999993,43.92,77.64,34.92,108.0,180.23999999999998,210.0,18.0,54.0,0.0,24.84,30.24,33.6,36.480000000000004,93.36,62.16,2057.086153846154,54084403.62319528
26250.99,2.9699999999999993,44.010000000000005,77.67,35.010000000000005,108.0,179.97,210.0,18.0,53.75,0.0,25.02,29.97,33.3,36.690000000000005,93.33,61.98,2079.6430769230774,54698950.1950296
26544.9,2.6999999999999997,44.1,77.7,35.1,108.0,179.7,210.0,18.0,53.5,0.0,25.2,29.7,33.0,36.900000000000006,93.3,61.8,2102.2000000000003,55313496.76686392
26838.81,2.4299999999999997,44.19,77.73,35.19,108.0,179.42999999999998,210.0,18.0,53.25,0.0,25.38,29.43,32.7,37.11000000000001,93.27,61.62,2124.756923076923,55928043.33869824
