      Date,      Time,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
 2021/3/22,  11:26:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:26:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:26:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:26:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:26:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:27:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:28:00,9,3,3,3,3,3,0,0,1,0,0,1
 2021/3/22,  11:28:10,18,6,3,3,3,3,0,0,1,0,0,1
 2021/3/22,  11:28:20,51,13,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:29:00,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:10,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:40,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:50,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:30:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:30,42,10,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:31:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:31:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:31:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:31:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:31:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:31:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:32:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:32:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:32:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:32:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:32:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:32:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:33:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:33:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:33:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:33:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:33:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:33:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:34:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:34:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:34:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:34:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:34:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:34:50,63,21,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:35:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:35:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:35:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:35:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:35:40,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:35:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:36:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:36:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:36:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:36:30,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:36:40,9,3,3,3,3,3,0,0,1,0,0,1
 2021/3/22,  11:36:50,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:37:00,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:37:10,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:37:20,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:37:39,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:37:49,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:37:59,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:38:09,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:38:19,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:38:29,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:38:39,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:38:49,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:38:59,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:39:09,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:39:19,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:39:29,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:39:39,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:39:49,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:39:59,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:40:09,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:40:19,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:40:29,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:40:39,30,10,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:40:49,60,20,7,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:40:59,771,232,70,10,3,0,3,6,8,3,6,8
 2021/3/22,   11:41:09,375,110,20,3,3,3,0,1,3,0,1,3
 2021/3/22,  11:41:19,135,41,13,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:41:29,363,106,29,0,0,0,0,1,1,0,1,1
 2021/3/22,  11:41:39,4068,1261,451,74,36,16,19,44,64,17,34,50
 2021/3/22,  11:41:49,2964,874,256,48,20,16,14,29,42,14,26,38
 2021/3/22,  11:41:59,5925,1793,573,130,57,38,28,64,98,22,41,64
 2021/3/22,   11:42:09,5562,1734,510,90,23,13,29,61,74,22,40,55
 2021/3/22,  11:42:19,2136,675,253,51,20,17,10,25,38,10,24,36
 2021/3/22,  11:42:29,1473,452,126,23,3,0,6,15,16,6,15,16
 2021/3/22,  11:42:39,1200,339,76,10,3,0,5,9,11,5,9,11
 2021/3/22,  11:42:49,483,148,58,20,3,3,1,6,8,1,6,8
 2021/3/22,  11:42:59,462,133,50,12,6,6,1,3,8,1,3,8
 2021/3/22,   11:43:09,810,204,37,3,3,3,2,3,6,2,3,6
 2021/3/22,  11:43:19,753,183,24,0,0,0,2,2,2,2,2,2
 2021/3/22,  11:43:29,384,106,21,10,3,0,1,3,4,1,3,4
 2021/3/22,  11:43:39,579,183,61,12,0,0,1,6,6,1,6,6
 2021/3/22,  11:43:49,603,177,53,12,3,0,2,5,6,2,5,6
 2021/3/22,  11:43:59,549,147,29,6,6,0,1,2,5,1,2,5
 2021/3/22,   11:44:09,516,143,30,3,3,0,1,2,3,1,2,3
 2021/3/22,  11:44:19,705,202,28,7,7,3,3,3,7,3,3,7
 2021/3/22,  11:44:29,399,108,17,10,10,3,0,0,6,0,0,6
 2021/3/22,  11:44:39,432,126,12,6,6,3,1,1,5,1,1,5
 2021/3/22,  11:44:49,636,195,30,6,6,6,2,3,7,2,3,7
 2021/3/22,  11:44:59,549,165,30,6,6,3,2,3,6,2,3,6
 2021/3/22,   11:45:09,378,111,30,6,6,0,0,2,5,0,2,5
 2021/3/22,  11:45:19,444,134,23,0,0,0,1,3,3,1,3,3
 2021/3/22,  11:45:29,495,148,28,3,0,0,1,3,3,1,3,3
 2021/3/22,  11:45:39,357,105,17,3,0,0,0,2,2,0,2,2
 2021/3/22,  11:45:49,348,109,16,0,0,0,1,1,1,1,1,1
 2021/3/22,  11:45:59,309,90,12,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:46:09,408,119,43,6,6,0,0,2,5,0,2,5
 2021/3/22,  11:46:19,228,73,33,9,9,0,0,0,6,0,0,6
 2021/3/22,  11:46:29,291,82,26,6,6,0,0,1,4,0,1,4
 2021/3/22,  11:46:39,363,99,20,3,3,0,0,1,3,0,1,3
 2021/3/22,  11:46:49,222,64,3,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:46:59,150,40,6,3,3,0,0,0,1,0,0,1
 2021/3/22,   11:47:09,177,52,10,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:47:19,297,95,38,9,9,3,0,1,6,0,1,6
 2021/3/22,  11:47:29,270,90,26,6,6,0,0,1,4,0,1,4
 2021/3/22,  11:47:39,309,96,16,6,6,0,0,1,4,0,1,4
 2021/3/22,  11:47:49,276,85,16,3,3,0,0,0,2,0,0,2
 2021/3/22,  11:47:59,234,75,12,6,6,0,0,0,3,0,0,3
 2021/3/22,   11:48:09,432,136,53,13,6,0,1,4,7,1,4,7
 2021/3/22,  11:48:19,291,97,61,9,6,0,0,3,6,0,3,6
 2021/3/22,  11:48:29,192,61,22,9,3,0,0,1,3,0,1,3
 2021/3/22,  11:48:39,99,30,6,6,3,0,0,0,2,0,0,2
 2021/3/22,  11:48:49,207,62,21,7,7,0,0,0,4,0,0,4
 2021/3/22,  11:48:59,351,109,3,3,3,0,0,0,2,0,0,2
 2021/3/22,   11:49:09,294,91,3,3,3,0,0,0,2,0,0,2
 2021/3/22,  11:49:19,144,44,9,6,6,3,0,0,3,0,0,3
 2021/3/22,  11:49:29,150,44,9,3,3,3,0,0,2,0,0,2
 2021/3/22,  11:49:39,183,55,13,3,3,3,0,0,2,0,0,2
 2021/3/22,  11:49:49,432,123,7,0,0,0,0,1,1,0,1,1
 2021/3/22,  11:49:59,228,58,3,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:50:09,63,21,3,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:50:19,111,37,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:50:29,159,53,6,3,3,3,0,0,2,0,0,2
 2021/3/22,  11:50:39,84,28,6,3,3,3,0,0,2,0,0,2
 2021/3/22,  11:50:49,177,59,6,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:50:59,270,83,3,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:51:09,225,68,3,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:51:19,198,51,3,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:51:29,165,37,3,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:51:39,111,34,6,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:51:49,111,37,6,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:51:59,30,10,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:52:09,39,10,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:52:19,60,17,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:52:29,21,7,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:52:39,27,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:52:49,120,34,7,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:52:59,93,31,7,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:53:09,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:53:19,18,6,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:53:29,60,17,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:53:39,51,17,3,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:53:49,21,7,3,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:53:59,18,6,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:54:09,18,6,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:54:19,30,10,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:54:29,9,3,3,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:54:39,60,20,10,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:54:49,42,14,7,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:54:59,18,6,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:55:09,39,9,0,0,0,0,0,0,0,0,0,0
