      Date,      Time,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env
 2021/3/22,   11:26:07,81,27,9,9,0,0,0,1,1,0,1,1
 2021/3/22,  11:26:17,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:26:27,30,7,3,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:26:37,30,7,3,3,3,0,0,0,1,0,0,1
 2021/3/22,  11:26:47,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:26:57,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:27:07,603,131,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:17,699,157,0,0,0,0,1,1,1,1,1,1
 2021/3/22,  11:27:27,27,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:37,18,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:47,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:27:57,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:28:07,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:17,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:27,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:37,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:47,9,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:28:57,9,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:29:07,21,7,7,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:17,30,10,7,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:27,9,3,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:37,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:47,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:29:57,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,   11:30:07,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:17,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:27,0,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:41,9,0,0,0,0,0,0,0,0,0,0,0
 2021/3/22,  11:30:51,0,0,0,0,0,0,0,0,0,0,0,0
