S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,
132,0,156,0,48,48717,0,72,18,132,9,315,18,9,0,9,0,9,3308.4,147288675.8,66,12230.25,63.66666667,4.5,9,,30,0.002933333,0,0.003466667,0,0.001066667,1.0826,0,0.0016,0.0004,0.002933333,0.0002,0.007,0.0004,0.0002,0,
261,0,27,0,9,24462,0,186,18,573,30,621,36,144,0,0,0,9,1757.8,36858818.96,130.5,6124.5,178.6666667,0,9,,40,0.0058,0,0.0006,0,0.0002,0.5436,0,0.004133333,0.0004,0.012733333,0.000666667,0.0138,0.0008,0.0032,0,
237,0,9,18,9,23586,36,198,231,549,72,927,39,198,0,9,0,0,1740.6,34147415.04,127.5,5901,250,4.5,0,,50,0.005266667,0,0.0002,0.0004,0.0002,0.524133333,0.0008,0.0044,0.005133333,0.0122,0.0016,0.0206,0.000866667,0.0044,0,
408,0,348,57,99,36606,36,195,537,611,72,1233,84,186,129,9,0,0,2706.733333,82179236.73,232.5,9263.25,342.5555556,4.5,0,,60,0.009066667,0,0.007733333,0.001266667,0.0022,0.813466667,0.0008,0.004333333,0.011933333,0.013577778,0.0016,0.0274,0.001866667,0.004133333,0.002866667,
432,33,303,159,363,36858,138,195,537,673,270,1297,171,369,333,39,0,0,2808.733333,82896250.6,295.5,9389.25,442.5555556,19.5,0,,70,0.0096,0.000733333,0.006733333,0.003533333,0.008066667,0.819066667,0.003066667,0.004333333,0.011933333,0.014955556,0.006,0.028822222,0.0038,0.0082,0.0074,0.062416296
342,33,126,222,228,20514,90,216,505,1029,633,1362,171,528,366,96,9,0,1757.666667,25252323.16,282,5225.25,544.4444444,52.5,0,,80,0.0076,0.000733333,0.0028,0.004933333,0.005066667,0.455866667,0.002,0.0048,0.011222222,0.022866667,0.014066667,0.030266667,0.0038,0.011733333,0.008133333,0.039059259
492,216,123,675,195,5670,267,324,936,999,549,1054,288,264,234,57,78,0,819.0666667,1770228.062,583.5,1551,546.1111111,67.5,0,,90,0.010933333,0.0048,0.002733333,0.015,0.004333333,0.126,0.005933333,0.0072,0.0208,0.0222,0.0122,0.023422222,0.0064,0.005866667,0.0052,0.018201481
354,411,252,321,204,3666,285,276,936,1002,630,747,534,189,243,45,69,0,670,705386,337.5,1133.25,538,57,0,,100,0.007866667,0.009133333,0.0056,0.007133333,0.004533333,0.081466667,0.006333333,0.006133333,0.0208,0.022266667,0.014,0.0166,0.011866667,0.0042,0.0054,0.014888889
408,327,321,132,165,1062,375,231,865,852,447,877,387,444,348,153,69,0,482.7333333,77234.46222,270,468.75,536.2222222,111,0,,110,0.009066667,0.007266667,0.007133333,0.002933333,0.003666667,0.0236,0.008333333,0.005133333,0.019222222,0.018933333,0.009933333,0.019488889,0.0086,0.009866667,0.007733333,0.010727407
348,291,591,369,153,774,375,210,786,686,447,1008,222,654,516,342,207,18,495.3333333,57708.75556,358.5,452.25,544.8888889,274.5,18,,120,0.007733333,0.006466667,0.013133333,0.0082,0.0034,0.0172,0.008333333,0.004666667,0.017466667,0.015244444,0.009933333,0.0224,0.004933333,0.014533333,0.011466667,0.011007407
330,573,438,378,123,738,241,210,786,520,441,1072,153,366,444,426,318,96,454.2,61720.56,354,468,470.3333333,372,96,,130,0.007333333,0.012733333,0.009733333,0.0084,0.002733333,0.0164,0.005355556,0.004666667,0.017466667,0.011555556,0.0098,0.023822222,0.0034,0.008133333,0.009866667,0.010093333
333,450,486,447,216,450,90,190,582,387,582,1137,153,273,231,336,153,87,400.4666667,60562.11556,390,400.5,402.7777778,244.5,87,,140,0.0074,0.01,0.0108,0.009933333,0.0048,0.01,0.002,0.004222222,0.012933333,0.0086,0.012933333,0.025266667,0.0034,0.006066667,0.005133333,0.008899259
288,237,306,297,255,474,90,123,390,363,402,784,253,297,618,144,72,21,345.1333333,29426.91556,292.5,318,368.8888889,108,21,,150,0.0064,0.005266667,0.0068,0.0066,0.005666667,0.010533333,0.002,0.002733333,0.008666667,0.008066667,0.008933333,0.017422222,0.005622222,0.0066,0.013733333,0.00766963
417,441,348,153,354,381,249,132,390,504,243,432,258,390,453,255,186,63,343,11580.8,285,381,339,220.5,63,,160,0.009266667,0.0098,0.007733333,0.0034,0.007866667,0.008466667,0.005533333,0.002933333,0.008666667,0.0112,0.0054,0.0096,0.005733333,0.008666667,0.010066667,0.007622222
429,474,264,198,372,246,288,111,414,168,447,325,45,420,345,375,60,123,303.0666667,15769.66222,313.5,339,284.7777778,217.5,123,,170,0.009533333,0.010533333,0.005866667,0.0044,0.008266667,0.005466667,0.0064,0.002466667,0.0092,0.003733333,0.009933333,0.007222222,0.001,0.009333333,0.007666667,0.006734815
402,378,195,297,252,327,288,69,366,180,447,219,168,372,378,210,48,168,289.2,10528.56,349.5,288,276.3333333,129,168,,180,0.008933333,0.0084,0.004333333,0.0066,0.0056,0.007266667,0.0064,0.001533333,0.008133333,0.004,0.009933333,0.004866667,0.003733333,0.008266667,0.0084,0.006426667
210,285,243,192,384,273,238,69,366,192,345,237,213,246,366,417,39,90,257.2666667,6512.728889,201,296.25,252.4444444,228,90,,190,0.004666667,0.006333333,0.0054,0.004266667,0.008533333,0.006066667,0.005288889,0.001533333,0.008133333,0.004266667,0.007666667,0.005266667,0.004733333,0.005466667,0.008133333,0.005717037
297,150,276,105,417,252,135,345,468,252,255,255,213,159,261,447,63,78,256,9390.8,201,273.75,260.3333333,255,78,,200,0.0066,0.003333333,0.006133333,0.002333333,0.009266667,0.0056,0.003,0.007666667,0.0104,0.0056,0.005666667,0.005666667,0.004733333,0.003533333,0.0058,0.005688889
333,225,258,318,195,384,201,246,570,294,300,229,228,177,297,201,42,27,283.6666667,8926.488889,325.5,265.5,282.4444444,121.5,27,,210,0.0074,0.005,0.005733333,0.007066667,0.004333333,0.008533333,0.004466667,0.005466667,0.012666667,0.006533333,0.006666667,0.005088889,0.005066667,0.003933333,0.0066,0.006303704
273,498,267,222,168,348,108,189,570,318,237,204,252,87,240,306,9,90,265.4,15716.24,247.5,320.25,245,157.5,90,,220,0.006066667,0.011066667,0.005933333,0.004933333,0.003733333,0.007733333,0.0024,0.0042,0.012666667,0.007066667,0.005266667,0.004533333,0.0056,0.001933333,0.005333333,0.005897778
318,228,153,132,225,207,126,189,348,198,477,297,165,204,204,213,51,90,231.4,8155.04,225,203.25,245.3333333,132,90,,230,0.007066667,0.005066667,0.0034,0.002933333,0.005,0.0046,0.0028,0.0042,0.007733333,0.0044,0.0106,0.0066,0.003666667,0.004533333,0.004533333,0.005142222
324,312,279,114,213,162,126,117,126,200,477,390,153,216,276,153,489,63,232.3333333,11093.28889,219,241.5,231.2222222,321,63,,240,0.0072,0.006933333,0.0062,0.002533333,0.004733333,0.0036,0.0028,0.0026,0.0028,0.004444444,0.0106,0.008666667,0.0034,0.0048,0.006133333,0.005162963
258,546,279,138,132,138,103,117,126,202,361,262,141,153,222,225,168,63,211.8666667,13149.18222,198,273.75,187.4444444,196.5,63,,250,0.005733333,0.012133333,0.0062,0.003066667,0.002933333,0.003066667,0.002288889,0.0026,0.0028,0.004488889,0.008022222,0.005822222,0.003133333,0.0034,0.004933333,0.004708148
204,258,288,102,180,171,63,186,111,201,108,135,141,294,303,318,261,51,183,5342.4,153,224.25,171.3333333,289.5,51,,260,0.004533333,0.005733333,0.0064,0.002266667,0.004,0.0038,0.0014,0.004133333,0.002466667,0.004466667,0.0024,0.003,0.003133333,0.006533333,0.006733333,0.004066667
186,219,174,123,192,117,99,381,183,183,150,85,112,246,243,279,312,51,179.5333333,5253.715556,154.5,175.5,186.8888889,295.5,51,,270,0.004133333,0.004866667,0.003866667,0.002733333,0.004266667,0.0026,0.0022,0.008466667,0.004066667,0.004066667,0.003333333,0.001888889,0.002488889,0.005466667,0.0054,0.00398963
279,225,141,72,138,84,147,186,183,102,177,36,99,171,111,147,294,69,143.4,3684.24,175.5,147,134.6666667,220.5,69,,280,0.0062,0.005,0.003133333,0.0016,0.003066667,0.001866667,0.003266667,0.004133333,0.004066667,0.002266667,0.003933333,0.0008,0.0022,0.0038,0.002466667,0.003186667
282,213,144,99,126,108,99,165,195,96,183,136,81,276,48,147,339,18,150.0666667,4430.862222,190.5,147.75,142.1111111,243,18,,290,0.006266667,0.004733333,0.0032,0.0022,0.0028,0.0024,0.0022,0.003666667,0.004333333,0.002133333,0.004066667,0.003022222,0.0018,0.006133333,0.001066667,0.003334815
144,219,204,72,81,117,99,99,162,64,183,237,54,345,93,228,174,81,144.8666667,6076.115556,108,155.25,148.4444444,201,81,,300,0.0032,0.004866667,0.004533333,0.0016,0.0018,0.0026,0.0022,0.0022,0.0036,0.001422222,0.004066667,0.005266667,0.0012,0.007666667,0.002066667,0.003219259
69,255,165,123,165,132,76,99,162,32,138,195,63,135,114,225,114,111,128.2,3024.293333,96,179.25,112.6666667,169.5,111,,310,0.001533333,0.005666667,0.003666667,0.002733333,0.003666667,0.002933333,0.001688889,0.0022,0.0036,0.000711111,0.003066667,0.004333333,0.0014,0.003,0.002533333,0.002848889
120,102,117,66,66,153,72,105,156,42,102,153,63,207,81,318,126,69,107,1892,93,109.5,109,222,69,,320,0.002666667,0.002266667,0.0026,0.001466667,0.001466667,0.0034,0.0016,0.002333333,0.003466667,0.000933333,0.002266667,0.0034,0.0014,0.0046,0.0018,0.002377778
204,147,159,96,75,93,45,153,153,81,39,210,63,111,84,183,72,60,114.2,2716.16,150,118.5,104.3333333,127.5,60,,330,0.004533333,0.003266667,0.003533333,0.002133333,0.001666667,0.002066667,0.001,0.0034,0.0034,0.0018,0.000866667,0.004666667,0.0014,0.002466667,0.001866667,0.002537778
216,117,126,18,153,18,45,102,153,81,51,267,36,129,96,165,102,39,107.2,4756.16,117,103.5,106.6666667,133.5,39,,340,0.0048,0.0026,0.0028,0.0004,0.0034,0.0004,0.001,0.002266667,0.0034,0.0018,0.001133333,0.005933333,0.0008,0.002866667,0.002133333,0.002382222
225,60,135,27,144,9,45,69,123,186,60,162,81,111,141,63,84,27,105.2,3540.56,126,87,108.6666667,73.5,27,,350,0.005,0.001333333,0.003,0.0006,0.0032,0.0002,0.001,0.001533333,0.002733333,0.004133333,0.001333333,0.0036,0.0018,0.002466667,0.003133333,0.002337778
132,84,75,30,57,48,45,27,45,202,60,57,120,126,105,45,18,48,80.86666667,2146.648889,81,66,87.44444444,31.5,48,,360,0.002933333,0.001866667,0.001666667,0.000666667,0.001266667,0.001066667,0.001,0.0006,0.001,0.004488889,0.001333333,0.001266667,0.002666667,0.0028,0.002333333,0.001797037
60,204,54,132,36,60,97,27,45,218,216,127,138,117,60,36,18,9,106.0666667,4033.662222,96,88.5,116.1111111,27,9,,370,0.001333333,0.004533333,0.0012,0.002933333,0.0008,0.001333333,0.002155556,0.0006,0.001,0.004844444,0.0048,0.002822222,0.003066667,0.0026,0.001333333,0.002357037
48,153,27,180,54,18,36,37,124,129,336,198,138,69,69,27,9,0,107.7333333,6888.862222,114,63,126.2222222,18,0,,380,0.001066667,0.0034,0.0006,0.004,0.0012,0.0004,0.0008,0.000822222,0.002755556,0.002866667,0.007466667,0.0044,0.003066667,0.001533333,0.001533333,0.002394074
69,108,69,78,66,48,54,60,102,165,84,118,105,84,96,45,48,9,87.06666667,842.8622222,73.5,72.75,96.44444444,46.5,9,,390,0.001533333,0.0024,0.001533333,0.001733333,0.001466667,0.001066667,0.0012,0.001333333,0.002266667,0.003666667,0.001866667,0.002622222,0.002333333,0.001866667,0.002133333,0.001934815
87,84,9,30,66,75,72,60,102,96,63,39,36,210,138,135,30,0,77.8,2208.56,58.5,58.5,90.66666667,82.5,0,,400,0.001933333,0.001866667,0.0002,0.000666667,0.001466667,0.001666667,0.0016,0.001333333,0.002266667,0.002133333,0.0014,0.000866667,0.0008,0.004666667,0.003066667,0.001728889
87,90,57,18,75,75,36,42,103,51,60,36,45,267,51,156,30,9,72.86666667,3195.315556,52.5,74.25,76.77777778,93,9,,410,0.001933333,0.002,0.001266667,0.0004,0.001666667,0.001666667,0.0008,0.000933333,0.002288889,0.001133333,0.001333333,0.0008,0.001,0.005933333,0.001133333,0.001619259
60,48,66,30,240,30,36,30,63,43,60,33,36,75,84,219,108,102,62.26666667,2545.528889,45,96,51.11111111,163.5,102,,420,0.001333333,0.001066667,0.001466667,0.000666667,0.005333333,0.000666667,0.0008,0.000666667,0.0014,0.000955556,0.001333333,0.000733333,0.0008,0.001666667,0.001866667,0.001383704
177,9,36,39,291,30,45,30,63,35,48,31,45,9,42,198,90,81,62,5160.133333,108,91.5,38.66666667,144,81,,430,0.003933333,0.0002,0.0008,0.000866667,0.006466667,0.000666667,0.001,0.000666667,0.0014,0.000777778,0.001066667,0.000688889,0.001,0.0002,0.000933333,0.001377778
66,9,48,54,48,0,36,39,69,0,138,30,45,78,78,54,57,72,49.2,1157.76,60,26.25,57,55.5,72,,440,0.001466667,0.0002,0.001066667,0.0012,0.001066667,0,0.0008,0.000866667,0.001533333,0,0.003066667,0.000666667,0.001,0.001733333,0.001733333,0.001093333
48,63,30,0,78,0,168,39,81,9,75,19,31,87,18,54,81,39,49.73333333,1825.528889,24,42.75,58.55555556,67.5,39,,450,0.001066667,0.0014,0.000666667,0,0.001733333,0,0.003733333,0.000866667,0.0018,0.0002,0.001666667,0.000422222,0.000688889,0.001933333,0.0004,0.001105185
30,54,30,0,51,9,186,60,81,9,39,9,27,51,48,87,51,39,45.6,1885.44,15,36,56.66666667,69,39,,460,0.000666667,0.0012,0.000666667,0,0.001133333,0.0002,0.004133333,0.001333333,0.0018,0.0002,0.000866667,0.0002,0.0006,0.001133333,0.001066667,0.001013333
78,9,39,21,27,162,63,90,81,9,48,13,54,108,36,69,51,171,55.86666667,1689.582222,49.5,59.25,55.77777778,60,171,,470,0.001733333,0.0002,0.000866667,0.000466667,0.0006,0.0036,0.0014,0.002,0.0018,0.0002,0.001066667,0.000288889,0.0012,0.0024,0.0008,0.001241481
60,9,9,9,45,180,63,39,9,24,48,18,93,96,30,27,21,171,48.8,2005.76,34.5,60.75,46.66666667,24,171,,480,0.001333333,0.0002,0.0002,0.0002,0.001,0.004,0.0014,0.000866667,0.0002,0.000533333,0.001066667,0.0004,0.002066667,0.002133333,0.000666667,0.001084444
51,147,30,9,18,27,31,39,9,108,49,73,66,78,45,27,42,21,52,1340.4,30,55.5,55.33333333,34.5,21,,490,0.001133333,0.003266667,0.000666667,0.0002,0.0004,0.0006,0.000688889,0.000866667,0.0002,0.0024,0.001088889,0.001622222,0.001466667,0.001733333,0.001,0.001155556
60,30,18,21,36,9,54,24,27,69,21,129,66,45,60,9,87,0,44.6,856.64,40.5,23.25,55,48,0,,500,0.001333333,0.000666667,0.0004,0.000466667,0.0008,0.0002,0.0012,0.000533333,0.0006,0.001533333,0.000466667,0.002866667,0.001466667,0.001,0.001333333,0.000991111
18,39,18,18,36,51,54,0,9,0,9,69,51,96,297,9,45,9,51,5016,18,36,65,27,9,,510,0.0004,0.000866667,0.0004,0.0004,0.0008,0.001133333,0.0012,0,0.0002,0,0.0002,0.001533333,0.001133333,0.002133333,0.0066,0.001133333
18,9,9,51,45,51,0,21,9,0,51,9,36,54,123,18,18,18,32.4,967.44,34.5,28.5,33.66666667,18,18,,520,0.0004,0.0002,0.0002,0.001133333,0.001,0.001133333,0,0.000466667,0.0002,0,0.001133333,0.0002,0.0008,0.0012,0.002733333,0.00072
114,0,0,69,36,0,0,21,24,0,30,70,9,135,102,36,72,9,40.66666667,1984.888889,91.5,9,43.44444444,54,9,,530,0.002533333,0,0,0.001533333,0.0008,0,0,0.000466667,0.000533333,0,0.000666667,0.001555556,0.0002,0.003,0.002266667,0.000903704
234,18,0,78,27,0,0,21,9,6,30,132,0,144,18,147,0,18,47.8,4504.16,156,11.25,40,73.5,18,,540,0.0052,0.0004,0,0.001733333,0.0006,0,0,0.000466667,0.0002,0.000133333,0.000666667,0.002933333,0,0.0032,0.0004,0.001062222
225,39,9,0,27,0,0,21,9,12,34,70,9,108,66,198,0,27,41.93333333,3293.528889,112.5,18.75,36.55555556,99,27,,550,0.005,0.000866667,0.0002,0,0.0006,0,0,0.000466667,0.0002,0.000266667,0.000755556,0.001555556,0.0002,0.0024,0.001466667,0.000931852
54,21,0,30,57,21,0,10,4,30,9,9,9,108,93,9,0,30,30.33333333,1047.822222,42,24.75,30.22222222,4.5,30,,560,0.0012,0.000466667,0,0.000666667,0.001266667,0.000466667,0,0.000222222,8.88889E-05,0.000666667,0.0002,0.0002,0.0002,0.0024,0.002066667,0.000674074
0,9,9,60,48,27,0,0,0,21,0,4,4,18,27,99,66,9,15.13333333,325.7155556,30,23.25,8.222222222,82.5,9,,570,0,0.0002,0.0002,0.001333333,0.001066667,0.0006,0,0,0,0.000466667,0,8.88889E-05,8.88889E-05,0.0004,0.0006,0.000336296
21,9,0,51,9,18,0,0,0,9,0,0,0,30,27,99,75,9,11.6,214.64,36,9,7.333333333,87,9,,580,0.000466667,0.0002,0,0.001133333,0.0002,0.0004,0,0,0,0.0002,0,0,0,0.000666667,0.0006,0.000257778
