S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,
309,357,318,138,192,219,228,348,213,237,228,255,213,411,0,204,0,0,244.4,9191.84,223.5,271.5,237,102,0,,220,0.009967742,0.011516129,0.010258065,0.004451613,0.006193548,0.007064516,0.007354839,0.011225806,0.006870968,0.007645161,0.007354839,0.008225806,0.006870968,0.013258065,0,0.007883871
246,252,234,75,132,159,228,348,240,237,228,111,174,228,0,9,0,0,192.8,6863.36,160.5,194.25,199.3333333,4.5,0,,230,0.007935484,0.008129032,0.007548387,0.002419355,0.004258065,0.005129032,0.007354839,0.011225806,0.007741935,0.007645161,0.007354839,0.003580645,0.005612903,0.007354839,0,0.006219355
315,318,195,105,135,312,231,348,240,202,153,93,120,225,0,9,0,0,199.4666667,9207.715556,210,240,179.1111111,4.5,0,,240,0.01016129,0.010258065,0.006290323,0.003387097,0.004354839,0.010064516,0.007451613,0.011225806,0.007741935,0.006516129,0.004935484,0.003,0.003870968,0.007258065,0,0.006434409
228,267,333,189,135,291,117,414,159,147,192,75,120,261,0,9,0,0,195.2,10548.56,208.5,256.5,165,4.5,0,,250,0.007354839,0.008612903,0.010741935,0.006096774,0.004354839,0.009387097,0.003774194,0.013354839,0.005129032,0.004741935,0.006193548,0.002419355,0.003870968,0.008419355,0,0.006296774
183,360,360,81,165,195,255,366,207,171,60,87,142,309,0,9,0,0,196.0666667,12383.52889,132,270,177.4444444,4.5,0,,260,0.005903226,0.011612903,0.011612903,0.002612903,0.005322581,0.006290323,0.008225806,0.011806452,0.006677419,0.005516129,0.001935484,0.002806452,0.004580645,0.009967742,0,0.006324731
162,243,102,63,216,156,183,309,207,150,72,99,99,150,0,0,0,0,147.4,5757.44,112.5,179.25,141,0,0,,270,0.005225806,0.00783871,0.003290323,0.002032258,0.006967742,0.005032258,0.005903226,0.009967742,0.006677419,0.00483871,0.002322581,0.003193548,0.003193548,0.00483871,0,0.004754839
144,243,75,51,435,252,228,162,202,42,72,118,120,93,0,9,0,0,149.1333333,11338.78222,97.5,251.25,115.2222222,4.5,0,,280,0.004645161,0.00783871,0.002419355,0.001645161,0.014032258,0.008129032,0.007354839,0.005225806,0.006516129,0.001354839,0.002322581,0.003806452,0.003870968,0.003,0,0.004810753
330,159,93,96,363,231,228,162,348,90,72,138,156,0,0,0,33,0,164.4,12517.44,213,211.5,132.6666667,16.5,0,,290,0.010645161,0.005129032,0.003,0.003096774,0.011709677,0.007451613,0.007354839,0.005225806,0.011225806,0.002903226,0.002322581,0.004451613,0.005032258,0,0,0.005303226
156,444,93,30,267,261,141,162,348,138,72,88,99,0,0,0,0,0,153.2666667,15138.19556,93,266.25,116.4444444,0,0,,300,0.005032258,0.014322581,0.003,0.000967742,0.008612903,0.008419355,0.004548387,0.005225806,0.011225806,0.004451613,0.002322581,0.00283871,0.003193548,0,0,0.004944086
153,483,96,21,123,255,135,237,238,117,138,39,99,0,0,0,0,0,142.2666667,14533.66222,87,239.25,111.4444444,0,0,,310,0.004935484,0.015580645,0.003096774,0.000677419,0.003967742,0.008225806,0.004354839,0.007645161,0.007677419,0.003774194,0.004451613,0.001258065,0.003193548,0,0,0.004589247
210,552,36,51,123,183,117,105,138,18,159,66,99,0,0,0,0,0,123.8,16996.16,130.5,223.5,78,0,0,,320,0.006774194,0.017806452,0.00116129,0.001645161,0.003967742,0.005903226,0.003774194,0.003387097,0.004451613,0.000580645,0.005129032,0.002129032,0.003193548,0,0,0.003993548
99,234,87,72,165,108,54,231,138,87,60,93,141,0,0,18,0,0,104.6,4473.44,85.5,148.5,89.33333333,9,0,,330,0.003193548,0.007548387,0.002806452,0.002322581,0.005322581,0.003483871,0.001741935,0.007451613,0.004451613,0.002806452,0.001935484,0.003,0.004548387,0,0,0.003374194
66,168,99,30,144,123,45,210,84,144,39,88,57,114,0,18,33,0,94.06666667,3056.328889,48,133.5,86.77777778,25.5,0,,340,0.002129032,0.005419355,0.003193548,0.000967742,0.004645161,0.003967742,0.001451613,0.006774194,0.002709677,0.004645161,0.001258065,0.00283871,0.00183871,0.003677419,0,0.003034409
84,75,87,9,189,114,45,279,9,144,39,84,189,99,0,36,33,0,96.4,5629.04,46.5,116.25,98.66666667,34.5,0,,350,0.002709677,0.002419355,0.002806452,0.000290323,0.006096774,0.003677419,0.001451613,0.009,0.000290323,0.004645161,0.001258065,0.002709677,0.006096774,0.003193548,0,0.003109677
69,84,36,57,180,135,49,279,9,109,39,42,177,39,0,18,0,0,86.93333333,5464.328889,63,108.75,82.55555556,9,0,,360,0.002225806,0.002709677,0.00116129,0.00183871,0.005806452,0.004354839,0.001580645,0.009,0.000290323,0.003516129,0.001258065,0.001354839,0.005709677,0.001258065,0,0.002804301
39,18,36,36,45,111,81,262,49,63,42,0,177,18,0,18,0,0,65.13333333,4675.982222,37.5,52.5,76.88888889,9,0,,370,0.001258065,0.000580645,0.00116129,0.00116129,0.001451613,0.003580645,0.002612903,0.008451613,0.001580645,0.002032258,0.001354839,0,0.005709677,0.000580645,0,0.002101075
81,60,108,36,45,84,111,159,42,33,51,4,112,39,0,18,0,0,64.33333333,1817.155556,58.5,74.25,61.22222222,9,0,,380,0.002612903,0.001935484,0.003483871,0.00116129,0.001451613,0.002709677,0.003580645,0.005129032,0.001354839,0.001064516,0.001645161,0.000129032,0.003612903,0.001258065,0,0.002075269
90,153,126,27,27,18,18,132,42,39,60,9,72,72,0,9,0,0,59,2135.6,58.5,81,49.33333333,4.5,0,,390,0.002903226,0.004935484,0.004064516,0.000870968,0.000870968,0.000580645,0.000580645,0.004258065,0.001354839,0.001258065,0.001935484,0.000290323,0.002322581,0.002322581,0,0.001903226
60,60,63,18,57,9,45,165,36,30,60,13,102,105,0,0,9,0,54.86666667,1754.115556,39,47.25,61.77777778,4.5,0,,400,0.001935484,0.001935484,0.002032258,0.000580645,0.00183871,0.000290323,0.001451613,0.005322581,0.00116129,0.000967742,0.001935484,0.000419355,0.003290323,0.003387097,0,0.001769892
48,51,18,66,27,51,45,195,132,38,60,18,84,105,0,0,0,0,62.53333333,2345.448889,57,36.75,75.22222222,0,0,,410,0.001548387,0.001645161,0.000580645,0.002129032,0.000870968,0.001645161,0.001451613,0.006290323,0.004258065,0.001225806,0.001935484,0.000580645,0.002709677,0.003387097,0,0.002017204
90,111,30,66,18,81,36,195,132,46,49,54,132,92,0,0,0,0,75.46666667,2479.982222,78,60,81.77777778,0,0,,420,0.002903226,0.003580645,0.000967742,0.002129032,0.000580645,0.002612903,0.00116129,0.006290323,0.004258065,0.001483871,0.001580645,0.001741935,0.004258065,0.002967742,0,0.002434409
39,279,18,30,9,0,93,195,96,51,42,90,132,79,0,18,0,0,76.86666667,5603.982222,34.5,76.5,86.44444444,9,0,,430,0.001258065,0.009,0.000580645,0.000967742,0.000290323,0,0.003,0.006290323,0.003096774,0.001645161,0.001354839,0.002903226,0.004258065,0.002548387,0,0.00247957
81,195,9,39,69,0,111,246,57,18,18,66,75,66,0,0,9,0,70,4568,60,68.25,73,4.5,0,,440,0.002612903,0.006290323,0.000290323,0.001258065,0.002225806,0,0.003580645,0.007935484,0.00183871,0.000580645,0.000580645,0.002129032,0.002419355,0.002129032,0,0.002258065
81,48,66,27,18,30,81,255,57,9,18,42,48,33,0,0,9,9,54.2,3433.76,54,40.5,60.33333333,4.5,9,,450,0.002612903,0.001548387,0.002129032,0.000870968,0.000580645,0.000967742,0.002612903,0.008225806,0.00183871,0.000290323,0.000580645,0.001354839,0.001548387,0.001064516,0,0.001748387
48,81,66,9,9,27,18,99,33,30,42,64,66,18,0,0,0,0,40.66666667,797.2888889,28.5,45.75,41.11111111,0,0,,460,0.001548387,0.002612903,0.002129032,0.000290323,0.000290323,0.000870968,0.000580645,0.003193548,0.001064516,0.000967742,0.001354839,0.002064516,0.002129032,0.000580645,0,0.001311828
51,81,75,0,9,18,18,183,0,23,42,87,18,9,0,0,0,9,40.93333333,2275.928889,25.5,45.75,42.22222222,0,9,,470,0.001645161,0.002612903,0.002419355,0,0.000290323,0.000580645,0.000580645,0.005903226,0,0.000741935,0.001354839,0.002806452,0.000580645,0.000290323,0,0.00132043
18,48,57,0,57,18,31,183,0,16,21,43,9,18,0,0,0,18,34.6,1926.24,9,45,35.66666667,0,18,,480,0.000580645,0.001548387,0.00183871,0,0.00183871,0.000580645,0.001,0.005903226,0,0.000516129,0.000677419,0.001387097,0.000290323,0.000580645,0,0.001116129
48,117,48,33,57,90,36,183,30,30,9,0,9,9,0,9,9,18,46.6,2332.64,40.5,78,34,9,18,,490,0.001548387,0.003774194,0.001548387,0.001064516,0.00183871,0.002903226,0.00116129,0.005903226,0.000967742,0.000967742,0.000290323,0,0.000290323,0.000290323,0,0.001503226
60,159,48,42,27,90,0,108,18,21,27,21,9,18,0,9,9,9,43.2,1852.56,51,81,24.66666667,9,9,,500,0.001935484,0.005129032,0.001548387,0.001354839,0.000870968,0.002903226,0,0.003483871,0.000580645,0.000677419,0.000870968,0.000677419,0.000290323,0.000580645,0,0.001393548
39,93,18,0,27,21,18,48,18,54,9,42,9,18,0,0,0,0,27.6,557.04,19.5,39.75,24,0,0,,510,0.001258065,0.003,0.000580645,0,0.000870968,0.000677419,0.000580645,0.001548387,0.000580645,0.001741935,0.000290323,0.001354839,0.000290323,0.000580645,0,0.000890323
0,9,18,18,9,42,45,51,18,9,0,25,18,78,0,0,0,9,22.66666667,462.0888889,9,19.5,27.11111111,0,9,,520,0,0.000290323,0.000580645,0.000580645,0.000290323,0.001354839,0.001451613,0.001645161,0.000580645,0.000290323,0,0.000806452,0.000580645,0.002516129,0,0.000731183
30,9,9,9,9,30,45,81,9,6,0,9,36,87,0,9,9,9,24.6,713.04,19.5,14.25,30.33333333,9,9,,530,0.000967742,0.000290323,0.000290323,0.000290323,0.000290323,0.000967742,0.001451613,0.002612903,0.000290323,0.000193548,0,0.000290323,0.00116129,0.002806452,0,0.000793548
30,30,36,0,57,18,31,81,9,3,33,9,9,9,0,0,9,0,23.66666667,480.7555556,15,35.25,20.44444444,4.5,0,,540,0.000967742,0.000967742,0.00116129,0,0.00183871,0.000580645,0.001,0.002612903,0.000290323,9.67742E-05,0.001064516,0.000290323,0.000290323,0.000290323,0,0.000763441
9,9,27,0,39,18,9,96,9,9,45,9,9,123,0,0,0,0,27.4,1216.64,4.5,23.25,34.33333333,0,0,,550,0.000290323,0.000290323,0.000870968,0,0.001258065,0.000580645,0.000290323,0.003096774,0.000290323,0.000290323,0.001451613,0.000290323,0.000290323,0.003967742,0,0.000883871
21,30,18,18,108,9,18,195,0,9,75,4,13,123,0,0,0,0,42.73333333,3047.395556,19.5,41.25,48.55555556,0,0,,560,0.000677419,0.000967742,0.000580645,0.000580645,0.003483871,0.000290323,0.000580645,0.006290323,0,0.000290323,0.002419355,0.000129032,0.000419355,0.003967742,0,0.001378495
30,0,9,9,108,0,18,123,0,9,51,0,0,9,0,30,0,0,24.4,1467.44,19.5,29.25,23.33333333,15,0,,570,0.000967742,0,0.000290323,0.000290323,0.003483871,0,0.000580645,0.003967742,0,0.000290323,0.001645161,0,0,0.000290323,0,0.000787097
9,21,0,0,48,9,9,93,10,0,18,4,9,9,0,30,18,0,15.93333333,562.0622222,4.5,19.5,16.88888889,24,0,,580,0.000290323,0.000677419,0,0,0.001548387,0.000290323,0.000290323,0.003,0.000322581,0,0.000580645,0.000129032,0.000290323,0.000290323,0,0.000513978
21,138,39,0,39,9,9,114,21,0,18,9,9,0,0,0,9,0,28.4,1634.24,10.5,56.25,20,4.5,0,,590,0.000677419,0.004451613,0.001258065,0,0.001258065,0.000290323,0.000290323,0.003677419,0.000677419,0,0.000580645,0.000290323,0.000290323,0,0,0.000916129
