S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,
234,18,0,78,27,0,0,21,9,6,30,132,0,144,18,147,0,18,47.8,4504.16,156,11.25,40,73.5,18,,,,,,,,,,,,,,,,,,
225,39,9,0,27,0,0,21,9,12,34,70,9,108,66,198,0,27,41.93333333,3293.528889,112.5,18.75,36.55555556,99,27,,,,,,,,,,,,,,,,,,
54,21,0,30,57,21,0,10,4,30,9,9,9,108,93,9,0,30,30.33333333,1047.822222,42,24.75,30.22222222,4.5,30,,,,,,,,,,,,,,,,,,
0,9,9,60,48,27,0,0,0,21,0,4,4,18,27,99,66,9,15.13333333,325.7155556,30,23.25,8.222222222,82.5,9,,,,,,,,,,,,,,,,,,
21,9,0,51,9,18,0,0,0,9,0,0,0,30,27,99,75,9,11.6,214.64,36,9,7.333333333,87,9,,,,,,,,,,,,,,,,,,
135,0,0,33,9,9,0,0,45,9,0,0,0,21,27,18,0,0,19.2,1148.16,84,4.5,11.33333333,9,0,,,,,,,,,,,,,,,,,,
114,0,30,0,0,42,0,0,81,4,0,0,0,9,18,27,9,21,19.86666667,1114.782222,57,18,12.44444444,18,21,,0,0.003081081,0,0.000810811,0,0,0.001135135,0,0,0.002189189,0.000108108,0,0,0,0.000243243,0.000486486,
0,42,486,0,18,51,18,0,81,18,4,0,0,9,93,9,0,9,54.66666667,14134.22222,0,149.25,24.77777778,4.5,9,,10,0,0.001135135,0.013135135,0,0.000486486,0.001378378,0.000486486,0,0.002189189,0.000486486,0.000108108,0,0,0.000243243,0.002513514,
18,21,855,0,18,6240,27,0,40,0,0,0,0,21,93,0,0,9,488.8666667,2406418.249,9,1783.5,20.11111111,0,9,,20,0.000486486,0.000567568,0.023108108,0,0.000486486,0.168648649,0.00072973,0,0.001081081,0,0,0,0,0.000567568,0.002513514,
135,9,1452,30,39,15354,36,21,9,27,0,562,13,63,9,18,30,9,1183.933333,14478099,82.5,4213.5,82.22222222,24,9,,30,0.003648649,0.000243243,0.039243243,0.000810811,0.001054054,0.414972973,0.000972973,0.000567568,0.000243243,0.00072973,0,0.015189189,0.000351351,0.001702703,0.000243243,
177,9,87,27,9,23058,45,210,9,48,0,1125,114,96,9,9,30,39,1668.2,32753614.16,102,5790.75,184,19.5,39,,40,0.004783784,0.000243243,0.002351351,0.00072973,0.000243243,0.623189189,0.001216216,0.005675676,0.000243243,0.001297297,0,0.030405405,0.003081081,0.002594595,0.000243243,
156,0,45,39,45,23790,117,447,22,306,132,973,219,120,0,0,0,39,1760.733333,34721694.06,97.5,5970,259.5555556,0,39,,50,0.004216216,0,0.001216216,0.001054054,0.001216216,0.642972973,0.003162162,0.012081081,0.000594595,0.00827027,0.003567568,0.026297297,0.005918919,0.003243243,0,
297,9,54,93,162,24441,117,222,255,407,132,822,168,345,117,0,0,0,1842.733333,36513418.73,195,6166.5,287.2222222,0,0,,60,0.008027027,0.000243243,0.001459459,0.002513514,0.004378378,0.660567568,0.003162162,0.006,0.006891892,0.011,0.003567568,0.022216216,0.004540541,0.009324324,0.003162162,
312,18,75,174,354,37710,121,222,255,508,139,1146,201,504,258,0,9,9,2799.8,87120027.76,243,9539.25,372.6666667,4.5,9,,70,0.008432432,0.000486486,0.002027027,0.004702703,0.009567568,1.019189189,0.00327027,0.006,0.006891892,0.01372973,0.003756757,0.030972973,0.005432432,0.013621622,0.006972973,0.07567027
588,18,102,300,429,13578,162,207,501,747,603,1470,201,528,123,0,0,9,1303.8,10882073.76,444,3531.75,504.6666667,0,9,,80,0.015891892,0.000486486,0.002756757,0.008108108,0.011594595,0.366972973,0.004378378,0.005594595,0.013540541,0.020189189,0.016297297,0.03972973,0.005432432,0.01427027,0.003324324,0.035237838
771,129,102,129,471,6582,153,246,774,756,456,1027,246,381,144,114,0,0,824.4666667,2448675.182,450,1821,464.7777778,57,0,,90,0.020837838,0.003486486,0.002756757,0.003486486,0.01272973,0.177891892,0.004135135,0.006648649,0.020918919,0.020432432,0.012324324,0.027756757,0.006648649,0.010297297,0.003891892,0.022282883
606,417,288,180,429,1014,225,390,774,873,714,585,399,450,279,162,30,96,508.2,56679.36,393,537,521,96,96,,100,0.016378378,0.01127027,0.007783784,0.004864865,0.011594595,0.027405405,0.006081081,0.010540541,0.020918919,0.023594595,0.019297297,0.015810811,0.010783784,0.012162162,0.007540541,0.013735135
408,489,354,465,444,501,348,381,837,657,975,622,606,483,411,315,48,114,532.0666667,30285.12889,436.5,447,591.1111111,181.5,114,,110,0.011027027,0.013216216,0.009567568,0.012567568,0.012,0.013540541,0.009405405,0.010297297,0.022621622,0.017756757,0.026351351,0.016810811,0.016378378,0.013054054,0.011108108,0.01438018
465,450,372,330,348,405,348,423,582,695,975,660,369,411,381,459,27,18,480.9333333,29328.99556,397.5,393.75,538.2222222,243,18,,120,0.012567568,0.012162162,0.010054054,0.008918919,0.009405405,0.010945946,0.009405405,0.011432432,0.01572973,0.018783784,0.026351351,0.017837838,0.009972973,0.011108108,0.010297297,0.012998198
516,321,399,531,276,558,282,423,582,733,757,589,318,678,240,399,39,18,480.2,27464.16,523.5,388.5,511.3333333,219,18,,130,0.013945946,0.008675676,0.010783784,0.014351351,0.007459459,0.015081081,0.007621622,0.011432432,0.01572973,0.019810811,0.020459459,0.015918919,0.008594595,0.018324324,0.006486486,0.012978378
459,336,363,402,342,501,429,396,570,585,435,519,318,423,201,297,60,48,418.6,9569.84,430.5,385.5,430.6666667,178.5,48,,140,0.012405405,0.009081081,0.009810811,0.010864865,0.009243243,0.013540541,0.011594595,0.010702703,0.015405405,0.015810811,0.011756757,0.014027027,0.008594595,0.011432432,0.005432432,0.011313514
342,420,261,297,477,519,381,360,549,573,516,427,219,378,264,324,234,30,398.8666667,11585.44889,319.5,419.25,407.4444444,279,30,,150,0.009243243,0.011351351,0.007054054,0.008027027,0.012891892,0.014027027,0.010297297,0.00972973,0.014837838,0.015486486,0.013945946,0.011540541,0.005918919,0.010216216,0.007135135,0.01078018
420,372,225,204,477,432,189,216,549,312,402,336,189,318,246,549,348,93,325.8,12131.76,312,376.5,306.3333333,448.5,93,,160,0.011351351,0.010054054,0.006081081,0.005513514,0.012891892,0.011675676,0.005108108,0.005837838,0.014837838,0.008432432,0.010864865,0.009081081,0.005108108,0.008594595,0.006648649,0.008805405
372,300,297,246,462,429,117,198,499,258,315,285,195,579,300,585,489,93,323.4666667,14487.18222,309,372,305.1111111,537,93,,170,0.010054054,0.008108108,0.008027027,0.006648649,0.012486486,0.011594595,0.003162162,0.005351351,0.013486486,0.006972973,0.008513514,0.007702703,0.00527027,0.015648649,0.008108108,0.008742342
636,345,189,258,180,489,117,183,240,263,315,234,180,309,360,345,291,30,286.5333333,16747.71556,447,300.75,244.5555556,318,30,,180,0.017189189,0.009324324,0.005108108,0.006972973,0.004864865,0.013216216,0.003162162,0.004945946,0.006486486,0.007108108,0.008513514,0.006324324,0.004864865,0.008351351,0.00972973,0.007744144
702,153,249,222,201,429,103,183,240,268,334,256,213,333,318,336,177,39,280.2666667,18779.66222,462,258,249.7777778,256.5,39,,190,0.018972973,0.004135135,0.00672973,0.006,0.005432432,0.011594595,0.002783784,0.004945946,0.006486486,0.007243243,0.009027027,0.006918919,0.005756757,0.009,0.008594595,0.007574775
675,189,171,207,183,249,267,141,316,483,255,279,213,267,222,252,513,60,274.4666667,17471.31556,441,198,271.4444444,382.5,60,,200,0.018243243,0.005108108,0.004621622,0.005594595,0.004945946,0.00672973,0.007216216,0.003810811,0.008540541,0.013054054,0.006891892,0.007540541,0.005756757,0.007216216,0.006,0.007418018
570,255,174,351,348,558,258,270,390,378,273,288,247,195,213,306,657,120,317.8666667,13107.04889,460.5,333.75,279.1111111,481.5,120,,210,0.015405405,0.006891892,0.004702703,0.009486486,0.009405405,0.015081081,0.006972973,0.007297297,0.010540541,0.010216216,0.007378378,0.007783784,0.006675676,0.00527027,0.005756757,0.008590991
444,399,93,174,171,330,63,108,390,267,297,297,174,246,249,282,180,120,246.8,12532.16,309,248.25,232.3333333,231,120,,220,0.012,0.010783784,0.002513514,0.004702703,0.004621622,0.008918919,0.001702703,0.002918919,0.010540541,0.007216216,0.008027027,0.008027027,0.004702703,0.006648649,0.00672973,0.00667027
372,348,228,177,93,297,126,132,288,207,423,358,117,339,237,258,18,174,249.4666667,10474.64889,274.5,241.5,247.4444444,138,174,,230,0.010054054,0.009405405,0.006162162,0.004783784,0.002513514,0.008027027,0.003405405,0.003567568,0.007783784,0.005594595,0.011432432,0.009675676,0.003162162,0.009162162,0.006405405,0.006742342
