S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,
180,27,108,48,219,114,9,108,21,42,60,52,109,63,99,45,18,30,83.93333333,3219.128889,114,117,62.55555556,31.5,30,,320,0.0075,0.001125,0.0045,0.002,0.009125,0.00475,0.000375,0.0045,0.000875,0.00175,0.0025,0.002166667,0.004541667,0.002625,0.004125,0.003497222
114,99,39,27,177,120,45,90,21,63,114,9,72,87,129,114,9,42,80.4,2054.64,70.5,108.75,70,61.5,42,,330,0.00475,0.004125,0.001625,0.001125,0.007375,0.005,0.001875,0.00375,0.000875,0.002625,0.00475,0.000375,0.003,0.003625,0.005375,0.00335
18,120,9,9,84,114,9,39,40,18,96,13,63,42,99,45,9,0,51.53333333,1569.848889,13.5,81.75,46.55555556,27,0,,340,0.00075,0.005,0.000375,0.000375,0.0035,0.00475,0.000375,0.001625,0.001666667,0.00075,0.004,0.000541667,0.002625,0.00175,0.004125,0.002147222
51,141,0,27,57,153,9,60,27,15,96,18,27,141,114,27,9,0,62.4,2616.24,39,87.75,56.33333333,18,0,,350,0.002125,0.005875,0,0.001125,0.002375,0.006375,0.000375,0.0025,0.001125,0.000625,0.004,0.00075,0.001125,0.005875,0.00475,0.0026
111,96,9,51,240,27,9,60,27,12,69,40,54,213,51,75,0,0,71.26666667,4544.328889,81,93,59.44444444,37.5,0,,360,0.004625,0.004,0.000375,0.002125,0.01,0.001125,0.000375,0.0025,0.001125,0.0005,0.002875,0.001666667,0.00225,0.008875,0.002125,0.002969444
57,87,48,33,378,18,54,39,18,0,42,63,54,141,81,36,60,0,74.2,7645.76,45,132.75,54.66666667,48,0,,370,0.002375,0.003625,0.002,0.001375,0.01575,0.00075,0.00225,0.001625,0.00075,0,0.00175,0.002625,0.00225,0.005875,0.003375,0.003091667
72,51,57,42,195,18,54,69,9,21,9,67,51,36,90,36,114,0,56.06666667,1917.395556,57,80.25,45.11111111,75,0,,380,0.003,0.002125,0.002375,0.00175,0.008125,0.00075,0.00225,0.002875,0.000375,0.000875,0.000375,0.002791667,0.002125,0.0015,0.00375,0.002336111
93,81,45,18,75,0,27,69,9,63,18,72,75,18,69,27,96,0,48.8,881.36,55.5,50.25,46.66666667,61.5,0,,390,0.003875,0.003375,0.001875,0.00075,0.003125,0,0.001125,0.002875,0.000375,0.002625,0.00075,0.003,0.003125,0.00075,0.002875,0.002033333
114,39,27,9,54,0,27,27,9,63,18,36,45,39,39,78,78,0,36.4,704.24,61.5,30,33.66666667,78,0,,400,0.00475,0.001625,0.001125,0.000375,0.00225,0,0.001125,0.001125,0.000375,0.002625,0.00075,0.0015,0.001875,0.001625,0.001625,0.001516667
81,21,36,9,27,21,27,69,0,57,18,0,27,174,72,78,135,0,42.6,1838.64,45,26.25,49.33333333,106.5,0,,410,0.003375,0.000875,0.0015,0.000375,0.001125,0.000875,0.001125,0.002875,0,0.002375,0.00075,0,0.001125,0.00725,0.003,0.001775
51,9,45,30,117,30,22,69,0,75,9,16,36,150,117,27,18,18,51.73333333,1916.195556,40.5,50.25,54.88888889,22.5,18,,420,0.002125,0.000375,0.001875,0.00125,0.004875,0.00125,0.000916667,0.002875,0,0.003125,0.000375,0.000666667,0.0015,0.00625,0.004875,0.002155556
90,9,36,9,141,27,36,49,4,0,9,33,36,78,84,18,9,18,42.73333333,1472.995556,49.5,53.25,36.55555556,13.5,18,,430,0.00375,0.000375,0.0015,0.000375,0.005875,0.001125,0.0015,0.002041667,0.000166667,0,0.000375,0.001375,0.0015,0.00325,0.0035,0.001780556
39,9,45,9,132,9,18,165,0,0,39,64,22,45,63,18,0,0,43.93333333,2126.995556,24,48.75,46.22222222,9,0,,440,0.001625,0.000375,0.001875,0.000375,0.0055,0.000375,0.00075,0.006875,0,0,0.001625,0.002666667,0.000916667,0.001875,0.002625,0.001830556
57,9,18,18,48,9,45,207,0,9,57,96,36,27,54,27,9,18,46,2465.6,37.5,21,59,18,18,,450,0.002375,0.000375,0.00075,0.00075,0.002,0.000375,0.001875,0.008625,0,0.000375,0.002375,0.004,0.0015,0.001125,0.00225,0.001916667
27,45,0,18,39,9,54,72,0,9,18,48,66,9,48,27,9,51,30.8,533.36,22.5,23.25,36,18,51,,460,0.001125,0.001875,0,0.00075,0.001625,0.000375,0.00225,0.003,0,0.000375,0.00075,0.002,0.00275,0.000375,0.002,0.001283333
39,33,0,9,0,9,54,63,9,9,18,0,66,9,66,9,0,42,25.6,607.04,24,10.5,32.66666667,4.5,42,,470,0.001625,0.001375,0,0.000375,0,0.000375,0.00225,0.002625,0.000375,0.000375,0.00075,0,0.00275,0.000375,0.00275,0.001066667
27,42,0,0,57,18,27,63,9,18,13,144,0,153,36,27,21,0,40.46666667,2147.715556,13.5,29.25,51.44444444,24,0,,480,0.001125,0.00175,0,0,0.002375,0.00075,0.001125,0.002625,0.000375,0.00075,0.000541667,0.006,0,0.006375,0.0015,0.001686111
9,18,9,33,39,18,0,36,4,9,9,288,0,30,147,18,21,0,43.26666667,5484.462222,21,21,58.11111111,19.5,0,,490,0.000375,0.00075,0.000375,0.001375,0.001625,0.00075,0,0.0015,0.000166667,0.000375,0.000375,0.012,0,0.00125,0.006125,0.001802778
63,9,9,96,9,18,0,0,0,9,9,184,13,21,42,18,0,18,32.13333333,2310.382222,79.5,11.25,30.88888889,9,18,,500,0.002625,0.000375,0.000375,0.004,0.000375,0.00075,0,0,0,0.000375,0.000375,0.007666667,0.000541667,0.000875,0.00175,0.001338889
54,21,9,48,9,135,9,30,0,9,0,81,0,0,33,0,9,18,29.2,1331.36,51,43.5,18,4.5,18,,510,0.00225,0.000875,0.000375,0.002,0.000375,0.005625,0.000375,0.00125,0,0.000375,0,0.003375,0,0,0.001375,0.001216667
0,30,18,18,18,117,18,30,9,9,33,40,0,0,45,18,9,9,25.66666667,785.2888889,9,45.75,20.44444444,13.5,9,,520,0,0.00125,0.00075,0.00075,0.00075,0.004875,0.00075,0.00125,0.000375,0.000375,0.001375,0.001666667,0,0,0.001875,0.001069444
0,18,18,0,18,0,18,0,27,9,33,0,9,0,45,18,0,9,13,184.4,0,13.5,15.66666667,9,9,,530,0,0.00075,0.00075,0,0.00075,0,0.00075,0,0.001125,0.000375,0.001375,0,0.000375,0,0.001875,0.000541667
0,18,18,0,0,0,13,0,27,0,49,0,36,0,0,0,0,9,10.73333333,234.3288889,0,9,13.88888889,0,9,,540,0,0.00075,0.00075,0,0,0,0.000541667,0,0.001125,0,0.002041667,0,0.0015,0,0,0.000447222
9,9,27,0,27,9,0,9,18,0,9,0,36,0,0,0,0,9,10.2,128.16,4.5,18,8,0,9,,550,0.000375,0.000375,0.001125,0,0.001125,0.000375,0,0.000375,0.00075,0,0.000375,0,0.0015,0,0,0.000425
30,30,18,9,225,36,18,0,9,0,0,9,18,21,0,9,0,9,28.2,2896.56,19.5,77.25,8.333333333,4.5,9,,560,0.00125,0.00125,0.00075,0.000375,0.009375,0.0015,0.00075,0,0.000375,0,0,0.000375,0.00075,0.000875,0,0.001175
21,30,0,9,111,111,18,0,9,0,30,18,0,21,0,69,33,0,25.2,1240.56,15,63,10.66666667,51,0,,570,0.000875,0.00125,0,0.000375,0.004625,0.004625,0.00075,0,0.000375,0,0.00125,0.00075,0,0.000875,0,0.00105
0,9,0,0,72,135,9,21,15,0,39,18,27,0,9,78,9,96,23.6,1235.84,0,54,15.33333333,43.5,96,,580,0,0.000375,0,0,0.003,0.005625,0.000375,0.000875,0.000625,0,0.001625,0.00075,0.001125,0,0.000375,0.000983333
