S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,Time,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,
246,126,273,684,0,1578,153,123,99,147,0,636,459,42,0,42,102,348,170741.0769,465,494.25,231,42,51,,30,0.0492,0.0252,0.0546,0.1368,0,0.3156,0.0306,0.0246,0.0198,0.0294,0,0.1272,0.0918,0.0084,
648,240,609,960,0,4350,183,226,99,147,0,636,459,18,0,18,84,658.2307692,1214704.331,804,1299.75,250,18,42,,40,0.1296,0.048,0.1218,0.192,0,0.87,0.0366,0.0452,0.0198,0.0294,0,0.1272,0.0918,0.0036,
2871,1962,1041,852,0,621,183,561,172,226,0,742,390,72,69,39,93,740.0769231,638351.1479,1861.5,906,324.8571429,55.5,81,,50,0.5742,0.3924,0.2082,0.1704,0,0.1242,0.0366,0.1122,0.0344,0.0452,0,0.1484,0.078,0.0144,
2028,2142,1077,837,0,3162,531,561,273,369,0,600,390,72,96,81,123,920.7692308,835196.4852,1432.5,1595.25,389.1428571,76.5,109.5,,60,0.4056,0.4284,0.2154,0.1674,0,0.6324,0.1062,0.1122,0.0546,0.0738,0,0.12,0.078,0.0144,
1422,1566,681,1101,0,1950,1809,1156,273,369,0,861,390,39,87,114,93,890.6153846,411868.0828,1261.5,1049.25,694,76.5,90,,70,0.2844,0.3132,0.1362,0.2202,0,0.39,0.3618,0.2312,0.0546,0.0738,0,0.1722,0.078,0.0078,0.165957143
894,1374,771,993,0,750,1224,1380,693,696,0,840,477,39,81,63,39,776.3076923,176613.4438,943.5,723.75,758.5714286,51,60,,80,0.1788,0.2748,0.1542,0.1986,0,0.15,0.2448,0.276,0.1386,0.1392,0,0.168,0.0954,0.0078,0.144728571
819,654,636,450,0,882,1266,1380,1206,1500,0,531,636,96,39,42,78,766.1538462,211581.0533,634.5,543,931.2857143,69,58.5,,90,0.1638,0.1308,0.1272,0.09,0,0.1764,0.2532,0.276,0.2412,0.3,0,0.1062,0.1272,0.0192,0.143657143
603,486,651,426,0,870,780,1161,1206,1500,0,531,636,75,27,39,48,680.7692308,175722.1775,514.5,501.75,830.5714286,57,37.5,,100,0.1206,0.0972,0.1302,0.0852,0,0.174,0.156,0.2322,0.2412,0.3,0,0.1062,0.1272,0.015,0.1275
780,834,522,450,0,1110,780,708,1488,1348,0,505,654,51,99,51,39,706.0769231,181047.1479,615,616.5,783.2857143,51,69,,110,0.156,0.1668,0.1044,0.09,0,0.222,0.156,0.1416,0.2976,0.2696,0,0.101,0.1308,0.0102,0.131857143
660,429,471,510,0,834,708,708,972,1101,0,573,519,72,75,60,99,575.7692308,95746.7929,585,433.5,654.4285714,66,87,,120,0.132,0.0858,0.0942,0.102,0,0.1668,0.1416,0.1416,0.1944,0.2202,0,0.1146,0.1038,0.0144,0.107957143
564,801,681,489,0,798,669,607,972,1101,0,681,519,81,48,93,108,606.3076923,94352.52071,526.5,570,649.8571429,87,78,,130,0.1128,0.1602,0.1362,0.0978,0,0.1596,0.1338,0.1214,0.1944,0.2202,0,0.1362,0.1038,0.0162,0.113757143
453,534,621,357,0,594,447,414,1032,951,0,663,505,42,72,84,129,505.4615385,82317.47929,405,437.25,573.1428571,63,100.5,,140,0.0906,0.1068,0.1242,0.0714,0,0.1188,0.0894,0.0828,0.2064,0.1902,0,0.1326,0.101,0.0084,0.094471429
558,390,672,342,0,438,597,414,582,759,0,492,549,93,42,117,171,445.6153846,48344.69822,450,375,484.7142857,105,106.5,,150,0.1116,0.078,0.1344,0.0684,0,0.0876,0.1194,0.0828,0.1164,0.1518,0,0.0984,0.1098,0.0186,0.084085714
450,369,576,273,0,402,558,499,582,759,0,492,549,114,72,129,87,423.7692308,45435.40828,361.5,336.75,491.2857143,121.5,79.5,,160,0.09,0.0738,0.1152,0.0546,0,0.0804,0.1116,0.0998,0.1164,0.1518,0,0.0984,0.1098,0.0228,0.080328571
432,369,414,252,0,657,558,423,733,783,0,511,453,81,123,168,105,429.6153846,53610.23669,342,360,494.4285714,124.5,114,,170,0.0864,0.0738,0.0828,0.0504,0,0.1314,0.1116,0.0846,0.1466,0.1566,0,0.1022,0.0906,0.0162,0.080942857
519,153,288,417,0,582,534,423,354,624,0,357,384,36,60,57,57,356.5384615,37650.24852,468,255.75,382.2857143,46.5,58.5,,180,0.1038,0.0306,0.0576,0.0834,0,0.1164,0.1068,0.0846,0.0708,0.1248,0,0.0714,0.0768,0.0072,0.066728571
444,297,345,507,0,306,447,360,354,624,0,417,384,27,51,48,60,345,28705.84615,475.5,237,369.4285714,37.5,55.5,,190,0.0888,0.0594,0.069,0.1014,0,0.0612,0.0894,0.072,0.0708,0.1248,0,0.0834,0.0768,0.0054,0.064457143
300,546,135,567,0,402,270,369,603,663,0,345,364,9,9,48,78,351.0769231,42375.30178,433.5,270.75,373.4285714,28.5,43.5,,200,0.06,0.1092,0.027,0.1134,0,0.0804,0.054,0.0738,0.1206,0.1326,0,0.069,0.0728,0.0018,0.065328571
249,498,327,624,0,429,228,369,636,618,0,330,390,42,9,27,60,361.3846154,40625.46746,436.5,313.5,367.2857143,34.5,34.5,,210,0.0498,0.0996,0.0654,0.1248,0,0.0858,0.0456,0.0738,0.1272,0.1236,0,0.066,0.078,0.0084,0.067714286
300,393,201,393,0,252,318,334,636,618,0,330,390,60,48,60,60,320.3846154,32961.6213,346.5,211.5,375.1428571,60,54,,220,0.06,0.0786,0.0402,0.0786,0,0.0504,0.0636,0.0668,0.1272,0.1236,0,0.066,0.078,0.012,0.060357143
255,417,174,522,0,225,318,246,472,432,0,339,346,27,27,108,48,288.1538462,24504.59172,388.5,204,307.5714286,67.5,37.5,,230,0.051,0.0834,0.0348,0.1044,0,0.045,0.0636,0.0492,0.0944,0.0864,0,0.0678,0.0692,0.0054,0.0539
246,357,201,300,0,195,267,246,273,342,0,312,171,18,18,18,42,223.8461538,11913.97633,273,188.25,230.1428571,18,30,,240,0.0492,0.0714,0.0402,0.06,0,0.039,0.0534,0.0492,0.0546,0.0684,0,0.0624,0.0342,0.0036,0.041828571
204,99,306,135,0,201,207,267,273,342,0,369,171,75,57,72,42,198,12696.92308,169.5,151.5,232.7142857,73.5,49.5,,250,0.0408,0.0198,0.0612,0.027,0,0.0402,0.0414,0.0534,0.0546,0.0684,0,0.0738,0.0342,0.015,0.037842857
333,111,342,249,0,138,225,198,364,325,0,339,253,9,96,72,60,221.3076923,14722.8284,291,147.75,243.4285714,40.5,78,,260,0.0666,0.0222,0.0684,0.0498,0,0.0276,0.045,0.0396,0.0728,0.065,0,0.0678,0.0506,0.0018,0.041228571
387,222,231,237,0,240,225,198,318,321,0,231,591,87,117,18,102,246.2307692,21125.71598,312,173.25,269.1428571,52.5,109.5,,270,0.0774,0.0444,0.0462,0.0474,0,0.048,0.045,0.0396,0.0636,0.0642,0,0.0462,0.1182,0.0174,0.046971429
243,249,156,120,0,264,282,144,318,321,0,231,591,153,60,63,60,224.5384615,21624.71006,181.5,167.25,269.5714286,108,60,,280,0.0486,0.0498,0.0312,0.024,0,0.0528,0.0564,0.0288,0.0636,0.0642,0,0.0462,0.1182,0.0306,0.043885714
258,168,162,147,0,336,282,213,238,411,0,220,396,36,39,93,18,217.7692308,14977.40828,202.5,166.5,251.4285714,64.5,28.5,,290,0.0516,0.0336,0.0324,0.0294,0,0.0672,0.0564,0.0426,0.0476,0.0822,0,0.044,0.0792,0.0072,0.040957143
231,123,99,207,0,291,250,213,159,477,0,117,327,39,27,51,39,191.8461538,16050.28402,219,128.25,220.4285714,45,33,,300,0.0462,0.0246,0.0198,0.0414,0,0.0582,0.05,0.0426,0.0318,0.0954,0,0.0234,0.0654,0.0078,0.036185714
129,336,186,240,0,159,324,187,159,477,0,204,327,21,39,39,123,209.8461538,16604.13018,184.5,170.25,239.7142857,30,81,,310,0.0258,0.0672,0.0372,0.048,0,0.0318,0.0648,0.0374,0.0318,0.0954,0,0.0408,0.0654,0.0042,0.039271429
120,387,141,243,0,198,351,174,265,364,0,207,283,9,84,57,72,210.2307692,14375.25444,181.5,181.5,234.8571429,33,78,,320,0.024,0.0774,0.0282,0.0486,0,0.0396,0.0702,0.0348,0.053,0.0728,0,0.0414,0.0566,0.0018,0.039171429
225,270,135,309,0,144,321,174,603,207,0,123,192,45,51,102,27,207.9230769,22132.22485,267,137.25,231.4285714,73.5,39,,330,0.045,0.054,0.027,0.0618,0,0.0288,0.0642,0.0348,0.1206,0.0414,0,0.0246,0.0384,0.009,0.039257143
234,192,177,120,0,27,135,198,603,207,0,123,192,27,9,90,0,169.8461538,21456.74556,177,99,208.2857143,58.5,4.5,,340,0.0468,0.0384,0.0354,0.024,0,0.0054,0.027,0.0396,0.1206,0.0414,0,0.0246,0.0384,0.0054,0.031928571
180,222,183,69,0,174,135,129,580,190,0,130,163,42,21,78,42,165.7692308,18754.7929,124.5,144.75,189.5714286,60,31.5,,350,0.036,0.0444,0.0366,0.0138,0,0.0348,0.027,0.0258,0.116,0.038,0,0.026,0.0326,0.0084,0.031385714
249,171,132,147,0,228,189,129,441,171,0,156,135,39,51,81,39,165.2307692,11229.86982,198,132.75,174.4285714,60,45,,360,0.0498,0.0342,0.0264,0.0294,0,0.0456,0.0378,0.0258,0.0882,0.0342,0,0.0312,0.027,0.0078,0.031242857
240,99,102,291,159,90,135,151,441,171,0,210,135,105,45,93,69,171.0769231,10958.84024,265.5,112.5,177.5714286,99,57,,370,0.048,0.0198,0.0204,0.0582,0.0318,0.018,0.027,0.0302,0.0882,0.0342,0,0.042,0.027,0.021,0.033271429
171,252,114,237,228,51,228,153,381,135,0,378,186,84,57,39,51,193.3846154,11275.77515,204,161.25,208.7142857,61.5,54,,380,0.0342,0.0504,0.0228,0.0474,0.0456,0.0102,0.0456,0.0306,0.0762,0.027,0,0.0756,0.0372,0.0168,0.037114286
78,189,66,93,237,87,108,153,189,102,0,285,210,27,48,45,9,138.2307692,5897.715976,85.5,144.75,149.5714286,36,28.5,,390,0.0156,0.0378,0.0132,0.0186,0.0474,0.0174,0.0216,0.0306,0.0378,0.0204,0,0.057,0.042,0.0054,0.026057143
102,69,123,102,348,30,63,126,189,102,0,285,210,72,9,54,69,134.5384615,9129.940828,102,142.5,139.2857143,63,39,,400,0.0204,0.0138,0.0246,0.0204,0.0696,0.006,0.0126,0.0252,0.0378,0.0204,0,0.057,0.042,0.0144,0.026014286
30,18,144,72,150,60,63,120,133,124,0,214,174,54,18,57,93,100.1538462,3873.053254,51,93,118.2857143,55.5,55.5,,410,0.006,0.0036,0.0288,0.0144,0.03,0.012,0.0126,0.024,0.0266,0.0248,0,0.0428,0.0348,0.0108,0.019371429
51,18,57,51,159,90,99,120,87,81,0,99,183,30,36,63,39,84.23076923,2426.485207,51,81,95.57142857,46.5,37.5,,420,0.0102,0.0036,0.0114,0.0102,0.0318,0.018,0.0198,0.024,0.0174,0.0162,0,0.0198,0.0366,0.006,0.016071429
69,93,138,72,195,42,90,121,87,81,0,63,183,72,18,51,39,94.92307692,2663.147929,70.5,117,89.28571429,61.5,28.5,,430,0.0138,0.0186,0.0276,0.0144,0.039,0.0084,0.018,0.0242,0.0174,0.0162,0,0.0126,0.0366,0.0144,0.018657143
87,63,210,63,153,9,99,123,103,61,0,99,123,36,51,27,60,91.76923077,2908.177515,75,108.75,86.85714286,31.5,55.5,,440,0.0174,0.0126,0.042,0.0126,0.0306,0.0018,0.0198,0.0246,0.0206,0.0122,0,0.0198,0.0246,0.0072,0.017557143
87,18,96,36,69,117,117,123,210,51,0,81,45,36,60,60,90,80.76923077,2780.946746,61.5,75,89.57142857,48,75,,450,0.0174,0.0036,0.0192,0.0072,0.0138,0.0234,0.0234,0.0246,0.042,0.0102,0,0.0162,0.009,0.0072,0.015514286
132,54,57,39,69,147,144,85,210,51,0,81,45,39,60,60,111,85.69230769,3020.52071,85.5,81.75,88,49.5,85.5,,460,0.0264,0.0108,0.0114,0.0078,0.0138,0.0294,0.0288,0.017,0.042,0.0102,0,0.0162,0.009,0.0078,0.016471429
186,162,96,57,123,81,144,60,174,85,0,81,96,39,9,42,60,103.4615385,2573.325444,121.5,115.5,91.42857143,40.5,34.5,,470,0.0372,0.0324,0.0192,0.0114,0.0246,0.0162,0.0288,0.012,0.0348,0.017,0,0.0162,0.0192,0.0078,0.019771429
288,114,84,69,63,60,126,60,135,102,0,147,120,18,57,9,45,105.2307692,4268.023669,178.5,80.25,98.57142857,13.5,51,,480,0.0576,0.0228,0.0168,0.0138,0.0126,0.012,0.0252,0.012,0.027,0.0204,0,0.0294,0.024,0.0036,0.0198
99,99,63,72,54,51,126,100,135,102,0,120,120,18,114,30,27,87.76923077,1340.946746,85.5,66.75,100.4285714,24,70.5,,490,0.0198,0.0198,0.0126,0.0144,0.0108,0.0102,0.0252,0.02,0.027,0.0204,0,0.024,0.024,0.0036,0.016557143
72,78,75,39,27,96,135,174,151,88,0,90,141,27,117,21,0,89.69230769,2369.597633,55.5,69,111.2857143,24,58.5,,500,0.0144,0.0156,0.015,0.0078,0.0054,0.0192,0.027,0.0348,0.0302,0.0176,0,0.018,0.0282,0.0054,0.017042857
156,171,66,27,84,30,162,174,90,63,0,57,138,36,81,0,90,93.69230769,3337.136095,91.5,87.75,97.71428571,18,85.5,,510,0.0312,0.0342,0.0132,0.0054,0.0168,0.006,0.0324,0.0348,0.018,0.0126,0,0.0114,0.0276,0.0072,0.017914286
111,159,69,60,165,75,63,112,90,63,0,57,138,69,93,9,99,89.38461538,1986.390533,85.5,117,74.71428571,39,96,,520,0.0222,0.0318,0.0138,0.012,0.033,0.015,0.0126,0.0224,0.018,0.0126,0,0.0114,0.0276,0.0138,0.017585714
48,60,108,75,105,135,63,39,76,42,0,82,91,51,69,30,36,71.07692308,1138.686391,61.5,102,56.14285714,40.5,52.5,,530,0.0096,0.012,0.0216,0.015,0.021,0.027,0.0126,0.0078,0.0152,0.0084,0,0.0164,0.0182,0.0102,0.013928571
36,27,156,93,90,72,90,39,126,18,0,129,45,93,39,48,48,70.84615385,2117.822485,64.5,86.25,63.85714286,70.5,43.5,,540,0.0072,0.0054,0.0312,0.0186,0.018,0.0144,0.018,0.0078,0.0252,0.0036,0,0.0258,0.009,0.0186,0.014485714
117,63,153,147,93,21,99,90,126,18,0,36,45,84,18,102,120,77.53846154,2386.863905,132,82.5,59.14285714,93,69,,550,0.0234,0.0126,0.0306,0.0294,0.0186,0.0042,0.0198,0.018,0.0252,0.0036,0,0.0072,0.009,0.0168,0.0156
141,126,114,60,18,81,90,153,99,49,0,81,67,93,51,72,195,83,1880.153846,100.5,84.75,77,82.5,123,,560,0.0282,0.0252,0.0228,0.012,0.0036,0.0162,0.018,0.0306,0.0198,0.0098,0,0.0162,0.0134,0.0186,0.016742857
93,81,27,102,66,81,72,153,39,60,0,108,99,105,42,30,174,75.46153846,1416.248521,97.5,63.75,75.85714286,67.5,108,,570,0.0186,0.0162,0.0054,0.0204,0.0132,0.0162,0.0144,0.0306,0.0078,0.012,0,0.0216,0.0198,0.021,0.015514286
72,18,84,162,87,51,108,91,39,60,60,108,99,42,9,51,84,79.92307692,1236.071006,117,60,80.71428571,46.5,46.5,,580,0.0144,0.0036,0.0168,0.0324,0.0174,0.0102,0.0216,0.0182,0.0078,0.012,0.012,0.0216,0.0198,0.0084,0.015442857
