S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4,Zone 5,,Time,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-12,S-13,S-14,S-15,
5637,1029,672,4437,2406,405,475,331,150,105,78,234,129,156,33,48,60,1237.538462,3035592.095,5037,1128,214.5714286,102,46.5,,60,0.5637,0.1029,0.0672,0.4437,0.2406,0.0405,0.0475,0.0331,0.015,0.0105,0.0078,0.0234,0.0129,0.0156,
3663,762,723,2994,4620,474,657,437,139,198,231,354,129,159,75,57,69,1183.153846,2133263.515,3328.5,1644.75,306.4285714,108,72,,70,0.3663,0.0762,0.0723,0.2994,0.462,0.0474,0.0657,0.0437,0.0139,0.0198,0.0231,0.0354,0.0129,0.0159,0.111
3297,2610,645,1857,1038,654,564,960,180,198,384,384,199,126,51,147,90,997.6923077,904437.4438,2577,1236.75,409.8571429,136.5,70.5,,80,0.3297,0.261,0.0645,0.1857,0.1038,0.0654,0.0564,0.096,0.018,0.0198,0.0384,0.0384,0.0199,0.0126,0.093542857
2508,1518,585,804,474,618,555,864,180,391,219,225,285,69,9,129,51,709.6923077,389355.4438,1656,798.75,388.4285714,99,30,,90,0.2508,0.1518,0.0585,0.0804,0.0474,0.0618,0.0555,0.0864,0.018,0.0391,0.0219,0.0225,0.0285,0.0069,0.066392857
1398,1302,282,807,921,510,735,864,208,492,54,225,285,93,54,228,81,621.7692308,166905.8698,1102.5,753.75,409,160.5,67.5,,100,0.1398,0.1302,0.0282,0.0807,0.0921,0.051,0.0735,0.0864,0.0208,0.0492,0.0054,0.0225,0.0285,0.0093,0.0584
942,1146,366,678,1227,762,735,868,216,492,129,214,193,153,78,246,129,612.9230769,129136.6864,810,875.25,406.7142857,199.5,103.5,,110,0.0942,0.1146,0.0366,0.0678,0.1227,0.0762,0.0735,0.0868,0.0216,0.0492,0.0129,0.0214,0.0193,0.0153,0.058007143
660,702,405,603,777,537,793,873,216,388,204,234,192,108,57,276,126,506.4615385,56539.01775,631.5,605.25,414.2857143,192,91.5,,120,0.066,0.0702,0.0405,0.0603,0.0777,0.0537,0.0793,0.0873,0.0216,0.0388,0.0204,0.0234,0.0192,0.0108,0.0478
507,690,456,342,492,540,675,765,303,390,208,204,192,51,27,378,141,443.3846154,34042.08284,424.5,544.5,391,214.5,84,,130,0.0507,0.069,0.0456,0.0342,0.0492,0.054,0.0675,0.0765,0.0303,0.039,0.0208,0.0204,0.0192,0.0051,0.041535714
540,633,408,261,561,582,849,870,525,390,213,216,196,51,27,339,111,480.3076923,47472.67456,400.5,546,465.5714286,195,69,,140,0.054,0.0633,0.0408,0.0261,0.0561,0.0582,0.0849,0.087,0.0525,0.039,0.0213,0.0216,0.0196,0.0051,0.044964286
432,429,315,234,672,666,483,870,525,373,192,189,330,84,69,372,111,439.2307692,38323.56213,333,520.5,423.1428571,228,90,,150,0.0432,0.0429,0.0315,0.0234,0.0672,0.0666,0.0483,0.087,0.0525,0.0373,0.0192,0.0189,0.033,0.0084,0.041385714
420,645,303,150,540,630,507,657,357,477,171,189,330,114,120,534,99,413.5384615,29968.40237,285,529.5,384,324,109.5,,160,0.042,0.0645,0.0303,0.015,0.054,0.063,0.0507,0.0657,0.0357,0.0477,0.0171,0.0189,0.033,0.0114,0.039214286
474,798,300,171,294,570,507,486,189,477,166,198,355,138,135,279,90,383.4615385,33060.09467,322.5,490.5,339.7142857,208.5,112.5,,170,0.0474,0.0798,0.03,0.0171,0.0294,0.057,0.0507,0.0486,0.0189,0.0477,0.0166,0.0198,0.0355,0.0138,0.036592857
357,690,303,171,144,345,535,486,189,652,162,198,354,93,84,312,81,352.7692308,32351.56213,264,370.5,368,202.5,82.5,,180,0.0357,0.069,0.0303,0.0171,0.0144,0.0345,0.0535,0.0486,0.0189,0.0652,0.0162,0.0198,0.0354,0.0093,0.033421429
354,537,330,315,321,468,423,408,235,426,268,390,354,90,42,288,30,371.4615385,6263.171598,334.5,414,357.7142857,189,36,,190,0.0354,0.0537,0.033,0.0315,0.0321,0.0468,0.0423,0.0408,0.0235,0.0426,0.0268,0.039,0.0354,0.009,0.035135714
291,345,237,483,390,582,327,327,333,426,375,399,262,27,18,321,18,367.4615385,7947.47929,387,388.5,349.8571429,174,18,,200,0.0291,0.0345,0.0237,0.0483,0.039,0.0582,0.0327,0.0327,0.0333,0.0426,0.0375,0.0399,0.0262,0.0027,0.034314286
285,201,204,501,303,570,429,327,333,319,361,174,228,51,36,228,18,325.7692308,12886.17751,393,319.5,310.1428571,139.5,27,,210,0.0285,0.0201,0.0204,0.0501,0.0303,0.057,0.0429,0.0327,0.0333,0.0319,0.0361,0.0174,0.0228,0.0051,0.030614286
288,177,183,348,267,414,315,364,312,279,348,174,228,69,42,357,18,284.3846154,5419.313609,318,260.25,288.5714286,213,30,,220,0.0288,0.0177,0.0183,0.0348,0.0267,0.0414,0.0315,0.0364,0.0312,0.0279,0.0348,0.0174,0.0228,0.0069,0.0269
306,180,204,300,255,258,315,312,501,279,280,288,315,195,21,261,27,291.7692308,5272.331361,303,224.25,327.1428571,228,24,,230,0.0306,0.018,0.0204,0.03,0.0255,0.0258,0.0315,0.0312,0.0501,0.0279,0.028,0.0288,0.0315,0.0195,0.028485714
279,489,258,282,150,345,288,312,501,271,213,273,327,186,114,201,69,306.7692308,8672.023669,280.5,310.5,312.1428571,193.5,91.5,,240,0.0279,0.0489,0.0258,0.0282,0.015,0.0345,0.0288,0.0312,0.0501,0.0271,0.0213,0.0273,0.0327,0.0186,0.029814286
345,390,192,363,111,252,240,360,379,261,291,129,327,45,75,264,90,280,7968.923077,354,236.25,283.8571429,154.5,82.5,,250,0.0345,0.039,0.0192,0.0363,0.0111,0.0252,0.024,0.036,0.0379,0.0261,0.0291,0.0129,0.0327,0.0045,0.026321429
279,450,174,324,102,171,378,378,321,261,369,225,313,93,66,237,78,288.0769231,9082.686391,301.5,224.25,320.7142857,165,72,,260,0.0279,0.045,0.0174,0.0324,0.0102,0.0171,0.0378,0.0378,0.0321,0.0261,0.0369,0.0225,0.0313,0.0093,0.027414286
273,726,162,105,159,204,288,264,321,375,348,108,279,147,36,189,57,277.8461538,23777.36095,189,312.75,283.2857143,168,46.5,,270,0.0273,0.0726,0.0162,0.0105,0.0159,0.0204,0.0288,0.0264,0.0321,0.0375,0.0348,0.0108,0.0279,0.0147,0.02685
129,450,138,108,447,438,279,234,421,258,327,108,279,225,27,216,27,278.1538462,16041.05325,118.5,368.25,272.2857143,220.5,27,,280,0.0129,0.045,0.0138,0.0108,0.0447,0.0438,0.0279,0.0234,0.0421,0.0258,0.0327,0.0108,0.0279,0.0225,0.027435714
192,438,231,237,420,393,279,234,405,258,258,219,229,273,45,225,18,291.7692308,7119.869822,214.5,370.5,268.8571429,249,31.5,,290,0.0192,0.0438,0.0231,0.0237,0.042,0.0393,0.0279,0.0234,0.0405,0.0258,0.0258,0.0219,0.0229,0.0273,0.029042857
195,264,246,174,249,228,229,227,405,219,189,270,252,150,36,303,18,242.0769231,2981.763314,184.5,246.75,255.8571429,226.5,27,,300,0.0195,0.0264,0.0246,0.0174,0.0249,0.0228,0.0229,0.0227,0.0405,0.0219,0.0189,0.027,0.0252,0.015,0.02355
315,54,213,213,234,264,225,220,393,213,318,213,252,54,87,360,69,240.5384615,5692.863905,264,191.25,262,207,78,,310,0.0315,0.0054,0.0213,0.0213,0.0234,0.0264,0.0225,0.022,0.0393,0.0213,0.0318,0.0213,0.0252,0.0054,0.022721429
282,159,234,237,105,489,108,162,210,213,447,249,265,39,114,240,99,243.0769231,12089.60947,259.5,246.75,236.2857143,139.5,106.5,,320,0.0282,0.0159,0.0234,0.0237,0.0105,0.0489,0.0108,0.0162,0.021,0.0213,0.0447,0.0249,0.0265,0.0039,0.02285
186,117,195,192,93,474,162,162,210,273,334,273,252,81,48,180,81,224.8461538,9229.207101,189,219.75,238,130.5,64.5,,330,0.0186,0.0117,0.0195,0.0192,0.0093,0.0474,0.0162,0.0162,0.021,0.0273,0.0334,0.0273,0.0252,0.0081,0.021457143
216,126,144,93,414,372,285,151,255,150,222,273,252,117,60,168,81,227.1538462,8444.591716,154.5,264,226.8571429,142.5,70.5,,340,0.0216,0.0126,0.0144,0.0093,0.0414,0.0372,0.0285,0.0151,0.0255,0.015,0.0222,0.0273,0.0252,0.0117,0.021928571
153,156,132,186,114,267,285,246,234,150,438,234,148,63,87,201,39,211,7136.769231,169.5,167.25,247.8571429,132,63,,350,0.0153,0.0156,0.0132,0.0186,0.0114,0.0267,0.0285,0.0246,0.0234,0.015,0.0438,0.0234,0.0148,0.0063,0.020042857
291,132,144,309,243,126,307,246,234,141,654,477,219,27,66,162,69,271,20855.53846,300,161.25,325.4285714,94.5,67.5,,360,0.0291,0.0132,0.0144,0.0309,0.0243,0.0126,0.0307,0.0246,0.0234,0.0141,0.0654,0.0477,0.0219,0.0027,0.025357143
333,96,198,195,201,219,180,318,159,48,367,447,219,174,45,204,81,229.2307692,11242.7929,264,178.5,248.2857143,189,63,,370,0.0333,0.0096,0.0198,0.0195,0.0201,0.0219,0.018,0.0318,0.0159,0.0048,0.0367,0.0447,0.0219,0.0174,0.022528571
267,93,198,117,138,231,234,444,207,48,81,201,163,186,27,168,114,186.3076923,9582.674556,192,165,196.8571429,177,70.5,,380,0.0267,0.0093,0.0198,0.0117,0.0138,0.0231,0.0234,0.0444,0.0207,0.0048,0.0081,0.0201,0.0163,0.0186,0.018628571
162,246,114,153,228,297,234,444,207,121,102,168,135,198,84,96,93,200.8461538,8091.053254,157.5,221.25,201.5714286,147,88.5,,390,0.0162,0.0246,0.0114,0.0153,0.0228,0.0297,0.0234,0.0444,0.0207,0.0121,0.0102,0.0168,0.0135,0.0198,0.020064286
177,135,114,93,231,327,207,351,274,306,123,168,135,198,105,153,39,203.1538462,7023.053254,135,201.75,223.4285714,175.5,72,,400,0.0177,0.0135,0.0114,0.0093,0.0231,0.0327,0.0207,0.0351,0.0274,0.0306,0.0123,0.0168,0.0135,0.0198,0.020278571
165,111,102,117,195,324,207,153,315,306,117,157,211,63,27,228,69,190.7692308,5808.485207,141,183,209.4285714,145.5,48,,410,0.0165,0.0111,0.0102,0.0117,0.0195,0.0324,0.0207,0.0153,0.0315,0.0306,0.0117,0.0157,0.0211,0.0063,0.018164286
153,48,150,177,195,240,234,153,315,231,111,147,309,126,39,156,30,189.4615385,5283.47929,165,158.25,214.2857143,141,34.5,,420,0.0153,0.0048,0.015,0.0177,0.0195,0.024,0.0234,0.0153,0.0315,0.0231,0.0111,0.0147,0.0309,0.0126,0.018492857
150,39,165,174,339,348,303,168,262,78,108,258,309,111,48,120,93,207.7692308,9602.485207,162,222.75,212.2857143,115.5,70.5,,430,0.015,0.0039,0.0165,0.0174,0.0339,0.0348,0.0303,0.0168,0.0262,0.0078,0.0108,0.0258,0.0309,0.0111,0.020085714
99,60,267,162,321,378,207,120,315,78,105,219,217,93,36,177,60,196,9698.769231,130.5,256.5,180.1428571,135,48,,440,0.0099,0.006,0.0267,0.0162,0.0321,0.0378,0.0207,0.012,0.0315,0.0078,0.0105,0.0219,0.0217,0.0093,0.018864286
231,126,186,105,240,213,189,120,315,105,87,138,204,117,18,171,39,173.7692308,4144.792899,168,191.25,165.4285714,144,28.5,,450,0.0231,0.0126,0.0186,0.0105,0.024,0.0213,0.0189,0.012,0.0315,0.0105,0.0087,0.0138,0.0204,0.0117,0.016971429
240,126,192,153,276,267,153,132,234,81,69,138,204,105,51,138,27,174.2307692,4165.56213,196.5,215.25,144.4285714,121.5,39,,460,0.024,0.0126,0.0192,0.0153,0.0276,0.0267,0.0153,0.0132,0.0234,0.0081,0.0069,0.0138,0.0204,0.0105,0.016928571
192,231,90,228,123,369,153,123,168,81,123,114,142,60,39,120,57,164.3846154,5532.390533,210,203.25,129.1428571,90,48,,470,0.0192,0.0231,0.009,0.0228,0.0123,0.0369,0.0153,0.0123,0.0168,0.0081,0.0123,0.0114,0.0142,0.006,0.015692857
174,168,141,81,45,348,162,123,168,148,177,120,108,18,18,120,60,151,4657.846154,127.5,175.5,143.7142857,69,39,,480,0.0174,0.0168,0.0141,0.0081,0.0045,0.0348,0.0162,0.0123,0.0168,0.0148,0.0177,0.012,0.0108,0.0018,0.01415
177,102,192,81,165,270,171,153,174,159,150,102,108,48,27,126,60,154.1538462,2241.053254,129,182.25,145.2857143,87,43.5,,490,0.0177,0.0102,0.0192,0.0081,0.0165,0.027,0.0171,0.0153,0.0174,0.0159,0.015,0.0102,0.0108,0.0048,0.014657143
174,219,141,51,162,222,198,108,336,159,123,99,147,27,45,114,48,164.5384615,4606.402367,112.5,186,167.1428571,70.5,46.5,,500,0.0174,0.0219,0.0141,0.0051,0.0162,0.0222,0.0198,0.0108,0.0336,0.0159,0.0123,0.0099,0.0147,0.0027,0.015471429
183,105,186,39,93,183,180,108,336,136,123,117,183,60,18,219,9,151.6923077,4722.674556,111,141.75,169,139.5,13.5,,510,0.0183,0.0105,0.0186,0.0039,0.0093,0.0183,0.018,0.0108,0.0336,0.0136,0.0123,0.0117,0.0183,0.006,0.014514286
165,120,159,153,126,57,108,172,300,66,123,117,183,93,21,204,27,142.2307692,3412.792899,159,115.5,152.7142857,148.5,24,,520,0.0165,0.012,0.0159,0.0153,0.0126,0.0057,0.0108,0.0172,0.03,0.0066,0.0123,0.0117,0.0183,0.0093,0.013871429
156,219,120,111,75,135,108,69,270,66,139,112,118,126,96,81,78,130.6153846,3119.467456,133.5,137.25,126,103.5,87,,530,0.0156,0.0219,0.012,0.0111,0.0075,0.0135,0.0108,0.0069,0.027,0.0066,0.0139,0.0112,0.0118,0.0126,0.013028571
171,75,93,138,306,225,135,69,270,115,156,138,102,105,72,66,69,153.3076923,4936.366864,154.5,174.75,140.7142857,85.5,70.5,,540,0.0171,0.0075,0.0093,0.0138,0.0306,0.0225,0.0135,0.0069,0.027,0.0115,0.0156,0.0138,0.0102,0.0105,0.014985714
186,18,54,234,165,216,126,85,148,174,129,120,102,144,54,258,78,135.1538462,3517.976331,210,113.25,126.2857143,201,66,,550,0.0186,0.0018,0.0054,0.0234,0.0165,0.0216,0.0126,0.0085,0.0148,0.0174,0.0129,0.012,0.0102,0.0144,0.013578571
177,45,72,84,195,204,126,105,54,174,102,102,60,129,18,240,75,115.3846154,2819.928994,130.5,129,103.2857143,184.5,46.5,,560,0.0177,0.0045,0.0072,0.0084,0.0195,0.0204,0.0126,0.0105,0.0054,0.0174,0.0102,0.0102,0.006,0.0129,0.011635714
123,78,45,21,216,222,189,105,54,145,171,156,45,87,78,153,84,120.7692308,4330.792899,72,140.25,123.5714286,120,81,,570,0.0123,0.0078,0.0045,0.0021,0.0216,0.0222,0.0189,0.0105,0.0054,0.0145,0.0171,0.0156,0.0045,0.0087,0.011835714
123,144,45,0,126,108,126,139,175,75,240,156,45,60,45,162,57,115.5384615,3638.402367,61.5,105.75,136.5714286,111,51,,580,0.0123,0.0144,0.0045,0,0.0126,0.0108,0.0126,0.0139,0.0175,0.0075,0.024,0.0156,0.0045,0.006,0.011157143
174,69,81,21,54,99,126,237,369,75,169,109,63,30,39,75,57,126.6153846,8045.313609,97.5,75.75,164,52.5,48,,590,0.0174,0.0069,0.0081,0.0021,0.0054,0.0099,0.0126,0.0237,0.0369,0.0075,0.0169,0.0109,0.0063,0.003,0.011971429
96,69,162,81,84,174,90,237,369,112,99,114,117,51,66,201,81,138.7692308,6402.639053,88.5,122.25,162.5714286,126,73.5,,600,0.0096,0.0069,0.0162,0.0081,0.0084,0.0174,0.009,0.0237,0.0369,0.0112,0.0099,0.0114,0.0117,0.0051,0.01325
108,72,186,96,114,180,126,162,225,150,114,168,117,84,87,306,90,139.8461538,1689.976331,102,138,151.7142857,195,88.5,,610,0.0108,0.0072,0.0186,0.0096,0.0114,0.018,0.0126,0.0162,0.0225,0.015,0.0114,0.0168,0.0117,0.0084,0.013585714
99,72,75,69,144,159,144,120,81,150,129,117,87,72,51,165,27,111.2307692,972.6390533,84,112.5,118.2857143,118.5,39,,620,0.0099,0.0072,0.0075,0.0069,0.0144,0.0159,0.0144,0.012,0.0081,0.015,0.0129,0.0117,0.0087,0.0072,0.010842857
174,198,27,18,84,126,180,120,81,105,106,99,57,18,51,252,18,105.7692308,2823.408284,96,108.75,106.8571429,135,34.5,,630,0.0174,0.0198,0.0027,0.0018,0.0084,0.0126,0.018,0.012,0.0081,0.0105,0.0106,0.0099,0.0057,0.0018,0.00995
195,177,45,63,18,126,228,96,85,81,84,99,57,0,27,147,18,104.1538462,3508.899408,129,91.5,104.2857143,73.5,22.5,,640,0.0195,0.0177,0.0045,0.0063,0.0018,0.0126,0.0228,0.0096,0.0085,0.0081,0.0084,0.0099,0.0057,0,0.009671429
177,114,105,81,102,180,228,39,102,81,75,129,102,51,18,162,9,116.5384615,2407.633136,129,125.25,108,106.5,13.5,,650,0.0177,0.0114,0.0105,0.0081,0.0102,0.018,0.0228,0.0039,0.0102,0.0081,0.0075,0.0129,0.0102,0.0051,0.011185714
90,126,63,66,75,111,150,39,102,58,66,111,138,18,66,165,18,91.92307692,1069.91716,78,93.75,94.85714286,91.5,42,,660,0.009,0.0126,0.0063,0.0066,0.0075,0.0111,0.015,0.0039,0.0102,0.0058,0.0066,0.0111,0.0138,0.0018,0.008664286
60,75,93,69,138,150,99,81,84,129,97,75,138,45,105,222,39,99.07692308,823.4556213,64.5,114,100.4285714,133.5,72,,670,0.006,0.0075,0.0093,0.0069,0.0138,0.015,0.0099,0.0081,0.0084,0.0129,0.0097,0.0075,0.0138,0.0045,0.009521429
18,69,87,69,108,186,90,114,36,129,129,138,196,69,81,222,102,105.3076923,2510.982249,43.5,112.5,118.8571429,145.5,91.5,,680,0.0018,0.0069,0.0087,0.0069,0.0108,0.0186,0.009,0.0114,0.0036,0.0129,0.0129,0.0138,0.0196,0.0069,0.010271429
48,102,96,36,219,126,147,114,36,106,145,72,207,51,30,105,123,111.8461538,3125.207101,42,135.75,118.1428571,78,76.5,,690,0.0048,0.0102,0.0096,0.0036,0.0219,0.0126,0.0147,0.0114,0.0036,0.0106,0.0145,0.0072,0.0207,0.0051,0.01075
123,63,105,57,204,138,165,85,52,72,162,72,207,54,30,114,99,115.7692308,2801.100592,90,127.5,116.4285714,84,64.5,,700,0.0123,0.0063,0.0105,0.0057,0.0204,0.0138,0.0165,0.0085,0.0052,0.0072,0.0162,0.0072,0.0207,0.0054,0.011135714
123,9,165,48,198,120,165,66,306,72,121,81,126,84,18,69,69,123.0769231,5299.91716,85.5,123,133.8571429,76.5,43.5,,710,0.0123,0.0009,0.0165,0.0048,0.0198,0.012,0.0165,0.0066,0.0306,0.0072,0.0121,0.0081,0.0126,0.0084,0.012028571
111,156,105,87,186,117,150,66,306,88,81,90,117,39,9,54,36,127.6923077,3704.059172,99,141,128.2857143,46.5,22.5,,720,0.0111,0.0156,0.0105,0.0087,0.0186,0.0117,0.015,0.0066,0.0306,0.0088,0.0081,0.009,0.0117,0.0039,0.012135714
144,156,45,141,93,216,135,93,193,105,73,267,117,18,27,63,90,136.7692308,3427.869822,142.5,127.5,140.4285714,40.5,58.5,,730,0.0144,0.0156,0.0045,0.0141,0.0093,0.0216,0.0135,0.0093,0.0193,0.0105,0.0073,0.0267,0.0117,0.0018,0.012828571
60,36,120,72,27,177,108,78,33,105,66,54,109,45,27,66,111,80.38461538,1657.775148,66,90,79,55.5,69,,740,0.006,0.0036,0.012,0.0072,0.0027,0.0177,0.0108,0.0078,0.0033,0.0105,0.0066,0.0054,0.0109,0.0045,0.007785714
90,195,111,129,54,183,99,78,33,76,63,90,75,69,18,93,99,98.15384615,2053.207101,109.5,135.75,73.42857143,81,58.5,,750,0.009,0.0195,0.0111,0.0129,0.0054,0.0183,0.0099,0.0078,0.0033,0.0076,0.0063,0.009,0.0075,0.0069,0.009607143
60,207,93,168,207,117,126,54,30,48,60,90,75,129,18,72,69,102.6923077,3237.443787,114,156,69,100.5,43.5,,760,0.006,0.0207,0.0093,0.0168,0.0207,0.0117,0.0126,0.0054,0.003,0.0048,0.006,0.009,0.0075,0.0129,0.010457143
27,153,102,168,90,126,126,36,138,48,82,90,145,129,18,60,39,102.3846154,1910.544379,97.5,117.75,95,94.5,28.5,,770,0.0027,0.0153,0.0102,0.0168,0.009,0.0126,0.0126,0.0036,0.0138,0.0048,0.0082,0.009,0.0145,0.0129,0.010428571
30,72,162,60,102,87,81,36,138,54,105,54,225,126,21,63,72,92.76923077,2800.331361,45,105.75,99,94.5,46.5,,780,0.003,0.0072,0.0162,0.006,0.0102,0.0087,0.0081,0.0036,0.0138,0.0054,0.0105,0.0054,0.0225,0.0126,0.009514286
114,108,36,18,36,111,54,33,205,90,66,72,225,60,63,33,111,89.84615385,3788.591716,66,72.75,106.4285714,46.5,87,,790,0.0114,0.0108,0.0036,0.0018,0.0036,0.0111,0.0054,0.0033,0.0205,0.009,0.0066,0.0072,0.0225,0.006,0.008771429
93,93,45,21,36,105,63,60,102,90,27,84,166,84,63,48,120,75.76923077,1451.254438,57,69.75,84.57142857,66,91.5,,800,0.0093,0.0093,0.0045,0.0021,0.0036,0.0105,0.0063,0.006,0.0102,0.009,0.0027,0.0084,0.0166,0.0084,0.007635714
21,69,36,87,27,90,36,60,102,54,52,159,99,81,48,75,51,68.61538462,1361.005917,54,55.5,80.28571429,78,49.5,,810,0.0021,0.0069,0.0036,0.0087,0.0027,0.009,0.0036,0.006,0.0102,0.0054,0.0052,0.0159,0.0099,0.0081,0.00695
48,39,18,69,27,78,90,55,129,9,78,159,99,93,39,69,51,69.07692308,1746.532544,58.5,40.5,88.42857143,81,45,,820,0.0048,0.0039,0.0018,0.0069,0.0027,0.0078,0.009,0.0055,0.0129,0.0009,0.0078,0.0159,0.0099,0.0093,0.007078571
87,48,36,39,66,168,90,9,168,9,108,111,67,114,0,69,69,77.38461538,2490.852071,63,79.5,80.28571429,91.5,34.5,,830,0.0087,0.0048,0.0036,0.0039,0.0066,0.0168,0.009,0.0009,0.0168,0.0009,0.0108,0.0111,0.0067,0.0114,0.008
120,18,96,60,27,204,67,9,168,19,138,36,129,93,9,18,84,83.92307692,3727.763314,90,86.25,80.85714286,55.5,46.5,,840,0.012,0.0018,0.0096,0.006,0.0027,0.0204,0.0067,0.0009,0.0168,0.0019,0.0138,0.0036,0.0129,0.0093,0.008457143
81,57,90,51,36,93,99,39,136,99,111,54,129,117,27,27,75,82.69230769,1004.52071,66,69,95.28571429,72,51,,850,0.0081,0.0057,0.009,0.0051,0.0036,0.0093,0.0099,0.0039,0.0136,0.0099,0.0111,0.0054,0.0129,0.0117,0.008514286
42,51,48,39,201,84,135,72,48,99,84,72,73,114,27,75,39,80.61538462,1865.005917,40.5,96,83.28571429,94.5,33,,860,0.0042,0.0051,0.0048,0.0039,0.0201,0.0084,0.0135,0.0072,0.0048,0.0099,0.0084,0.0072,0.0073,0.0114,0.0083
81,51,9,9,36,84,90,72,48,76,51,102,114,60,84,96,18,63.30769231,995.2899408,45,45,79,78,51,,870,0.0081,0.0051,0.0009,0.0009,0.0036,0.0084,0.009,0.0072,0.0048,0.0076,0.0051,0.0102,0.0114,0.006,0.006307143
