S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
36.0,27.0,66.0,18.0,72.0,48.0,72.0,294.0,567.0,99.0,93.0,99.0,108.0,99.0,150.0,30.0,81.0,111.0,121.28571428571429,19362.489795918373,87.81818181818181,220.5,74.0
38.7,30.0,72.9,18.0,71.4,51.3,72.9,307.5,562.3,95.1,93.0,98.1,105.7,100.9,147.3,34.2,88.8,111.0,122.7,19443.465306122453,89.77272727272727,219.4,78.0
41.4,33.0,79.8,18.0,70.8,54.6,73.8,321.0,557.6,91.2,93.0,97.2,103.4,102.8,144.6,38.4,96.6,111.0,124.11428571428571,19524.440816326533,91.72727272727272,218.3,82.0
44.1,36.0,86.7,18.0,70.2,57.9,74.7,334.5,552.9,87.3,93.0,96.3,101.1,104.7,141.9,42.6,104.4,111.0,125.52857142857142,19605.416326530616,93.68181818181817,217.2,86.0
46.8,39.0,93.6,18.0,69.6,61.2,75.6,348.0,548.2,83.4,93.0,95.4,98.8,106.6,139.2,46.8,112.2,111.0,126.94285714285714,19686.391836734696,95.63636363636363,216.1,90.0
49.5,42.0,100.5,18.0,69.0,64.5,76.5,361.5,543.5,79.5,93.0,94.5,96.5,108.5,136.5,51.0,120.0,111.0,128.35714285714286,19767.367346938776,97.5909090909091,215.0,94.0
52.2,45.0,107.4,18.0,68.4,67.8,77.4,375.0,538.8,75.6,93.0,93.6,94.2,110.4,133.8,55.2,127.8,111.0,129.77142857142857,19848.342857142856,99.54545454545453,213.9,98.0
54.900000000000006,48.0,114.30000000000001,18.0,67.8,71.1,78.3,388.5,534.1,71.7,93.0,92.7,91.9,112.3,131.1,59.400000000000006,135.6,111.0,131.18571428571428,19929.318367346936,101.5,212.8,102.0
57.6,51.0,121.2,18.0,67.2,74.4,79.2,402.0,529.4,67.8,93.0,91.8,89.6,114.2,128.4,63.6,143.4,111.0,132.6,20010.29387755102,103.45454545454545,211.7,106.0
60.3,54.0,128.1,18.0,66.6,77.7,80.1,415.5,524.7,63.9,93.0,90.9,87.3,116.1,125.7,67.80000000000001,151.2,111.0,134.0142857142857,20091.2693877551,105.4090909090909,210.6,110.0
63.0,57.0,135.0,18.0,66.0,81.0,81.0,429.0,520.0,60.0,93.0,90.0,85.0,118.0,123.0,72.0,159.0,111.0,135.42857142857142,20172.24489795918,107.36363636363636,209.5,114.0
63.3,60.3,141.3,18.0,62.1,80.1,81.0,436.2,508.2,60.0,93.0,89.1,84.6,121.8,126.3,76.2,155.4,106.8,135.64285714285714,20025.07346938775,108.13636363636363,208.95,112.8
63.6,63.6,147.6,18.0,58.2,79.2,81.0,443.4,496.4,60.0,93.0,88.2,84.2,125.6,129.6,80.4,151.8,102.6,135.85714285714286,19877.902040816323,108.9090909090909,208.4,111.6
63.9,66.9,153.9,18.0,54.3,78.3,81.0,450.6,484.6,60.0,93.0,87.3,83.8,129.4,132.9,84.6,148.2,98.4,136.07142857142856,19730.730612244894,109.68181818181819,207.85,110.4
64.2,70.2,160.2,18.0,50.4,77.4,81.0,457.8,472.8,60.0,93.0,86.4,83.4,133.2,136.2,88.8,144.6,94.2,136.28571428571428,19583.559183673467,110.45454545454545,207.3,109.2
64.5,73.5,166.5,18.0,46.5,76.5,81.0,465.0,461.0,60.0,93.0,85.5,83.0,137.0,139.5,93.0,141.0,90.0,136.5,19436.387755102038,111.22727272727272,206.75,108.0
64.8,76.8,172.8,18.0,42.6,75.6,81.0,472.2,449.2,60.0,93.0,84.6,82.6,140.8,142.8,97.2,137.4,85.8,136.71428571428572,19289.216326530608,112.0,206.2,106.8
65.1,80.1,179.1,18.0,38.7,74.7,81.0,479.4,437.4,60.0,93.0,83.7,82.2,144.6,146.1,101.4,133.8,81.6,136.92857142857144,19142.044897959182,112.77272727272728,205.65,105.6
65.4,83.4,185.4,18.0,34.8,73.8,81.0,486.6,425.6,60.0,93.0,82.8,81.8,148.4,149.4,105.6,130.2,77.4,137.14285714285714,18994.873469387752,113.54545454545455,205.1,104.4
65.7,86.7,191.7,18.0,30.9,72.9,81.0,493.8,413.8,60.0,93.0,81.9,81.4,152.2,152.7,109.80000000000001,126.6,73.19999999999999,137.35714285714286,18847.702040816326,114.31818181818181,204.55,103.2
66.0,90.0,198.0,18.0,27.0,72.0,81.0,501.0,402.0,60.0,93.0,81.0,81.0,156.0,156.0,114.0,123.0,69.0,137.57142857142858,18700.530612244896,115.0909090909091,204.0,102.0
67.2,102.6,194.1,19.8,28.8,73.2,81.0,501.0,402.0,59.8,95.1,79.0,79.2,156.0,155.7,107.7,120.3,66.0,138.4857142857143,18649.04081632653,116.62727272727273,202.9,98.0
68.4,115.2,190.2,21.6,30.6,74.4,81.0,501.0,402.0,59.6,97.2,77.0,77.4,156.0,155.4,101.4,117.6,63.0,139.4,18597.551020408162,118.16363636363637,201.8,94.0
69.6,127.8,186.3,23.4,32.4,75.6,81.0,501.0,402.0,59.4,99.3,75.0,75.6,156.0,155.1,95.1,114.9,60.0,140.31428571428572,18546.061224489797,119.7,200.7,90.0
70.8,140.4,182.4,25.2,34.2,76.8,81.0,501.0,402.0,59.2,101.4,73.0,73.8,156.0,154.8,88.8,112.2,57.0,141.22857142857143,18494.571428571428,121.23636363636365,199.6,86.0
72.0,153.0,178.5,27.0,36.0,78.0,81.0,501.0,402.0,59.0,103.5,71.0,72.0,156.0,154.5,82.5,109.5,54.0,142.14285714285717,18443.081632653062,122.77272727272728,198.5,82.0
73.2,165.6,174.6,28.8,37.8,79.2,81.0,501.0,402.0,58.8,105.6,69.0,70.2,156.0,154.2,76.2,106.8,51.0,143.05714285714288,18391.591836734697,124.30909090909091,197.4,78.0
74.4,178.2,170.7,30.6,39.6,80.4,81.0,501.0,402.0,58.6,107.7,67.0,68.4,156.0,153.9,69.9,104.1,48.0,143.9714285714286,18340.102040816328,125.84545454545456,196.3,74.0
75.6,190.8,166.8,32.4,41.4,81.6,81.0,501.0,402.0,58.4,109.8,65.0,66.6,156.0,153.6,63.6,101.4,45.0,144.8857142857143,18288.612244897962,127.38181818181819,195.2,70.0
76.8,203.39999999999998,162.9,34.2,43.2,82.8,81.0,501.0,402.0,58.2,111.9,63.0,64.8,156.0,153.3,57.300000000000004,98.7,42.0,145.8,18237.122448979593,128.91818181818184,194.1,66.0
78.0,216.0,159.0,36.0,45.0,84.0,81.0,501.0,402.0,58.0,114.0,61.0,63.0,156.0,153.0,51.0,96.0,39.0,146.71428571428572,18185.632653061228,130.45454545454547,193.0,62.0
78.9,212.7,154.5,38.4,45.9,84.6,85.5,493.3,398.7,57.9,114.0,59.1,62.1,152.7,146.4,50.7,90.9,38.7,145.59285714285716,17649.165816326535,129.74545454545455,189.375,60.1
79.8,209.4,150.0,40.8,46.8,85.2,90.0,485.6,395.4,57.8,114.0,57.2,61.2,149.4,139.8,50.4,85.8,38.4,144.4714285714286,17112.698979591838,129.03636363636366,185.75,58.2
80.7,206.1,145.5,43.2,47.7,85.8,94.5,477.9,392.1,57.7,114.0,55.3,60.3,146.1,133.2,50.1,80.7,38.1,143.35,16576.232142857145,128.32727272727274,182.125,56.3
81.6,202.8,141.0,45.6,48.6,86.4,99.0,470.2,388.8,57.6,114.0,53.4,59.4,142.8,126.6,49.8,75.6,37.8,142.22857142857143,16039.76530612245,127.61818181818182,178.5,54.4
82.5,199.5,136.5,48.0,49.5,87.0,103.5,462.5,385.5,57.5,114.0,51.5,58.5,139.5,120.0,49.5,70.5,37.5,141.10714285714286,15503.298469387755,126.9090909090909,174.875,52.5
83.4,196.2,132.0,50.4,50.4,87.6,108.0,454.8,382.2,57.4,114.0,49.6,57.6,136.2,113.4,49.2,65.4,37.2,139.9857142857143,14966.831632653062,126.2,171.25,50.6
84.3,192.9,127.5,52.8,51.3,88.2,112.5,447.1,378.9,57.3,114.0,47.7,56.7,132.9,106.80000000000001,48.9,60.300000000000004,36.9,138.86428571428573,14430.364795918367,125.4909090909091,167.625,48.7
85.2,189.6,123.0,55.2,52.2,88.8,117.0,439.4,375.6,57.2,114.0,45.8,55.8,129.6,100.2,48.6,55.2,36.6,137.74285714285713,13893.897959183672,124.78181818181818,164.0,46.8
86.1,186.3,118.5,57.599999999999994,53.1,89.4,121.5,431.7,372.3,57.1,114.0,43.900000000000006,54.9,126.3,93.6,48.3,50.1,36.3,136.62142857142857,13357.43112244898,124.07272727272726,160.375,44.900000000000006
87.0,183.0,114.0,60.0,54.0,90.0,126.0,424.0,369.0,57.0,114.0,42.0,54.0,123.0,87.0,48.0,45.0,36.0,135.5,12820.964285714284,123.36363636363636,156.75,43.0
88.2,170.7,114.6,59.1,52.5,90.3,129.6,433.5,359.4,57.0,107.4,42.1,56.7,124.2,87.3,49.8,46.5,37.2,134.6642857142857,13085.86581632653,123.11818181818181,154.575,44.5
89.4,158.4,115.2,58.2,51.0,90.6,133.2,443.0,349.8,57.0,100.8,42.2,59.4,125.4,87.6,51.6,48.0,38.4,133.82857142857142,13350.767346938774,122.87272727272727,152.4,46.0
90.6,146.1,115.8,57.3,49.5,90.9,136.8,452.5,340.2,57.0,94.2,42.3,62.1,126.6,87.9,53.4,49.5,39.6,132.99285714285713,13615.66887755102,122.62727272727273,150.225,47.5
91.8,133.8,116.4,56.4,48.0,91.2,140.4,462.0,330.6,57.0,87.6,42.4,64.8,127.8,88.2,55.2,51.0,40.8,132.15714285714284,13880.570408163265,122.38181818181818,148.05,49.0
93.0,121.5,117.0,55.5,46.5,91.5,144.0,471.5,321.0,57.0,81.0,42.5,67.5,129.0,88.5,57.0,52.5,42.0,131.32142857142856,14145.47193877551,122.13636363636363,145.875,50.5
94.2,109.19999999999999,117.6,54.6,45.0,91.8,147.6,481.0,311.4,57.0,74.4,42.6,70.2,130.2,88.8,58.8,54.0,43.2,130.4857142857143,14410.373469387754,121.89090909090909,143.7,52.0
