S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-14,S-15,S-16,S-18,S-19,Average,Variance,Zone 1,Zone 2,Zone 3
42.0,129.0,75.0,57.0,63.0,66.0,63.0,81.0,153.0,30.0,70.0,84.0,165.0,552.0,63.0,45.0,30.0,102.0,116.42857142857143,16039.24489795918,120.0,84.33333333333333,59.0
48.0,132.0,72.0,57.0,64.2,64.2,63.0,79.5,153.0,30.0,74.4,86.7,158.7,552.0,62.7,48.0,30.0,102.9,116.76428571428572,16014.365816326528,120.0,85.8,60.3
54.0,135.0,69.0,57.0,65.4,62.4,63.0,78.0,153.0,30.0,78.8,89.4,152.4,552.0,62.4,51.0,30.0,103.8,117.10000000000001,15989.486734693875,120.0,87.26666666666667,61.6
60.0,138.0,66.0,57.0,66.6,60.6,63.0,76.5,153.0,30.0,83.2,92.1,146.1,552.0,62.1,54.0,30.0,104.7,117.43571428571428,15964.607653061223,120.0,88.73333333333333,62.9
66.0,141.0,63.0,57.0,67.8,58.8,63.0,75.0,153.0,30.0,87.6,94.8,139.8,552.0,61.8,57.0,30.0,105.6,117.77142857142857,15939.72857142857,120.0,90.2,64.2
72.0,144.0,60.0,57.0,69.0,57.0,63.0,73.5,153.0,30.0,92.0,97.5,133.5,552.0,61.5,60.0,30.0,106.5,118.10714285714286,15914.849489795917,120.0,91.66666666666666,65.5
78.0,147.0,57.0,57.0,70.2,55.2,63.0,72.0,153.0,30.0,96.4,100.2,127.2,552.0,61.2,63.0,30.0,107.4,118.44285714285715,15889.970408163264,120.0,93.13333333333333,66.8
84.0,150.0,54.0,57.0,71.4,53.4,63.0,70.5,153.0,30.0,100.80000000000001,102.9,120.9,552.0,60.9,66.0,30.0,108.3,118.77857142857144,15865.091326530612,120.0,94.6,68.1
90.0,153.0,51.0,57.0,72.6,51.6,63.0,69.0,153.0,30.0,105.2,105.6,114.6,552.0,60.6,69.0,30.0,109.2,119.11428571428571,15840.212244897959,120.0,96.06666666666666,69.4
96.0,156.0,48.0,57.0,73.8,49.8,63.0,67.5,153.0,30.0,109.6,108.3,108.30000000000001,552.0,60.3,72.0,30.0,110.1,119.45,15815.333163265306,120.0,97.53333333333333,70.7
102.0,159.0,45.0,57.0,75.0,48.0,63.0,66.0,153.0,30.0,114.0,111.0,102.0,552.0,60.0,75.0,30.0,111.0,119.78571428571429,15790.454081632653,120.0,99.0,72.0
105.9,150.9,50.1,56.1,77.4,51.3,66.1,64.2,156.1,27.0,115.2,113.7,99.0,560.2,58.8,77.7,34.2,105.9,120.94285714285715,16349.531632653061,121.14166666666667,99.43333333333334,72.6
109.8,142.8,55.2,55.2,79.8,54.6,69.2,62.4,159.2,24.0,116.4,116.4,96.0,568.4,57.6,80.4,38.4,100.8,122.10000000000001,16908.60918367347,122.28333333333333,99.86666666666666,73.2
113.7,134.7,60.3,54.3,82.2,57.9,72.3,60.6,162.3,21.0,117.6,119.1,93.0,576.6,56.4,83.1,42.6,95.7,123.25714285714287,17467.686734693878,123.425,100.3,73.8
117.6,126.6,65.4,53.4,84.6,61.2,75.4,58.8,165.4,18.0,118.8,121.8,90.0,584.8,55.2,85.8,46.8,90.6,124.41428571428573,18026.764285714286,124.56666666666666,100.73333333333333,74.4
121.5,118.5,70.5,52.5,87.0,64.5,78.5,57.0,168.5,15.0,120.0,124.5,87.0,593.0,54.0,88.5,51.0,85.5,125.57142857142858,18585.841836734693,125.70833333333333,101.16666666666666,75.0
125.4,110.4,75.6,51.6,89.4,67.8,81.6,55.2,171.6,12.0,121.2,127.2,84.0,601.2,52.8,91.2,55.2,80.4,126.72857142857143,19144.9193877551,126.85,101.6,75.6
129.3,102.30000000000001,80.69999999999999,50.7,91.8,71.1,84.7,53.4,174.7,9.0,122.4,129.9,81.0,609.4,51.6,93.9,59.400000000000006,75.30000000000001,127.88571428571429,19703.996938775508,127.99166666666666,102.03333333333333,76.2
133.2,94.2,85.8,49.8,94.2,74.4,87.8,51.6,177.8,6.0,123.6,132.6,78.0,617.6,50.4,96.6,63.6,70.2,129.04285714285714,20263.074489795916,129.13333333333333,102.46666666666667,76.8
137.1,86.10000000000001,90.9,48.9,96.6,77.7,90.9,49.8,180.9,3.0,124.8,135.3,75.0,625.8,49.2,99.3,67.80000000000001,65.1,130.20000000000002,20822.152040816323,130.27499999999998,102.89999999999999,77.4
141.0,78.0,96.0,48.0,99.0,81.0,94.0,48.0,184.0,0.0,126.0,138.0,72.0,634.0,48.0,102.0,72.0,60.0,131.35714285714286,21381.22959183673,131.41666666666666,103.33333333333333,78.0
135.9,78.0,100.8,48.9,103.8,79.2,97.2,48.0,183.3,0.0,126.3,136.2,74.1,640.5,45.9,99.9,75.0,58.2,132.3,21843.52346938775,132.375,103.19999999999999,77.7
130.8,78.0,105.6,49.8,108.6,77.4,100.4,48.0,182.6,0.0,126.6,134.4,76.2,647.0,43.8,97.8,78.0,56.4,133.24285714285713,22305.817346938773,133.33333333333331,103.06666666666666,77.4
125.7,78.0,110.4,50.7,113.4,75.6,103.6,48.0,181.9,0.0,126.9,132.6,78.3,653.5,41.7,95.7,81.0,54.6,134.18571428571428,22768.111224489796,134.29166666666666,102.93333333333334,77.1
120.6,78.0,115.2,51.6,118.2,73.8,106.8,48.0,181.2,0.0,127.2,130.8,80.4,660.0,39.6,93.6,84.0,52.8,135.12857142857143,23230.405102040815,135.25,102.8,76.8
115.5,78.0,120.0,52.5,123.0,72.0,110.0,48.0,180.5,0.0,127.5,129.0,82.5,666.5,37.5,91.5,87.0,51.0,136.07142857142856,23692.698979591834,136.20833333333331,102.66666666666666,76.5
110.4,78.0,124.8,53.4,127.8,70.2,113.2,48.0,179.8,0.0,127.8,127.2,84.6,673.0,35.4,89.4,90.0,49.2,137.0142857142857,24154.992857142857,137.16666666666666,102.53333333333333,76.2
105.30000000000001,78.0,129.6,54.3,132.6,68.4,116.4,48.0,179.1,0.0,128.1,125.4,86.7,679.5,33.3,87.3,93.0,47.4,137.95714285714286,24617.28673469388,138.125,102.4,75.9
100.2,78.0,134.4,55.2,137.4,66.6,119.6,48.0,178.4,0.0,128.4,123.6,88.8,686.0,31.2,85.2,96.0,45.6,138.9,25079.5806122449,139.08333333333334,102.26666666666667,75.6
95.1,78.0,139.2,56.1,142.2,64.8,122.8,48.0,177.7,0.0,128.7,121.8,90.9,692.5,29.099999999999998,83.1,99.0,43.8,139.84285714285713,25541.87448979592,140.04166666666666,102.13333333333333,75.3
90.0,78.0,144.0,57.0,147.0,63.0,126.0,48.0,177.0,0.0,129.0,120.0,93.0,699.0,27.0,81.0,102.0,42.0,140.78571428571428,26004.16836734694,141.0,102.0,75.0
84.9,78.3,141.6,57.3,145.8,61.5,124.2,48.0,177.0,4.8,124.8,118.2,93.0,699.0,26.1,77.7,97.8,39.9,139.88571428571427,26020.1112244898,139.825,102.2,71.8
79.8,78.6,139.2,57.6,144.6,60.0,122.4,48.0,177.0,9.6,120.6,116.4,93.0,699.0,25.2,74.4,93.6,37.8,138.98571428571427,26036.054081632654,138.65,102.4,68.6
74.7,78.9,136.8,57.9,143.4,58.5,120.6,48.0,177.0,14.399999999999999,116.4,114.6,93.0,699.0,24.3,71.1,89.4,35.7,138.0857142857143,26051.99693877551,137.475,102.6,65.4
69.6,79.2,134.4,58.2,142.2,57.0,118.8,48.0,177.0,19.2,112.2,112.8,93.0,699.0,23.4,67.8,85.2,33.6,137.18571428571428,26067.93979591837,136.3,102.8,62.2
64.5,79.5,132.0,58.5,141.0,55.5,117.0,48.0,177.0,24.0,108.0,111.0,93.0,699.0,22.5,64.5,81.0,31.5,136.28571428571428,26083.882653061228,135.125,103.0,59.0
59.400000000000006,79.8,129.6,58.8,139.8,54.0,115.2,48.0,177.0,28.799999999999997,103.8,109.2,93.0,699.0,21.6,61.2,76.8,29.4,135.38571428571427,26099.825510204082,133.95,103.2,55.8
54.300000000000004,80.1,127.2,59.1,138.6,52.5,113.4,48.0,177.0,33.6,99.6,107.4,93.0,699.0,20.7,57.900000000000006,72.6,27.299999999999997,134.48571428571427,26115.76836734694,132.775,103.4,52.599999999999994
49.2,80.4,124.8,59.4,137.4,51.0,111.6,48.0,177.0,38.4,95.4,105.6,93.0,699.0,19.8,54.6,68.4,25.2,133.5857142857143,26131.711224489798,131.6,103.6,49.4
44.1,80.7,122.4,59.7,136.2,49.5,109.8,48.0,177.0,43.199999999999996,91.19999999999999,103.8,93.0,699.0,18.9,51.3,64.19999999999999,23.099999999999998,132.68571428571428,26147.654081632652,130.425,103.8,46.2
39.0,81.0,120.0,60.0,135.0,48.0,108.0,48.0,177.0,48.0,87.0,102.0,93.0,699.0,18.0,48.0,60.0,21.0,131.78571428571428,26163.59693877551,129.25,104.0,43.0
41.7,87.9,120.0,64.2,137.1,52.8,106.2,56.7,176.2,55.2,87.0,102.1,95.7,690.3,18.0,48.6,59.4,23.7,133.79285714285714,25252.74948979592,131.05833333333334,106.13333333333333,43.9
44.4,94.8,120.0,68.4,139.2,57.6,104.4,65.4,175.4,62.4,87.0,102.2,98.4,681.6,18.0,49.2,58.8,26.4,135.79999999999998,24341.902040816327,132.86666666666667,108.26666666666667,44.8
47.1,101.7,120.0,72.6,141.3,62.4,102.6,74.1,174.6,69.6,87.0,102.3,101.1,672.9,18.0,49.8,58.2,29.1,137.80714285714285,23431.054591836735,134.675,110.4,45.7
49.8,108.6,120.0,76.8,143.4,67.2,100.8,82.8,173.8,76.8,87.0,102.4,103.8,664.2,18.0,50.4,57.6,31.8,139.81428571428572,22520.207142857143,136.48333333333335,112.53333333333333,46.6
52.5,115.5,120.0,81.0,145.5,72.0,99.0,91.5,173.0,84.0,87.0,102.5,106.5,655.5,18.0,51.0,57.0,34.5,141.82142857142856,21609.35969387755,138.29166666666669,114.66666666666666,47.5
55.2,122.4,120.0,85.2,147.6,76.8,97.2,100.19999999999999,172.2,91.2,87.0,102.6,109.2,646.8,18.0,51.6,56.4,37.2,143.82857142857142,20698.51224489796,140.1,116.8,48.4
57.900000000000006,129.3,120.0,89.4,149.7,81.6,95.4,108.89999999999999,171.4,98.4,87.0,102.7,111.9,638.1,18.0,52.2,55.8,39.900000000000006,145.8357142857143,19787.664795918365,141.90833333333333,118.93333333333334,49.3
60.6,136.2,120.0,93.6,151.8,86.4,93.6,117.6,170.6,105.6,87.0,102.8,114.6,629.4,18.0,52.8,55.2,42.6,147.84285714285716,18876.817346938773,143.71666666666667,121.06666666666666,50.2
63.3,143.1,120.0,97.80000000000001,153.9,91.19999999999999,91.8,126.3,169.8,112.8,87.0,102.9,117.3,620.7,18.0,53.4,54.6,45.3,149.85,17965.96989795918,145.525,123.19999999999999,51.1
66.0,150.0,120.0,102.0,156.0,96.0,90.0,135.0,169.0,120.0,87.0,103.0,120.0,612.0,18.0,54.0,54.0,48.0,151.85714285714286,17055.12244897959,147.33333333333334,125.33333333333333,52.0
67.8,146.1,118.2,98.7,146.1,96.0,90.0,135.0,163.5,120.0,85.9,103.2,115.2,596.4,17.1,53.1,51.6,50.1,148.7214285714286,16259.363775510203,144.15,123.13333333333333,51.6
69.6,142.2,116.4,95.4,136.2,96.0,90.0,135.0,158.0,120.0,84.8,103.4,110.4,580.8,16.2,52.2,49.2,52.2,145.5857142857143,15463.605102040814,140.96666666666667,120.93333333333332,51.2
71.4,138.3,114.6,92.1,126.3,96.0,90.0,135.0,152.5,120.0,83.7,103.6,105.6,565.2,15.3,51.3,46.8,54.3,142.45,14667.846428571427,137.78333333333333,118.73333333333333,50.8
73.2,134.4,112.8,88.8,116.4,96.0,90.0,135.0,147.0,120.0,82.6,103.8,100.8,549.6,14.4,50.4,44.4,56.4,139.31428571428572,13872.087755102038,134.6,116.53333333333333,50.4
75.0,130.5,111.0,85.5,106.5,96.0,90.0,135.0,141.5,120.0,81.5,104.0,96.0,534.0,13.5,49.5,42.0,58.5,136.17857142857144,13076.329081632652,131.41666666666669,114.33333333333333,50.0
76.8,126.6,109.2,82.2,96.6,96.0,90.0,135.0,136.0,120.0,80.4,104.2,91.2,518.4,12.6,48.6,39.6,60.6,133.04285714285714,12280.570408163265,128.23333333333335,112.13333333333333,49.6
78.6,122.7,107.4,78.9,86.7,96.0,90.0,135.0,130.5,120.0,79.3,104.4,86.4,502.8,11.7,47.7,37.2,62.7,129.90714285714284,11484.811734693878,125.05,109.93333333333332,49.2
80.4,118.8,105.6,75.6,76.8,96.0,90.0,135.0,125.0,120.0,78.2,104.6,81.6,487.2,10.8,46.8,34.8,64.8,126.77142857142857,10689.05306122449,121.86666666666667,107.73333333333332,48.8
82.2,114.9,103.8,72.3,66.89999999999999,96.0,90.0,135.0,119.5,120.0,77.1,104.8,76.80000000000001,471.6,9.9,45.9,32.400000000000006,66.9,123.63571428571429,9893.2943877551,118.68333333333334,105.53333333333333,48.4
84.0,111.0,102.0,69.0,57.0,96.0,90.0,135.0,114.0,120.0,76.0,105.0,72.0,456.0,9.0,45.0,30.0,69.0,120.5,9097.535714285714,115.5,103.33333333333333,48.0
909.3,112.2,100.2,76.8,57.6,93.9,90.0,135.7,114.0,115.3,78.3,110.7,78.6,456.0,9.0,49.5,31.8,67.2,180.6142857142857,455172.1622448979,185.83333333333334,102.53333333333333,49.5
1734.6,113.4,98.4,84.6,58.2,91.8,90.0,136.4,114.0,110.6,80.6,116.4,85.2,456.0,9.0,54.0,33.6,65.4,240.72857142857143,901246.78877551,256.1666666666667,101.73333333333333,51.0
2559.8999999999996,114.6,96.6,92.4,58.8,89.7,90.0,137.1,114.0,105.9,82.9,122.1,91.8,456.0,9.0,58.5,35.4,63.6,300.84285714285716,1347321.4153061223,326.5,100.93333333333332,52.5
3385.2,115.8,94.8,100.2,59.4,87.6,90.0,137.8,114.0,101.2,85.2,127.8,98.4,456.0,9.0,63.0,37.2,61.8,360.95714285714286,1793396.0418367344,396.83333333333337,100.13333333333333,54.0
4210.5,117.0,93.0,108.0,60.0,85.5,90.0,138.5,114.0,96.5,87.5,133.5,105.0,456.0,9.0,67.5,39.0,60.0,421.07142857142856,2239470.6683673467,467.16666666666674,99.33333333333333,55.5
5035.799999999999,118.2,91.2,115.8,60.6,83.4,90.0,139.2,114.0,91.8,89.8,139.2,111.6,456.0,9.0,72.0,40.8,58.2,481.1857142857143,2685545.294897959,537.5,98.53333333333333,57.0
5861.099999999999,119.4,89.4,123.6,61.2,81.3,90.0,139.9,114.0,87.1,92.1,144.9,118.19999999999999,456.0,9.0,76.5,42.6,56.4,541.3,3131619.921428571,607.8333333333334,97.73333333333333,58.5
6686.4,120.6,87.6,131.4,61.8,79.2,90.0,140.6,114.0,82.4,94.4,150.6,124.8,456.0,9.0,81.0,44.4,54.6,601.4142857142857,3577694.5479591833,678.1666666666667,96.93333333333332,60.0
7511.7,121.8,85.8,139.2,62.4,77.1,90.0,141.3,114.0,77.69999999999999,96.7,156.3,131.4,456.0,9.0,85.5,46.2,52.8,661.5285714285715,4023769.1744897957,748.5000000000001,96.13333333333333,61.5
8337.0,123.0,84.0,147.0,63.0,75.0,90.0,142.0,114.0,73.0,99.0,162.0,138.0,456.0,9.0,90.0,48.0,51.0,721.6428571428571,4469843.801020407,818.8333333333334,95.33333333333333,63.0
7576.5,125.4,83.1,140.4,66.9,75.6,90.9,139.8,112.2,70.2,100.5,167.7,138.3,456.0,12.0,93.3,51.9,48.9,667.3928571428571,4026155.91887755,756.0500000000001,94.3,64.7
6816.0,127.8,82.2,133.8,70.8,76.2,91.8,137.6,110.4,67.4,102.0,173.4,138.6,456.0,15.0,96.6,55.8,46.8,613.1428571428571,3582468.036734693,693.2666666666667,93.26666666666667,66.4
6055.5,130.2,81.3,127.2,74.7,76.8,92.7,135.4,108.6,64.6,103.5,179.1,138.9,456.0,18.0,99.9,59.7,44.7,558.8928571428571,3138780.154591836,630.4833333333333,92.23333333333333,68.1
5295.0,132.6,80.4,120.6,78.6,77.4,93.6,133.2,106.8,61.8,105.0,184.8,139.2,456.0,21.0,103.2,63.6,42.6,504.6428571428571,2695092.2724489793,567.7,91.2,69.8
4534.5,135.0,79.5,114.0,82.5,78.0,94.5,131.0,105.0,59.0,106.5,190.5,139.5,456.0,24.0,106.5,67.5,40.5,450.3928571428571,2251404.390306122,504.9166666666667,90.16666666666666,71.5
3774.0,137.4,78.6,107.4,86.4,78.6,95.4,128.8,103.2,56.2,108.0,196.2,139.8,456.0,27.0,109.8,71.4,38.4,396.1428571428571,1807716.508163265,442.1333333333333,89.13333333333333,73.2
3013.5,139.8,77.7,100.80000000000001,90.3,79.2,96.3,126.6,101.4,53.400000000000006,109.5,201.9,140.1,456.0,30.0,113.1,75.3,36.3,341.8928571428571,1364028.6260204082,379.35,88.1,74.9
2253.0,142.2,76.8,94.2,94.2,79.8,97.2,124.4,99.6,50.6,111.0,207.6,140.4,456.0,33.0,116.4,79.2,34.2,287.6428571428571,920340.743877551,316.56666666666666,87.06666666666666,76.6
1492.5,144.6,75.9,87.6,98.1,80.4,98.1,122.2,97.8,47.8,112.5,213.3,140.7,456.0,36.0,119.7,83.1,32.099999999999994,233.3928571428571,476652.86173469387,253.7833333333333,86.03333333333333,78.3
732.0,147.0,75.0,81.0,102.0,81.0,99.0,120.0,96.0,45.0,114.0,219.0,141.0,456.0,39.0,123.0,87.0,30.0,179.14285714285714,32964.97959183674,191.0,85.0,80.0
678.0,195.0,75.9,75.0,107.4,82.2,95.4,120.0,98.7,45.0,111.9,214.9,132.3,465.6,54.9,124.5,90.0,27.9,178.37857142857143,32826.90663265307,191.38333333333333,85.2,80.8
624.0,243.0,76.8,69.0,112.8,83.4,91.8,120.0,101.4,45.0,109.8,210.8,123.6,475.2,70.8,126.0,93.0,25.8,177.6142857142857,32688.83367346939,191.76666666666668,85.4,81.6
570.0,291.0,77.7,63.0,118.2,84.6,88.2,120.0,104.1,45.0,107.7,206.7,114.9,484.8,86.7,127.5,96.0,23.7,176.85,32550.760714285716,192.15,85.6,82.4
